@relation 'Features-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,7'

@attribute Area numeric
@attribute Mean numeric
@attribute Mode numeric
@attribute Min numeric
@attribute Max numeric
@attribute Median numeric
@attribute Perimeter numeric
@attribute *Feret numeric
@attribute *Breadth numeric
@attribute *AspRatio numeric
@attribute *RFactor numeric
@attribute *ConvexArea numeric
@attribute *ConvexPerimeter numeric
@attribute *ArEquivD numeric
@attribute *PerEquivD numeric
@attribute *MinR numeric
@attribute *MaxR numeric
@attribute *avgR numeric
@attribute *VarianceR numeric
@attribute *EquivEllAr numeric
@attribute *ModRatio numeric
@attribute *HaralickRatio numeric
@attribute *ThinnessR numeric
@attribute *Roundness numeric
@attribute *Compactness numeric
@attribute *Solidity numeric
@attribute *Convexity numeric
@attribute *Concavity numeric
@attribute *ArBBox numeric
@attribute *Rectang numeric
@attribute *Sphericity numeric
@attribute *Elongation numeric
@attribute '*Bending Energy' numeric
@attribute *Jaggedness numeric
@attribute *Circularity numeric
@attribute *Endocarp numeric
@attribute 'Distance CM-FB' numeric
@attribute StD numeric
@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute 'Intensity sum' numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute 'Smothness R' numeric
@attribute GLCM-Contrast numeric
@attribute GLCM-Correlation numeric
@attribute GLCM-Energy numeric
@attribute GLCM-Homogeneity numeric
@attribute 'Mean Red' numeric
@attribute 'Sqrt Mean Red' numeric
@attribute 'StD Red' numeric
@attribute 'Mean Green' numeric
@attribute 'Sqrt Mean Green' numeric
@attribute 'StD Green' numeric
@attribute 'Mean Blue' numeric
@attribute 'Sqrt Mean Blue' numeric
@attribute 'StD Blue' numeric
@attribute 'Mean RGB' numeric
@attribute 'Mean H' numeric
@attribute 'StD H' numeric
@attribute 'Mean S' numeric
@attribute 'StD S' numeric
@attribute 'Mean V' numeric
@attribute 'StD V' numeric
@attribute Label {Amaranthacea,Apiaceae,Asteraceae,Brassicaceae,Plantaginaceae,Solanaceae}

@data
106473,43,0,0,244,0,1529.021,429.348,321.758,1.334,80.875,109087,1193.302,368.192,486.702,160.879,214.674,185.26,340.945,108499.9,0.749,10.033,21.958,0.735,0.858,0.976,0.78,2614,138146.364,0.771,0.749,1.747,0.247,0.757,0.572,104943.979,12.826,4.717,44.985,2027.832,11193,0.999,0.009,0.000342,406.901,0.972,0.431,0.936,0.094,0.306,4.236,0.109,0.331,4.911,0.112,0.335,5.021,0.105,0.063,2.886,0.022,1.053,0.113,5.071,Brassicaceae
108320,128,0,0,255,0,1715.17,450.014,302,1.49,92.773,131159,1217.485,371.372,545.956,151,225.007,191.681,568.54,106739.036,0.671,8.039,27.158,0.681,0.825,0.826,0.71,22839,135904.362,0.797,0.671,2.161,0.013,0.68,0.463,106604.83,31.022,8.129,26.731,714.313,32971,0.997,0.022,0.001,501.794,0.951,0.713,0.956,0.282,0.531,7.559,0.311,0.557,8.295,0.32,0.566,8.548,0.304,0.2,5.429,0.043,1.312,0.321,8.561,Brassicaceae
113276,346,0,0,249,0,1727.062,441.662,323.355,1.366,84.345,117030.5,1247.723,379.773,549.741,161.678,220.831,192.463,452.84,112165.491,0.732,9.044,26.332,0.739,0.86,0.968,0.722,3754.5,142813.539,0.793,0.732,2.095,0.879,0.691,0.477,111548.938,31.162,13.391,17.101,291.297,88667,0.993,0.051,0.003,401.763,0.973,0.424,0.935,0.796,0.892,13.697,0.79,0.889,13.515,0.762,0.873,13.012,0.783,0.199,4.677,0.104,1.896,0.829,14.181,Brassicaceae
114595,148,0,0,244,0,2045.361,472.488,326.312,1.448,107.708,159878,1272.893,381.978,651.059,163.156,236.244,194.284,495.254,121091.479,0.691,8.73,36.507,0.654,0.808,0.717,0.622,45283,154178.459,0.743,0.691,2.905,0.224,0.587,0.344,112549.639,41.056,8.45,25.543,651.974,37938,0.997,0.024,0.001,361.014,0.959,0.758,0.964,0.309,0.556,7.922,0.34,0.583,8.671,0.344,0.587,8.779,0.331,0.191,5.11,0.046,1.335,0.348,8.873,Brassicaceae
115111,911,0,0,253,0,1462.403,441.553,327.919,1.347,84.922,117802.5,1250.368,382.837,465.497,163.96,220.776,194.544,403.048,113720.641,0.743,9.69,18.579,0.752,0.867,0.977,0.855,2691.5,144793.618,0.795,0.743,1.478,0.003,0.822,0.676,113648.597,43.512,21.887,10.711,112.806,233371,0.983,0.11,0.007,392.168,0.974,0.42,0.935,2.123,1.457,22.919,2.039,1.428,22.015,1.921,1.386,20.74,2.027,0.254,3.739,0.21,2.364,2.126,22.955,Brassicaceae
115638,44,0,0,236,0,1521.173,453.746,325.745,1.393,85.087,121290.5,1254.64,383.712,484.204,162.873,226.873,196.159,419.597,116086.064,0.718,9.576,20.01,0.715,0.846,0.953,0.825,5652.5,147805.368,0.782,0.718,1.592,0.189,0.792,0.628,114116.827,20.274,4.518,46.363,2151.4,11284,0.999,0.008,0.000314,488.863,0.923,0.825,0.965,0.089,0.298,4.112,0.101,0.318,4.68,0.103,0.321,4.776,0.098,0.061,2.847,0.017,0.862,0.104,4.797,Brassicaceae
3221,47,0,0,249,0,286.492,110.223,36,3.062,12.375,4285,254.182,64.04,91.193,18,55.111,38.513,132.204,3116.468,0.327,3.35,25.482,0.338,0.581,0.752,0.887,1064,3968.01,0.812,0.327,2.028,0.104,0.702,0.493,2934.508,10.259,29.679,7.764,58.315,12120,0.969,0.185,0.013,1254.29,0.935,0.307,0.863,3.999,2,31.535,3.78,1.944,29.821,3.509,1.873,27.679,3.762,0.371,3.107,0.492,3.948,3.999,31.535,Plantaginaceae
3566,24,0,0,248,0,294.635,111.018,41,2.708,11.151,3889,259.239,67.382,93.785,20.5,55.509,39.733,125.244,3574.927,0.369,3.55,24.344,0.368,0.607,0.917,0.88,323,4551.739,0.783,0.369,1.937,0.081,0.718,0.516,3271.365,8.644,20.51,11.404,128.32,6379,0.985,0.095,0.006,1110.888,0.943,0.319,0.881,1.867,1.366,21.462,1.799,1.341,20.624,1.7,1.304,19.479,1.789,0.228,3.648,0.223,2.686,1.893,21.695,Plantaginaceae
3654,10,0,0,255,0,321.404,110.291,42,2.626,12.48,4324,259.729,68.209,102.306,21,55.145,39.183,124.924,3638.123,0.381,3.506,28.271,0.382,0.618,0.845,0.808,670,4632.202,0.789,0.381,2.25,1.445,0.667,0.445,3332.596,16.956,13.336,17.524,306.892,2788,0.993,0.043,0.003,1258.478,0.931,0.275,0.851,0.756,0.869,13.26,0.765,0.874,13.354,0.769,0.877,13.422,0.763,0.423,8.751,0.054,1.21,0.787,13.736,Plantaginaceae
3971,44,0,0,250,0,308.576,111.288,45,2.473,15.042,5259,262.246,71.106,98.223,22.5,55.644,40.901,106.665,3933.24,0.404,3.96,23.979,0.408,0.639,0.755,0.85,1288,5007.956,0.793,0.404,1.908,0.142,0.724,0.524,3662.424,19.047,25.884,8.854,76.501,11479,0.975,0.148,0.01,1121.512,0.942,0.379,0.887,3.071,1.752,27.532,2.876,1.696,25.76,2.725,1.651,24.397,2.89,0.504,7.816,0.408,3.721,3.099,27.752,Plantaginaceae
3973,20,0,0,248,0,298.919,110.041,47,2.341,12.398,4286,261.59,71.124,95.149,23.5,55.02,37.842,120.108,4062.018,0.427,3.453,22.49,0.418,0.646,0.927,0.875,313,5171.922,0.768,0.427,1.79,0.062,0.747,0.559,3674.081,11.536,17.747,13.068,169.078,5374,0.988,0.072,0.005,972.37,0.95,0.334,0.894,1.412,1.188,18.596,1.367,1.169,17.935,1.279,1.131,16.774,1.353,0.22,4.064,0.204,2.761,1.446,18.96,Plantaginaceae
4367,5,0,0,221,0,377.428,120.354,50.947,2.362,13.42,5074,282.324,74.567,120.139,25.473,60.177,38.563,154.63,4815.782,0.423,3.101,32.62,0.384,0.62,0.861,0.748,707,6131.645,0.712,0.423,2.596,0.18,0.621,0.385,3989.572,1.554,8.439,24.942,620.511,1476,0.997,0.021,0.001,957.429,0.95,0.404,0.898,0.303,0.55,7.57,0.351,0.593,8.778,0.36,0.6,8.986,0.338,0.213,5.307,0.063,1.741,0.36,8.986,Plantaginaceae
4400,33,0,0,245,0,319.262,113.886,51.229,2.223,16.917,6052.5,272.838,74.848,101.624,25.614,56.943,38.725,130.282,4582.209,0.45,3.393,23.166,0.432,0.657,0.727,0.855,1652.5,5834.25,0.754,0.45,1.843,0.07,0.737,0.542,4080.738,2.972,21.39,10.782,114.364,8662,0.983,0.106,0.007,1191.65,0.939,0.317,0.859,2.101,1.45,22.852,1.964,1.401,21.346,1.841,1.357,20.001,1.969,0.21,3.29,0.287,3.17,2.114,22.965,Plantaginaceae
4817,4,0,0,225,0,339.831,108.559,59.565,1.823,20.305,6925,274.573,78.315,108.171,29.783,54.279,40.277,72.883,5078.644,0.549,4.718,23.974,0.52,0.721,0.696,0.808,2108,6466.331,0.745,0.549,1.908,0.057,0.724,0.524,4477.169,5.48,7.361,28.35,803.11,1251,0.998,0.017,0.000833,841.597,0.955,0.413,0.898,0.235,0.485,6.659,0.268,0.517,7.582,0.277,0.526,7.851,0.26,0.169,4.799,0.048,1.402,0.277,7.851,Plantaginaceae
5080,107,0,0,254,0,402.399,109.385,64,1.709,26.765,9197.5,286.416,80.424,128.088,32,54.692,41.319,72.277,5498.272,0.585,4.86,31.875,0.541,0.735,0.552,0.712,4117.5,7000.617,0.726,0.585,2.537,0.18,0.628,0.394,4677.601,7.917,34.603,6.22,36.806,27646,0.952,0.291,0.018,1054.82,0.944,0.411,0.893,5.483,2.342,34.972,5.42,2.328,34.456,5.421,2.328,34.453,5.441,2.545,21.499,0.499,3.546,5.682,36.123,Plantaginaceae
5106,50,0,0,248,0,428.056,126.127,61,2.068,29.439,11665,297.74,80.63,136.254,30.5,63.063,44.585,128.486,6042.651,0.484,3.933,35.886,0.409,0.639,0.438,0.696,6559,7693.742,0.664,0.484,2.856,0.074,0.592,0.35,4677.944,6.407,23.519,9.191,82.787,12960,0.977,0.147,0.008,938.4,0.952,0.384,0.914,2.509,1.584,23.352,2.547,1.596,23.593,2.558,1.599,23.68,2.538,1.327,14.259,0.252,2.738,2.65,24.563,Plantaginaceae
5158,3,0,0,218,0,366.215,112.579,64.811,1.737,22.074,7807,288.461,81.039,116.57,32.406,56.289,41.479,91.369,5730.552,0.576,4.339,26.001,0.518,0.72,0.661,0.788,2649,7296.365,0.707,0.576,2.069,0.512,0.695,0.483,4791.785,22.103,5.767,35.942,1291.574,828,0.998,0.011,0.000511,955.03,0.949,0.406,0.9,0.146,0.382,5.26,0.167,0.408,5.987,0.169,0.411,6.072,0.161,0.102,3.648,0.027,1.012,0.169,6.072,Plantaginaceae
5201,21,0,0,247,0,335.304,111.4,63.01,1.768,17.267,6043,285.685,81.376,106.73,31.505,55.7,41.492,73.782,5512.934,0.566,4.831,21.617,0.534,0.73,0.861,0.852,842,7019.286,0.741,0.566,1.72,0.167,0.762,0.581,4865.696,11.58,15.528,14.397,206.022,5602,0.99,0.064,0.004,1053.455,0.946,0.355,0.891,1.063,1.031,15.4,1.086,1.042,15.641,1.083,1.041,15.599,1.077,0.365,6.886,0.105,1.816,1.122,16.164,Plantaginaceae
5252,17,0,0,244,0,384.458,146.997,49.502,2.97,17.37,8021.5,329.096,81.774,122.377,24.751,73.498,43.868,249.843,5715.037,0.337,2.775,28.143,0.309,0.556,0.655,0.856,2769.5,7276.611,0.722,0.337,2.24,0.096,0.668,0.447,4867.542,23.478,13.814,16.2,261.363,4477,0.992,0.051,0.003,1064.33,0.942,0.434,0.906,0.847,0.92,13.795,0.857,0.926,13.892,0.854,0.924,13.836,0.853,0.351,6.808,0.119,1.999,0.907,14.699,Plantaginaceae
5261,28,0,0,252,0,410.441,108.24,64,1.691,16.634,5656.5,285.323,81.844,130.647,32,54.12,41.97,63.374,5440.76,0.591,5.272,32.021,0.572,0.756,0.93,0.695,395.5,6927.39,0.759,0.591,2.548,0.076,0.626,0.392,4850.559,16.246,17.336,12.372,151.544,7345,0.987,0.084,0.005,1696.048,0.874,0.223,0.787,1.329,1.153,16.55,1.413,1.189,17.543,1.444,1.202,17.926,1.396,0.849,11.04,0.153,2.106,1.456,18.074,Plantaginaceae
5343,35,0,0,239,0,420.299,109.59,69,1.588,17.33,5966.5,287.87,82.48,133.785,34.5,54.795,42.477,58.038,5938.961,0.63,5.576,33.062,0.566,0.753,0.895,0.685,623.5,7561.72,0.707,0.63,2.631,0.087,0.617,0.38,4922.701,13.691,18.969,11.178,123.189,9012,0.984,0.102,0.006,1025.089,0.947,0.353,0.884,1.608,1.268,18.155,1.711,1.308,19.236,1.74,1.319,19.569,1.686,1.045,12.688,0.214,2.71,1.77,19.905,Plantaginaceae
5626,15,0,0,247,0,359.973,112.058,70.223,1.596,17.164,6042.5,290.319,84.636,114.583,35.111,56.029,43.894,54.015,6180.297,0.627,5.972,23.032,0.57,0.755,0.931,0.807,416.5,7868.998,0.715,0.627,1.833,0.049,0.739,0.546,5266.027,10.348,12.556,18.186,329.649,3883,0.994,0.042,0.002,1659.089,0.873,0.223,0.781,0.704,0.839,12.858,0.698,0.836,12.697,0.668,0.817,12.138,0.69,0.163,3.992,0.084,1.593,0.727,13.225,Plantaginaceae
5629,33,0,0,254,0,401.428,112.361,74.568,1.507,23.641,8345,300.246,84.659,127.779,37.284,56.181,43.132,62.516,6580.471,0.664,5.455,28.628,0.568,0.753,0.675,0.748,2716,8378.516,0.672,0.664,2.278,0.071,0.663,0.439,5227.572,26.531,18.643,12.134,145.932,8630,0.987,0.089,0.005,1033.22,0.947,0.372,0.891,1.49,1.221,18.183,1.561,1.249,18.972,1.548,1.244,18.815,1.533,0.522,7.361,0.121,2.008,1.577,19.158,Plantaginaceae
5683,3,0,0,226,0,403.428,112.947,69.161,1.633,18.612,6604,299.992,85.064,128.415,34.58,56.473,43.465,60.003,6135.133,0.612,5.611,28.639,0.567,0.753,0.861,0.744,921,7811.494,0.728,0.612,2.279,0.565,0.662,0.439,5279.572,11.892,5.671,37.807,1431.025,854,0.999,0.01,0.000494,904.597,0.952,0.415,0.897,0.133,0.365,5.015,0.156,0.395,5.887,0.162,0.402,6.109,0.15,0.097,3.661,0.032,1.213,0.162,6.116,Plantaginaceae
5868,36,0,0,240,0,428.198,110.277,73.912,1.492,21.669,7507,298.471,86.437,136.3,36.956,55.138,43.155,50.993,6401.594,0.67,6.043,31.246,0.614,0.784,0.782,0.697,1639,8150.762,0.72,0.67,2.487,0.309,0.634,0.402,5439.802,15.912,18.412,11.599,132.918,9270,0.985,0.096,0.005,1082.151,0.943,0.405,0.903,1.499,1.225,17.523,1.603,1.266,18.688,1.636,1.279,19.071,1.58,0.926,11.416,0.2,2.6,1.659,19.331,Plantaginaceae
6058,3,0,0,226,0,353.588,111.973,77,1.454,18.304,6439,296.99,87.825,112.551,38.5,55.987,45.01,49.17,6771.654,0.688,6.419,20.638,0.615,0.784,0.941,0.84,381,8621.937,0.703,0.688,1.642,8.496,0.78,0.609,5704.412,20.168,5.457,38.965,1518.655,849,0.999,0.009,0.000458,1567.834,0.896,0.231,0.804,0.125,0.354,4.871,0.146,0.382,5.689,0.149,0.386,5.807,0.14,0.087,3.391,0.026,1.051,0.149,5.807,Plantaginaceae
6069,6,0,0,239,0,389.186,117.784,74,1.592,18.763,6943,303.827,87.905,123.882,37,58.892,44.488,61.133,6845.526,0.628,5.69,24.957,0.557,0.746,0.874,0.781,874,8715.994,0.696,0.628,1.986,0.019,0.71,0.504,5679.814,4.972,7.837,27.579,760.391,1726,0.997,0.018,0.000944,1078.761,0.945,0.32,0.882,0.259,0.509,7.136,0.293,0.541,8.069,0.302,0.549,8.319,0.285,0.181,4.976,0.047,1.339,0.302,8.319,Plantaginaceae
6404,50,0,0,243,0,468.24,113.004,76.317,1.481,20.339,7220.5,306.588,90.299,149.045,38.158,56.502,45.114,50.059,6773.387,0.675,6.376,34.236,0.639,0.799,0.887,0.655,816.5,8624.144,0.743,0.675,2.724,0.51,0.606,0.367,5935.76,12.95,20.628,10.219,102.679,12832,0.981,0.12,0.007,1037.035,0.945,0.419,0.911,1.893,1.376,19.565,2.039,1.428,20.987,2.079,1.442,21.398,2.004,1.077,12.116,0.264,3.113,2.105,21.667,Plantaginaceae
6414,52,0,0,252,0,385.286,114.39,70.465,1.623,19.12,6871,313.445,90.369,122.64,35.233,57.195,46.993,67.117,6330.678,0.616,5.736,23.144,0.624,0.79,0.933,0.814,457,8060.47,0.796,0.616,1.842,0.299,0.737,0.543,6028.714,7.217,21.609,10.25,103.44,13443,0.981,0.123,0.007,1530.179,0.89,0.228,0.793,2.106,1.451,21.803,2.099,1.449,21.636,2.082,1.443,21.446,2.096,0.648,9.948,0.199,2.392,2.185,22.519,Plantaginaceae
6456,9,0,0,227,0,404.357,129.074,75.758,1.704,20.445,8290.5,321.421,90.664,128.711,37.879,64.537,47.444,83.23,7679.902,0.587,5.2,25.326,0.493,0.702,0.779,0.795,1834.5,9778.354,0.66,0.587,2.015,0.331,0.704,0.496,6051.643,11.63,8.778,24.226,585.926,2339,0.997,0.024,0.001,1183.718,0.94,0.33,0.878,0.338,0.581,8.19,0.37,0.608,8.963,0.38,0.616,9.207,0.363,0.239,5.799,0.047,1.282,0.38,9.207,Plantaginaceae
6650,3,0,0,248,0,393.872,144.917,62.681,2.312,23.292,10604,339.971,92.017,125.373,31.341,72.459,46.841,199.397,7134.222,0.433,3.317,23.329,0.403,0.635,0.627,0.863,3954,9083.574,0.732,0.433,1.856,0.083,0.734,0.539,6256.128,0.319,5.434,41.225,1710.863,883,0.999,0.008,0.000454,1014.276,0.928,0.59,0.917,0.126,0.355,5.24,0.135,0.367,5.502,0.137,0.371,5.607,0.133,0.043,2.362,0.026,1.202,0.144,5.863,Plantaginaceae
6971,14,0,0,230,0,431.227,133.15,74.28,1.793,18.38,7688.5,332.19,94.211,137.264,37.14,66.575,49.542,108.428,7767.943,0.558,4.758,26.676,0.501,0.708,0.907,0.77,717.5,9890.453,0.705,0.558,2.123,3.807,0.686,0.471,6539.773,12.66,10.624,19.649,384.701,3765,0.995,0.036,0.002,1049.175,0.945,0.4,0.906,0.491,0.701,9.687,0.56,0.748,11.018,0.568,0.754,11.179,0.54,0.326,6.526,0.092,2.009,0.572,11.24,Plantaginaceae
7108,128,0,0,254,0,513.394,137.306,74.057,1.854,32.914,14198,340.852,95.132,163.418,37.028,68.653,48.487,127.902,7986.293,0.539,4.287,37.081,0.48,0.693,0.501,0.664,7090,10168.464,0.699,0.539,2.951,0.128,0.582,0.339,6594.606,4.28,32.019,6.781,44.188,33002,0.959,0.259,0.016,1179.282,0.936,0.304,0.866,4.605,2.146,31.873,4.643,2.155,32.006,4.679,2.163,32.242,4.642,2.15,19.323,0.394,3.25,4.816,33.195,Plantaginaceae
7441,8,0,0,231,0,425.227,136.029,77.767,1.749,19.116,8169,344.555,97.335,135.354,38.883,68.015,49.921,117.581,8308.391,0.572,4.604,24.3,0.512,0.716,0.911,0.81,728,10578.572,0.703,0.572,1.934,0.278,0.719,0.517,7015.773,14.178,8.049,26.068,679.595,2301,0.997,0.021,0.000995,1598.832,0.891,0.246,0.808,0.275,0.524,7.165,0.32,0.566,8.334,0.332,0.576,8.641,0.309,0.201,5.24,0.065,1.746,0.332,8.641,Plantaginaceae
7585,11,0,0,225,0,418.257,144.267,71.002,2.032,34.241,15519,348.36,98.273,133.135,35.501,72.134,48.404,170.791,8044.99,0.492,3.704,23.064,0.464,0.681,0.489,0.833,7934,10243.2,0.74,0.492,1.835,0.021,0.738,0.545,7166.743,10.034,9,23.294,541.866,2932,0.996,0.026,0.001,1079.878,0.945,0.375,0.905,0.357,0.598,8.353,0.393,0.627,9.151,0.409,0.639,9.515,0.386,0.246,5.92,0.067,1.714,0.413,9.605,Plantaginaceae
7790,13,0,0,248,0,470.34,146.014,78.546,1.859,25.008,11471.5,357.279,99.592,149.714,39.273,73.007,50.648,142.088,9007.608,0.538,4.249,28.398,0.465,0.682,0.679,0.76,3681.5,11468.843,0.679,0.538,2.26,0.368,0.665,0.443,7319.66,10.125,9.953,22.119,489.086,3511,0.996,0.029,0.002,1108.593,0.943,0.389,0.9,0.426,0.653,9.464,0.461,0.679,10.189,0.464,0.681,10.237,0.451,0.202,5.014,0.064,1.593,0.474,10.473,Plantaginaceae
7816,154,0,0,255,0,495.855,131.484,80.35,1.636,31.074,12835.5,342.415,99.758,157.836,40.175,65.742,49.627,105.125,8297.488,0.611,4.84,31.458,0.576,0.759,0.609,0.691,5019.5,10564.689,0.74,0.611,2.503,0.055,0.632,0.399,7320.145,13.71,33.388,6.478,40.149,39525,0.955,0.28,0.017,1002.11,0.949,0.376,0.903,5.026,2.242,33.272,5.065,2.251,33.437,5.079,2.254,33.508,5.057,2.455,19.924,0.358,2.928,5.213,34.405,Plantaginaceae
7875,20,0,0,244,0,430.399,114.495,91.929,1.245,23.89,8593,329.443,100.134,137,45.964,57.247,49.796,23.154,8266.578,0.803,10.348,23.523,0.765,0.875,0.916,0.765,718,10525.334,0.748,0.803,1.872,0.526,0.731,0.534,7444.601,6.491,11.934,18.127,327.77,5187,0.994,0.043,0.002,1028.876,0.945,0.409,0.904,0.615,0.784,11.2,0.677,0.823,12.261,0.684,0.827,12.386,0.659,0.342,6.898,0.099,1.983,0.695,12.588,Plantaginaceae
7907,12,0,0,227,0,437.37,116.812,92.385,1.264,22.853,8386.5,329.135,100.337,139.219,46.192,58.406,50.882,18.903,8475.714,0.791,11.703,24.193,0.738,0.859,0.943,0.753,479.5,10791.615,0.733,0.791,1.925,0.932,0.721,0.519,7469.63,5.018,9.237,22.934,524.616,3182,0.996,0.026,0.001,1097.569,0.944,0.33,0.876,0.377,0.614,8.66,0.414,0.644,9.514,0.417,0.646,9.565,0.403,0.227,5.387,0.052,1.338,0.422,9.68,Plantaginaceae
7970,111,0,0,252,0,537.193,127.941,86.451,1.48,21.961,8827,352.707,100.736,170.994,43.226,63.971,50.964,94.234,8687.045,0.676,5.25,36.208,0.62,0.787,0.903,0.657,857,11060.689,0.721,0.676,2.881,0.277,0.589,0.347,7432.807,16.009,27.97,7.673,57.076,28660,0.968,0.206,0.012,1485.786,0.905,0.241,0.814,3.545,1.883,27.656,3.607,1.899,28.056,3.638,1.907,28.282,3.597,1.858,17.153,0.322,2.944,3.735,29.05,Plantaginaceae
7980,4,0,0,225,0,391.428,113.217,91,1.244,23.572,8384,329.287,100.799,124.596,45.5,56.608,50.459,19.734,8091.73,0.804,11.359,19.2,0.793,0.89,0.952,0.841,404,10302.711,0.775,0.804,1.528,0.037,0.809,0.654,7588.572,13.94,5.315,40.015,1601.936,1061,0.999,0.009,0.000434,1132.327,0.943,0.317,0.873,0.127,0.356,5.079,0.136,0.369,5.437,0.136,0.369,5.449,0.133,0.065,2.838,0.017,0.741,0.139,5.571,Plantaginaceae
8197,141,0,0,253,0,588.122,133.989,91.55,1.464,22.001,9261,356.635,102.16,187.205,45.775,66.994,52.132,76.958,9634.19,0.683,5.943,42.197,0.581,0.762,0.885,0.606,1064,12266.632,0.668,0.683,3.358,0.387,0.546,0.298,7608.878,39.577,31.075,6.911,46.023,36300,0.96,0.253,0.015,1013.725,0.947,0.409,0.906,4.307,2.075,30.391,4.475,2.115,31.378,4.503,2.122,31.562,4.428,1.737,15.471,0.48,4.071,4.624,32.426,Plantaginaceae
8237,4,0,0,220,0,401.186,119.541,89.024,1.343,27.56,10350,335.888,102.409,127.701,44.512,59.77,51.286,33.811,8358.213,0.745,8.82,19.54,0.734,0.857,0.796,0.837,2113,10642.007,0.774,0.745,1.555,0.088,0.802,0.643,7835.814,10.619,5.223,40.582,1645.795,1060,0.999,0.009,0.000419,1158.592,0.941,0.317,0.865,0.121,0.348,4.916,0.131,0.362,5.321,0.134,0.366,5.43,0.129,0.095,3.977,0.016,0.707,0.134,5.45,Plantaginaceae
9087,10,0,0,239,0,475.169,145.647,89.434,1.629,28.319,12957.5,366.237,107.564,151.251,44.717,72.823,54.301,87.319,10230.382,0.614,5.811,24.847,0.545,0.739,0.701,0.771,3870.5,13025.726,0.698,0.614,1.977,0.058,0.711,0.506,8611.831,9.446,7.821,27.597,762.071,2580,0.997,0.019,0.00094,958.888,0.948,0.433,0.909,0.268,0.517,7.394,0.289,0.537,7.958,0.296,0.544,8.149,0.284,0.16,4.691,0.041,1.201,0.3,8.273,Plantaginaceae
9125,11,0,0,228,0,448.985,117.346,107,1.097,38.955,14361,350.785,107.788,142.916,53.5,58.673,54.081,8.517,9861.447,0.912,18.531,22.092,0.844,0.919,0.635,0.781,5236,12555.984,0.727,0.912,1.758,0.107,0.754,0.569,8676.015,11.605,8.297,25.515,649.77,2966,0.997,0.022,0.001,1001.428,0.947,0.407,0.895,0.306,0.553,7.818,0.334,0.578,8.513,0.335,0.579,8.56,0.325,0.19,4.943,0.036,1.121,0.337,8.597,Plantaginaceae
9291,24,0,0,247,0,470.482,121.083,107.404,1.127,26.269,9992.5,354.697,108.764,149.759,53.702,60.541,54.458,9.221,10213.881,0.887,17.934,23.825,0.807,0.898,0.93,0.754,701.5,13004.717,0.714,0.887,1.896,0.288,0.726,0.527,8820.518,9.234,12.244,17.883,318.629,6357,0.994,0.044,0.002,1131.727,0.94,0.41,0.905,0.642,0.801,11.513,0.702,0.838,12.559,0.709,0.842,12.695,0.684,0.431,7.924,0.081,1.748,0.713,12.768,Plantaginaceae
9634,5,0,0,225,0,458.056,146.185,95.723,1.527,22.103,10151,378.218,110.754,145.804,47.861,73.092,56.361,77.867,10990.232,0.655,6.387,21.779,0.574,0.758,0.949,0.826,517,13993.198,0.688,0.655,1.733,0.177,0.76,0.577,9175.944,14.688,5.358,40.169,1614.929,1287,0.999,0.009,0.000441,1305.335,0.926,0.27,0.846,0.12,0.347,4.851,0.138,0.371,5.533,0.142,0.377,5.701,0.134,0.084,3.416,0.024,1.152,0.143,5.717,Plantaginaceae
9756,20,0,0,248,0,510.666,130.3,102,1.277,37.367,15296,367.51,111.453,162.55,51,65.15,55.804,29.074,10438.385,0.783,10.349,26.73,0.732,0.855,0.638,0.72,5540,13290.565,0.734,0.783,2.127,0.501,0.686,0.47,9245.334,2.644,10.72,19.756,389.443,5294,0.995,0.035,0.002,1105.762,0.944,0.359,0.894,0.493,0.702,9.762,0.559,0.748,11.051,0.576,0.759,11.371,0.543,0.347,6.857,0.093,2.055,0.576,11.375,Plantaginaceae
10285,19,0,0,249,0,535.193,129.375,106.805,1.211,31.048,12619.5,380.32,114.435,170.357,53.403,64.688,57.594,32.456,10852.593,0.826,10.11,27.849,0.782,0.885,0.815,0.711,2334.5,13817.951,0.744,0.826,2.216,0.148,0.672,0.451,9749.807,10.954,10.125,21.192,448.911,4921,0.996,0.032,0.002,1108.803,0.943,0.362,0.88,0.453,0.673,9.611,0.486,0.697,10.277,0.496,0.705,10.502,0.478,0.295,6.571,0.055,1.35,0.499,10.555,Plantaginaceae
46285,4,0,0,204,0,1153.685,431.845,140,3.085,36.06,48921.5,979.821,242.759,367.229,70,215.922,141.986,2451.888,47483.825,0.324,2.867,28.756,0.316,0.562,0.946,0.849,2636.5,60458.283,0.766,0.324,2.288,0.875,0.661,0.437,45131.315,18.519,2.283,87.837,7714.694,1203,1,0.002,0.00008,356.659,0.982,0.412,0.959,0.021,0.144,1.815,0.028,0.166,2.421,0.03,0.173,2.619,0.026,0.018,1.566,0.01,0.891,0.03,2.619,Solanaceae
