@relation FeaturesBW

@attribute Area numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}
@attribute Perimeter numeric
@attribute *Feret numeric
@attribute *Breadth numeric
@attribute *AspRatio numeric
@attribute *RFactor numeric
@attribute *ConvexArea numeric
@attribute *ConvexPerimeter numeric
@attribute *ArEquivD numeric
@attribute *PerEquivD numeric
@attribute *MinR numeric
@attribute *MaxR numeric
@attribute *avgR numeric
@attribute *VarianceR numeric
@attribute *EquivEllAr numeric
@attribute *ModRatio numeric
@attribute *HaralickRatio numeric
@attribute *ThinnessR numeric
@attribute *Roundness numeric
@attribute *Compactness numeric
@attribute *Solidity numeric
@attribute *Convexity numeric
@attribute *Concavity numeric
@attribute *ArBBox numeric
@attribute *Rectang numeric
@attribute *Sphericity numeric
@attribute *Elongation numeric
@attribute '*Bending Energy' numeric
@attribute *Jaggedness numeric
@attribute *Circularity numeric
@attribute *Endocarp numeric
@attribute 'Distance CM-FB' numeric

@data
688,'Cytisus purgans',109.841,41773,21.457,1.947,6.667,875,106126,29.597,34963,10728,20.887,16081,13.3,703.973,514,4.41,17.536,502,0.709,0.786,966,187,896326,768,514,1395,96,847,0.717,578159,3.038
1634,'Cytisus purgans',159882,57.009,37,1541,27658,4953.5,152855,45.612,50.892,18.5,28504,24024,6597,1656.66,649,9354,15644,0.64,0.8,0.33,956,3319.5,2109325,775,649,1245,0.059,0.896,0.803,1474118,3861
1512,'Cytisus purgans',153782,52393,38,1379,13633,2244,145546,43.876,48.95,19,26.196,22674,6517,1563668,725,8882,15.641,701,0.837,674,946,732,1990924,759,725,1245,45,0.896,0.803,1358.218,8127
1440,'Cytisus purgans',153439,50.961,38759,1315,16599,2657.5,142.07,42.819,48841,19379,25.48,21678,5805,1551297,0.761,8997,16.35,706,0.84,542,0.926,1217.5,1975172,0.729,0.761,1301,0.052,877,769,1286.561,3116
1526,'Cytisus purgans',152711,54672,39,1402,27.356,4698.5,146475,44.079,48.609,19.5,27336,22276,6938,1674625,713,8457,15282,0.65,0.806,325,0.959,3172.5,2132198,716,713,1216,271,907,0.822,1373289,23265
1246,'Cytisus scoparius',144953,51088,34208,1493,8259,1325.5,135369,39.83,46.14,17104,25544,20175,9.886,1372601,0.67,6.417,16863,608,0.78,0.94,934,79.5,1747649,713,0.67,1.342,155,863,745,1101047,3912
975,'Cytisus scoparius',126.953,44011,29,1518,7.58,1048,119.39,35234,40.41,14.5,22006,18267,4.514,1002427,659,8.597,16.53,0.641,0.801,0.93,0.94,73,1276.33,764,659,1315,0.296,872,0.76,848047,9362
2003,'Cytisus scoparius',188024,64031,39,1642,10686,2149.5,173.654,50.5,59.85,19.5,32016,27.81,13022,1961.311,609,7706,17.65,622,789,932,924,146.5,2497218,802,609,1405,195,0.844,0.712,1814976,8978
1941,'Cytisus scoparius',193924,67.231,37,1817,9786,2067,172.691,49713,61728,18.5,33615,27645,20705,1953713,0.55,6.076,19375,547,0.739,0.939,0.891,126,2487545,0.78,0.55,1.542,0.072,805,649,1747076,10.656
1131,'Cytisus scoparius',142.853,48.6,33941,1432,8115,1239,128311,37948,45.471,16971,24.3,19.341,8824,1295556,698,6511,18043,0.61,0.781,0.913,898,108,1649.553,0.686,698,1436,0.022,835,696,988.147,3.151
1624,'Cytisus scoparius',182.652,61.984,34.49,1797,9092,1770.5,160481,45472,58.14,17245,30.992,23397,29486,1679021,556,4309,20.543,0.538,0.734,917,879,146.5,2137.796,0.76,556,1635,34,782,612,1441348,4.97
1714,'Cytisus scoparius',169.681,58.421,37.24,1569,9.93,1822.5,158888,46715,54011,18.62,29.21,25065,9413,1708.7,637,8169,16798,639,0.8,0.94,0.936,108.5,2175584,0.788,637,1337,0.01,865,748,1544319,10912
1156,'Cytisus scoparius',139681,52402,31.82,1.647,9093,1497,131924,38365,44.462,15.91,26201,19209,12452,1309597,607,5444,16878,536,732,772,0.944,341,1667431,693,607,1.343,0.014,863,745,1016319,3.462
1413,'Cytisus scoparius',162995,58669,34.34,1.708,9451,1742,149153,42.416,51883,17.17,29334,21.218,21915,1582.331,585,4533,18802,523,723,0.811,915,329,2014.687,701,585,1496,0.12,818,0.668,1250005,8331
1137,'Cytisus scoparius',140.51,50,32431,1.542,8655,1359.5,129636,38048,44.726,16.216,25,19.112,9877,1273566,649,6081,17364,579,0.761,836,0.923,222.5,1621555,701,649,1382,64,851,0.724,996.49,4.66
1049,'Cytisus scoparius',134953,47202,31557,1496,7775,1153,124598,36546,42957,15.779,23601,17986,9.312,1169903,669,5894,17.362,599,774,0.91,0.923,104,1489567,0.704,669,1382,77,851,0.724,914047,7699
1135,'Cytisus scoparius',155338,54672,28978,1.887,9889,1698.5,135506,38015,49.446,14489,27336,19117,22.933,1244303,0.53,3992,21.26,483,695,0.668,872,563.5,1584296,716,0.53,1692,95,769,591,979.662,3138
1466,'Cytisus scoparius',184.409,61911,33.864,1828,9162,1782,154679,43.204,58699,16.932,30956,22715,27373,1646649,547,4342,23197,0.487,698,823,0.839,316,2096.579,0.699,547,1.846,0.027,736,542,1281.591,4.344
1318,'Cytisus scoparius',152.61,47.634,38799,1228,12.64,1891.5,136.574,40965,48577,19.4,23.817,20.696,2908,1451546,815,12137,17671,0.74,0.86,0.697,895,573.5,1848.166,713,815,1406,78,843,711,1165.39,9365
1175,'Cytisus scoparius',141439,50.22,33234,1511,11.976,1889.5,130866,38679,45021,16617,25.11,19348,10618,1310.827,662,5938,17025,593,0.77,622,925,714.5,1668996,0.704,662,1355,135,0.859,738,1033.561,5244
890,'Cytisus scoparius',127054,43382,27,1607,11692,1593.5,116.063,33.663,40442,13.5,21691,17393,8797,919948,622,5864,18.138,602,0.776,0.559,0.913,703.5,1171315,0.76,622,1443,175,0.832,693,762946,11.19
1223,'Cytisus scoparius',148752,54.818,30.8,1.78,8193,1411,137834,39461,47349,15.4,27.409,19805,21.7,1326059,562,4252,18093,518,0.72,867,927,188,1688391,0.724,562,1.44,0.056,833,695,1074248,2367
1389,'Cytisus scoparius',155338,55.444,34665,1599,11712,2040,144264,42.054,49.446,17332,27.722,21.661,16049,1509495,625,5407,17372,575,758,0.681,929,651,1921.949,723,625,1382,0.07,851,723,1233662,2.962
1468,'Cytisus scoparius',174.309,57706,35289,1635,12.646,2292.5,150582,43.233,55.484,17.644,28853,22166,22595,1599361,612,4663,20697,561,0.749,0.64,0.864,824.5,2036369,721,612,1.647,77,779,607,1293691,6483
1697,'Cytisus scoparius',181581,62032,35793,1733,14.976,2918.5,160906,46.483,57799,17896,31016,23745,22608,1743835,0.577,4994,19.429,562,0.749,581,0.886,1221.5,2220.32,764,0.577,1546,122,804,647,1515.419,1.917
2006,'Cytisus scoparius',193338,67417,37911,1778,18.49,3916,175.8,50.538,61.541,18955,33708,27.633,18562,2007.341,562,6414,18634,562,0.75,512,909,1910,2555826,785,562,1483,109,821,674,1812662,7.826
898,'Cytisus scoparius',125054,43.186,26,1661,7.54,1023,116111,33814,39806,13,21.593,18119,5.486,881.866,602,7.736,17415,613,0.783,878,0.928,125,1122827,0.8,602,1386,0.352,0.849,722,772946,5955
1420,'Cytisus scoparius',153439,52202,37315,1399,9567,1569,142085,42521,48841,18657,26101,21.423,7171,1529872,715,8,16.58,0.663,815,905,0.926,149,1947894,0.729,715,1319,753,871,758,1266.561,4.28
1860,'Cytisus scoparius',184167,63325,38.761,1.634,10943,2177,166794,48.664,58622,19381,31662,26.3,12915,1927.801,612,7318,18235,591,768,0.854,0.906,317,2454553,758,612,1.451,21,0.83,0.689,1675.833,2739
971,'Cytisus scoparius',128125,46615,29.293,1591,12.199,1786.5,119979,35161,40783,14.646,23.308,17461,10672,1072455,628,5345,16906,569,754,544,0.936,815.5,1365.492,711,628,1345,87,862,743,842875,4819
1466,'Cytisus scoparius',167924,65,33187,1959,13.141,2683.5,156737,43.204,53452,16593,32.5,23432,40316,1694225,511,3.69,19235,442,665,546,0.933,1217.5,2157155,0.68,511,1531,713,0.808,653,1298076,2.433
1859,'Cytisus scoparius',187581,62.362,38,1641,18038,3534,165.44,48651,59.709,19,31.181,25.966,12667,1861.197,609,7296,18928,609,0.78,526,882,1675,2369.75,784,609,1506,0.082,815,664,1671.419,13.199
1610,'Cytisus scoparius',173.539,64.761,29,2233,19.71,4010,163389,45276,55239,14.5,32381,27609,16878,1475.034,0.448,6.72,18705,489,0.699,401,0.942,2400,1878.072,857,0.448,1489,272,0.82,672,1436461,26505
1152,'Cytisus scoparius',145924,47508,35741,1329,12.58,1877.5,128816,38298,46449,17.87,23754,19239,6.43,1333.574,752,7.587,18484,0.65,0.806,614,883,725.5,1697.959,0.678,752,1.471,244,825,0.68,1006076,4144
987,'Cytisus scoparius',132368,48.26,29851,1617,13.607,2063,122.327,35.45,42.134,14.926,24.13,18.237,14202,1131452,619,4.839,17752,0.54,735,478,924,1076,1440609,685,619,1413,67,841,708,854632,1972
1196,'Cytisus scoparius',163865,54203,30899,1754,14.097,2400.5,137235,39023,52.16,15.45,27.102,19049,18003,1315.409,0.57,4.49,22451,518,0.72,498,0.837,1204.5,1674.831,0.714,0.57,1787,0.202,748,0.56,1032135,3438
1105,'Cytisus scoparius',142.51,50.99,31391,1624,8.534,1367,128862,37509,45.362,15695,25495,19011,12.576,1257131,616,5.361,18379,541,736,0.808,904,262,1600629,0.69,616,1463,0.036,0.827,684,962.49,1.98
1066,'Cytisus scoparius',133196,46325,33234,1.394,8988,1308,123851,36841,42398,16617,23162,18553,7.34,1209171,0.717,6848,16643,632,795,815,0.93,242,1539.564,0.692,0.717,1324,67,0.869,755,932804,3.038
1322,'Cytisus scoparius',171137,55.57,34.807,1597,8859,1546.5,142585,41027,54475,17403,27785,21.231,15827,1519116,626,5.337,22154,545,738,855,833,224.5,1934.199,0.683,626,1.763,0.056,753,0.567,1150863,3403
1127,'Cytisus scoparius',138267,46755,33941,1.378,10059,1477.5,126.638,37881,44012,16971,23377,19.036,5355,1246353,726,8226,16963,0.656,0.81,763,0.916,350.5,1586906,0.71,726,1.35,423,861,741,988.733,3613
1189,'Cytisus scoparius',150167,50448,33941,1486,8849,1402.5,133507,38909,47799,16971,25224,19559,12.449,1344807,0.673,5544,18.966,595,0.771,848,889,213.5,1712.262,0.694,0.673,1.509,248,0.814,0.663,1038833,4.451
1302,'Cytisus scoparius',145095,51856,35223,1472,9189,1497,137.728,40716,46185,17.612,25928,20682,11477,1434555,679,6105,16.17,616,785,0.87,0.949,195,1826533,713,679,1287,634,882,777,1156905,3031
1225,'Cytisus scoparius',164.066,53.263,34598,1.539,10727,1795,136615,39493,52224,17299,26.632,19.769,14.184,1447.34,0.65,5249,21974,0.55,741,682,833,570,1842.811,665,0.65,1749,67,0.756,0.572,1060934,1.75
800,'Cytisus scoparius',118225,41485,24516,1692,11832,1542,111074,31915,37632,12258,20.742,16.876,9203,798778,591,5563,17472,0.592,769,519,0.94,742,1017.036,787,591,1.39,0.014,848,0.719,681775,2822
1135,'Cytisus scoparius',146.61,49518,32648,1517,19.429,3022.5,129.074,38015,46667,16324,24759,18756,7669,1269714,659,6773,18938,589,768,376,0.88,1887.5,1616.65,0.702,659,1507,135,815,664,988.39,2977
1800,'Cytisus scoparius',186167,61685,39,1.582,12183,2361,163486,47.873,59.259,19.5,30842,25482,14.096,1889434,632,6.787,19254,602,0.776,762,878,561,2405703,748,632,1.532,87,0.808,653,1613.833,10035
1107,'Cytisus scoparius',130953,45277,35355,1281,13867,1972.5,124583,37543,41684,17678,22638,18952,4.634,1257251,0.781,8804,15491,688,0.829,561,951,865.5,1600781,0.692,0.781,1.233,102,0.901,0.811,976047,6.083
1034,'Cytisus scoparius',136024,45,32497,1385,12.697,1795,121932,36284,43298,16248,22.5,18115,6.02,1148528,722,7.383,17.894,0.65,0.806,0.576,0.896,761,1462351,0.707,722,1.424,0.283,838,0.702,897.976,4098
1423,'Cytisus scoparius',173.48,57801,33986,1.701,21.133,3837.5,146971,42565,55.22,16993,28901,21.19,18183,1542844,588,4.969,21149,542,736,371,847,2414.5,1964.41,0.724,588,1683,114,0.771,594,1249.52,4073
867,'Cytisus scoparius',122.468,43081,27.251,1581,17.943,2428.5,114124,33225,38.983,13626,21541,17.21,8.81,922073,633,5.798,17299,595,0.771,0.357,932,1561.5,1174.02,738,633,1.377,98,852,726,744.532,5.14
1086,'Cytisus scoparius',148995,52.01,28991,1794,18116,2960,130808,37185,47427,14.496,26005,18.272,19428,1184247,557,4145,20442,511,715,0.367,878,1874,1507.83,0.72,557,1.627,66,784,615,937005,4.389
1159,'Cytisus scoparius',143095,49.82,32137,1.55,20969,3282,131611,38415,45549,16.069,24.91,19392,13163,1257476,645,5345,17667,595,0.771,353,0.92,2123,1601068,0.724,645,1406,66,843,711,1015905,3917
907,'Cytisus scoparius',143681,46.141,27.078,1704,18.14,2629.5,118845,33.983,45735,13.539,23.071,18105,9.983,981.286,0.587,5.73,22761,542,736,345,0.827,1722.5,1249412,726,0.587,1811,1493,743,552,763319,4819
1966,'Cytisus scoparius',187581,66212,38758,1.708,28987,6029.5,171983,50032,59.709,19379,33106,26774,17779,2015.538,585,6.35,17898,0.571,0.756,326,917,4063.5,2566262,0.766,585,1.424,292,838,0.702,1778.419,7.158
1364,'Cytisus scoparius',168995,51.4,38891,1.322,10165,1641.5,141063,41674,53793,19445,25.7,21211,8712,1570016,757,7186,20.938,657,0.811,831,835,277.5,1999006,682,757,1666,145,775,0.6,1195005,1.438
915,'Cytisus scoparius',130.61,44.944,28.777,1.562,18244,2576,117822,34132,41575,14388,22.472,17596,9404,1015797,0.64,5.738,18.644,0.577,759,355,902,1661,1293353,0.707,0.64,1484,81,821,674,784.39,1693
884,'Cytisus scoparius',129154,43863,26,1.687,20.562,2833.5,115954,33549,41.111,13,21932,18308,7938,895707,593,6.498,18.87,585,765,312,898,1949.5,1140.449,775,593,1.502,114,816,0.666,754846,3343
815,'Cytisus scoparius',121539,46.4,24962,1859,12.609,1838,115007,32213,38687,12481,23.2,16463,15.322,909668,0.538,4206,18125,0.482,0.694,0.443,946,1023,1158225,0.704,0.538,1442,0.089,833,693,693461,6675
910,'Cytisus scoparius',134225,45651,26,1756,18955,2718.5,119427,34039,42725,13,22825,18724,6.21,932206,0.57,7.514,19798,556,746,335,0.89,1808.5,1186922,767,0.57,1575,561,797,635,775775,21415
942,'Cytisus scoparius',139238,50.931,25246,2017,8.6,1376,126581,34632,44.321,12623,25.466,17.228,22.75,1009.866,496,3612,20581,462,0.68,685,909,434,1285.801,733,496,1.638,0.101,0.781,611,802762,2835
1965,'Cytisus scoparius',199581,64777,38,1705,35145,7152,171.742,50019,63.529,19,32.388,28.12,16643,1933264,0.587,6893,20271,596,772,275,861,5187,2461508,0.798,0.587,1.613,0.093,787,0.62,1765.419,18997
863,'Cytisus scoparius',127397,43081,26,1.657,8.098,1096,114476,33148,40552,13,21541,17605,5718,879.736,604,7.363,18.806,0.592,769,787,899,233,1120114,0.77,604,1.497,154,0.817,0.668,735.603,10377
1722,'Cytisus scoparius',163338,57567,40,1439,27943,5053.5,154.973,46824,51992,20,28.784,24.07,8371,1808.532,695,8.319,15493,662,813,341,0.949,3331.5,2302694,748,695,1.233,19,0.901,0.811,1558662,4328
1074,'Cytisus scoparius',136.853,50.249,28.598,1757,22177,3501,128418,36979,43562,14.299,25125,17691,15.799,1128639,569,4.451,17438,542,736,307,938,2427,1437027,747,569,1.388,0.05,0.849,721,937.147,4.517
1497,'Cytisus scoparius',163338,57245,38,1506,26.02,4679.5,148895,43658,51992,19,28623,21983,15.664,1708487,664,5.554,17822,0.582,763,0.32,912,3182.5,2175313,688,664,1.418,341,0.84,705,1333662,20447
1714,'Cytisus scoparius',182167,64885,34.462,1883,32052,6533.5,165.936,46715,57985,17.231,32442,25129,32412,1756.209,531,4414,19361,518,0.72,262,0.911,4819.5,2236075,767,531,1541,0.1,0.806,649,1531.833,4151
1739,'Cytisus scoparius',172.711,64846,33744,1922,11.597,2362.5,165.871,47055,54.976,16872,32423,26088,19.5,1718.593,0.52,5.908,17153,527,726,736,0.96,623.5,2188181,795,0.52,1365,0.79,856,733,1566289,12.346
1786,'Cytisus scoparius',178125,64.761,33,1962,33376,6790.5,168108,47687,56699,16.5,32381,27699,15001,1678487,0.51,7152,17765,542,736,263,0.944,5004.5,2137116,836,0.51,1.414,77,841,0.707,1607875,17.769
1325,'Cytisus scoparius',158066,54.406,34883,1.56,9554,1633,141.193,41074,50.314,17441,27.203,20.909,14481,1490546,0.641,5495,18857,0.57,755,0.811,893,308,1897.822,698,0.641,1501,69,816,0.666,1166934,9.64
770,'Cytisus scoparius',121154,42.72,22,1942,22.77,3056,112103,31311,38565,11,21.36,17798,7108,738.149,515,6676,19063,537,733,252,925,2286,939.84,0.819,515,1517,604,812,659,648846,13.43
451,'Dorycnium pentaphyllum',78527,28425,23,1236,5.549,495.5,79.466,23963,24996,11.5,14213,12.029,1781,513.48,809,9012,13673,711,843,0.91,1012,44.5,653783,0.69,809,1088,0.246,0.959,919,372473,10055
426,'Dorycnium pentaphyllum',77941,27.019,22361,1208,5608,476,77874,23289,24809,11.18,13509,11703,2227,474.5,828,7843,14.26,743,862,895,0.999,50,604.152,705,828,1135,65,0.939,0.881,348059,2668
417,'Dorycnium pentaphyllum',80426,29206,21,1391,4997,458.5,78372,23.042,25601,10.5,14603,11.234,1.634,481708,0.719,8789,15512,622,789,909,0.974,41.5,613.329,0.68,0.719,1234,312,0.9,0.81,336574,4027
368,'Dorycnium pentaphyllum',81355,27803,19,1463,4705,411,73559,21646,25896,9.5,13901,10568,3159,414.89,0.683,5.946,17986,606,779,895,904,43,528255,0.697,0.683,1431,1682,836,0.699,286645,3.837
359,'Dorycnium pentaphyllum',70527,26.077,19,1.372,4931,404,71483,21.38,22449,9.5,13038,10.764,2.56,389.133,0.729,6728,13855,672,0.82,889,1014,45,495459,725,0.729,1103,135,0.952,907,288473,9885
414,'Dorycnium pentaphyllum',75456,27.659,20,1383,5374,467,76685,22959,24018,10,13829,11995,1.029,434461,723,11823,13753,0.689,0.83,887,1016,53,553173,748,723,1094,569,956,914,338.544,5.29
386,'Dorycnium pentaphyllum',74042,26.077,18,1449,5426,444.5,74748,22169,23568,9,13038,11.902,1459,368652,0.69,9855,14202,723,0.85,868,1.01,58.5,469.383,0.822,0.69,1.13,461,941,885,311.958,8071
369,'Dorycnium pentaphyllum',71456,26.077,18,1449,7.007,574,72655,21675,22745,9,13038,11.35,1.22,368652,0.69,10.274,13837,691,831,643,1.017,205,469.383,0.786,0.69,1101,322,953,0.908,297.544,10.44
419,'Dorycnium pentaphyllum',75.698,28018,21,1334,7504,660.5,77343,23.097,24096,10.5,14009,11817,2217,462.109,0.75,7936,13.676,0.68,0.824,634,1022,241.5,588375,0.712,0.75,1088,0.24,0.959,919,343.302,9.733
386,'Dorycnium pentaphyllum',73355,27.203,19597,1.388,6.986,597,73812,22169,23.35,9799,13.601,11034,2398,418.703,0.72,7125,13.94,664,815,647,1006,211,533109,0.724,0.72,1109,127,0.949,0.901,312645,2577
423,'Dorycnium pentaphyllum',75.698,26926,21,1.282,8.098,685,77.34,23.207,24096,10.5,13463,12068,0.69,444097,0.78,14526,13547,743,862,618,1022,262,565442,748,0.78,1078,127,963,0.928,347.302,8.358
414,'Dorycnium pentaphyllum',75456,27803,20,1.39,7774,679,77032,22959,24018,10,13901,11837,1686,436727,0.719,9115,13753,682,826,0.61,1021,265,556058,745,0.719,1094,0.181,956,914,338.544,10293
388,'Dorycnium pentaphyllum',73.698,28601,19969,1432,7.078,636,74997,22226,23459,9985,14.3,10.97,3366,448.567,698,5979,13999,604,777,0.61,1018,248,571133,679,698,1114,305,0.947,898,314302,2.53
415,'Dorycnium pentaphyllum',75113,27.659,21,1317,7.837,681,76516,22987,23.909,10.5,13829,11623,2008,456184,759,8203,13595,691,831,609,1.019,266,580831,0.714,759,1082,267,961,924,339.887,4522
427,'Dorycnium pentaphyllum',76.87,27803,21,1324,9.989,872.5,77888,23.317,24.468,10.5,13901,12.006,1036,458.563,755,11797,13838,703,0.839,489,1013,445.5,583.86,731,755,1101,242,953,0.908,350.13,6.089
345,'Dorycnium pentaphyllum',69113,25.08,18,1393,8783,692,70092,20959,21.999,9,12.54,10655,1361,354.558,718,9133,13845,698,836,499,1014,347,451.438,764,718,1102,1724,953,0.908,275887,4829
373,'Dorycnium pentaphyllum',70527,25.08,19,1.32,8.688,684.5,71892,21.793,22449,9.5,12.54,11213,841,374256,758,12225,13335,755,0.869,545,1.019,311.5,476.518,0.783,758,1061,151,971,0.942,302473,4.432
403,'Dorycnium pentaphyllum',73941,25239,21,1202,11.527,914,74607,22.652,23.536,10.5,12.619,11.73,604,416274,0.832,15089,13.566,0.806,898,441,1.009,511,530016,0.76,0.832,1.08,214,0.962,0.926,329059,2387
377,'Dorycnium pentaphyllum',72.77,28178,19,1483,9382,830.5,74232,21.909,23163,9.5,14089,11002,3335,420.488,674,6025,14046,605,778,0.454,1.02,453.5,535382,0.704,674,1.118,995,946,895,304.23,1.282
380,'Dorycnium pentaphyllum',72042,25807,18,1.434,11526,934.5,73.576,21996,22932,9,12.903,11.971,565,364838,0.697,15921,13658,726,852,0.407,1021,554.5,464526,818,0.697,1087,289,0.959,0.92,307.958,9496
315,'Dorycnium pentaphyllum',77.698,25495,15,1.7,12329,987.5,70327,20027,24732,7.5,12748,9495,10.574,300357,588,2.92,19165,617,0.786,319,905,672.5,382426,0.824,588,1525,1.888,0.81,0.656,237.302,9.358
484,'Dorycnium pentaphyllum',82.77,30.48,23335,1306,11.3,1082,82.68,24824,26346,11667,15.24,12.36,3.129,558595,0.766,6.988,14155,0.663,0.814,447,0.999,598,711225,0.681,0.766,1126,0.21,0.942,888,401.23,0.378
383,'Dorycnium pentaphyllum',72042,26627,18,1479,11058,925,74.213,22.083,22932,9,13314,11917,863,376431,0.676,12.826,13.551,688,0.829,414,1.03,542,479287,799,0.676,1078,3.336,963,927,310.958,11841
375,'Dorycnium pentaphyllum',72.284,25807,19,1358,10.799,875.5,73124,21851,23009,9.5,12.903,11538,1012,385106,736,11467,13933,0.717,847,428,1012,500.5,490333,765,736,1109,218,0.95,902,302716,7586
435,'Dorycnium pentaphyllum',78184,28018,22.578,1.241,10702,942,78084,23.534,24.887,11.289,14009,11.854,1.957,496832,0.806,8474,14052,706,0.84,462,0.999,507,632586,688,0.806,1.118,0.173,946,894,356816,1619
419,'Dorycnium pentaphyllum',75355,25.942,22,1179,13117,1069,76.463,23.097,23986,11,12.971,12079,1067,448.25,848,11693,13552,0.793,0.89,392,1015,650,570729,0.734,848,1078,0.036,963,927,343645,4176
399,'Dorycnium pentaphyllum',73113,26627,20,1331,10.197,853,74.647,22539,23272,10,13314,11.586,1383,418.257,0.751,9.85,13397,0.717,846,0.468,1021,454,532.541,0.749,0.751,1.066,213,968,938,325887,9259
368,'Dorycnium pentaphyllum',71.698,26.077,19,1.372,13177,1079.5,72429,21646,22822,9.5,13038,11.187,1801,389.133,0.729,8337,13.969,0.689,0.83,341,1.01,711.5,495459,743,0.729,1112,127,948,0.9,296302,9385
421,'Dorycnium pentaphyllum',75.698,27.659,21,1317,15295,1329,77.22,23.152,24096,10.5,13829,12082,1699,456184,759,9.27,13.611,701,0.837,317,1.02,908,580831,725,759,1083,245,961,0.923,345.302,3616
383,'Dorycnium pentaphyllum',73456,26401,19,1.39,14058,1166,74079,22.083,23.382,9.5,13.2,11511,1.872,393967,0.72,8414,14088,0.7,836,0.328,1008,783,501.614,764,0.72,1121,1584,0.944,892,309.544,10.264
455,'Dorycnium pentaphyllum',81355,27.659,23,1203,16497,1433.5,79986,24.069,25896,11.5,13829,12.42,1.414,499.63,0.832,10444,14547,757,0.87,317,983,978.5,636149,715,0.832,1158,0.229,929,0.864,373645,8361
377,'Dorycnium pentaphyllum',71941,25495,19,1.342,12.086,968,72482,21.909,22.9,9.5,12748,11127,1172,380452,745,10.279,13728,738,0.859,389,1008,591,484407,778,745,1092,0.269,0.957,915,305059,8366
399,'Dorycnium pentaphyllum',75.698,28018,20241,1.384,14.934,1314.5,76101,22539,24096,10.12,14009,11.266,3115,445402,722,6.383,14362,647,804,304,1005,915.5,567.103,0.704,722,1143,591,935,875,323302,2583
384,'Dorycnium pentaphyllum',71.698,25.554,19,1345,13696,1099.5,73.216,22112,22822,9.5,12.777,11564,775,381329,0.744,13135,13387,0.749,865,349,1021,715.5,485523,0.791,0.744,1065,0.173,0.969,0.939,312302,8877
396,'Dorycnium pentaphyllum',73.698,27.019,20,1351,13967,1185.5,74638,22454,23459,10,13509,11.441,2401,424406,0.74,7.383,13716,691,831,0.334,1013,789.5,540.37,733,0.74,1091,247,0.957,0.916,322302,10.39
460,'Dorycnium pentaphyllum',78.87,27.019,22,1228,19604,1664,80184,24201,25105,11,13509,12849,384,466846,0.814,20724,13523,802,0.896,276,1.017,1204,594.407,774,0.814,1.076,239,0.964,929,381.13,7.51
420,'Dorycnium pentaphyllum',76527,27459,21,1308,17035,1469.5,77097,23125,24359,10.5,13.73,11962,1439,452892,765,9.972,13944,0.709,0.842,0.286,1.007,1049.5,576.64,728,765,1.11,311,0.949,0.901,343473,6218
487,'Dorycnium pentaphyllum',81.698,27803,23,1209,19366,1691.5,82.612,24901,26005,11.5,13901,12991,937,502236,0.827,13.42,13706,802,0.896,0.288,1011,1204.5,639466,762,0.827,1091,2032,958,917,405.302,10463
381,'Dorycnium pentaphyllum',72527,25.942,20,1297,13.73,1119,73089,22025,23086,10,12.971,11182,1337,407.5,0.771,9671,13806,721,0.849,0.34,1008,738,518845,0.734,0.771,1099,179,0.954,0.91,308473,8171
392,'Dorycnium pentaphyllum',73113,27459,20,1.373,17695,1526.5,74.496,22.341,23272,10,13.73,11.357,1906,431.326,728,8226,13636,662,0.814,257,1.019,1134.5,549181,0.714,728,1085,415,0.96,922,318887,4394
363,'Dorycnium pentaphyllum',70042,24.207,19,1274,21.821,1659.5,72028,21.499,22295,9.5,12.104,11.68,0.328,361.237,785,20408,13515,789,888,0.219,1028,1296.5,459941,789,785,1075,3173,0.964,0.93,292.958,10055
335,'Dorycnium pentaphyllum',68527,25.554,18,1.42,17414,1398,69.647,20.653,21.813,9,12.777,10398,2415,361259,0.704,6691,14.018,653,0.808,0.24,1016,1063,459.97,728,0.704,1115,0.19,0.947,0.896,266473,7.861
335,'Dorycnium rectum',66.284,22825,19,1.201,5118,367,67915,20.653,21099,9.5,11413,10.687,804,340.614,0.832,11919,13115,0.819,905,0.913,1025,32,433.683,772,0.832,1044,174,0.979,958,268716,6046
290,'Dorycnium rectum',62284,21954,18,1.22,4712,325,63405,19.216,19826,9,10977,9769,415,310374,0.82,15171,13377,0.766,875,892,1018,35,395181,0.734,0.82,1065,0.054,0.969,0.939,227.716,3.942
283,'Dorycnium rectum',61698,22204,18,1234,4609,321.5,63393,18982,19639,9,11102,9664,0.99,313.896,0.811,9711,13.451,731,855,0.88,1.027,38.5,399665,708,0.811,1.07,951,0.967,934,221.302,5522
274,'Dorycnium rectum',61355,21471,18,1193,4544,306.5,62.171,18678,19.53,9,10735,9415,584,303538,838,12.32,13739,757,0.87,894,1013,32.5,386476,0.709,838,1093,42,956,915,212645,2144
