@relation FeaturesBW

@attribute Area numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}
@attribute Perimeter numeric
@attribute *Feret numeric
@attribute *Breadth numeric
@attribute *AspRatio numeric
@attribute *RFactor numeric
@attribute *ConvexArea numeric
@attribute *ConvexPerimeter numeric
@attribute *ArEquivD numeric
@attribute *PerEquivD numeric
@attribute *MinR numeric
@attribute *MaxR numeric
@attribute *avgR numeric
@attribute *VarianceR numeric
@attribute *EquivEllAr numeric
@attribute *ModRatio numeric
@attribute *HaralickRatio numeric
@attribute *ThinnessR numeric
@attribute *Roundness numeric
@attribute *Compactness numeric
@attribute *Solidity numeric
@attribute *Convexity numeric
@attribute *Concavity numeric
@attribute *ArBBox numeric
@attribute *Rectang numeric
@attribute *Sphericity numeric
@attribute *Elongation numeric
@attribute '*Bending Energy' numeric
@attribute *Jaggedness numeric
@attribute *Circularity numeric
@attribute *Endocarp numeric
@attribute 'Distance CM-FB' numeric

@data
1387,'Senna alexandrina',169.823,51662,35,1476,9359,1519,144237,42.024,54.056,17.5,25831,21.77,7.418,1420.143,677,7.993,20.793,662,813,0.913,0.849,132,1808183,767,677,1655,0.181,777,604,1217177,3023
2039,'Senna alexandrina',195.966,60828,47.27,1287,11.541,2205.5,172919,50952,62378,23635,30414,26138,12636,2258288,777,7353,18834,0.702,838,925,882,166.5,2875341,0.709,777,1499,551,0.817,667,1843.034,9377
2052,'Senna alexandrina',197.38,58412,50,1168,11.91,2185.5,169269,51114,62828,25,29206,25795,2247,2293847,856,17209,18986,0.766,875,0.939,858,133.5,2920616,703,856,1511,33,0.814,662,1854.62,4255
1794,'Senna alexandrina',210007,56.639,47,1205,10948,1948,161.69,47793,66847,23.5,28.32,24372,3161,2090764,0.83,13708,24584,0.712,0.844,0.921,0.77,154,2662.043,674,0.83,1956,0.103,715,511,1583993,7.302
2015,'Senna alexandrina',208007,59034,48.932,1206,11852,2198,170.509,50652,66211,24.466,29517,25.593,7016,2268.75,0.829,9662,21.472,736,858,917,0.82,183,2888.662,698,0.829,1709,81,765,585,1806993,15413
1804,'Senna alexandrina',175.681,55317,45,1229,11.031,1917,158641,47926,55.921,22.5,27.659,24.73,3319,1955.074,813,13.574,17109,0.751,866,941,903,113,2489277,725,813,1361,107,857,735,1628319,15667
1659,'Senna alexandrina',172.652,54452,43.572,1.25,10.674,1826,154743,45.96,54957,21.786,27226,23.36,7653,1863.436,0.8,8.444,17968,0.712,0.844,909,0.896,167,2372601,0.699,0.8,1.43,63,836,0.699,1486348,4001
1887,'Senna alexandrina',201421,61911,43525,1422,10692,2079.5,169986,49.016,64.114,21.762,30956,24845,19031,2116387,703,5695,21.5,627,792,907,0.844,192.5,2694.668,0.7,703,1.711,159,765,584,1685579,7.661
2127,'Senna alexandrina',215865,61847,46938,1318,11838,2300,175226,52.04,68712,23469,30.923,26717,6.66,2279988,759,10352,21908,708,841,925,812,173,2902.971,733,759,1743,247,757,574,1911135,8169
2118,'Senna alexandrina',210451,61.4,49,1253,11968,2308.5,174488,51.93,66.989,24.5,30.7,26677,4635,2362.961,0.798,12.391,20.911,715,846,917,0.829,190.5,3008616,0.704,0.798,1.664,184,775,601,1907549,7.924
2072,'Senna alexandrina',194.652,56727,48,1182,12432,2215.5,168.962,51363,61.96,24,28364,26112,2.52,2138573,846,16.45,18.286,0.82,905,935,868,143.5,2722.916,0.761,846,1455,0.036,0.829,687,1877348,9956
1707,'Senna alexandrina',178551,59034,39257,1504,10013,1857,159499,46.62,56835,19629,29517,23.757,15.982,1820165,665,5943,18676,624,0.79,919,893,150,2317507,737,665,1486,309,0.82,0.673,1528.449,5.049
1533,'Senna alexandrina',172.51,58.822,34.599,1.7,9162,1693,157614,44.18,54912,17.3,29.411,23.931,27.442,1598431,588,4.568,19413,564,0.751,905,914,160,2035.186,753,588,1545,152,805,647,1360.49,11681
1726,'Senna alexandrina',184894,58.796,41.8,1.407,10319,1906,158184,46879,58854,20.9,29.398,23655,11.859,1930247,711,6869,19.806,636,797,0.906,856,180,2457666,0.702,711,1.576,0.089,797,634,1541106,3839
1902,'Senna alexandrina',197078,54562,49977,1092,12123,2078,162236,49.211,62732,24989,27281,24.793,1.833,2141667,0.916,18311,20421,813,902,915,823,176,2726.856,698,0.916,1625,223,784,615,1704922,2.389
1685,'Senna alexandrina',178.066,58258,42128,1383,10963,2006.5,155489,46.319,56.68,21064,29129,23.321,8096,1927.577,723,8196,18.818,632,795,0.84,873,321.5,2454.267,687,723,1.497,0.037,0.817,0.668,1506934,2072
1779,'Senna alexandrina',187865,53254,48,1109,14698,2459,159733,47593,59799,24,26627,23815,3965,2007.633,0.901,11.961,19.839,799,894,723,0.85,680,2556197,696,0.901,1579,38,0.796,633,1591135,3.434
1575,'Senna alexandrina',209179,56.436,38541,1464,12499,2216,156019,44.781,66584,19.27,28.218,22875,11785,1708296,0.683,6.663,27781,0.63,0.793,711,746,641,2175.07,0.724,0.683,2211,474,0.673,452,1365.821,9891
1718,'Senna alexandrina',180794,56.08,43.709,1.283,11724,2065.5,157067,46.77,57548,21855,28.04,23.819,8326,1925184,779,8254,19026,696,0.834,0.832,0.869,347.5,2451.22,701,779,1514,1565,813,0.66,1537.206,5.583
1987,'Senna alexandrina',205.279,62201,46.921,1.326,13.986,2733,170.871,50298,65342,23.46,31101,25745,8259,2292206,754,8958,21.208,654,809,727,0.832,746,2918527,0.681,754,1.688,163,0.77,593,1781721,6566
1450,'Senna alexandrina',182894,53254,37287,1.428,10.601,1773.5,149201,42967,58217,18.644,26627,22.144,7495,1559.572,0.7,8088,23.069,0.651,807,818,816,323.5,1985.708,0.73,0.7,1.836,436,738,545,1267106,6.382
1573,'Senna alexandrina',191037,56.4,39.712,1.42,12583,2229.5,153719,44753,60809,19.856,28.2,22781,9.803,1759105,0.704,7276,23201,0.63,0.793,706,805,656.5,2239762,0.702,0.704,1.846,0.29,736,542,1381963,2.24
2018,'Senna alexandrina',194.066,63032,46468,1.356,13168,2607.5,168872,50.689,61773,23234,31516,25408,7689,2300411,737,9163,18663,647,804,774,0.87,589.5,2928974,0.689,737,1485,281,821,0.673,1823934,4676
1933,'Senna alexandrina',181238,57.428,48,1196,14198,2561.5,164583,49.61,57.69,24,28.714,24.868,3577,2164993,836,13148,16993,746,0.864,755,0.908,628.5,2756554,701,836,1.352,0.02,0.86,0.74,1751.762,1943
2063,'Senna alexandrina',205037,60407,46977,1286,13.906,2639,172547,51.251,65265,23489,30.203,25979,8502,2228769,778,8.91,20378,0.72,848,782,0.842,576,2837756,727,778,1.622,204,785,617,1857963,7.74
1997,'Senna alexandrina',195865,60.44,45,1.343,14912,2831.5,172.026,50425,62.346,22.5,30.22,25.53,10.721,2136.128,745,7.797,19.21,696,0.834,705,878,834.5,2719802,0.734,745,1.529,583,809,654,1801135,1635
1518,'Senna alexandrina',196451,54644,38.873,1406,10.06,1727,150.63,43963,62532,19437,27322,22.738,7192,1668335,711,8478,25424,647,805,879,767,209,2124.19,715,711,2023,2.12,703,494,1321549,3252
1747,'Senna alexandrina',200593,58412,45.204,1.292,12.149,2229.5,160715,47.163,63.851,22.602,29206,23.758,7.361,2073841,774,8757,23.032,652,807,784,0.801,482.5,2640.496,662,774,1.833,0.03,0.739,546,1546.407,5.389
1630,'Senna alexandrina',195137,53151,39641,1341,16212,2707,156216,45.556,62114,19.82,26575,23746,5.946,1654.792,746,9738,23361,735,857,602,0.801,1077,2106946,774,746,1859,111,733,0.538,1434.863,9229
2128,'Senna alexandrina',206.936,62169,49,1.269,17552,3428,173918,52052,65.87,24.5,31085,26.508,8022,2392548,0.788,9359,20123,701,0.837,621,0.84,1300,3046.287,0.699,0.788,1601,24,0.79,624,1921.064,5129
1931,'Senna alexandrina',183137,56.08,47942,1.17,12831,2260.5,163665,49585,58294,23971,28.04,24.777,3763,2111616,855,12773,17369,782,884,0.854,894,329.5,2688593,718,855,1382,0.022,851,0.724,1747.863,15796
1487,'Senna alexandrina',180208,53852,39976,1347,12.191,2062.5,148489,43512,57.362,19988,26926,22.078,11088,1690793,742,6.63,21.839,653,0.808,721,0.824,575.5,2152785,691,742,1.738,0.088,759,575,1306792,6596
1317,'Senna alexandrina',159095,51.624,35.36,1.46,12.178,1975,140376,40949,50.642,17.68,25.812,20.47,11464,1433662,685,6046,19219,629,0.793,667,882,658,1825395,721,685,1.529,0.059,809,654,1157905,7341
2074,'Senna alexandrina',219.664,62968,45668,1379,15.006,2968.5,175702,51.388,69921,22834,31484,26.192,11.358,2258531,725,7772,23265,0.666,816,0.699,0.8,894.5,2875.65,721,725,1851,263,735,0.54,1854336,6019
1941,'Senna alexandrina',195.823,61.221,46.962,1304,12543,2412.5,169.37,49713,62333,23.481,30.61,25857,10963,2258084,767,7809,19756,659,812,805,865,471.5,2875.082,675,767,1.572,0.678,0.798,636,1745.177,16213
1915,'Senna alexandrina',194894,65734,43.38,1515,11.607,2397,169.323,49379,62037,21.69,32867,24209,16.76,2239591,0.66,5914,19835,564,0.751,799,0.869,482,2851.536,672,0.66,1578,39,0.796,634,1720106,4836
2117,'Senna alexandrina',198894,61465,45043,1365,12.68,2448.5,175959,51918,63.31,22521,30733,26.7,8755,2174.44,733,9024,18686,713,845,865,885,331.5,2768583,765,733,1.487,0.18,0.82,672,1918106,12298
2007,'Senna alexandrina',189.723,60.166,45,1337,18.519,3500.5,168607,50551,60.391,22.5,30.083,25.784,6346,2126.457,748,10236,17935,706,0.84,573,889,1493.5,2707.49,741,748,1.427,0.059,0.837,701,1817277,12752
1801,'Senna alexandrina',199865,62.266,43.337,1.437,11042,2160,166.88,47886,63619,21669,31.133,24288,14513,2119.34,696,6376,22.18,591,769,0.834,835,359,2698427,667,696,1765,146,753,0.567,1601135,13205
1262,'Senna alexandrina',157338,51923,34,1527,9849,1606.5,137.693,40085,50082,17,25962,20835,11342,1386.528,655,6187,19616,596,772,0.786,875,344.5,1765.383,715,655,1561,39,0.8,0.641,1104662,7.174
1679,'Senna alexandrina',176551,55.57,42,1.323,10.846,1893.5,155181,46.236,56198,21,27785,23323,4935,1833065,0.756,10499,18565,0.692,0.832,887,879,214.5,2333931,0.719,0.756,1.477,821,823,677,1502.449,8525
1420,'Senna alexandrina',170995,52355,38397,1364,13783,2267,144575,42521,54.429,19198,26177,21635,8601,1578.84,733,7.377,20.591,0.66,812,626,845,847,2010.242,706,733,1639,0.559,0.781,0.61,1249005,6.82
1723,'Senna alexandrina',198593,58.138,44308,1.312,22065,4030,163.75,46838,63214,22154,29.069,23.964,13917,2023.157,762,6.424,22.89,649,0.806,428,825,2307,2575.963,669,762,1.822,1.362,741,0.549,1524.407,4713
1876,'Senna alexandrina',177924,61.4,45598,1347,17051,3289,163942,48.873,56635,22799,30.7,25039,8.54,2198.91,743,8568,16875,634,0.796,0.57,0.921,1413,2799739,0.67,743,1.343,63,863,745,1698076,6.533
2123,'Senna alexandrina',206894,64203,45695,1405,11.596,2339,176375,51.991,65857,22.848,32101,26879,12758,2304163,0.712,7525,20163,0.656,0.81,0.908,852,216,2933.751,0.724,0.712,1604,0.33,789,623,1916106,4475
1813,'Senna alexandrina',184.309,59076,46,1284,10.822,2008.5,161.473,48.046,58667,23,29538,24.89,6026,2134324,779,10.14,18.737,0.661,813,903,0.876,195.5,2717506,667,779,1.491,384,0.819,0.671,1628691,3.246
1361,'Senna alexandrina',167924,53235,35543,1.498,13702,2291.5,144227,41628,53452,17.772,26.618,20.85,12.291,1486105,0.668,5947,20719,611,782,594,0.859,930.5,1892168,0.719,0.668,1649,77,779,607,1193076,6404
1921,'Senna alexandrina',198.409,60.539,48,1261,18008,3425,169042,49456,63.156,24,30.27,25853,9.69,2282276,0.793,8305,20.493,667,0.817,561,852,1504,2905884,0.661,0.793,1631,608,0.783,613,1722.591,14216
1997,'Senna alexandrina',178.409,61.741,45632,1.353,18145,3519.5,168635,50425,56.789,22816,30871,25.648,10.69,2212.77,0.739,7.844,15939,667,0.817,0.567,945,1522.5,2817386,0.709,0.739,1268,0.1,888,0.788,1818.591,6985
1863,'Senna alexandrina',206.35,66038,39524,1671,12985,2694,171.79,48.704,65683,19762,33019,24.657,21026,2049965,599,5.377,22.856,544,738,0.692,833,831,2610097,0.714,599,1819,5011,741,0.55,1656.65,12635
1873,'Senna alexandrina',202794,60926,40,1.523,22.27,4262.5,168278,48.834,64551,20,30463,24522,18282,1914.053,657,5735,21.957,642,802,439,0.83,2389.5,2437047,769,657,1.747,33,757,0.572,1670.206,7796
1910,'Senna alexandrina',204108,61685,40,1.542,16652,3227,170577,49.314,64969,20,30842,25.716,11957,1937881,648,7437,21811,639,799,0.592,836,1317,2467387,774,648,1736,105,759,0.576,1705892,10.601
1616,'Senna alexandrina',196593,55.471,41798,1327,10.82,1885.5,154716,45.36,62577,20899,27735,23035,7209,1820995,754,8.58,23916,669,818,857,787,269.5,2318563,0.697,754,1903,532,725,525,1419.407,12075
1696,'Senna alexandrina',182794,55.866,43.921,1272,11.039,1937.5,156531,46.469,58185,21.96,27.933,23.793,8015,1927118,0.786,8404,19701,0.692,0.832,875,856,241.5,2453.682,691,0.786,1568,249,799,638,1513.206,4.63
1400,'Senna alexandrina',190.693,52953,38,1393,13.94,2319,147.522,42.22,60.7,19,26476,21.86,9649,1580.383,718,7.037,25974,636,797,604,774,919,2012207,696,718,2.067,226,696,484,1209307,1916
1608,'Senna alexandrina',222291,56.436,40,1411,16202,2872.5,156719,45.248,70758,20,28.218,22915,7688,1772983,0.709,8264,30.73,643,802,0.56,705,1264.5,2257.432,0.712,0.709,2445,995,639,409,1385.709,25838
1276,'Senna alexandrina',183765,52887,34,1555,11908,1978.5,142219,40.307,58494,17,26443,21039,11.336,1412261,643,6249,26465,581,762,645,774,702.5,1798.147,0.71,643,2106,0.011,0.689,475,1092235,3536
1858,'Senna alexandrina',195622,58412,45853,1274,11.479,2106.5,164.55,48.638,62269,22927,29206,25185,6.377,2103596,785,9.973,20596,693,833,882,841,248.5,2678382,0.694,785,1639,114,0.781,0.61,1662378,6197
1664,'Senna alexandrina',188451,52631,43,1224,11.5,1901.5,153158,46.029,59.986,21.5,26315,23.313,2188,1777453,0.817,15762,21342,765,875,875,813,237.5,2263124,735,0.817,1.698,0.44,767,589,1475549,13.754
1665,'Senna alexandrina',176.409,56.436,43827,1288,25.367,4497.5,154.402,46043,56153,21913,28.218,23421,5818,1942.61,777,9.71,18691,0.666,816,0.37,875,2832.5,2473408,0.673,777,1.487,423,0.82,672,1488.591,6557
1138,'Senna alexandrina',166167,52802,30611,1725,11198,1857.5,139922,38065,52.892,15305,26401,20566,18459,1269424,0.58,4787,24263,0.52,721,613,0.842,719.5,1616281,0.704,0.58,1931,48,0.72,518,971.833,2392
1548,'Senna alexandrina',182108,55.009,42.557,1.293,21.804,3768,151.788,44396,57967,21279,27505,22.37,8927,1838.643,774,7487,21.423,0.651,807,0.411,0.834,2220,2341033,0.661,774,1705,2863,0.766,0.587,1365892,5.991
2047,'Senna alexandrina',201.723,58412,49,1192,29116,5343,169.591,51052,64.21,24.5,29206,25.876,2398,2247.97,0.839,16711,19879,764,0.874,0.383,841,3296,2862204,715,0.839,1.582,131,795,632,1845277,9897
2119,'Senna alexandrina',226.35,62.241,44545,1.397,12752,2493.5,177085,51942,72.05,22272,31121,27.523,7175,2177548,716,10275,24.179,696,835,0.85,782,374.5,2772.541,764,716,1.924,109,721,0.52,1892.65,7.198
1930,'Senna alexandrina',217.806,65.552,42,1561,10.94,2253,173.741,49.572,69.33,21,32.776,25.394,14753,2162.329,0.641,6.611,24.58,0.572,0.756,857,0.798,323,2753163,701,0.641,1956,2336,715,511,1712194,11218
1401,'Senna alexandrina',173.48,52.498,36,1.458,10041,1656,144326,42235,55.22,18,26.249,21484,10505,1484335,0.686,6629,21.481,647,805,846,0.832,255,1889914,741,0.686,1709,84,765,585,1227.52,10087
1795,'Senna alexandrina',184894,60208,44.127,1364,10.899,2061.5,161661,47.807,58854,22064,30104,23.376,12.016,2086.66,733,6744,19045,0.63,794,871,0.874,266.5,2656817,0.676,733,1516,266,812,0.66,1610106,11908
1420,'Senna alexandrina',159.581,52.811,39.8,1327,14942,2479,147007,42521,50.796,19.9,26405,21712,11218,1650.81,754,6482,17934,648,805,573,0.921,1059,2101877,0.676,754,1.427,95,0.837,701,1260.419,8123
2181,'Senna alexandrina',196.409,61855,48593,1273,13.2,2565,175111,52.697,62519,24296,30927,26.89,3841,2360659,0.786,13.72,17688,726,852,0.85,892,384,3005684,726,0.786,1.408,496,843,0.71,1984.591,3698
1521,'Senna alexandrina',186007,53.712,40,1.343,21.808,3680,147609,44007,59208,20,26.856,22.093,5166,1687418,745,9.72,22747,0.671,0.819,413,794,2159,2148488,708,745,1.81,247,743,552,1334993,7.094
1687,'Senna alexandrina',180.309,59.666,42375,1.408,16.946,3176.5,157588,46.346,57394,21.187,29.833,23.688,11.01,1985.728,0.71,7.139,19.272,603,777,531,0.874,1489.5,2528.307,667,0.71,1534,2134,0.808,652,1506691,3943
1723,'Senna alexandrina',183238,53235,45,1183,22.56,3773,157664,46838,58326,22.5,26.618,23.66,3892,1881.492,845,11993,19.487,774,0.88,457,0.86,2050,2395.59,0.719,845,1551,0.093,0.803,645,1539.762,3299
1726,'Senna alexandrina',197622,53339,45,1185,22.543,3777.5,156944,46879,62905,22.5,26669,22.97,8609,1885.14,0.844,7.828,22627,772,879,457,794,2051.5,2400234,0.719,0.844,1801,0.25,745,555,1528378,16984
1898,'Senna alexandrina',191238,55073,49,1124,30.714,5314,164968,49159,60.873,24.5,27.536,24.758,3.349,2119445,0.89,13.528,19.269,797,893,0.357,863,3416,2698.561,703,0.89,1.533,53,0.808,652,1706.762,8085
2122,'Senna alexandrina',227563,61294,48,1.277,24.839,4783,178082,51979,72436,24,30647,25991,8095,2310743,0.783,9135,24404,0.719,848,444,0.783,2661,2942.13,721,0.783,1942,228,718,515,1894.437,10.938
1843,'Senna alexandrina',208735,62769,42,1495,25614,5051,169.509,48442,66442,21,31385,24121,20768,2070.557,669,5.293,23641,596,772,365,812,3208,2636316,0.699,669,1881,0.891,0.729,532,1634265,8.431
1784,'Senna alexandrina',184167,59464,39,1525,14632,2733.5,164463,47.66,58622,19.5,29732,24.92,12206,1821422,0.656,7.133,19012,642,0.801,653,893,949.5,2319107,769,0.656,1.513,57,813,0.661,1599.833,23959
1615,'Senna alexandrina',169.823,55758,41095,1357,13587,2380,152523,45.346,54.056,20.548,27879,23.126,6.573,1799656,737,9.02,17858,0.661,813,679,898,765,2291394,705,737,1421,0.101,0.839,0.704,1445.177,3779
1885,'Senna alexandrina',194108,61855,43672,1416,11375,2210.5,167967,48.99,61786,21836,30927,25287,14533,2121605,706,6.633,19988,627,792,853,865,325.5,2701312,698,706,1591,231,0.793,629,1690892,8988
1661,'Senna alexandrina',179.723,53852,43,1252,25.062,4240,153.581,45988,57208,21.5,26926,23.589,4.153,1818684,0.798,11.576,19.446,0.729,0.854,392,855,2579,2315621,0.717,0.798,1547,77,804,0.646,1481277,6996
1934,'Senna alexandrina',180.652,53.6,48.889,1.096,13145,2213.5,162.302,49.623,57503,24445,26.8,24.883,1359,2058124,912,21346,16.874,857,0.926,0.874,898,279.5,2620485,738,912,1.343,0.206,863,745,1753348,1202
1474,'Senna alexandrina',169137,54589,37,1475,21627,3709,149215,43.322,53838,18.5,27295,22086,13503,1586.353,0.678,6.01,19408,0.63,794,397,882,2235,2019807,0.73,0.678,1544,205,805,647,1304863,8.159
1890,'Senna alexandrina',195037,62.61,44872,1395,20389,4010.5,168399,49055,62082,22436,31305,25004,16515,2206541,0.717,6153,20127,614,784,0.471,863,2120.5,2809.456,0.673,0.717,1.602,0.11,0.79,624,1694963,10895
1875,'Senna alexandrina',202007,62201,47405,1.312,24.75,4836.5,168232,48.86,64301,23.702,31101,25114,9.96,2315848,762,7.958,21764,617,0.786,0.388,833,2961.5,2948.63,636,762,1732,365,0.76,0.577,1672993,3.151
1509,'Senna alexandrina',200593,62.241,38422,1.62,18.659,3648.5,156.706,43833,63.851,19211,31121,22.618,13491,1878237,617,6.158,26665,496,0.704,414,0.781,2139.5,2391446,631,617,2122,2696,0.686,0.471,1308407,5.507
2119,'Senna alexandrina',208.693,62426,46,1357,40.81,8003.5,176.427,51942,66429,23,31213,26246,10158,2255345,737,8235,20.554,0.692,0.832,265,845,5884.5,2871594,738,737,1636,78,782,611,1910307,8755
2038,'Senna alexandrina',205622,62434,45.303,1.378,25362,4974.5,173862,50.94,65452,22651,31217,26.227,11.528,2221448,726,7724,20746,0.666,816,0.41,846,2936.5,2828435,721,726,1651,273,778,606,1832378,5313
1813,'Senna alexandrina',190794,55.471,47,1.18,28129,4902,160.706,48.046,60732,23.5,27735,23.91,4158,2047.63,847,11.726,20079,0.75,866,0.37,0.842,3089,2607124,695,847,1598,15,0.791,626,1622.206,14.404
1862,'Senna alexandrina',193865,56.939,47.064,1.21,21.218,3795.5,161.962,48691,61.709,23.532,28469,24441,4417,2104672,0.827,11.629,20185,731,855,491,835,1933.5,2679.751,695,0.827,1.606,0.01,789,623,1668135,2912
2040,'Senna alexandrina',203622,63.53,46,1381,27259,5440.5,169968,50965,64815,23,31765,26039,8093,2295215,0.724,9.153,20325,644,802,375,835,3400.5,2922.358,698,0.724,1617,0.351,0.786,618,1836378,14773
1253,'Senna alexandrina',161966,54083,33,1639,10247,1741,138.354,39942,51555,16.5,27.042,20.37,12.844,1401.738,0.61,5684,20936,545,0.739,0.72,0.854,488,1784.748,0.702,0.61,1666,392,775,0.6,1091.034,3.902
1576,'Senna alexandrina',194208,61.221,40004,1.53,10.347,1990,160.7,44795,61.818,20002,30.61,23221,19686,1923499,653,5234,23932,535,732,792,0.827,414,2449074,644,653,1.904,165,725,525,1381.792,907
1652,'Senna alexandrina',197622,60.141,40074,1501,24.696,4666,159362,45863,62905,20037,30.071,23546,14.13,1892905,0.666,6.264,23641,0.582,763,354,0.806,3014,2410.122,685,0.666,1881,0.118,0.729,532,1454378,3.77
1157,'Senna alexandrina',155439,51.546,29,1777,21.762,3524,136.818,38381,49478,14.5,25.773,21143,14.279,1174042,563,5595,20.883,0.554,745,0.328,0.88,2367,1494.837,774,563,1662,98,0.776,602,1001561,7.797
2009,'Senna alexandrina',192.066,58052,49.553,1171,33596,6127,167.866,50576,61137,24.777,29026,25491,3.561,2259326,0.854,13508,18.362,759,871,0.328,0.874,4118,2876663,698,0.854,1.461,0.189,0.827,684,1816934,4544
2122,'Senna alexandrina',194.309,63.514,46048,1379,18.839,3759,177274,51979,61.85,23024,31.757,26651,13.719,2297041,725,7195,17793,0.67,818,565,912,1637,2924684,726,725,1416,1.487,0.84,706,1927691,13.13
1786,'Senna alexandrina',185.48,56.08,47,1193,40055,7057,160722,47687,59.04,23.5,28.04,24521,3947,2070132,838,12342,19.263,723,0.85,253,867,5271,2635.774,0.678,838,1.533,51,0.808,652,1600.52,2404
1930,'Senna alexandrina',197037,60.836,45,1.352,21.85,4176,168828,49.572,62.719,22.5,30.418,25643,13866,2150116,0.74,6886,20116,664,815,462,857,2246,2737613,705,0.74,1601,0.238,0.79,625,1732963,12.017
1863,'Senna alexandrina',184894,62.936,43544,1445,36966,7309,165455,48.704,58854,21772,31.468,24.556,11995,2152387,0.692,7.09,18.35,599,774,255,895,5446,2740.504,0.68,0.692,1.46,2464,828,685,1678106,4263
1791,'Senna alexandrina',185.823,58.31,47.376,1.231,22.032,4036,162.867,47753,59.149,23.688,29155,24369,6609,2169647,812,9479,19.28,0.671,0.819,444,0.876,2245,2762.481,648,812,1534,449,807,652,1605.177,10.516
2104,'Senna alexandrina',203037,59548,47.84,1245,39353,7362,171891,51758,64.629,23.92,29774,26561,3677,2237.44,0.803,13852,19593,755,0.869,0.286,847,5258,2848797,0.739,0.803,1.559,33,0.801,0.641,1900963,11538
1667,'Senna alexandrina',183.966,59481,38,1565,32.261,6028.5,159.353,46.07,58558,19,29741,23.602,15804,1775221,639,5937,20302,0.6,775,0.277,866,4361.5,2260281,738,639,1.616,75,787,619,1483.034,12.348
1740,'Senna alexandrina',177.823,59841,39802,1.503,27.282,5129,162.06,47.068,56603,19901,29921,24072,16781,1870.669,665,5876,18173,619,787,0.339,0.911,3389,2381.81,731,665,1446,322,0.832,691,1562.177,6.62
1158,'Senna alexandrina',156.51,51.788,33,1569,9177,1493,136158,38398,49.819,16.5,25.894,20248,12569,1342249,637,5711,21.153,0.55,741,0.776,0.87,335,1709005,0.678,637,1683,358,0.771,594,1001.49,10328
1869,'Senna alexandrina',204.25,60208,44034,1367,11998,2269.5,166.841,48782,65015,22017,30104,24947,11.184,2082231,731,7.46,22.321,0.656,0.81,0.824,0.817,400.5,2651179,705,731,1776,0.059,0.75,563,1664.75,2.361
1402,'Senna alexandrina',166.652,52.154,38,1.372,10635,1742.5,145421,42.25,53047,19,26.077,21888,7599,1556.532,0.729,7.94,19809,0.656,0.81,805,873,340.5,1981838,0.707,0.729,1.576,14.46,0.796,634,1235348,10.893
1759,'Senna alexandrina',178794,59464,43.134,1379,18.179,3396,159148,47325,56912,21.567,29732,23.918,8214,2014.47,725,8345,18174,633,0.796,518,0.89,1637,2564903,0.686,725,1446,55,0.832,691,1580.206,5276
1565,'Senna alexandrina',188794,60208,40714,1479,14885,2815.5,156252,44.639,60095,20357,30104,22.613,18.353,1925.258,0.676,5278,22775,0.55,741,556,828,1250.5,2451314,638,0.676,1.812,183,743,552,1376.206,6352
1860,'Senna alexandrina',190894,57.689,46,1254,20559,3726,163026,48.664,60.764,23,28844,24474,5.738,2084.2,797,10217,19592,0.712,0.844,499,0.854,1866,2653.686,701,797,1.559,1263,0.801,0.641,1669106,24.453
1458,'Senna alexandrina',180451,53.712,38,1413,20961,3537,146935,43.086,57.439,19,26.856,22.278,6.964,1603047,0.707,8442,22334,643,802,0.412,0.814,2079,2041.063,0.714,0.707,1777,0.99,0.75,563,1277549,2824
1938,'Senna alexandrina',182.309,62129,44.63,1392,11617,2267.5,166097,49674,58.031,22315,31064,25205,10.551,2177.747,718,7.76,17.15,639,0.8,855,0.911,329.5,2772.794,0.699,718,1365,53,856,733,1755691,3275
1631,'Senna alexandrina',191.38,55.471,42.538,1304,16346,2848.5,153306,45.57,60918,21.269,27735,23219,7601,1853256,767,8422,22456,675,0.822,573,0.801,1217.5,2359639,691,767,1787,0.116,748,0.56,1439.62,5831
1914,'Senna alexandrina',187.823,59.641,46.017,1296,13239,2480.5,165.962,49.366,59786,23.008,29.82,24.903,5434,2155505,772,10683,18.431,685,828,772,884,566.5,2744474,0.697,772,1.467,12,826,682,1726.177,4133
2059,'Senna alexandrina',184.409,60216,45,1338,41451,7841.5,170275,51202,58699,22.5,30108,26485,4059,2128219,747,13145,16516,723,0.85,263,0.923,5782.5,2709732,0.76,747,1314,0.07,872,0.761,1874.591,664
1895,'Senna alexandrina',187581,61098,42.557,1436,27544,5287,165.973,49.12,59.709,21279,30549,25068,13177,2042.17,0.697,6.906,18.568,0.646,804,358,885,3392,2600172,0.729,0.697,1.478,0.17,823,677,1707.419,4043
1891,'Senna alexandrina',193037,60.44,42,1439,16474,3128,167226,49.068,61445,21,30.22,24.923,11832,1993719,695,7246,19706,659,812,605,866,1237,2538482,745,695,1568,1405,799,638,1697963,3917
