@relation FeaturesColour

@attribute MeanIntensityR numeric
@attribute StdDevR numeric
@attribute MeanSqrtR numeric
@attribute MeanIntensityG numeric
@attribute StdDevG numeric
@attribute MeanSqrtG numeric
@attribute MeanIntensityB numeric
@attribute StdDevB numeric
@attribute MeanSqrtB numeric
@attribute MeanIntensityH numeric
@attribute StdDevH numeric
@attribute MeanSqrtH numeric
@attribute MeanIntensityS numeric
@attribute StdDevS numeric
@attribute MeanSqrtS numeric
@attribute MeanIntensityV numeric
@attribute StdDevV numeric
@attribute MeanSqrtV numeric
@attribute label {'Amorpha fruticosa_All.jpg','Anagyris foetida_All.jpg','Anthyllis barba-jovis_All.jpg','Anthyllis cytisoides_All.jpg','Astragalus glycyphyllos_All.jpg','Calicotome villosa_All.jpg','Caragana arborescens_All.jpg','Ceratonia siliqua_All.jpg','Colutea arborescens_All.jpg','Cytisus purgans_All.jpg','Cytisus scoparius_All.jpg','Dorycnium pentaphyllum_All.jpg','Dorycnium rectum_All.jpg','Hedysarum coronarium_All.jpg','Lathyrus aphaca_All.jpg','Lathyrus ochrus_All.jpg','Medicago sativa_All.jpg','Melilotus officinalis_All.jpg','Pisum sativum subsp. elatius_All.jpg','Senna alexandrina_All.jpg','Spartium junceum_All.jpg','Trifolium angustifolium_All.jpg','Vicia faba_All.jpg'}

@data
61.092289,35.617158,7.816156,64.858491,34.760711,8.053477,58.342084,34.378405,7.638199,0.264156,0.197025,0.513962,0.340682,0.282208,0.58368,0.269306,0.134144,0.518947,'Colutea arborescens_All.jpg'
33.64401,28.358259,5.800346,33.243017,28.342062,5.765676,27.944755,25.790045,5.28628,0.293107,0.275388,0.541394,0.577256,0.313074,0.759774,0.15379,0.111652,0.39216,'Colutea arborescens_All.jpg'
69.665011,28.943195,8.346557,53.219808,26.270667,7.295191,43.01987,27.298561,6.558953,0.188727,0.256535,0.434427,0.522977,0.242569,0.723172,0.287108,0.103512,0.535825,'Colutea arborescens_All.jpg'
148.255443,48.191444,12.176019,114.772496,39.243076,10.713193,81.309144,36.169547,9.017158,0.109879,0.099898,0.33148,0.488637,0.171123,0.699025,0.587172,0.179644,0.766272,'Colutea arborescens_All.jpg'
38.107545,34.03647,6.173131,36.657904,32.077344,6.054577,31.090816,30.119706,5.575914,0.251865,0.239997,0.501862,0.579349,0.315741,0.76115,0.17328,0.127789,0.416269,'Colutea arborescens_All.jpg'
51.613001,33.911552,7.184219,58.995958,33.782312,7.680883,54.759852,35.130253,7.39999,0.333912,0.206168,0.577851,0.358961,0.291626,0.599133,0.242873,0.131637,0.492822,'Colutea arborescens_All.jpg'
43.792822,24.71802,6.617614,42.94634,25.44033,6.553346,35.665601,26.486092,5.972068,0.214452,0.190255,0.463089,0.449898,0.275199,0.670744,0.193103,0.099368,0.439435,'Colutea arborescens_All.jpg'
38.384456,33.318733,6.195519,34.981678,34.308648,5.914531,33.120863,33.800083,5.755073,0.336397,0.31944,0.579997,0.544684,0.325532,0.738027,0.173959,0.133372,0.417084,'Colutea arborescens_All.jpg'
56.982283,39.751035,7.548661,56.000328,40.018994,7.483337,51.464567,39.108141,7.173881,0.235362,0.233586,0.485141,0.419126,0.315745,0.6474,0.247109,0.151287,0.497101,'Colutea arborescens_All.jpg'
64.002086,28.732593,8.00013,60.763643,27.666284,7.795104,51.199166,28.407971,7.155359,0.189078,0.18492,0.434831,0.38521,0.243368,0.620653,0.270378,0.105661,0.519979,'Colutea arborescens_All.jpg'
22.109275,21.742631,4.70205,25.714608,23.973165,5.070957,26.347728,25.169881,5.133004,0.404553,0.280999,0.636045,0.558329,0.308706,0.747214,0.122342,0.097749,0.349774,'Colutea arborescens_All.jpg'
65.395566,29.543997,8.086752,30.817192,24.914266,5.551323,22.992999,26.66486,4.795102,0.184375,0.295762,0.429389,0.737041,0.265141,0.858511,0.268395,0.108837,0.518068,'Colutea arborescens_All.jpg'
23.904439,22.757379,4.889217,33.40933,27.255345,5.78008,32.69225,27.9688,5.717714,0.41299,0.189109,0.642643,0.495123,0.323657,0.70365,0.142403,0.108567,0.377363,'Colutea arborescens_All.jpg'
126.836806,50.195716,11.262185,82.070833,45.867522,9.059295,39.463194,36.961675,6.281974,0.167613,0.228162,0.409406,0.715517,0.252469,0.845882,0.505651,0.185477,0.711091,'Cytisus purgans_All.jpg'
141.826718,50.699812,11.909102,83.244918,44.936702,9.123865,45.50726,34.963439,6.745907,0.133372,0.216045,0.365201,0.704521,0.224478,0.839357,0.559888,0.191638,0.748257,'Cytisus purgans_All.jpg'
136.80894,51.211141,11.696535,101.228747,52.447043,10.06125,46.232252,43.608057,6.79943,0.136793,0.139165,0.369856,0.693136,0.267422,0.832548,0.545081,0.192617,0.738296,'Cytisus purgans_All.jpg'
137.952209,41.820847,11.745306,75.312093,44.161713,8.678254,35.595945,36.390401,5.966234,0.115709,0.183144,0.34016,0.759285,0.235707,0.87137,0.54401,0.159759,0.737571,'Cytisus purgans_All.jpg'
122.709145,45.579993,11.077416,79.576991,45.293323,8.920594,40.40354,35.553491,6.356378,0.14985,0.208661,0.387104,0.709272,0.233717,0.842183,0.488241,0.17016,0.698742,'Cytisus purgans_All.jpg'
161.896881,43.087611,12.723871,118.527053,39.353563,10.887013,46.015913,36.586836,6.783503,0.119785,0.076865,0.3461,0.721421,0.217147,0.849365,0.639727,0.161906,0.79983,'Cytisus purgans_All.jpg'
102.621064,52.319303,10.130206,78.407166,52.053195,8.854782,45.535288,42.450522,6.747984,0.197493,0.234233,0.444402,0.659336,0.275346,0.811995,0.416116,0.192527,0.645071,'Cytisus purgans_All.jpg'
124.41604,47.903839,11.154194,76.194236,41.521576,8.728931,37.513784,33.381738,6.12485,0.162976,0.238124,0.403702,0.729229,0.225339,0.853949,0.494044,0.178406,0.702883,'Cytisus purgans_All.jpg'
164.44217,41.454288,12.823501,131.178096,37.430277,11.453301,55.654043,43.476217,7.460164,0.129469,0.052112,0.359817,0.674902,0.237328,0.821524,0.652514,0.154273,0.807783,'Cytisus purgans_All.jpg'
113.865541,46.890247,10.67078,74.277703,45.92457,8.618451,34.853378,33.76564,5.903675,0.177862,0.247925,0.421737,0.732623,0.236993,0.855934,0.45318,0.177586,0.673186,'Cytisus purgans_All.jpg'
135.612782,48.54973,11.64529,98.531328,39.346475,9.926295,40.810777,37.571223,6.388331,0.136326,0.128175,0.369223,0.719751,0.23795,0.848382,0.539432,0.179187,0.73446,'Cytisus purgans_All.jpg'
125.557966,50.709109,11.205265,86.890847,53.300175,9.321526,41.269831,38.626333,6.42416,0.141554,0.182166,0.376237,0.709493,0.247914,0.842314,0.500645,0.190706,0.707563,'Cytisus purgans_All.jpg'
102.878924,50.581132,10.142925,63.67713,44.26993,7.979795,45.536622,38.048432,6.748083,0.194401,0.275934,0.440909,0.641818,0.2769,0.801136,0.417843,0.181303,0.646408,'Cytisus purgans_All.jpg'
150.77451,51.300632,12.279027,97.256863,47.625653,9.861889,44.609804,37.803073,6.679057,0.125412,0.162045,0.354136,0.710791,0.230894,0.843084,0.594691,0.19543,0.771162,'Cytisus purgans_All.jpg'
108.487633,51.056502,10.41574,82.45053,49.825267,9.080227,42.20583,40.829453,6.496601,0.184949,0.217467,0.430057,0.695227,0.256851,0.833803,0.436742,0.187528,0.660865,'Cytisus purgans_All.jpg'
133.227307,44.827424,11.542413,85.257818,42.392179,9.233516,40.062548,38.250249,6.329498,0.12034,0.154369,0.3469,0.717846,0.247304,0.847258,0.526896,0.169276,0.725876,'Cytisus purgans_All.jpg'
125.912351,51.147201,11.221067,75.4751,53.542059,8.687641,43.184263,43.913843,6.571473,0.179105,0.269104,0.423208,0.696844,0.282067,0.834772,0.500395,0.191531,0.707386,'Cytisus purgans_All.jpg'
119.637298,33.323508,10.937884,70.801028,24.060099,8.414335,29.297357,27.39075,5.412703,0.108799,0.128518,0.329847,0.752656,0.229451,0.867557,0.474101,0.123115,0.68855,'Cytisus purgans_All.jpg'
151.300089,51.569224,12.30041,105.102404,47.606782,10.251946,44.648264,37.179409,6.681936,0.126085,0.13589,0.355084,0.729483,0.211286,0.854098,0.597095,0.195842,0.772719,'Cytisus purgans_All.jpg'
124.914622,50.066867,11.176521,85.966634,47.013112,9.271819,38.405299,38.185639,6.197201,0.153453,0.196557,0.391731,0.732726,0.222811,0.855994,0.496754,0.188581,0.704808,'Cytisus purgans_All.jpg'
97.103376,43.999583,9.854105,51.755977,39.726779,7.194163,35.840366,34.510988,5.986682,0.189197,0.299913,0.434967,0.700284,0.263758,0.83683,0.389377,0.16071,0.624001,'Cytisus purgans_All.jpg'
159.35743,49.135509,12.623685,117.204819,41.059464,10.826117,52.48996,39.522411,7.244996,0.119904,0.089128,0.346272,0.690018,0.21904,0.830673,0.628959,0.185688,0.793069,'Cytisus purgans_All.jpg'
156.230925,43.575354,12.499237,133.997974,39.418056,11.575749,48.181634,38.406187,6.941299,0.148585,0.067821,0.385467,0.707293,0.223072,0.841007,0.623333,0.158166,0.789515,'Cytisus purgans_All.jpg'
115.660188,38.913279,10.754543,84.787534,33.899204,9.208015,37.831099,38.481989,6.150699,0.130061,0.105589,0.36064,0.705962,0.266788,0.840215,0.462256,0.141103,0.679894,'Cytisus purgans_All.jpg'
152.431553,43.149406,12.346317,99.176962,38.730378,9.958763,39.043406,38.436287,6.248472,0.116483,0.124458,0.341295,0.748413,0.240403,0.865109,0.600897,0.16404,0.775175,'Cytisus purgans_All.jpg'
124.471591,47.075488,11.156684,82.135552,42.64453,9.062867,40.314123,39.90791,6.34934,0.144123,0.188551,0.379635,0.717531,0.250547,0.847072,0.495365,0.17384,0.703822,'Cytisus purgans_All.jpg'
119.549383,44.999501,10.933864,70.128086,41.005779,8.374251,40.638889,38.193684,6.374864,0.14127,0.224114,0.375859,0.694559,0.255627,0.833402,0.47477,0.167815,0.689036,'Cytisus purgans_All.jpg'
144.307531,51.536736,12.012807,100.109833,46.15709,10.00549,43.745816,37.759937,6.614062,0.148263,0.180129,0.38505,0.714355,0.231802,0.845195,0.571782,0.195189,0.756163,'Cytisus purgans_All.jpg'
91.131858,54.976847,9.546301,51.80847,50.073269,7.19781,39.619827,40.728279,6.294428,0.249176,0.34662,0.499175,0.697482,0.285417,0.835154,0.367642,0.205565,0.606335,'Cytisus purgans_All.jpg'
117.474558,48.124693,10.838568,70.213496,45.764768,8.379349,37.280973,34.732878,6.105815,0.172499,0.254631,0.41533,0.716782,0.251057,0.84663,0.46766,0.180556,0.683857,'Cytisus purgans_All.jpg'
129.429464,48.424641,11.376707,72.113393,46.427075,8.49196,38.769643,39.555264,6.226527,0.137612,0.226662,0.370961,0.734549,0.254414,0.857058,0.512286,0.181896,0.715742,'Cytisus purgans_All.jpg'
140.146739,42.98107,11.838359,107.197464,40.07825,10.353621,39.172101,41.509959,6.258762,0.139642,0.102777,0.373687,0.736918,0.258969,0.858439,0.558381,0.158778,0.747249,'Cytisus purgans_All.jpg'
151.65819,42.964499,12.314958,101.250561,31.9228,10.062334,42.74196,38.258692,6.537734,0.110568,0.084979,0.332517,0.714733,0.249464,0.845419,0.599311,0.161868,0.774152,'Cytisus purgans_All.jpg'
118.118182,47.809169,10.868219,74.398182,50.196951,8.625438,52.306364,45.639882,7.232314,0.151381,0.245971,0.389077,0.612424,0.282719,0.782575,0.46877,0.180356,0.684668,'Cytisus purgans_All.jpg'
96.511278,49.450423,9.824015,54.402256,50.884003,7.375788,45.253133,45.645748,6.727045,0.305442,0.386934,0.552668,0.643419,0.306028,0.802134,0.387405,0.184937,0.622418,'Cytisus purgans_All.jpg'
118.75635,52.867135,10.897539,85.11477,49.196424,9.225767,42.611477,37.864917,6.527747,0.166526,0.203551,0.408076,0.696532,0.237389,0.834585,0.476247,0.196312,0.690107,'Cytisus purgans_All.jpg'
110.619962,42.969411,10.517602,60.733205,42.196624,7.793151,38.02975,36.345525,6.166827,0.17364,0.275581,0.416702,0.694915,0.268493,0.833615,0.440322,0.159523,0.663568,'Cytisus purgans_All.jpg'
126.428337,49.046657,11.244036,84.755119,44.490336,9.206254,44.135954,38.451113,6.64349,0.154146,0.209175,0.392614,0.685563,0.251714,0.827987,0.502992,0.183463,0.709219,'Cytisus purgans_All.jpg'
136.646722,49.485782,11.689599,88.367282,49.80802,9.400387,49.36219,43.644021,7.025823,0.12649,0.171682,0.355655,0.673277,0.258044,0.820534,0.541756,0.185513,0.73604,'Cytisus purgans_All.jpg'
152.322716,45.768464,12.341909,106.770327,39.814577,10.332973,47.922883,39.598837,6.922636,0.111551,0.085538,0.333992,0.695195,0.237164,0.833784,0.600805,0.174241,0.775116,'Cytisus purgans_All.jpg'
135.506442,49.461507,11.640723,90.171457,48.925147,9.495865,43.46779,43.169852,6.593011,0.133133,0.165482,0.364874,0.718249,0.252117,0.847496,0.538821,0.183179,0.734044,'Cytisus purgans_All.jpg'
120.76158,45.804842,10.989157,80.274523,48.646846,8.959605,41.361717,38.159291,6.431308,0.164701,0.225291,0.405834,0.70024,0.251362,0.836803,0.482038,0.170117,0.694289,'Cytisus purgans_All.jpg'
138.964286,43.111866,11.788311,109.318106,37.391207,10.45553,35.703488,35.960391,5.97524,0.137272,0.074841,0.370502,0.763093,0.219997,0.873552,0.5524,0.159782,0.743237,'Cytisus purgans_All.jpg'
125.521056,39.84457,11.203618,60.826552,34.025252,7.799138,24.449679,27.584399,4.944662,0.131275,0.221462,0.362319,0.811933,0.217386,0.901073,0.495464,0.151526,0.703892,'Cytisus purgans_All.jpg'
187.518519,46.894261,13.69374,149.066335,41.975367,12.209273,61.348811,42.697115,7.832548,0.126242,0.048559,0.355305,0.68228,0.204548,0.826002,0.73944,0.177108,0.859907,'Cytisus scoparius_All.jpg'
136.137255,55.887393,11.667787,76.345444,55.466225,8.737588,42.069781,46.809238,6.486122,0.153518,0.2513,0.391814,0.744656,0.247917,0.862935,0.538766,0.211911,0.734007,'Cytisus scoparius_All.jpg'
173.210948,50.242201,13.160963,136.653538,45.318934,11.68989,61.475968,44.462511,7.840661,0.125167,0.06735,0.35379,0.659732,0.219747,0.812239,0.682856,0.192456,0.826351,'Cytisus scoparius_All.jpg'
171.490006,51.615324,13.095419,131.693746,50.687197,11.47579,53.805932,48.922365,7.335253,0.129822,0.090056,0.360308,0.707322,0.246249,0.841024,0.678239,0.195416,0.823553,'Cytisus scoparius_All.jpg'
172.729663,48.854157,13.142666,120.236647,42.809668,10.965247,44.435497,40.64176,6.665996,0.110152,0.067456,0.331892,0.747207,0.226402,0.864411,0.679978,0.188436,0.824608,'Cytisus scoparius_All.jpg'
155.701103,51.117815,12.478025,125.784353,47.669847,11.215362,53.530592,41.338066,7.31646,0.136323,0.083016,0.369219,0.677369,0.224445,0.823025,0.618318,0.191977,0.786332,'Cytisus scoparius_All.jpg'
137.642066,42.504523,11.732096,98.77214,37.866933,9.938417,39.862546,36.726693,6.313679,0.139461,0.143614,0.373444,0.723013,0.236363,0.850302,0.5472,0.158218,0.73973,'Cytisus scoparius_All.jpg'
167.598703,47.93391,12.945992,113.762743,41.235615,10.665962,41.089898,41.824843,6.41014,0.117112,0.105356,0.342216,0.755471,0.233097,0.869178,0.660804,0.182153,0.812899,'Cytisus scoparius_All.jpg'
167.731327,44.126065,12.951113,120.647715,40.067252,10.983975,51.544036,43.099559,7.179418,0.119491,0.107001,0.345674,0.696098,0.235047,0.834325,0.660708,0.16901,0.812839,'Cytisus scoparius_All.jpg'
187.182796,45.733093,13.681476,142.184332,47.340045,11.924107,63.135177,46.506312,7.945765,0.11225,0.036587,0.335038,0.678482,0.223687,0.8237,0.736839,0.175094,0.858393,'Cytisus scoparius_All.jpg'
170.647785,49.949216,13.063223,117.278744,46.241573,10.829531,44.666854,39.960419,6.683327,0.111939,0.098099,0.334574,0.744255,0.213517,0.862702,0.671725,0.19331,0.819589,'Cytisus scoparius_All.jpg'
94.013514,46.246598,9.696057,94.545519,45.800205,9.723452,42.502845,38.328283,6.519421,0.197903,0.11791,0.444863,0.674627,0.246343,0.821357,0.396873,0.17345,0.629979,'Cytisus scoparius_All.jpg'
168.4336,50.685035,12.978197,127.4328,45.332654,11.288614,53.5272,42.147968,7.316229,0.121348,0.064744,0.34835,0.696081,0.216501,0.834315,0.664696,0.192665,0.815289,'Cytisus scoparius_All.jpg'
175.50084,48.931695,13.247673,127.361345,44.826688,11.285448,50.615966,45.028871,7.11449,0.113295,0.055851,0.336593,0.722887,0.236762,0.850227,0.691333,0.187718,0.831464,'Cytisus scoparius_All.jpg'
140.980736,53.863752,11.873531,66.598074,51.627793,8.160764,38.603327,38.927327,6.213158,0.19184,0.316991,0.437996,0.747556,0.248348,0.864613,0.556203,0.206331,0.74579,'Cytisus scoparius_All.jpg'
188.91996,41.150667,13.744816,167.666996,35.90931,12.948629,68.15415,39.259062,8.255553,0.14695,0.041933,0.383341,0.649184,0.188718,0.80572,0.749702,0.14912,0.865853,'Cytisus scoparius_All.jpg'
174.188605,48.905059,13.198053,125.91945,46.005123,11.221384,52.04224,44.757043,7.214031,0.118106,0.088759,0.343665,0.716116,0.231121,0.846236,0.687311,0.185924,0.829042,'Cytisus scoparius_All.jpg'
174.844907,52.316636,13.222893,121.818287,59.187454,11.037132,55.1875,46.355241,7.428829,0.126717,0.154723,0.355973,0.704077,0.232152,0.839093,0.688449,0.201684,0.829728,'Cytisus scoparius_All.jpg'
179.633371,44.843371,13.402737,155.572077,39.2525,12.472854,67.041998,45.834999,8.187918,0.144547,0.050266,0.380193,0.643763,0.232753,0.802348,0.71458,0.165954,0.845328,'Cytisus scoparius_All.jpg'
181.711457,45.042428,13.480039,150.069307,35.508639,12.250278,63.619519,40.408303,7.976184,0.135018,0.053791,0.367448,0.654854,0.20779,0.80923,0.718618,0.166819,0.847713,'Cytisus scoparius_All.jpg'
158.09314,56.908416,12.573509,89.936977,54.416466,9.483511,45.880647,43.249732,6.773525,0.148578,0.240921,0.385458,0.738015,0.227209,0.859078,0.623475,0.217525,0.789604,'Cytisus scoparius_All.jpg'
171.655896,48.258886,13.101752,135.351474,44.722869,11.634065,52.085034,41.966002,7.216996,0.127368,0.068195,0.356887,0.707496,0.215486,0.841128,0.676831,0.183784,0.822697,'Cytisus scoparius_All.jpg'
162.061119,60.906079,12.730323,104.167158,52.712811,10.206231,48.363034,38.62094,6.954354,0.150859,0.206568,0.388406,0.719798,0.223194,0.848409,0.642655,0.228484,0.801658,'Cytisus scoparius_All.jpg'
177.806604,50.208459,13.334414,144.393868,45.587706,12.0164,66.566038,43.365104,8.158801,0.130524,0.072683,0.36128,0.645152,0.214135,0.803213,0.701757,0.190992,0.83771,'Cytisus scoparius_All.jpg'
185.213725,43.135628,13.609325,146.95,34.331474,12.122294,62.945098,38.076945,7.933795,0.12525,0.045669,0.353907,0.659137,0.199844,0.811872,0.731307,0.161091,0.855165,'Cytisus scoparius_All.jpg'
169.048756,48.734673,13.001875,142.745274,43.59398,11.947605,61.38607,46.367128,7.834926,0.142183,0.067392,0.377071,0.655405,0.232831,0.809571,0.671462,0.179854,0.819428,'Cytisus scoparius_All.jpg'
167.675573,47.458413,12.94896,152.194656,41.019946,12.33672,64.954198,46.593873,8.059417,0.15821,0.06176,0.397756,0.644327,0.229199,0.8027,0.67192,0.169509,0.819707,'Cytisus scoparius_All.jpg'
179.160207,42.436501,13.385074,144.231266,38.292528,12.009632,55.72739,46.403142,7.465078,0.129237,0.038851,0.359496,0.69988,0.241878,0.836588,0.708431,0.159724,0.841683,'Cytisus scoparius_All.jpg'
172.17979,44.325495,13.12173,115.694226,41.700196,10.756125,48.009186,42.343178,6.928866,0.12222,0.145632,0.3496,0.72576,0.229869,0.851916,0.676872,0.171447,0.822722,'Cytisus scoparius_All.jpg'
155.855234,54.084924,12.484199,92.581849,52.163269,9.621946,46.423719,40.099671,6.813495,0.174702,0.255546,0.417974,0.728699,0.223911,0.853639,0.617582,0.202264,0.785864,'Cytisus scoparius_All.jpg'
165.960252,55.908591,12.882556,105.049211,58.519412,10.249352,48.961514,45.21914,6.99725,0.152033,0.223919,0.389914,0.734081,0.22655,0.856786,0.653751,0.214804,0.808549,'Cytisus scoparius_All.jpg'
164.767994,56.87268,12.836199,113.235835,53.296635,10.641233,49.316998,40.399677,7.022606,0.136944,0.169663,0.370059,0.710437,0.219577,0.842874,0.649428,0.219289,0.805871,'Cytisus scoparius_All.jpg'
180.285959,49.15525,13.427061,135.255137,44.745591,11.629924,54.220034,45.391475,7.363425,0.123706,0.086204,0.351719,0.709104,0.232492,0.842083,0.710956,0.187148,0.843182,'Cytisus scoparius_All.jpg'
171.590398,48.502364,13.099252,129.677222,45.013722,11.387591,58.533197,45.209732,7.650699,0.129624,0.119211,0.360034,0.672455,0.23524,0.820033,0.676653,0.1849,0.822589,'Cytisus scoparius_All.jpg'
165.502982,47.629222,12.864796,125.421471,39.687151,11.199173,54.66501,41.037952,7.393579,0.122728,0.075582,0.350326,0.680606,0.225009,0.824989,0.654298,0.179142,0.808887,'Cytisus scoparius_All.jpg'
181.376738,47.716379,13.467618,136.806574,45.72811,11.696434,58.175727,50.153216,7.627301,0.115636,0.044547,0.340053,0.692017,0.25119,0.831876,0.714182,0.183486,0.845093,'Cytisus scoparius_All.jpg'
172.605875,47.30112,13.137956,115.664627,47.584859,10.754749,52.948592,46.546622,7.276578,0.096271,0.045862,0.310276,0.705423,0.251175,0.839894,0.679286,0.182667,0.824188,'Cytisus scoparius_All.jpg'
162.291615,44.392743,12.739373,131.035044,41.264005,11.447054,56.301627,44.495365,7.503441,0.13224,0.055413,0.363649,0.673812,0.240816,0.82086,0.64488,0.16546,0.803044,'Cytisus scoparius_All.jpg'
169.217576,48.062881,13.008366,141.44,41.287706,11.892855,54.875758,44.160133,7.407817,0.139046,0.052597,0.372889,0.691454,0.218705,0.831537,0.670971,0.178276,0.819128,'Cytisus scoparius_All.jpg'
163.153989,50.949558,12.773175,99.528757,51.513298,9.97641,45.204082,39.466981,6.723398,0.145301,0.219554,0.381184,0.734724,0.222535,0.857161,0.642286,0.195762,0.801427,'Cytisus scoparius_All.jpg'
182.086191,51.598627,13.493932,143.034291,49.723052,11.959694,63.120482,48.173642,7.94484,0.12452,0.057277,0.352875,0.668786,0.239994,0.817793,0.718879,0.196136,0.847867,'Cytisus scoparius_All.jpg'
161.794606,48.170747,12.719851,130.850622,46.216009,11.438996,60.801867,46.39618,7.797555,0.130212,0.055366,0.360849,0.651444,0.239322,0.807121,0.641868,0.181073,0.801167,'Cytisus scoparius_All.jpg'
160.519171,52.134649,12.669616,113.506736,47.848191,10.653954,45.659067,41.424791,6.757149,0.131343,0.133123,0.362413,0.725818,0.240784,0.85195,0.635879,0.196448,0.79742,'Cytisus scoparius_All.jpg'
186.341336,44.602756,13.65069,162.068894,37.14629,12.730628,66.900835,41.781183,8.179293,0.143371,0.045813,0.378644,0.65374,0.201306,0.808542,0.737861,0.162622,0.858988,'Cytisus scoparius_All.jpg'
114.705,38.118224,10.710042,113.973,31.154211,10.675814,48.573,32.578429,6.969433,0.190413,0.088175,0.436364,0.637326,0.207065,0.798327,0.477424,0.130123,0.690958,'Cytisus scoparius_All.jpg'
179.322443,50.233421,13.391133,152.846591,39.717592,12.363114,67.598011,41.055512,8.221801,0.144654,0.060969,0.380335,0.628797,0.213808,0.792968,0.71362,0.185966,0.84476,'Cytisus scoparius_All.jpg'
195.322542,44.145349,13.975784,143.454436,40.085155,11.977247,60.723022,48.977897,7.792498,0.111324,0.035914,0.333653,0.695823,0.241059,0.83416,0.768421,0.169691,0.876596,'Cytisus scoparius_All.jpg'
121.37446,50.38893,11.017008,94.143122,48.166934,9.702738,43.36644,41.07975,6.58532,0.162515,0.1715,0.403132,0.698795,0.241722,0.83594,0.486949,0.185338,0.697818,'Cytisus scoparius_All.jpg'
155.089552,54.852454,12.453496,109.738806,54.662468,10.475629,51.067843,43.035037,7.146177,0.13727,0.159889,0.370499,0.70022,0.226072,0.836791,0.613614,0.207902,0.783335,'Cytisus scoparius_All.jpg'
168.301001,52.470179,12.973088,109.633292,45.407727,10.470592,43.574468,42.591583,6.601096,0.105352,0.095487,0.32458,0.751296,0.224242,0.866773,0.662456,0.201144,0.813914,'Cytisus scoparius_All.jpg'
151.472155,52.581968,12.307402,92.076675,53.3155,9.595659,46.884584,40.714564,6.847232,0.180287,0.271559,0.424602,0.722099,0.224056,0.849764,0.597734,0.200765,0.773132,'Cytisus scoparius_All.jpg'
109.405918,52.626633,10.459728,56.770106,53.699149,7.534594,42.108498,44.676407,6.489106,0.311266,0.406797,0.557912,0.706945,0.256976,0.8408,0.433348,0.201563,0.658292,'Cytisus scoparius_All.jpg'
188.290987,46.721081,13.721916,147.672961,39.711702,12.152076,62.797425,46.234686,7.924483,0.122786,0.047012,0.350408,0.673458,0.225051,0.820645,0.742624,0.175985,0.861756,'Cytisus scoparius_All.jpg'
165.523116,52.336491,12.865579,130.300514,42.356543,11.414925,56.230308,37.650458,7.498687,0.134037,0.081381,0.36611,0.6719,0.208833,0.819695,0.656843,0.193111,0.810458,'Cytisus scoparius_All.jpg'
170.126546,49.171325,13.043257,109.630828,53.352813,10.470474,48.12274,43.491731,6.937056,0.127215,0.171622,0.356673,0.72703,0.24341,0.85266,0.670193,0.189369,0.818653,'Cytisus scoparius_All.jpg'
182.317197,45.272756,13.502489,136.155414,42.794702,11.668565,59.549045,49.116952,7.716803,0.115316,0.04718,0.339582,0.688107,0.242085,0.829522,0.718516,0.172205,0.847653,'Cytisus scoparius_All.jpg'
163.557299,56.412823,12.788952,131.194407,55.07531,11.454013,59.478172,46.668914,7.712209,0.148012,0.133817,0.384724,0.675053,0.230987,0.821616,0.649351,0.211527,0.805823,'Cytisus scoparius_All.jpg'
169.493064,60.143322,13.01895,131.489912,56.103894,11.466905,57.19483,46.009263,7.562726,0.140873,0.129242,0.375331,0.69124,0.224009,0.831409,0.670383,0.22604,0.818769,'Cytisus scoparius_All.jpg'
185.170285,49.111234,13.607729,160.761872,44.274566,12.679191,67.494573,42.826292,8.215508,0.142157,0.045745,0.377038,0.654991,0.201139,0.809315,0.733155,0.183327,0.856245,'Cytisus scoparius_All.jpg'
167.992817,47.820158,12.961204,123.939346,47.116905,11.132805,51.976057,43.146615,7.209442,0.11491,0.05988,0.338983,0.703482,0.226525,0.838738,0.662463,0.183062,0.813919,'Cytisus scoparius_All.jpg'
155.307323,51.632779,12.462236,135.755102,44.884307,11.651399,68.740696,45.224839,8.291001,0.152519,0.073805,0.390537,0.594054,0.230776,0.770749,0.622418,0.18942,0.788935,'Cytisus scoparius_All.jpg'
183.922441,46.694252,13.561801,135.746639,40.361602,11.651036,56.896587,45.383638,7.542983,0.111549,0.049314,0.333989,0.69338,0.229265,0.832694,0.723446,0.179963,0.850556,'Cytisus scoparius_All.jpg'
107.945565,55.381869,10.389685,57.53629,51.053569,7.585268,41.856855,42.894535,6.469687,0.248345,0.35824,0.498342,0.695878,0.259628,0.834193,0.430732,0.208424,0.656302,'Cytisus scoparius_All.jpg'
113.650763,49.288909,10.660711,60.127863,45.404463,7.754216,36.33874,36.372486,6.028162,0.175337,0.281778,0.418732,0.728599,0.24564,0.85358,0.451482,0.185522,0.671924,'Cytisus scoparius_All.jpg'
175.124359,47.23281,13.233456,150.762821,44.621919,12.278551,70.016667,47.460879,8.367596,0.142732,0.052978,0.377799,0.624727,0.23712,0.790397,0.697129,0.175173,0.834943,'Cytisus scoparius_All.jpg'
55.473333,45.600624,7.448042,30.113333,33.904071,5.487562,32.324444,30.066024,5.685459,0.488854,0.400301,0.699181,0.708157,0.259518,0.84152,0.244593,0.162046,0.494563,'Dorycnium pentaphyllum_All.jpg'
