@relation FeaturesGray_RGB

@attribute Mean numeric
@attribute Min numeric
@attribute Max numeric
@attribute Mode numeric
@attribute StD numeric
@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute IntensitySum numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute SmothnessR numeric
@attribute GLCM_Contrast numeric
@attribute GLCM_Correlation numeric
@attribute GLCM_Energy numeric
@attribute GLCM_Homogeneity numeric
@attribute MeanIntensityR numeric
@attribute StdDevR numeric
@attribute MeanSqrtR numeric
@attribute MeanIntensityG numeric
@attribute StdDevG numeric
@attribute MeanSqrtG numeric
@attribute MeanIntensityB numeric
@attribute StdDevB numeric
@attribute MeanSqrtB numeric
@attribute MeanIntensityH numeric
@attribute StdDevH numeric
@attribute MeanSqrtH numeric
@attribute MeanIntensityS numeric
@attribute StdDevS numeric
@attribute MeanSqrtS numeric
@attribute MeanIntensityV numeric
@attribute StdDevV numeric
@attribute MeanSqrtV numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
44.11462,0,177,1,0,50794,2578,274635,1,-0,0,319187,0.933,0.553,866,37.422482,30.905081,6.117392,47.384275,34.293093,6.883624,44.820966,34.969554,6.694846,0.371215,0.193761,0.609274,0.425618,0.305697,0.652394,0.196969,0.134133,0.443812,'Colutea arborescens'
29.400124,0,119,3,1.613,50794,2578,219637,0.999,5,0.000174,351716,0.931,516,846,30.453246,25.762792,5.518446,29.475924,23.720999,5.429173,26.146629,23.463026,5.113377,0.255156,0.248495,0.50513,0.49263,0.302822,0.701876,0.13973,0.104446,0.373805,'Colutea arborescens'
36.406768,0,158,36,3.368,33.568,1140143,277346,998,12,0.000174,308.56,935,0.559,872,37.287989,23.998451,6.106389,37.056735,23.20691,6.087424,30.786994,24.27545,5.548603,0.295317,0.235718,0.543431,0.542312,0.288822,0.736418,0.180803,0.091999,0.42521,'Colutea arborescens'
22.781103,0,160,3,1492,53591,2870,244455,0.999,4,1,326.13,0.93,565,868,24.362475,24.557553,4.935836,22.777068,24.628605,4.772533,18.776732,23.406452,4.333213,0.278565,0.26213,0.527792,0.676653,0.290263,0.822589,0.117414,0.10325,0.342657,'Colutea arborescens'
62.997129,0,236,68,8.19,12.691,162.051,240512,987,78,1,317332,932,565,873,61.092289,35.617158,7.816156,64.858491,34.760711,8.053477,58.342084,34.378405,7.638199,0.264156,0.197025,0.513962,0.340682,0.282208,0.58368,0.269306,0.134144,0.518947,'Colutea arborescens'
32.748603,0,150,2,4293,25.723,670927,267518,997,21,0.000283,334244,932,0.538,875,33.64401,28.358259,5.800346,33.243017,28.342062,5.765676,27.944755,25.790045,5.28628,0.293107,0.275388,0.541394,0.577256,0.313074,0.759774,0.15379,0.111652,0.39216,'Colutea arborescens'
56.971748,1,141,53,0,11.822,145915,303790,1,-0,0,319325,0.936,524,855,69.665011,28.943195,8.346557,53.219808,26.270667,7.295191,43.01987,27.298561,6.558953,0.188727,0.256535,0.434427,0.522977,0.242569,0.723172,0.287108,0.103512,0.535825,'Colutea arborescens'
120.987663,1,247,124,10118,11.822,145915,256589,983,0.108,2,336.752,929,552,871,148.255443,48.191444,12.176019,114.772496,39.243076,10.713193,81.309144,36.169547,9.017158,0.109879,0.099898,0.33148,0.488637,0.171123,0.699025,0.587172,0.179644,0.766272,'Colutea arborescens'
36.453738,0,248,4,2281,51691,2670,227493,0.999,5,0,312135,935,552,865,38.107545,34.03647,6.173131,36.657904,32.077344,6.054577,31.090816,30.119706,5.575914,0.251865,0.239997,0.501862,0.579349,0.315741,0.76115,0.17328,0.127789,0.416269,'Colutea arborescens'
56.300775,0,252,60,0,11.25,128683,275060,1,-0,0,331936,932,0.543,0.874,51.613001,33.911552,7.184219,58.995958,33.782312,7.680883,54.759852,35.130253,7.39999,0.333912,0.206168,0.577851,0.358961,0.291626,0.599133,0.242873,0.131637,0.492822,'Colutea arborescens'
42.367804,0,255,49,0,11.25,128683,249985,1,-0,0,327.942,934,525,0.854,43.792822,24.71802,6.617614,42.94634,25.44033,6.553346,35.665601,26.486092,5.972068,0.214452,0.190255,0.463089,0.449898,0.275199,0.670744,0.193103,0.099368,0.439435,'Colutea arborescens'
35.779255,0,254,4,10825,11.25,128683,243167,983,106,2,311738,937,526,0.854,38.384456,33.318733,6.195519,34.981678,34.308648,5.914531,33.120863,33.800083,5.755073,0.336397,0.31944,0.579997,0.544684,0.325532,0.738027,0.173959,0.133372,0.417084,'Colutea arborescens'
55.783465,0,200,4,0,17128,297878,309230,1,-0,0,336006,0.939,467,0.834,56.982283,39.751035,7.548661,56.000328,40.018994,7.483337,51.464567,39.108141,7.173881,0.235362,0.233586,0.485141,0.419126,0.315745,0.6474,0.247109,0.151287,0.497101,'Colutea arborescens'
60.63886,0,175,52,5709,17128,297878,284948,993,46,0.000501,352105,0.939,0.438,825,64.002086,28.732593,8.00013,60.763643,27.666284,7.795104,51.199166,28.407971,7.155359,0.189078,0.18492,0.434831,0.38521,0.243368,0.620653,0.270378,0.105661,0.519979,'Colutea arborescens'
24.704844,0,150,2,852,55136,3038,258702,0.999,4,3,319672,0.939,495,0.84,22.109275,21.742631,4.70205,25.714608,23.973165,5.070957,26.347728,25.169881,5.133004,0.404553,0.280999,0.636045,0.558329,0.308706,0.747214,0.122342,0.097749,0.349774,'Colutea arborescens'
40.263322,0,165,31,13445,8996,79.966,245555,976,151,3,319.02,938,502,0.842,65.395566,29.543997,8.086752,30.817192,24.914266,5.551323,22.992999,26.66486,4.795102,0.184375,0.295762,0.429389,0.737041,0.265141,0.858511,0.268395,0.108837,0.518068,'Colutea arborescens'
30.480436,0,203,2,1673,53777,2890,246165,0.999,4,0,301.75,0.939,522,0.849,23.904439,22.757379,4.889217,33.40933,27.255345,5.78008,32.69225,27.9688,5.717714,0.41299,0.189109,0.642643,0.495123,0.323657,0.70365,0.142403,0.108567,0.377363,'Colutea arborescens'
90.613889,0,212,102,0,20167,404774,147645,1,-0,0,47493,917,0.18,0.78,126.836806,50.195716,11.262185,82.070833,45.867522,9.059295,39.463194,36.961675,6.281974,0.167613,0.228162,0.409406,0.715517,0.252469,0.845882,0.505651,0.185477,0.711091,'Cytisus purgans'
96.460794,1,188,127,0,20167,404774,129285,1,-0,0,49245,0.918,183,775,141.826718,50.699812,11.909102,83.244918,44.936702,9.123865,45.50726,34.963439,6.745907,0.133372,0.216045,0.365201,0.704521,0.224478,0.839357,0.559888,0.191638,0.748257,'Cytisus purgans'
105.594216,1,208,102,0,20167,404774,121805,1,-0,0,94.013,897,0.19,787,136.80894,51.211141,11.696535,101.228747,52.447043,10.06125,46.232252,43.608057,6.79943,0.136793,0.139165,0.369856,0.693136,0.267422,0.832548,0.545081,0.192617,0.738296,'Cytisus purgans'
89.52643,2,200,87,0,20167,404774,107185,1,-0,0,61174,0.891,0.2,0.791,137.952209,41.820847,11.745306,75.312093,44.161713,8.678254,35.595945,36.390401,5.966234,0.115709,0.183144,0.34016,0.759285,0.235707,0.87137,0.54401,0.159759,0.737571,'Cytisus purgans'
88.014159,1,207,79,0,20167,404774,101150,1,-0,0,78309,0.9,175,0.781,122.709145,45.579993,11.077416,79.576991,45.293323,8.920594,40.40354,35.553491,6.356378,0.14985,0.208661,0.387104,0.709272,0.233717,0.842183,0.488241,0.17016,0.698742,'Cytisus purgans'
123.24825,1,213,110,0,20167,404774,88995,1,-0,0,60.446,919,187,0.781,161.896881,43.087611,12.723871,118.527053,39.353563,10.887013,46.015913,36.586836,6.783503,0.119785,0.076865,0.3461,0.721421,0.217147,0.849365,0.639727,0.161906,0.79983,'Cytisus purgans'
81.900109,0,218,16,0,20167,404774,80835,1,-0,0,57067,914,179,782,102.621064,52.319303,10.130206,78.407166,52.053195,8.854782,45.535288,42.450522,6.747984,0.197493,0.234233,0.444402,0.659336,0.275346,0.811995,0.416116,0.192527,0.645071,'Cytisus purgans'
86.206767,1,198,100,5754,20167,404774,69848,995,0.027,0.000509,66798,925,0.173,785,124.41604,47.903839,11.154194,76.194236,41.521576,8.728931,37.513784,33.381738,6.12485,0.162976,0.238124,0.403702,0.729229,0.225339,0.853949,0.494044,0.178406,0.702883,'Cytisus purgans'
132.529171,6,225,114,0,23495,550002,125460,1,-0,0,333.29,0.926,0.108,634,164.44217,41.454288,12.823501,131.178096,37.430277,11.453301,55.654043,43.476217,7.460164,0.129469,0.052112,0.359817,0.674902,0.237328,0.821524,0.652514,0.154273,0.807783,'Cytisus purgans'
81.630405,1,223,84,5982,23495,550002,94632,996,19,0.00055,417.508,907,0.101,619,113.865541,46.890247,10.67078,74.277703,45.92457,8.618451,34.853378,33.76564,5.903675,0.177862,0.247925,0.421737,0.732623,0.236993,0.855934,0.45318,0.177586,0.673186,'Cytisus purgans'
103.040727,1,230,96,3.913,34971,1221001,104347,998,0.01,0.000235,370.174,0.921,113,0.641,135.612782,48.54973,11.64529,98.531328,39.346475,9.926295,40.810777,37.571223,6.388331,0.136326,0.128175,0.369223,0.719751,0.23795,0.848382,0.539432,0.179187,0.73446,'Cytisus purgans'
93.252881,1,234,29,5215,24862,616149,105830,997,19,0.000418,451.763,0.906,0.117,645,125.557966,50.709109,11.205265,86.890847,53.300175,9.321526,41.269831,38.626333,6.42416,0.141554,0.182166,0.376237,0.709493,0.247914,0.842314,0.500645,0.190706,0.707563,'Cytisus purgans'
73.349776,1,193,53,0,33.794,1140001,98260,1,-0,0,362043,922,0.112,635,102.878924,50.581132,10.142925,63.67713,44.26993,7.979795,45.536622,38.048432,6.748083,0.194401,0.275934,0.440909,0.641818,0.2769,0.801136,0.417843,0.181303,0.646408,'Cytisus purgans'
107.268627,2,222,119,4019,33.794,1140001,97461,998,0.01,0.000248,350.859,929,121,0.65,150.77451,51.300632,12.279027,97.256863,47.625653,9.861889,44.609804,37.803073,6.679057,0.125412,0.162045,0.354136,0.710791,0.230894,0.843084,0.594691,0.19543,0.771162,'Cytisus purgans'
85.64841,0,225,86,0,30643,937.001,89505,1,-0,0,296112,0.931,0.1,628,108.487633,51.056502,10.41574,82.45053,49.825267,9.080227,42.20583,40.829453,6.496601,0.184949,0.217467,0.430057,0.695227,0.256851,0.833803,0.436742,0.187528,0.660865,'Cytisus purgans'
94.467582,1,213,83,4203,30643,937.001,80199,998,12,0.000272,296629,0.933,105,0.63,133.227307,44.827424,11.542413,85.257818,42.392179,9.233516,40.062548,38.250249,6.329498,0.12034,0.154369,0.3469,0.717846,0.247304,0.847258,0.526896,0.169276,0.725876,'Cytisus purgans'
86.884462,0,209,33,0,16621,276.99,145180,1,-0,0,709.144,892,273,0.692,125.912351,51.147201,11.221067,75.4751,53.542059,8.687641,43.184263,43.913843,6.571473,0.179105,0.269104,0.423208,0.696844,0.282067,0.834772,0.500395,0.191531,0.707386,'Cytisus purgans'
80.676211,1,162,77,0,16621,276.99,122655,1,-0,0,691681,894,0.291,677,119.637298,33.323508,10.937884,70.801028,24.060099,8.414335,29.297357,27.39075,5.412703,0.108799,0.128518,0.329847,0.752656,0.229451,0.867557,0.474101,0.123115,0.68855,'Cytisus purgans'
112.023152,0,228,166,7718,16621,276.99,92561,993,43,0.000915,648.55,898,324,0.68,151.300089,51.569224,12.30041,105.102404,47.606782,10.251946,44.648264,37.179409,6.681936,0.126085,0.13589,0.355084,0.729483,0.211286,0.854098,0.597095,0.195842,0.772719,'Cytisus purgans'
92.212954,2,209,98,3813,36674,1343001,114720,0.999,0.009,0.000224,644803,0.9,0.296,687,124.914622,50.066867,11.176521,85.966634,47.013112,9.271819,38.405299,38.185639,6.197201,0.153453,0.196557,0.391731,0.732726,0.222811,0.855994,0.496754,0.188581,0.704808,'Cytisus purgans'
63.510549,1,208,30,0,32573,1059001,113390,1,-0,0,721.009,0.89,273,672,97.103376,43.999583,9.854105,51.755977,39.726779,7.194163,35.840366,34.510988,5.986682,0.189197,0.299913,0.434967,0.700284,0.263758,0.83683,0.389377,0.16071,0.624001,'Cytisus purgans'
122.444779,1,222,153,4874,32573,1059001,90599,998,0.011,0.000365,619592,904,318,687,159.35743,49.135509,12.623685,117.204819,41.059464,10.826117,52.48996,39.522411,7.244996,0.119904,0.089128,0.346272,0.690018,0.21904,0.830673,0.628959,0.185688,0.793069,'Cytisus purgans'
130.879811,2,210,152,0,16.67,276528,89080,1,-0,0,703158,883,376,0.71,156.230925,43.575354,12.499237,133.997974,39.418056,11.575749,48.181634,38.406187,6.941299,0.148585,0.067821,0.385467,0.707293,0.223072,0.841007,0.623333,0.158166,0.789515,'Cytisus purgans'
88.673592,1,207,86,8.261,16.67,276528,71559,993,0.04,1,621186,905,294,0.658,115.660188,38.913279,10.754543,84.787534,33.899204,9.208015,37.831099,38.481989,6.150699,0.130061,0.105589,0.36064,0.705962,0.266788,0.840215,0.462256,0.141103,0.679894,'Cytisus purgans'
108.262104,3,215,87,0,23314,545318,130050,1,-0,0,582.334,0.881,534,794,152.431553,43.149406,12.346317,99.176962,38.730378,9.958763,39.043406,38.436287,6.248472,0.116483,0.124458,0.341295,0.748413,0.240403,0.865109,0.600897,0.16404,0.775175,'Cytisus purgans'
90.026786,0,209,85,6108,23314,545318,137018,996,23,0.000574,640.23,867,539,792,124.471591,47.075488,11.156684,82.135552,42.64453,9.062867,40.314123,39.90791,6.34934,0.144123,0.188551,0.379635,0.717531,0.250547,0.847072,0.495365,0.17384,0.703822,'Cytisus purgans'
81.54784,1,216,86,7.582,19934,403.133,127740,995,32,0.000883,683.333,0.85,565,804,119.549383,44.999501,10.933864,70.128086,41.005779,8.374251,40.638889,38.193684,6.374864,0.14127,0.224114,0.375859,0.694559,0.255627,0.833402,0.47477,0.167815,0.689036,'Cytisus purgans'
106.90272,1,231,97,0,18489,339.878,97155,1,-0,0,612024,0.876,532,787,144.307531,51.536736,12.012807,100.109833,46.15709,10.00549,43.745816,37.759937,6.614062,0.148263,0.180129,0.38505,0.714355,0.231802,0.845195,0.571782,0.195189,0.756163,'Cytisus purgans'
62.181906,0,196,14,0,18489,339.878,99960,1,-0,0,588.772,0.88,531,0.791,91.131858,54.976847,9.546301,51.80847,50.073269,7.19781,39.619827,40.728279,6.294428,0.249176,0.34662,0.499175,0.697482,0.285417,0.835154,0.367642,0.205565,0.606335,'Cytisus purgans'
80.608407,1,212,95,7.462,18489,339.878,88306,0.994,33,0.000856,635332,871,0.53,784,117.474558,48.124693,10.838568,70.213496,45.764768,8.379349,37.280973,34.732878,6.105815,0.172499,0.254631,0.41533,0.716782,0.251057,0.84663,0.46766,0.180556,0.683857,'Cytisus purgans'
85.460714,1,205,65,0,35313,1245001,85935,1,-0,0,650.546,867,534,0.788,129.429464,48.424641,11.376707,72.113393,46.427075,8.49196,38.769643,39.555264,6.226527,0.137612,0.226662,0.370961,0.734549,0.254414,0.857058,0.512286,0.181896,0.715742,'Cytisus purgans'
109.289251,0,237,96,0,35313,1245001,87295,1,-0,0,673477,862,537,0.79,140.146739,42.98107,11.838359,107.197464,40.07825,10.353621,39.172101,41.509959,6.258762,0.139642,0.102777,0.373687,0.736918,0.258969,0.858439,0.558381,0.158778,0.747249,'Cytisus purgans'
109.649963,1,219,106,0,35313,1245001,140675,1,-0,0,568.579,0.849,637,841,151.65819,42.964499,12.314958,101.250561,31.9228,10.062334,42.74196,38.258692,6.537734,0.110568,0.084979,0.332517,0.714733,0.249464,0.845419,0.599311,0.161868,0.774152,'Cytisus purgans'
84.961818,1,210,108,0,35313,1245001,116195,1,-0,0,578735,836,662,847,118.118182,47.809169,10.868219,74.398182,50.196951,8.625438,52.306364,45.639882,7.232314,0.151381,0.245971,0.389077,0.612424,0.282719,0.782575,0.46877,0.180356,0.684668,'Cytisus purgans'
65.9599,1,217,30,0,35313,1245001,119340,1,-0,0,611771,833,652,838,96.511278,49.450423,9.824015,54.402256,50.884003,7.375788,45.253133,45.645748,6.727045,0.305442,0.386934,0.552668,0.643419,0.306028,0.802134,0.387405,0.184937,0.622418,'Cytisus purgans'
90.339605,1,221,131,3932,35313,1245001,106389,998,0.009,0.000238,589.48,835,662,843,118.75635,52.867135,10.897539,85.11477,49.196424,9.225767,42.611477,37.864917,6.527747,0.166526,0.203551,0.408076,0.696532,0.237389,0.834585,0.476247,0.196312,0.690107,'Cytisus purgans'
73.075816,1,191,29,5.65,25.477,655155,106786,997,19,0.000491,590776,0.829,672,0.849,110.619962,42.969411,10.517602,60.733205,42.196624,7.793151,38.02975,36.345525,6.166827,0.17364,0.275581,0.416702,0.694915,0.268493,0.833615,0.440322,0.159523,0.663568,'Cytisus purgans'
92.59869,1,187,106,0,26.173,683.001,89505,1,-0,0,610631,0.839,0.64,0.83,126.428337,49.046657,11.244036,84.755119,44.490336,9.206254,44.135954,38.451113,6.64349,0.154146,0.209175,0.392614,0.685563,0.251714,0.827987,0.502992,0.183463,0.709219,'Cytisus purgans'
98.363463,1,247,71,0,26.173,683.001,88060,1,-0,0,626.343,838,631,0.827,136.646722,49.485782,11.689599,88.367282,49.80802,9.400387,49.36219,43.644021,7.025823,0.12649,0.171682,0.355655,0.673277,0.258044,0.820534,0.541756,0.185513,0.73604,'Cytisus purgans'
113.688181,1,228,116,5681,26.173,683.001,58629,997,16,0.000496,564536,807,721,0.87,152.322716,45.768464,12.341909,106.770327,39.814577,10.332973,47.922883,39.598837,6.922636,0.111551,0.085538,0.333992,0.695195,0.237164,0.833784,0.600805,0.174241,0.775116,'Cytisus purgans'
98.405352,1,214,94,3562,40.386,1629001,139034,0.999,0.007,0.000195,630893,0.837,636,0.834,135.506442,49.461507,11.640723,90.171457,48.925147,9.495865,43.46779,43.169852,6.593011,0.133133,0.165482,0.364874,0.718249,0.252117,0.847496,0.538821,0.183179,0.734044,'Cytisus purgans'
87.950954,1,254,24,3.703,38846,1507001,128664,0.999,8,0.000211,627.51,0.844,625,0.83,120.76158,45.804842,10.989157,80.274523,48.646846,8.959605,41.361717,38.159291,6.431308,0.164701,0.225291,0.405834,0.70024,0.251362,0.836803,0.482038,0.170117,0.694289,'Cytisus purgans'
109.791528,1,208,102,6041,22211,496.197,122795,996,25,0.000561,712289,0.839,584,0.806,138.964286,43.111866,11.788311,109.318106,37.391207,10.45553,35.703488,35.960391,5.97524,0.137272,0.074841,0.370502,0.763093,0.219997,0.873552,0.5524,0.159782,0.743237,'Cytisus purgans'
76.024982,1,191,70,3174,39.026,1521001,129834,0.999,8,0.000155,650264,0.854,581,804,125.521056,39.84457,11.203618,60.826552,34.025252,7.799138,24.449679,27.584399,4.944662,0.131275,0.221462,0.362319,0.811933,0.217386,0.901073,0.495464,0.151526,0.703892,'Cytisus purgans'
150.576009,21,230,147,9066,15867,251445,106624,992,47,1,229.599,851,0.054,607,187.518519,46.894261,13.69374,149.066335,41.975367,12.209273,61.348811,42.697115,7.832548,0.126242,0.048559,0.355305,0.68228,0.204548,0.826002,0.73944,0.177108,0.859907,'Cytisus scoparius'
90.310265,1,231,59,6.583,22201,493608,83165,996,23,0.000666,181551,627,0.044,561,136.137255,55.887393,11.667787,76.345444,55.466225,8.737588,42.069781,46.809238,6.486122,0.153518,0.2513,0.391814,0.744656,0.247917,0.862935,0.538766,0.211911,0.734007,'Cytisus scoparius'
139.021362,11,229,144,3952,31675,1002893,170505,998,12,0.00024,432152,868,64,639,173.210948,50.242201,13.160963,136.653538,45.318934,11.68989,61.475968,44.462511,7.840661,0.125167,0.06735,0.35379,0.659732,0.219747,0.812239,0.682856,0.192456,0.826351,'Cytisus scoparius'
134.717602,3,234,81,0,23776,564211,164985,1,-0,0,462.107,856,63,638,171.490006,51.615324,13.095419,131.693746,50.687197,11.47579,53.805932,48.922365,7.335253,0.129822,0.090056,0.360308,0.707322,0.246249,0.841024,0.678239,0.195416,0.823553,'Cytisus scoparius'
127.30074,1,213,129,6226,23776,564211,96431,996,0.02,0.000596,208.536,875,49,596,172.729663,48.854157,13.142666,120.236647,42.809668,10.965247,44.435497,40.64176,6.665996,0.110152,0.067456,0.331892,0.747207,0.226402,0.864411,0.679978,0.188436,0.824608,'Cytisus scoparius'
126.496489,1,235,130,0,33.956,1151001,138040,1,-0,0,520.16,871,78,659,155.701103,51.117815,12.478025,125.784353,47.669847,11.215362,53.530592,41.338066,7.31646,0.136323,0.083016,0.369219,0.677369,0.224445,0.823025,0.618318,0.191977,0.786332,'Cytisus scoparius'
103.678044,7,234,108,0,33.956,1151001,145690,1,-0,0,518502,0.874,79,0.668,137.642066,42.504523,11.732096,98.77214,37.866933,9.938417,39.862546,36.726693,6.313679,0.139461,0.143614,0.373444,0.723013,0.236363,0.850302,0.5472,0.158218,0.73973,'Cytisus scoparius'
121.591288,4,220,121,4529,33.956,1151001,98414,998,0.01,0.000315,537749,912,0.173,772,167.598703,47.93391,12.945992,113.762743,41.235615,10.665962,41.089898,41.824843,6.41014,0.117112,0.105356,0.342216,0.755471,0.233097,0.869178,0.660804,0.182153,0.812899,'Cytisus scoparius'
126.882943,2,236,118,3.751,37.55,1408001,120246,0.999,8,0.000216,508251,922,247,802,167.731327,44.126065,12.951113,120.647715,40.067252,10.983975,51.544036,43.099559,7.179418,0.119491,0.107001,0.345674,0.696098,0.235047,0.834325,0.660708,0.16901,0.812839,'Cytisus scoparius'
146.628264,11,232,183,6126,23.841,567.333,96937,996,0.02,0.000577,560.04,0.91,182,0.788,187.182796,45.733093,13.681476,142.184332,47.340045,11.924107,63.135177,46.506312,7.945765,0.11225,0.036587,0.335038,0.678482,0.223687,0.8237,0.736839,0.175094,0.858393,'Cytisus scoparius'
124.964666,2,238,132,0,17117,291947,89165,1,-0,0,603.19,903,177,778,170.647785,49.949216,13.063223,117.278744,46.241573,10.829531,44.666854,39.960419,6.683327,0.111939,0.098099,0.334574,0.744255,0.213517,0.862702,0.671725,0.19331,0.819589,'Cytisus scoparius'
88.449502,0,211,101,0,17117,291947,96475,1,-0,0,436727,0.931,0.202,0.79,94.013514,46.246598,9.696057,94.545519,45.800205,9.723452,42.502845,38.328283,6.519421,0.197903,0.11791,0.444863,0.674627,0.246343,0.821357,0.396873,0.17345,0.629979,'Cytisus scoparius'
131.2856,3,245,136,8.598,17117,291947,125346,993,0.041,1,461995,929,266,0.791,168.4336,50.685035,12.978197,127.4328,45.332654,11.288614,53.5272,42.147968,7.316229,0.121348,0.064744,0.34835,0.696081,0.216501,0.834315,0.664696,0.192665,0.815289,'Cytisus scoparius'
133.022689,3,235,114,0,17162,293638,112030,1,-0,0,486023,924,215,0.803,175.50084,48.931695,13.247673,127.361345,44.826688,11.285448,50.615966,45.028871,7.11449,0.113295,0.055851,0.336593,0.722887,0.236762,0.850227,0.691333,0.187718,0.831464,'Cytisus scoparius'
85.640981,0,229,32,8454,17162,293638,100454,993,0.04,1,500.122,0.923,259,773,140.980736,53.863752,11.873531,66.598074,51.627793,8.160764,38.603327,38.927327,6.213158,0.19184,0.316991,0.437996,0.747556,0.248348,0.864613,0.556203,0.206331,0.74579,'Cytisus scoparius'
162.677866,7,243,171,8873,15.108,229.316,76177,991,51,1,375397,0.942,0.241,833,188.91996,41.150667,13.744816,167.666996,35.90931,12.948629,68.15415,39.259062,8.255553,0.14695,0.041933,0.383341,0.649184,0.188718,0.80572,0.749702,0.14912,0.865853,'Cytisus scoparius'
131.941061,1,243,158,5824,24713,609446,104243,997,19,0.000521,493.78,0.921,0.35,815,174.188605,48.905059,13.198053,125.91945,46.005123,11.221384,52.04224,44.757043,7.214031,0.118106,0.088759,0.343665,0.716116,0.231121,0.846236,0.687311,0.185924,0.829042,'Cytisus scoparius'
130.085648,2,234,216,3864,37229,1384001,118209,0.999,0.009,0.000229,465.669,0.923,373,828,174.844907,52.316636,13.222893,121.818287,59.187454,11.037132,55.1875,46.355241,7.428829,0.126717,0.154723,0.355973,0.704077,0.232152,0.839093,0.688449,0.201684,0.829728,'Cytisus scoparius'
152.669694,14,243,157,8669,17095,290754,125523,993,39,1,533241,0.911,381,828,179.633371,44.843371,13.402737,155.572077,39.2525,12.472854,67.041998,45.834999,8.187918,0.144547,0.050266,0.380193,0.643763,0.232753,0.802348,0.71458,0.165954,0.845328,'Cytisus scoparius'
149.704385,5,233,156,4757,29.46,873.11,144521,998,0.014,0.000348,471.318,0.923,375,0.839,181.711457,45.042428,13.480039,150.069307,35.508639,12.250278,63.619519,40.408303,7.976184,0.135018,0.053791,0.367448,0.654854,0.20779,0.80923,0.718618,0.166819,0.847713,'Cytisus scoparius'
105.295036,1,234,111,3483,44755,2001,170666,0.999,6,0.000187,417.054,927,428,845,158.09314,56.908416,12.573509,89.936977,54.416466,9.483511,45.880647,43.249732,6.773525,0.148578,0.240921,0.385458,0.738015,0.227209,0.859078,0.623475,0.217525,0.789604,'Cytisus scoparius'
136.728458,1,229,136,4.839,29.917,893.001,76475,998,0.013,0.00036,534966,0.918,256,0.77,171.655896,48.258886,13.101752,135.351474,44.722869,11.634065,52.085034,41.966002,7.216996,0.127368,0.068195,0.356887,0.707496,0.215486,0.841128,0.676831,0.183784,0.822697,'Cytisus scoparius'
115.114875,1,236,110,0,17677,312236,120700,1,-0,0,445955,0.923,0.427,823,162.061119,60.906079,12.730323,104.167158,52.712811,10.206231,48.363034,38.62094,6.954354,0.150859,0.206568,0.388406,0.719798,0.223194,0.848409,0.642655,0.228484,0.801658,'Cytisus scoparius'
145.53066,1,243,164,8211,17677,312236,158966,0.994,0.04,1,426171,919,489,828,177.806604,50.208459,13.334414,144.393868,45.587706,12.0164,66.566038,43.365104,8.158801,0.130524,0.072683,0.36128,0.645152,0.214135,0.803213,0.701757,0.190992,0.83771,'Cytisus scoparius'
148.82549,4,229,162,0,30439,924.57,82535,1,-0,0,474616,0.926,302,0.801,185.213725,43.135628,13.609325,146.95,34.331474,12.122294,62.945098,38.076945,7.933795,0.12525,0.045669,0.353907,0.659137,0.199844,0.811872,0.731307,0.161091,0.855165,'Cytisus scoparius'
141.351244,4,238,131,0,30439,924.57,124610,1,-0,0,415209,0.923,0.476,0.819,169.048756,48.734673,13.001875,142.745274,43.59398,11.947605,61.38607,46.367128,7.834926,0.142183,0.067392,0.377071,0.655405,0.232831,0.809571,0.671462,0.179854,0.819428,'Cytisus scoparius'
146.882952,7,229,156,3.82,30439,924.57,158248,998,0.013,0.000224,437845,917,491,828,167.675573,47.458413,12.94896,152.194656,41.019946,12.33672,64.954198,46.593873,8.059417,0.15821,0.06176,0.397756,0.644327,0.229199,0.8027,0.67192,0.169509,0.819707,'Cytisus scoparius'
144.599483,18,236,118,0,11068,121416,136850,1,-0,0,389.012,929,462,836,179.160207,42.436501,13.385074,144.231266,38.292528,12.009632,55.72739,46.403142,7.465078,0.129237,0.038851,0.359496,0.69988,0.241878,0.836588,0.708431,0.159724,0.841683,'Cytisus scoparius'
124.880577,8,223,125,0,11068,121416,97920,1,-0,0,428805,924,445,0.824,172.17979,44.325495,13.12173,115.694226,41.700196,10.756125,48.009186,42.343178,6.928866,0.12222,0.145632,0.3496,0.72576,0.229869,0.851916,0.676872,0.171447,0.822722,'Cytisus scoparius'
106.25,2,231,115,0,11068,121416,83895,1,-0,0,439.427,925,409,843,155.855234,54.084924,12.484199,92.581849,52.163269,9.621946,46.423719,40.099671,6.813495,0.174702,0.255546,0.417974,0.728699,0.223911,0.853639,0.617582,0.202264,0.785864,'Cytisus scoparius'
