Mean,Min,Max,Mode,StD,Skewness,Kurtosis,IntensitySum,Uniformity,Entropy,SmothnessR,GLCM_Contrast,GLCM_Correlation,GLCM_Energy,GLCM_Homogeneity,MeanIntensityR,StdDevR,MeanSqrtR,MeanIntensityG,StdDevG,MeanSqrtG,MeanIntensityB,StdDevB,MeanSqrtB,MeanIntensityH,StdDevH,MeanSqrtH,MeanIntensityS,StdDevS,MeanSqrtS,MeanIntensityV,StdDevV,MeanSqrtV,Label
99.30375699440451,0,226,112,0.0,52.288000000000004,2732.0,162860,1.0,-0.0,0.0,49.06,0.62,304.0,0.8190000000000001,121.150279776179,57.2711707399252,11.006828779270599,95.4212629896083,49.62650093975579,9.76838077623965,61.9280575539568,41.751948698759996,7.869438198115339,0.138045746716439,0.13434538965942402,0.37154508032867206,0.569281118582545,0.24416996764215695,0.7545072024722791,0.485384241626307,0.21402458731231697,0.6966952286518879,Amorpha fruticosa
75.85095890410959,1,175,114,2.7910000000000004,52.288000000000004,2732.0,232791,0.9990000000000001,5.0,0.0001198,161368.0,773.0,0.26,818.0,93.2054794520548,43.000267397714396,9.65429849611326,72.0405479452055,40.792767619401204,8.48767034852353,49.8915068493151,36.8138730521358,7.06339202149471,0.154937024198109,0.18210868598454397,0.39362040622674604,0.5757440634146229,0.260244104355431,0.7587780066756171,0.37981842600053706,0.161230836041559,0.616294106738445,Amorpha fruticosa
72.6554832248373,0,223,15,0.0,23101.0,534.67,262055,1.0,-0.0,0.0,156.28,0.73,0.28600000000000003,792.0,92.3405107661492,46.709042975969496,9.609397003254118,67.2834251377066,40.7885302393234,8.202647446873879,48.6579869804707,35.9259383823322,6.97552772057217,0.14630730504206899,0.195202475796767,0.38250137913747295,0.575554208315395,0.259012092538914,0.758652890533869,0.373257926104844,0.17476553136685,0.610948382520851,Amorpha fruticosa
91.15786163522009,1,238,125,5296.0,23101.0,534.67,224837,996.0,24.0,0.0004312,152.47299999999998,789.0,267.0,816.0,110.693710691824,54.847920857088496,10.5211078642804,87.31761006289308,51.245068263645294,9.34438922899154,59.65597484276729,41.7231338492148,7.72372804044571,0.13889966440282098,0.16218287062021802,0.37269245283855895,0.5665241189395339,0.255704069185559,0.7526779649621309,0.44366999630040704,0.20750833630213397,0.666085577310008,Amorpha fruticosa
68.5585106382979,0,237,10,5.0969999999999995,27441.0,760393.0,248152,997.0,0.018000000000000002,0.00039930000000000006,71.37,0.8079999999999999,242.0,823.0,90.96960486322192,46.97601047354961,9.537798743065501,62.3457446808511,42.862376763597204,7.8959321603501,41.740121580547104,35.7964718600687,6.460659531390519,0.13889828266500198,0.19449462514728896,0.3726905991100421,0.637208487270987,0.25802953176793697,0.798253397907574,0.366705405566482,0.17729297718419101,0.605562057568407,Amorpha fruticosa
83.1674440298507,1,196,91,0.0,42907.0,1839001.0,155975,1.0,-0.0,0.0,171028.0,0.73,0.27399999999999997,812.0,104.828824626866,43.4631815082756,10.238594856076,78.8152985074627,38.2751834463663,8.87779806638238,48.710354477611894,33.8661079327082,6.97928036960917,0.126893576494269,0.11816032025628699,0.356221246550888,0.597178803961427,0.23939929838471397,0.7727734493119099,0.42078394790752205,0.162304309556781,0.648678616810761,Amorpha fruticosa
95.1945799457995,1,209,92,2655.0,42907.0,1839001.0,156854,0.9990000000000001,0.006999999999999999,0.0001084,151.49200000000002,0.7659999999999999,254.0,0.8140000000000001,112.57181571815701,47.954254087014505,10.6099866031092,93.2406504065041,44.9833612961836,9.65611984217802,59.6829268292683,38.4212968004485,7.725472595852519,0.138567278561047,0.121704006764923,0.372246260640785,0.545360183030163,0.24009357242087398,0.738485059449521,0.45189861310377893,0.181360446144626,0.672234046373567,Amorpha fruticosa
95.2053469852105,0,213,145,3.2880000000000003,42.236999999999995,1782001.0,152034,0.9990000000000001,0.006999999999999999,0.0001662,119546.0,0.7829999999999999,302.0,0.8390000000000001,116.704209328783,56.45762983278001,10.8029722451177,92.0887372013652,49.417921792670896,9.59628767812664,54.83276450511949,40.198786305923,7.40491488844534,0.14450173857303303,0.13893030795144298,0.38013384297249,0.616665485808447,0.24015765448378498,0.7852805140893578,0.47078230609649896,0.210200491822457,0.686135778178415,Amorpha fruticosa
73.7900512070227,0,204,73,4533.0,26186.0,690904.0,170775,997.0,19.0,0.0003159,224707.0,0.7979999999999999,226.0,775.0,91.597293343087,40.2409938378843,9.57064748818423,69.99524506218,39.2306404915771,8.36631609862907,46.585588880760795,35.9736938494981,6.825363644580469,0.14246801213362198,0.161578610061049,0.37744935042151295,0.5818058797161451,0.26506343843854396,0.7627620072579292,0.36984236269489507,0.15418542323809,0.6081466621588051,Amorpha fruticosa
72.9025367156208,0,196,9,0.0,17.69,319.09,243695,1.0,-0.0,0.0,257.78,867.0,133.0,769.0,91.37583444592791,56.0387152960227,9.559070794064029,68.9038718291055,48.166504225317205,8.30083561029283,45.029372496662205,39.2446440836445,6.7103928720054995,0.16073088786837303,0.191326204043246,0.40091256885806603,0.648987798080564,0.26077911040312396,0.805597789272391,0.37298882169690295,0.207731159403479,0.6107281078326939,Amorpha fruticosa
