Skewness,Kurtosis,Intensity sum,Uniformity,Entropy,Smothness R,GLCM-Contrast,GLCM-Correlation,GLCM-Energy,GLCM-Homogeneity,Mean,Mode,Min,Max,Label
,,74460,1.0,-0.0,0.0,690747.0,0.8909999999999999,306.0,708.0,290.0,0,85,85,Astragalus glycyphyllos
,,69530,1.0,-0.0,0.0,708.5089999999999,889.0,0.29600000000000004,701.0,271.0,0,85,85,Astragalus glycyphyllos
,,80240,1.0,-0.0,0.0,721757.0,882.0,0.34600000000000003,718.0,313.0,0,85,85,Astragalus glycyphyllos
28496.0,810.0010000000002,69420,998.0,0.014,0.00039660000000000004,710023.0,889.0,287.0,0.6890000000000001,271.0,0,85,230,Astragalus glycyphyllos
,,64685,1.0,-0.0,0.0,732183.0,884.0,304.0,701.0,252.0,0,85,85,Astragalus glycyphyllos
27.056,730.0010000000002,62614,997.0,15.0,0.0004041,743505.0,882.0,306.0,0.6940000000000001,244.0,0,85,224,Astragalus glycyphyllos
,,55165,1.0,-0.0,0.0,706794.0,0.89,276.0,672.0,215.0,0,85,85,Astragalus glycyphyllos
,,62475,1.0,-0.0,0.0,702868.0,885.0,344.0,727.0,244.0,0,85,85,Astragalus glycyphyllos
25826.0,665.0010000000002,57091,997.0,16.0,0.0004561,802235.0,0.87,337.0,716.0,223.0,0,85,226,Astragalus glycyphyllos
,,52870,1.0,-0.0,0.0,744.5830000000002,884.0,0.28600000000000003,684.0,206.0,0,85,85,Astragalus glycyphyllos
,,55760,1.0,-0.0,0.0,740263.0,883.0,302.0,698.0,217.0,0,85,85,Astragalus glycyphyllos
,,66300,1.0,-0.0,0.0,628393.0,0.8809999999999999,469.0,0.7909999999999999,258.0,0,85,85,Astragalus glycyphyllos
,,86020,1.0,-0.0,0.0,788039.0,857.0,442.0,769.0,336.0,0,85,85,Astragalus glycyphyllos
,,65620,1.0,-0.0,0.0,662.9069999999998,0.88,0.44,777.0,256.0,0,85,85,Astragalus glycyphyllos
14.0,194442.0,67789,0.99,0.056,1.0,709602.0,867.0,465.0,785.0,264.0,0,85,233,Astragalus glycyphyllos
,,56270,1.0,-0.0,0.0,835312.0,0.8540000000000001,0.4270000000000001,0.7559999999999999,219.0,0,85,85,Astragalus glycyphyllos
,,69700,1.0,-0.0,0.0,694428.0,868.0,474.0,0.7929999999999999,272.0,0,85,85,Astragalus glycyphyllos
,,62985,1.0,-0.0,0.0,776084.0,853.0,475.0,785.0,246.0,0,85,85,Astragalus glycyphyllos
,,64175,1.0,-0.0,0.0,758535.0,875.0,0.383,746.0,250.0,0,85,85,Astragalus glycyphyllos
,,57290,1.0,-0.0,0.0,674.8330000000002,0.8740000000000001,0.464,789.0,223.0,0,85,85,Astragalus glycyphyllos
26.74,713.0010000000002,61156,997.0,15.0,0.00033989999999999997,598.35,888.0,0.463,0.7909999999999999,238.0,0,85,211,Astragalus glycyphyllos
,,64770,1.0,-0.0,0.0,661942.0,877.0,456.0,0.7809999999999999,253.0,0,85,85,Astragalus glycyphyllos
,,57715,1.0,-0.0,0.0,712515.0,0.8640000000000001,474.0,787.0,225.0,0,85,85,Astragalus glycyphyllos
,,67575,1.0,-0.0,0.0,771523.0,877.0,371.0,732.0,263.0,0,85,85,Astragalus glycyphyllos
19.38,373595.0,64601,995.0,0.029,0.0006644,804567.0,872.0,364.0,0.7240000000000001,252.0,0,85,214,Astragalus glycyphyllos
8242.0,66.08,67443,972.0,0.15,4.0,756852.0,0.8809999999999999,353.0,718.0,263.0,0,85,237,Astragalus glycyphyllos
,,59160,1.0,-0.0,0.0,733096.0,862.0,466.0,0.7829999999999999,231.0,0,85,85,Astragalus glycyphyllos
,,77775,1.0,-0.0,0.0,863.3689999999998,872.0,235.0,629.0,303.0,0,85,85,Astragalus glycyphyllos
,,73440,1.0,-0.0,0.0,620052.0,0.906,299.0,688.0,286.0,0,85,85,Astragalus glycyphyllos
,,70210,1.0,-0.0,0.0,733882.0,884.0,0.35700000000000004,727.0,274.0,0,85,85,Astragalus glycyphyllos
19.4,374463.0,64717,995.0,0.029,0.000834,805045.0,0.87,0.378,732.0,252.0,0,85,231,Astragalus glycyphyllos
