@relation FeaturesBW_RGB

@attribute Area numeric
@attribute Perimeter numeric
@attribute x_Feret numeric
@attribute x_Breadth numeric
@attribute x_AspRatio numeric
@attribute x_RFactor numeric
@attribute x_ConvexArea numeric
@attribute x_ConvexPerimeter numeric
@attribute x_ArEquivD numeric
@attribute x_PerEquivD numeric
@attribute x_MinR numeric
@attribute x_MaxR numeric
@attribute x_avgR numeric
@attribute x_VarianceR numeric
@attribute x_EquivEllAr numeric
@attribute x_ModRatio numeric
@attribute x_HaralickRatio numeric
@attribute x_ThinnessR numeric
@attribute x_Roundness numeric
@attribute x_Compactness numeric
@attribute x_Solidity numeric
@attribute x_Convexity numeric
@attribute x_Concavity numeric
@attribute x_ArBBox numeric
@attribute x_Rectang numeric
@attribute x_Sphericity numeric
@attribute x_Elongation numeric
@attribute x_BendingEnergy numeric
@attribute x_Jaggedness numeric
@attribute x_Circularity numeric
@attribute x_Endocarp numeric
@attribute DistanceCM_FB numeric
@attribute MeanIntensityR numeric
@attribute StdDevR numeric
@attribute MeanSqrtR numeric
@attribute MeanIntensityG numeric
@attribute StdDevG numeric
@attribute MeanSqrtG numeric
@attribute MeanIntensityB numeric
@attribute StdDevB numeric
@attribute MeanSqrtB numeric
@attribute MeanIntensityH numeric
@attribute StdDevH numeric
@attribute MeanSqrtH numeric
@attribute MeanIntensityS numeric
@attribute StdDevS numeric
@attribute MeanSqrtS numeric
@attribute MeanIntensityV numeric
@attribute StdDevV numeric
@attribute MeanSqrtV numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
938,118912,41437,28,1.48,48146,6267.5,115.457,34559,37851,14,20.718,18381,1.467,911.241,0.676,15.174,15075,696,0.834,0.15,971,5329.5,1160228,0.808,0.676,1.2,75,0.913,0.834,819.088,7.677,112.119658,34.658394,10.588657,59.79962,35.221201,7.733021,48.802469,40.49622,6.985876,0.210339,0.332452,0.458627,0.596507,0.295444,0.772339,0.446105,0.128865,0.667911,'Hedysarum coronarium'
1335,146953,47011,38,1237,38.788,5728.5,137059,41228,46777,19,23505,20788,5011,1403039,0.808,9287,16176,769,877,233,0.933,4393.5,1786404,747,0.808,1287,32,0.881,777,1188047,12.21,204.22338,36.995567,14.290675,148.994213,28.746645,12.206319,89.271991,33.017799,9.448386,0.093106,0.033063,0.305132,0.560179,0.154715,0.748451,0.801934,0.142657,0.895507,'Hedysarum coronarium'
1134,125154,44407,34,1306,8544,1192,124542,37.998,39838,17,22204,19299,4377,1185.83,0.766,9225,13.813,732,856,951,995,58,1509845,0.751,0.766,1099,142,0.954,0.91,1008846,14019,105.437703,39.017255,10.268286,63.793066,31.233038,7.987056,56.406284,31.527914,7.510412,0.219954,0.348986,0.468992,0.530205,0.235273,0.728152,0.420402,0.144285,0.648384,'Lathyrus aphaca'
1173,126811,41785,36,1161,9412,1235.5,125126,38646,40365,18,20893,19.556,0.751,1181448,862,22.562,13.709,855,925,0.949,987,62.5,1504266,0.78,862,1091,0.101,0.957,917,1046.189,5.549,83.424358,39.880903,9.133694,49.725975,36.007659,7.051665,48.367269,35.289392,6.954658,0.36532,0.41015,0.604417,0.576871,0.287233,0.75952,0.343609,0.142159,0.586182,'Lathyrus aphaca'
1099,122912,41593,34,1.223,8916,1165,121.658,37407,39124,17,20.797,19128,1075,1110687,0.817,18.45,13.746,809,899,943,0.99,66,1414171,777,0.817,1094,276,956,914,976.088,2718,137.526649,34.215517,11.727176,95.247516,28.173355,9.759483,69.710027,29.879594,8.349253,0.096009,0.121702,0.309852,0.510653,0.190379,0.7146,0.544195,0.126559,0.737696,'Lathyrus aphaca'
1098,122225,40162,36,1.116,9293,1172.5,121352,37.39,38906,18,20081,18795,604,1135559,0.896,24189,13606,867,0.931,0.936,993,74.5,1445838,759,0.896,1083,188,961,924,975775,6.576,148.851224,53.241456,12.20046,109.129944,50.338384,10.446528,66.96516,45.453187,8.183224,0.127006,0.143091,0.356379,0.59535,0.249047,0.771589,0.590484,0.198617,0.76843,'Lathyrus aphaca'
1061,119.74,41881,35,1197,8645,1137.5,120045,36755,38.114,17.5,20.94,18514,1893,1151258,836,13458,13513,0.77,878,0.933,1003,76.5,1465.827,0.724,836,1075,287,0.964,0.93,941.26,21233,120.414696,51.034218,10.973363,87.444257,47.561237,9.351163,61.767736,40.765489,7.859245,0.140205,0.193098,0.37444,0.571736,0.255682,0.756133,0.480382,0.188981,0.693096,'Lathyrus aphaca'
1095,121.497,41049,35,1173,9.053,1167.5,121385,37339,38674,17.5,20524,19152,589,1128386,853,24963,13481,0.827,0.91,938,0.999,72.5,1436.706,762,853,1073,155,965,932,973503,9182,79.530387,38.804562,8.917981,37.893186,32.2162,6.155744,41.084715,34.784103,6.409736,0.533592,0.430567,0.730474,0.645795,0.285991,0.803614,0.328776,0.137414,0.57339,'Lathyrus aphaca'
1100,120811,39925,35,1141,9264,1162,120.886,37424,38455,17.5,19962,18918,1.408,1097494,877,15943,13.268,879,937,0.947,1001,62,1397.373,787,877,1056,0.056,973,0.947,979189,8112,161.145309,46.646762,12.694302,136.696796,41.688814,11.691741,77.517162,37.981008,8.804383,0.134882,0.070222,0.367263,0.55285,0.185111,0.743539,0.63848,0.171638,0.799049,'Lathyrus aphaca'
1013,118912,41.11,34,1209,8467,1093.5,117.909,35914,37851,17,20555,18413,1.539,1097772,0.827,14842,13.959,763,0.874,0.926,992,80.5,1397727,725,0.827,1111,66,0.949,0.9,894.088,11.109,108.233701,34.516607,10.403543,77.800401,26.653008,8.820454,66.725176,26.145421,8.168548,0.1362,0.221903,0.369053,0.43217,0.177472,0.657396,0.434429,0.12325,0.659112,'Lathyrus aphaca'
1153,125154,41.11,36,1.142,12.482,1612,124098,38315,39838,18,20555,19544,0.394,1162347,0.876,31.148,13585,0.869,932,715,992,459,1479.946,779,0.876,1081,159,0.962,925,1027846,11.39,104.059558,48.849084,10.200959,54.627281,43.824183,7.391027,45.707012,39.774746,6.760696,0.299697,0.392006,0.547446,0.658703,0.288721,0.811605,0.416779,0.180919,0.645584,'Lathyrus aphaca'
1054,119.497,40804,34,1.2,11.83,1516.5,119539,36633,38037,17,20402,18.749,0.891,1089622,833,19866,13548,0.806,898,695,1,462.5,1387.35,0.76,833,1078,0.03,963,0.928,934503,10918,114.622356,43.947565,10.706183,66.732125,40.255794,8.168973,48.869084,37.027276,6.990643,0.145925,0.25413,0.382002,0.635527,0.266939,0.797199,0.454752,0.165169,0.674353,'Lathyrus aphaca'
1077,121154,42059,34,1237,11095,1466,120459,37031,38565,17,21.03,18855,1.36,1123137,0.808,16165,13.629,775,0.88,735,0.994,389,1430.022,753,0.808,1085,96,0.96,922,955846,8.563,104.695015,48.582599,10.232058,52.329423,43.04144,7.233908,39.967742,36.232749,6.322005,0.235132,0.349224,0.484904,0.69548,0.266689,0.833954,0.419826,0.178377,0.64794,'Lathyrus aphaca'
1029,118811,41617,33941,1226,11262,1472.5,118185,36196,37819,16971,20809,17896,2676,1109405,816,10939,13718,0.756,0.87,0.699,995,443.5,1412.538,728,816,1092,158,0.957,0.916,910189,3617,92.910382,43.396249,9.639003,44.18811,38.191558,6.647414,38.093168,35.425318,6.171966,0.242864,0.368639,0.492813,0.675751,0.269646,0.822041,0.373537,0.159712,0.611177,'Lathyrus aphaca'
1055,121255,43.139,33988,1.269,11002,1491,120.409,36.651,38597,16994,21.57,18.522,2931,1151573,0.788,10819,13936,722,0.85,708,993,436,1466229,0.72,0.788,1109,49,0.95,902,933745,3278,135.626617,44.02536,11.645884,83.378004,41.082467,9.131156,58.012939,41.12864,7.616623,0.126301,0.213091,0.355388,0.608142,0.261226,0.779835,0.536523,0.164114,0.732477,'Lathyrus aphaca'
1075,120669,41773,34,1229,12177,1598,120.972,36996,38.41,17,20.887,19105,1.529,1115492,0.814,15.451,13545,784,0.886,0.673,1003,523,1420289,757,0.814,1078,0.108,963,0.928,954331,16.83,88.086639,41.818859,9.385448,53.767223,32.845465,7.332614,55.111691,34.658282,7.423725,0.453241,0.432889,0.673232,0.537465,0.264328,0.73312,0.364108,0.148011,0.603414,'Lathyrus aphaca'
928,115.983,42521,29516,1.441,9545,1275,114259,34374,36918,14758,21.26,16904,6767,985707,0.694,6.498,14.496,654,0.808,728,985,347,1255042,0.739,0.694,1.154,35,0.931,867,812.017,3.18,106.494191,43.953725,10.319602,67.747989,37.900077,8.230917,53.020554,36.0548,7.281521,0.179816,0.267325,0.424047,0.592483,0.265785,0.769729,0.432193,0.156841,0.657414,'Lathyrus aphaca'
935,114083,38.288,31,1235,12025,1446.5,113.433,34503,36314,15.5,19.144,17605,1482,932.22,0.81,14.46,13.92,812,0.901,0.646,0.994,511.5,1186.94,0.788,0.81,1.108,2725,0.95,903,820.917,11.86,129.741996,41.929604,11.390434,78.071563,38.889444,8.835811,60.19774,40.111984,7.75872,0.146541,0.269387,0.382806,0.578852,0.258849,0.760823,0.512053,0.158767,0.715579,'Lathyrus aphaca'
1184,127.497,43081,34,1.267,13.879,1878.5,126876,38827,40584,17,21541,20045,1249,1150424,789,17936,13.729,812,0.901,0.63,995,694.5,1464765,0.808,789,1093,231,0.957,915,1056503,8421,80.415315,46.684478,8.967459,43.100901,37.777918,6.565128,41.425225,35.432727,6.436243,0.359062,0.415233,0.599218,0.653629,0.298112,0.808473,0.329232,0.1693,0.573787,'Lathyrus aphaca'
1071,121.74,43012,33.8,1273,14605,1973.5,121971,36927,38751,16.9,21506,18582,4.701,1141796,0.786,8.57,13838,737,0.859,0.543,1002,902.5,1453.78,737,0.786,1101,262,953,0.908,949.26,2602,113.543011,40.322072,10.655656,65.166667,39.064011,8.072587,49.937634,37.086934,7.066657,0.15791,0.270286,0.397379,0.61597,0.273251,0.784837,0.453144,0.147906,0.673159,'Lathyrus aphaca'
1151,124811,41881,37,1.132,13.779,1813,124.082,38282,39729,18.5,20.94,19243,1143,1217.044,883,17998,13534,836,914,635,0.994,662,1549589,743,883,1077,0.02,0.964,0.928,1026.189,21359,106.538598,45.236384,10.321754,49.933452,38.173415,7.066361,36.227152,33.315594,6.0189,0.20686,0.330651,0.454819,0.713588,0.255572,0.844742,0.425923,0.165846,0.652628,'Lathyrus aphaca'
1069,121.74,42426,35295,1202,14.851,1979.5,121294,36893,38751,17648,21213,18555,2653,1176096,0.832,11.392,13864,0.756,0.87,0.54,996,910.5,1497451,0.714,0.832,1103,38,0.952,0.906,947.26,0.766,98.097054,55.457735,9.904396,55.92461,47.479803,7.478276,47.138648,41.55724,6.865759,0.295974,0.377893,0.544035,0.65062,0.289794,0.80661,0.398858,0.202811,0.631552,'Lathyrus aphaca'
1121,124083,41677,36,1158,16.554,2167.5,123652,37.78,39497,18,20.839,19467,654,1178399,0.864,24.08,13735,0.822,0.906,517,997,1046.5,1500384,747,0.864,1093,0.194,0.957,915,996.917,6051,91.290497,43.58136,9.554606,61.541037,42.105529,7.84481,56.305616,41.82011,7.503707,0.227879,0.329567,0.477367,0.527814,0.290822,0.726508,0.372494,0.160064,0.610323,'Lathyrus aphaca'
1112,122083,41617,35,1189,14.264,1865,122435,37628,38.86,17.5,20809,19.443,0.766,1144015,841,22215,13.403,0.817,904,596,1003,753,1456606,763,841,1067,111,968,938,989.917,8987,135.341188,49.889827,11.633623,87.522149,49.754764,9.355327,53.328935,43.307699,7.302666,0.145093,0.216454,0.380911,0.646516,0.262451,0.804062,0.536434,0.187635,0.732417,'Lathyrus aphaca'
1008,117.497,41231,33,1249,14078,1823.5,117274,35825,37.401,16.5,20616,18.068,3002,1068632,0.8,10.428,13696,755,0.869,0.553,998,815.5,1360625,741,0.8,1.09,77,958,0.918,890503,7.89,118.110204,46.005508,10.867852,80.306122,40.748916,8.961368,65.965306,40.192093,8.121903,0.128459,0.218261,0.358411,0.51038,0.242923,0.714409,0.470688,0.172003,0.686067,'Lathyrus aphaca'
859,109255,37696,28,1.346,13481,1596.5,108624,33071,34777,14,18848,17183,1.542,828982,743,13837,13.896,0.77,877,0.538,0.994,737.5,1055492,0.814,743,1.106,0.041,951,904,749745,10378,103.234591,45.57734,10.160442,55.942042,38.07465,7.479441,47.417663,36.08194,6.886048,0.216471,0.334172,0.465265,0.632914,0.270949,0.795559,0.417014,0.16378,0.645766,'Lathyrus aphaca'
1166,126.326,43.046,35,1.23,17736,2398.5,125325,38.53,40211,17.5,21.523,19739,1715,1183302,813,15073,13686,0.801,895,486,992,1232.5,1506.627,774,813,1089,145,958,0.918,1039674,3.078,134.264298,41.170161,11.587247,86.905546,34.756777,9.322314,53.304159,38.234977,7.30097,0.115203,0.158551,0.339415,0.624509,0.253399,0.790259,0.531305,0.153238,0.728906,'Lathyrus aphaca'
1109,122811,40311,35,1.152,15753,1995,121777,37577,39092,17.5,20156,18.92,0.771,1108114,868,21541,13.6,0.869,932,556,992,886,1410895,0.786,868,1082,32,961,924,986189,8624,96.109252,39.708778,9.803533,61.722441,40.060567,7.856363,57.732283,40.170268,7.598176,0.241118,0.359112,0.491037,0.516892,0.29271,0.718952,0.387907,0.146679,0.622822,'Lathyrus aphaca'
1047,120711,40804,34435,1185,14564,1867,119.276,36.511,38423,17218,20402,18.144,1581,1103577,0.844,14431,13917,0.801,895,561,988,820,1405118,745,0.844,1107,24,0.95,903,926289,3804,143.51318,47.940256,11.979699,102.878089,41.319019,10.142884,67.799012,40.632235,8.234016,0.123938,0.1535,0.352048,0.565697,0.242566,0.752129,0.5697,0.177159,0.754785,'Lathyrus aphaca'
1128,124912,41629,35,1189,17047,2229.5,123.937,37897,39.761,17.5,20815,19.28,1.658,1144346,841,14974,13832,0.829,0.91,506,992,1101.5,1457026,774,841,1101,171,953,0.908,1003.088,9746,61.953817,37.091279,7.871075,47.193214,30.807365,6.869732,51.652215,33.495855,7.186948,0.546833,0.393613,0.739482,0.490543,0.282575,0.700388,0.27044,0.133456,0.520039,'Lathyrus aphaca'
1040,119397,42.638,33.2,1284,17622,2360.5,119.278,36389,38005,16.6,21.319,18104,4481,1111795,779,8552,13707,728,853,441,0.999,1320.5,1415582,735,779,1091,159,0.957,917,920.603,1125,91.963762,49.996964,9.589774,43.729077,42.064829,6.612796,36.621225,36.529718,6.051547,0.255969,0.370172,0.505933,0.706332,0.274606,0.840436,0.370028,0.18651,0.608299,'Lathyrus aphaca'
1025,129882,40.224,35,1149,15407,1947,119.263,36126,41343,17.5,20.112,18145,1.211,1105725,0.87,16486,16458,807,898,526,0.918,922,1407.853,728,0.87,1.31,63,0.874,764,895118,5.736,97.14382,47.652704,9.856156,61.144944,35.349839,7.819523,48.264045,32.682661,6.947233,0.170885,0.254483,0.413382,0.608803,0.264821,0.780258,0.396457,0.169935,0.629649,'Lathyrus aphaca'
944,113.983,40,31.852,1256,15255,1917,113681,34.669,36282,15.926,20,17274,3.169,1000655,0.796,9703,13763,0.751,867,0.492,997,973,1274.074,741,0.796,1095,0.04,956,0.913,830.017,3112,113.63472,47.300641,10.659959,57.330018,45.539308,7.571659,42.732369,40.553844,6.537,0.222466,0.351467,0.471663,0.686902,0.276113,0.828796,0.450239,0.178605,0.670999,'Lathyrus aphaca'
960,113.74,39812,32,1244,16027,2004.5,113916,34.962,36205,16,19906,17753,1224,1000586,804,16045,13.476,0.771,878,479,1002,1044.5,1273986,754,804,1072,0.1,966,0.933,846.26,9477,128.138434,44.78089,11.319825,77.026412,35.913096,8.776469,59.079235,36.783336,7.686302,0.151932,0.258833,0.389784,0.579365,0.253517,0.76116,0.509065,0.165048,0.713488,'Lathyrus aphaca'
1095,125.74,42544,33,1.289,13.434,1795.5,122.924,37339,40024,16.5,21272,19267,1774,1102664,0.776,14464,14439,0.77,878,0.61,978,700.5,1403955,0.78,0.776,1149,166,0.933,0.87,969.26,1371,99.333012,39.212589,9.966595,60.909266,33.26726,7.804439,53.710425,32.322068,7.32874,0.222878,0.327717,0.472099,0.561267,0.261893,0.749177,0.403744,0.135319,0.635408,'Lathyrus aphaca'
1152,126669,43081,33,1305,23.27,3149.5,126098,38298,40.32,16.5,21541,19.9,1611,1116588,0.766,15679,13.928,0.79,889,366,995,1997.5,1421684,0.81,0.766,1.108,71,0.95,902,1025.331,4476,138.371909,49.708379,11.763159,98.284866,44.845212,9.913872,63.446093,43.922657,7.965306,0.117067,0.137043,0.342151,0.585306,0.255612,0.765053,0.548659,0.185873,0.740715,'Lathyrus aphaca'
1090,125154,42059,32,1314,17698,2338.5,122.41,37254,39838,16,21.03,19.374,1857,1057.07,0.761,14215,14.37,785,0.886,466,978,1248.5,1345.903,0.81,0.761,1.144,294,935,0.874,964846,6.323,124.418069,52.049372,11.154285,86.36581,53.047182,9.293321,58.213463,45.078021,7.629775,0.174713,0.247364,0.417986,0.614714,0.278735,0.784037,0.4964,0.193415,0.704556,'Lathyrus aphaca'
1140,123.74,42059,35,1202,20.26,2677,123992,38098,39.388,17.5,21.03,19417,1.106,1156.17,0.832,18463,13431,821,0.906,426,1002,1537,1472082,774,0.832,1069,0.028,0.967,0.936,1016.26,10552,104.545455,54.806042,10.224747,56.908134,39.951661,7.543748,46.229665,34.994319,6.79924,0.258144,0.356364,0.508079,0.659899,0.263771,0.812342,0.421878,0.200925,0.649522,'Lathyrus aphaca'
1132,123.497,41773,36,1.16,21088,2767.5,123.299,37965,39.31,18,20.887,19417,1053,1181109,862,18919,13.473,826,909,409,998,1635.5,1503835,753,862,1072,0.399,966,0.933,1008503,8248,91.092079,53.633067,9.544217,53.393069,38.711289,7.307056,48.557426,35.824746,6.968316,0.260502,0.359469,0.510394,0.605907,0.266284,0.7784,0.37079,0.19867,0.608925,'Lathyrus aphaca'
1038,119154,40497,35,1157,19587,2492,118238,36354,37.928,17.5,20248,18413,1091,1113.217,0.864,17629,13.678,0.806,898,0.417,992,1454,1417392,732,0.864,1088,0.173,0.959,919,918846,8961,140.277042,63.916325,11.843861,124.600442,62.149716,11.162457,72.076159,49.999003,8.489768,0.161179,0.124461,0.401471,0.582218,0.241843,0.763032,0.561178,0.238786,0.749118,'Lathyrus aphaca'
1032,119.497,40.608,34,1194,19502,2488,118719,36249,38037,17,20.304,18342,2153,1084374,0.837,12501,13837,797,893,415,993,1456,1380668,747,0.837,1101,76,953,0.908,912503,9.364,121.041217,44.133396,11.001873,81.658489,38.442378,9.036509,57.364082,36.517939,7.573908,0.146589,0.212949,0.38287,0.578405,0.244988,0.760529,0.483003,0.161389,0.694984,'Lathyrus aphaca'
1050,121012,41617,32.81,1268,18425,2409,120589,36564,38519,16405,20809,19024,2408,1072425,0.788,12259,13.947,772,879,436,997,1359,1365454,769,0.788,1.11,0.097,0.949,0.901,928988,2276,106.744275,48.017402,10.331712,67.895992,39.885458,8.239902,56.645038,38.240279,7.52629,0.180275,0.275939,0.424588,0.573536,0.266481,0.757322,0.434991,0.170332,0.659538,'Lathyrus aphaca'
1168,126569,44045,36,1.223,22136,3063,125.722,38564,40.288,18,22.023,19417,2625,1245355,0.817,11.983,13715,767,0.876,381,993,1895,1585636,737,0.817,1091,379,0.957,0.916,1041431,5496,131.497817,50.422552,11.46725,82.720524,46.540686,9.095082,50.006114,40.294729,7.0715,0.137013,0.2109,0.370153,0.666692,0.253395,0.816512,0.521572,0.188386,0.722199,'Lathyrus aphaca'
1232,129154,43417,36,1206,22926,3127,128.67,39606,41.111,18,21.708,20346,1608,1227575,0.829,16043,13.54,0.832,912,0.394,996,1895,1562997,0.788,0.829,1077,0.022,963,0.928,1102846,9099,115.612546,44.435385,10.752327,64.008303,42.314512,8.000519,47.718635,38.487796,6.907868,0.161592,0.282645,0.401985,0.643361,0.268698,0.802098,0.458549,0.166431,0.677162,'Lathyrus aphaca'
1094,123.983,43566,35653,1222,22.832,3125,122456,37.322,39465,17827,21783,18543,2229,1219.939,818,12422,14.051,0.734,857,0.35,988,2031,1553274,0.704,818,1.118,0.05,946,894,970.017,4387,163.392713,45.198851,12.782516,144.311741,44.494655,12.012982,83.607287,46.696327,9.143702,0.141543,0.059918,0.376222,0.527524,0.223497,0.726309,0.647392,0.166287,0.804607,'Lathyrus aphaca'
1068,120811,42048,35,1.201,22574,2982,120531,36876,38455,17.5,21024,18375,1515,1155844,0.832,14.93,13.666,769,877,358,998,1914,1471.666,726,0.832,1088,168,0.959,0.92,947189,6.412,104.20169,45.577531,10.207923,58.190074,39.673186,7.628242,48.794087,36.43226,6.985276,0.23616,0.349717,0.485963,0.616297,0.27831,0.785046,0.417587,0.167954,0.64621,'Lathyrus aphaca'
1096,122083,40.46,35,1156,24574,3123.5,121.37,37356,38.86,17.5,20.23,19189,912,1112198,865,20.09,13599,852,0.923,0.351,0.994,2027.5,1416095,774,865,1082,0.018,961,924,973.917,9496,122.802383,46.337551,11.081624,72.046673,38.302095,8.488031,54.709037,37.288965,7.396556,0.153623,0.260031,0.391948,0.612805,0.266512,0.782819,0.490523,0.167608,0.700374,'Lathyrus aphaca'
1062,121154,41677,36,1158,20976,2746.5,120.12,36772,38565,18,20.839,18505,1.573,1178399,0.864,14753,13821,778,882,387,991,1684.5,1500384,708,0.864,1.1,84,0.954,909,940846,6614,122.043096,35.712921,11.047312,69.59015,30.321734,8.342071,50.724714,31.177124,7.122128,0.102449,0.183887,0.320077,0.603419,0.239599,0.776801,0.482798,0.133574,0.694837,'Lathyrus aphaca'
1017,118.326,40497,34,1.191,20.318,2585,117476,35985,37664,17,20248,18146,1005,1081411,0.84,18105,13.767,0.79,889,0.393,993,1568,1376895,0.739,0.84,1.096,258,955,0.913,898674,8773,102.337638,41.888746,10.116207,59.265683,39.684065,7.698421,53.589483,38.710855,7.320484,0.250675,0.362726,0.500674,0.586095,0.278132,0.765569,0.413841,0.152507,0.643305,'Lathyrus aphaca'
1014,117154,39699,34,1168,23561,2938.5,116.862,35931,37291,17,19849,18.18,1443,1060.1,856,15133,13536,0.819,905,345,998,1924.5,1349761,0.751,856,1077,0.022,0.964,0.928,896846,3.856,130.112648,54.029292,11.406693,82.59585,35.617816,9.088226,59.212451,33.754471,7.694963,0.161378,0.242916,0.401718,0.596434,0.244605,0.772292,0.523979,0.193576,0.723864,'Lathyrus aphaca'
1206,127.497,43417,36,1206,28549,3894,127961,39186,40584,18,21.708,20265,754,1227575,0.829,23335,13.479,815,903,0.31,1004,2688,1562997,772,0.829,1073,292,966,932,1078503,21.493,113.280034,43.167499,10.643309,63.994924,39.787262,7.999683,46.368866,37.651429,6.809469,0.152444,0.258182,0.39044,0.646879,0.271169,0.804288,0.452215,0.158314,0.672469,'Lathyrus aphaca'
962,114912,40.224,32,1.257,23.499,2969.5,114.418,34.998,36578,16,20.112,17758,2376,1010949,0.796,11.521,13.726,757,0.87,324,996,2007.5,1287.18,747,0.796,1092,0.05,0.957,915,847.088,5975,144.9751,37.389497,12.040561,120.313745,32.848184,10.968762,83.581673,36.14213,9.142301,0.130326,0.096495,0.361007,0.446212,0.200346,0.667991,0.576432,0.136961,0.759231,'Lathyrus aphaca'
1011,117.74,39.56,32,1236,28834,3583.5,116749,35878,37478,16,19.78,18.394,991,994253,809,18479,13712,823,907,282,992,2572.5,1265923,799,809,1091,0.037,0.957,0.916,893.26,8942,140.228489,48.709159,11.841811,103.041109,39.934507,10.150917,71.51434,38.030651,8.456615,0.131196,0.168481,0.36221,0.53023,0.227803,0.728169,0.556896,0.180699,0.746255,'Lathyrus aphaca'
938,117154,39446,32,1.233,22772,2822,114071,34559,37291,16,19723,17.661,1807,991.39,0.811,13137,14632,768,0.876,332,0.974,1884,1262277,743,0.811,1.164,16,927,0.859,820846,10245,93.026168,48.683503,9.645007,51.208411,40.450833,7.156005,46.056075,41.640569,6.786463,0.305895,0.386307,0.553078,0.642676,0.291828,0.801671,0.382012,0.176751,0.618071,'Lathyrus aphaca'
5213,269865,90785,77782,1167,18805,5363.5,261931,81.47,85.901,38891,45393,40645,6836,5546.051,857,15546,13.97,805,897,972,971,150.5,7061.452,738,857,1112,0.058,948,0.9,4943135,2062,105.047348,41.539872,10.249261,67.112377,32.935337,8.192214,58.030059,31.478215,7.617746,0.158696,0.27873,0.398366,0.540587,0.226188,0.735246,0.423039,0.150072,0.650415,'Lathyrus ochrus'
4682,257806,84.504,74.246,1138,18197,4831,250.494,77.21,82.062,37.123,42.252,38273,4678,4927694,879,17.696,14196,835,914,0.969,972,149,6274134,746,879,1.13,0.011,941,885,4424194,10478,116.111794,36.409265,10.775518,69.866402,27.284728,8.358612,39.525867,26.001166,6.28696,0.134635,0.204957,0.366926,0.686384,0.216611,0.828483,0.463124,0.129572,0.680532,'Lathyrus ochrus'
5208,267.037,84024,79,1064,20203,5333,259944,81431,85,39.5,42012,41137,708,5213379,0.94,48903,13692,0.939,0.969,977,973,125,6637.881,785,0.94,1.09,0.05,958,0.918,4940963,23342,113.022946,44.449883,10.631225,79.446558,37.0752,8.91328,70.62424,35.690839,8.403823,0.16309,0.280027,0.403845,0.473855,0.231811,0.688371,0.45424,0.161573,0.673973,'Lathyrus ochrus'
5089,265.38,88865,78,1139,18746,5233.5,258.271,80495,84473,39,44433,40515,5002,5443.968,878,18116,13839,821,0.906,972,973,144.5,6931475,0.734,878,1101,8,953,0.908,4823.62,14759,109.464746,46.833638,10.46254,66.584206,37.196918,8.159915,55.791902,37.509002,7.469398,0.200586,0.31994,0.447868,0.590817,0.248226,0.768646,0.441625,0.169496,0.664549,'Lathyrus ochrus'
4858,258693,81541,77,1.059,19507,4997,251328,78.647,82345,38.5,40771,39402,1329,4931.27,0.944,34177,13776,0.93,965,972,972,139,6278688,774,0.944,1.096,0.009,955,912,4599307,11545,89.397065,34.206097,9.455002,61.426806,28.273406,7.837525,59.384318,28.489781,7.706122,0.268638,0.37797,0.518303,0.457996,0.218444,0.676754,0.365667,0.118864,0.604704,'Lathyrus ochrus'
4873,259279,87316,74,1.18,18404,5048.5,253.039,78.769,82531,37,43658,39461,3.69,5074731,848,20.543,13796,0.814,902,965,976,175.5,6461.348,754,848,1.098,32,0.954,0.911,4613721,12.094,78.554473,33.248118,8.863096,67.116696,28.901802,8.192478,69.329717,29.751462,8.326447,0.511414,0.423505,0.715132,0.323031,0.239436,0.568358,0.33014,0.116951,0.574578,'Lathyrus ochrus'
4895,261279,85.44,74,1155,18933,5082,253476,78946,83.168,37,42.72,39757,2489,4965729,866,25198,13946,0.854,924,963,0.97,187,6322563,774,866,1.11,6,0.949,0.901,4633721,14.188,112.005602,41.775105,10.58327,67.273109,31.976375,8.202019,62.776844,31.586203,7.923184,0.203789,0.344864,0.45143,0.519901,0.213563,0.721042,0.448131,0.150459,0.669426,'Lathyrus ochrus'
4706,255865,85235,72666,1173,21.832,5846,249202,77407,81444,36333,42617,38742,7666,4864.49,853,13993,13911,825,0.908,805,0.974,1140,6193661,0.76,853,1107,161,0.95,903,4450135,0.952,104.963505,39.827487,10.24517,68.01464,28.635531,8.247099,67.876936,30.477101,8.238746,0.413382,0.442124,0.642948,0.460865,0.211993,0.67887,0.424773,0.141169,0.651746,'Lathyrus ochrus'
4562,254794,88.64,71,1248,21.13,5884,246868,76214,81.103,35.5,44.32,38265,6.383,4942.841,0.801,15145,14231,0.739,0.86,775,0.969,1322,6293.42,725,0.801,1.132,48,0.94,883,4307206,4.108,115.956339,37.696847,10.768302,74.63041,29.750198,8.638889,51.569705,30.137844,7.181205,0.123356,0.191845,0.351221,0.605718,0.219804,0.778279,0.463642,0.135837,0.680912,'Lathyrus ochrus'
