@relation FeaturesBW_RGB

@attribute Area numeric
@attribute Perimeter numeric
@attribute x_Feret numeric
@attribute x_Breadth numeric
@attribute x_AspRatio numeric
@attribute x_RFactor numeric
@attribute x_ConvexArea numeric
@attribute x_ConvexPerimeter numeric
@attribute x_ArEquivD numeric
@attribute x_PerEquivD numeric
@attribute x_MinR numeric
@attribute x_MaxR numeric
@attribute x_avgR numeric
@attribute x_VarianceR numeric
@attribute x_EquivEllAr numeric
@attribute x_ModRatio numeric
@attribute x_HaralickRatio numeric
@attribute x_ThinnessR numeric
@attribute x_Roundness numeric
@attribute x_Compactness numeric
@attribute x_Solidity numeric
@attribute x_Convexity numeric
@attribute x_Concavity numeric
@attribute x_ArBBox numeric
@attribute x_Rectang numeric
@attribute x_Sphericity numeric
@attribute x_Elongation numeric
@attribute x_BendingEnergy numeric
@attribute x_Jaggedness numeric
@attribute x_Circularity numeric
@attribute x_Endocarp numeric
@attribute DistanceCM_FB numeric
@attribute MeanIntensityR numeric
@attribute StdDevR numeric
@attribute MeanSqrtR numeric
@attribute MeanIntensityG numeric
@attribute StdDevG numeric
@attribute MeanSqrtG numeric
@attribute MeanIntensityB numeric
@attribute StdDevB numeric
@attribute MeanSqrtB numeric
@attribute MeanIntensityH numeric
@attribute StdDevH numeric
@attribute MeanSqrtH numeric
@attribute MeanIntensityS numeric
@attribute StdDevS numeric
@attribute MeanSqrtS numeric
@attribute MeanIntensityV numeric
@attribute StdDevV numeric
@attribute MeanSqrtV numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
355,69.213,24.839,19,1307,13981,1091,71471,21.26,22031,9.5,12.42,11.479,1035,370.669,765,11.281,13.494,733,856,325,1033,736,471.95,752,765,1074,0.582,965,0.931,285.787,6767,31.821549,23.867989,5.641059,55.666667,31.539765,7.46101,52.289562,31.52193,7.231152,0.451619,0.136158,0.672026,0.563542,0.278051,0.750695,0.228468,0.120776,0.477983,'Dorycnium rectum'
297,63213,23022,17,1354,14269,1032,65155,19.446,20121,8.5,11511,10.371,546,307381,738,14.041,13454,713,845,0.288,1031,735,391369,759,738,1071,226,966,934,233787,7.208,24.525478,24.20904,4.95232,45.898089,29.406305,6.774813,45.375796,28.361972,6.736156,0.466303,0.103794,0.682864,0.62771,0.299184,0.792282,0.197128,0.109368,0.44399,'Dorycnium rectum'
288,62042,22.472,16,1405,15.404,1087.5,64184,19149,19748,8,11.236,10.402,0.6,282394,0.712,13.434,13365,726,852,265,1035,799.5,359555,0.801,0.712,1064,319,0.97,0.94,225958,8609,30.240132,20.703587,5.499103,56.625,28.158278,7.524958,52.246711,31.223484,7.228189,0.442697,0.117553,0.665355,0.575124,0.233944,0.758369,0.235784,0.112534,0.485576,'Dorycnium rectum'
336,67.213,23.431,18,1.302,18822,1385.5,69.022,20684,21395,9,11715,11286,802,331244,768,12.6,13445,779,883,243,1.027,1049.5,421.753,797,768,1.07,0.36,0.967,935,268.787,9115,39.860068,33.080395,6.313483,56.672355,34.298575,7.528104,50.129693,31.71065,7.080233,0.384234,0.176412,0.619866,0.55449,0.278075,0.744641,0.235829,0.130115,0.485623,'Dorycnium rectum'
302,63456,22.472,18,1248,15241,1076,65209,19609,20199,9,11.236,10133,0.842,317693,0.801,11045,13333,0.761,873,281,1028,774,404.5,747,0.801,1061,51,971,0.942,238544,6895,19.246875,16.678924,4.387126,39.575,25.520058,6.290866,38.11875,24.800615,6.174038,0.46975,0.160684,0.685383,0.643462,0.272951,0.802161,0.171924,0.094535,0.414637,'Dorycnium rectum'
313,64627,22.472,18,1248,17345,1224.5,66391,19963,20572,9,11.236,10703,325,317693,0.801,18779,13.344,789,888,256,1.027,911.5,404.5,774,0.801,1062,363,0.97,0.942,248373,4868,27.415873,19.822181,5.236017,53.679365,26.383901,7.32662,48.742857,27.040673,6.981608,0.451682,0.105293,0.672073,0.56998,0.257243,0.75497,0.220815,0.101725,0.46991,'Dorycnium rectum'
270,60527,22.672,16971,1.336,16637,1185,62699,18541,19266,8485,11.336,9087,1305,302181,0.749,7955,13569,669,818,228,1036,915,384749,0.702,0.749,1.08,0.19,0.962,0.926,209.473,3892,20.519757,21.62937,4.529874,39.586626,28.290618,6.29179,35.87538,29.342172,5.989606,0.432399,0.14956,0.657571,0.651789,0.270944,0.807335,0.168067,0.112174,0.40996,'Dorycnium rectum'
328,66042,23022,19,1212,18.106,1309.5,67777,20436,21022,9.5,11511,10.756,455,343543,825,15953,13297,0.788,888,0.25,1026,981.5,437413,0.75,825,1058,313,972,945,261.958,4898,30.748408,23.930752,5.545125,50.302548,27.470475,7.092429,43.563694,27.715881,6.60028,0.385084,0.145863,0.620552,0.571148,0.270263,0.755743,0.207344,0.104542,0.45535,'Dorycnium rectum'
304,64042,22204,18,1234,15468,1079,65605,19674,20385,9,11102,10548,405,313.896,0.811,16.568,13491,785,0.886,282,1024,775,399665,0.761,0.811,1074,262,965,0.931,239958,9259,49.052632,37.800642,7.003758,71.340557,38.244577,8.446334,65.95356,36.779953,8.12118,0.4163,0.116812,0.645213,0.464776,0.296292,0.681745,0.286262,0.147385,0.535035,'Dorycnium rectum'
320,66042,23345,19,1229,17.78,1304,67048,20185,21022,9.5,11673,10.42,708,348371,0.814,12386,13.63,748,865,245,1015,984,443559,721,0.814,1085,2324,0.96,922,253958,4.932,21.699275,24.343604,4.658248,47.913043,30.163669,6.921925,45.202899,30.191187,6.72331,0.440175,0.128187,0.663457,0.696921,0.296307,0.834818,0.199488,0.116544,0.446641,'Dorycnium rectum'
301,64385,23022,17,1354,18.659,1349.5,66193,19577,20494,8.5,11511,10568,419,307381,738,16328,13772,723,0.85,223,1028,1048.5,391369,769,738,1.096,4083,955,912,236615,6811,32.583333,25.52636,5.708181,57.163333,31.308103,7.560644,54.636667,32.260717,7.391662,0.448641,0.129145,0.669807,0.549513,0.28696,0.741291,0.234954,0.120282,0.484721,'Dorycnium rectum'
325,66042,23601,18,1311,16697,1238,67449,20342,21022,9,11.8,10763,0.791,333649,763,12103,13.42,743,862,263,1021,913,424815,765,763,1068,1419,968,0.936,258.958,6.247,11.246479,15.717554,3.353577,32.943662,27.210935,5.739657,38.774648,28.067283,6.226929,0.54256,0.145164,0.736587,0.816178,0.215157,0.903426,0.159473,0.107026,0.39934,'Dorycnium rectum'
310,64.87,23345,19,1229,15776,1157,66.478,19867,20649,9.5,11673,10341,884,348371,0.814,10999,13575,0.724,851,268,1025,847,443559,0.699,0.814,1.08,203,0.962,0.926,245.13,8321,10.526667,12.400343,3.244482,29.026667,20.924117,5.38764,31.223333,23.844258,5.587784,0.480042,0.153827,0.692851,0.726978,0.277258,0.85263,0.131791,0.087668,0.36303,'Dorycnium rectum'
258,59213,21.633,15,1442,13117,891.5,61.178,18.124,18848,7.5,10817,9675,847,254861,693,10511,13.59,0.702,838,289,1033,633.5,324.5,795,693,1081,1117,0.962,925,198787,5432,44.396166,31.609135,6.663045,65.763578,33.793135,8.109475,55.693291,33.064067,7.462794,0.391312,0.108413,0.625549,0.478333,0.270621,0.691616,0.263108,0.131167,0.512941,'Dorycnium rectum'
342,68042,24.042,19,1265,16649,1257.5,69.754,20.867,21658,9.5,12.021,11064,377,358.763,0.79,18007,13537,753,868,272,1025,915.5,456791,0.749,0.79,1077,198,963,0.928,273.958,7942,31.082707,21.323756,5.575187,51.233083,26.33869,7.157729,48.026316,27.149955,6.930102,0.441045,0.101291,0.664112,0.509651,0.279734,0.713898,0.209052,0.104257,0.457222,'Dorycnium rectum'
280,60527,21471,18,1193,10533,710.5,62278,18881,19266,9,10735,9479,763,303538,838,10.85,13.084,773,879,0.394,1.029,430.5,386476,0.724,838,1041,99,0.98,0.96,219.473,5335,25.119497,24.989806,5.011935,44.097484,31.145936,6.640594,45.949686,30.120955,6.77862,0.477983,0.122455,0.691363,0.585329,0.308091,0.765068,0.193772,0.121157,0.440196,'Dorycnium rectum'
275,60284,21095,17,1.241,14.803,981,61559,18712,19189,8.5,10548,9579,361,281656,0.806,15952,13215,787,887,0.28,1021,706,358615,767,0.806,1052,1036,975,951,214.716,4471,12.701987,14.34728,3.563985,34.456954,22.548946,5.870005,34.834437,23.973665,5.902071,0.485762,0.097254,0.696966,0.716307,0.263755,0.846349,0.150838,0.090938,0.388378,'Dorycnium rectum'
280,63799,23022,16,1439,15.506,1121.5,64661,18881,20308,8,11511,9915,0.98,289.3,695,10.018,14537,0.673,0.82,0.25,1014,841.5,368348,0.76,695,1157,4228,0.93,0.864,216201,5.009,41.595668,27.07295,6.44947,63.779783,28.436655,7.986225,61.00722,30.398798,7.810712,0.423264,0.130999,0.650588,0.469869,0.288443,0.68547,0.262448,0.117609,0.512297,'Dorycnium rectum'
311,64627,23022,17,1354,17961,1299,66362,19899,20572,8.5,11511,10.709,0.697,307381,738,12827,13.43,747,0.864,239,1.027,988,391369,795,738,1069,214,0.967,0.936,246373,5945,34.552716,27.684311,5.878156,60.146965,32.841463,7.755447,53.517572,31.372869,7.315571,0.417831,0.107244,0.646398,0.572097,0.289981,0.756371,0.242548,0.128174,0.492492,'Dorycnium rectum'
294,66.87,23022,18,1.279,19205,1389,65.48,19348,21285,9,11511,10052,1249,325462,782,8996,15.21,706,0.84,212,0.979,1095,414.391,0.709,782,1.21,136,909,826,227.13,273,26.828025,22.281005,5.179578,52.993631,28.674776,7.279672,46.124204,30.505232,6.79148,0.42281,0.104925,0.650238,0.633665,0.257863,0.796031,0.214812,0.112615,0.463478,'Dorycnium rectum'
307,64627,23324,17,1.372,17885,1310.5,66436,19771,20572,8.5,11662,10375,1183,311414,0.729,9539,13605,0.719,848,0.234,1028,1003.5,396505,774,0.729,1083,4019,961,924,242373,10.736,28.071217,24.114699,5.298228,53.643917,28.421847,7.324201,51.068249,30.457202,7.146205,0.457477,0.08217,0.676371,0.583022,0.290103,0.763559,0.22204,0.114464,0.471211,'Dorycnium rectum'
302,64042,23022,18,1.279,18092,1308.5,65093,19609,20385,9,11511,10192,537,325462,782,13907,13581,726,852,231,1016,1006.5,414.391,0.729,782,1081,212,0.962,925,237958,3293,26.621711,21.201337,5.159623,57.1875,27.508673,7.562242,51.269737,30.968412,7.160289,0.446233,0.081654,0.668007,0.632506,0.24205,0.795303,0.234817,0.110654,0.484579,'Dorycnium rectum'
269,59456,21954,16,1.372,14839,1023.5,61621,18507,18925,8,10977,9.59,736,275888,0.729,11.176,13.141,711,843,263,1036,754.5,351272,0.766,0.729,1046,0.229,978,956,209544,8481,11.807947,15.735444,3.436269,29.258278,25.496912,5.409092,36.145695,27.46206,6.012129,0.516498,0.172671,0.718678,0.785876,0.250504,0.886497,0.148734,0.103913,0.38566,'Dorycnium rectum'
275,61355,20616,18,1145,18582,1203.5,62119,18712,19.53,9,10308,9.534,845,291445,873,10.369,13689,0.824,0.908,0.229,1012,928.5,371.08,741,873,1089,81,958,0.918,213645,3213,27.587097,24.230631,5.252342,48.045161,31.404314,6.931462,46.093548,33.841927,6.789223,0.43958,0.154711,0.663008,0.639909,0.293814,0.799943,0.206325,0.124869,0.45423,'Dorycnium rectum'
310,64627,22.472,18,1248,19802,1398,66171,19867,20572,9,11.236,10615,552,317693,0.801,14287,13.473,782,884,222,1024,1088,404.5,0.766,0.801,1072,326,966,0.933,245373,6.174,17.633758,17.545093,4.199257,41,26.176716,6.403124,40.996815,28.215227,6.402876,0.490728,0.116773,0.700519,0.689691,0.251258,0.830476,0.176183,0.105745,0.419742,'Dorycnium rectum'
346,68627,24.207,19,1274,21045,1600.5,69967,20989,21845,9.5,12.104,11115,0.549,361.237,785,15,13612,752,867,0.216,1.02,1254.5,459941,752,785,1083,141,961,0.923,277373,11.85,36.94375,38.742417,6.078137,53.709375,42.408595,7.328668,55.55,42.43347,7.453187,0.396983,0.206558,0.630066,0.594132,0.345691,0.7708,0.234375,0.164278,0.484123,'Dorycnium rectum'
302,63698,22.023,19,1159,17.749,1228,64572,19609,20276,9.5,11011,9971,435,328635,863,15.11,13435,0.793,0.89,0.246,1014,926,418.432,722,863,1069,168,0.967,935,238.302,5.73,40.021429,26.066353,6.326249,65.560714,26.418534,8.096957,57.185714,26.327844,7.562124,0.407866,0.112189,0.638644,0.515933,0.263454,0.718285,0.264062,0.100776,0.513869,'Dorycnium rectum'
317,66042,23.431,19,1.233,20.249,1490.5,67271,20.09,21022,9.5,11715,10637,0.67,349647,0.811,12992,13759,735,857,213,1.019,1173.5,445184,0.712,0.811,1095,353,956,0.913,250958,6.304,25.082988,23.46543,5.008292,51.771784,27.75146,7.195261,49.975104,28.360319,7.069307,0.458381,0.08262,0.677039,0.622609,0.282095,0.789056,0.216223,0.11054,0.464998,'Dorycnium rectum'
314,65.213,22.804,18,1.267,20.708,1483.5,66.948,19995,20.758,9,11.402,10.778,315,322377,789,19189,13544,769,877,212,1.027,1169.5,410463,765,789,1078,2.797,963,0.928,248787,10962,26.7151,20.894258,5.168665,43.584046,27.493234,6.601821,43.874644,28.905584,6.623794,0.426393,0.163694,0.652988,0.528952,0.30398,0.727291,0.187911,0.109768,0.433487,'Dorycnium rectum'
334,66627,23854,18,1325,17848,1337.5,68844,20622,21.208,9,11927,11.174,0.383,337224,755,18064,13.291,747,865,0.25,1033,1003.5,429.367,778,755,1058,2.337,972,945,267373,9845,24.413462,23.321854,4.940998,43.932692,30.480798,6.628174,42.259615,30.93422,6.50074,0.440578,0.139148,0.66376,0.63133,0.295338,0.794563,0.187544,0.120607,0.433063,'Dorycnium rectum'
344,68627,24.207,19,1274,17752,1350,69943,20928,21845,9.5,12.104,11.098,873,361.237,785,11.881,13.691,747,865,255,1.019,1006,459941,748,785,1089,3623,958,0.918,275373,7.762,30.259615,20.91769,5.500874,57.929487,24.521429,7.611142,51.060897,28.6171,7.145691,0.428112,0.103546,0.654303,0.592054,0.25347,0.769451,0.237443,0.101386,0.487282,'Dorycnium rectum'
292,62.627,21954,17,1291,17623,1215.5,64.323,19282,19935,8.5,10977,10242,0.63,293131,774,12.899,13432,0.771,878,0.24,1.027,923.5,373226,782,774,1069,195,0.967,0.936,229373,6473,29.922819,26.064232,5.470175,51.298658,34.177907,7.162308,49.781879,33.265528,7.055627,0.457997,0.154858,0.676754,0.602081,0.290592,0.775939,0.219318,0.126092,0.468314,'Dorycnium rectum'
308,64.87,22.472,19,1183,18.74,1323,66.463,19803,20649,9.5,11.236,10042,0.776,335343,845,11.402,13663,777,0.881,233,1025,1015,426972,721,845,1087,24,0.959,0.92,243.13,7.748,33.461972,27.929605,5.784632,55.95493,32.064169,7.480303,51.056338,33.573634,7.145372,0.417582,0.107986,0.646206,0.559295,0.29847,0.747861,0.227153,0.126119,0.476605,'Dorycnium rectum'
293,63213,23324,16,1.458,21.188,1552.5,65155,19315,20121,8,11662,10535,1061,293096,0.686,10228,13638,0.686,828,0.189,1031,1259.5,373181,785,0.686,1085,2155,0.96,0.921,229787,6199,11.67052,14.665195,3.416214,29.127168,24.583982,5.396959,33.50578,27.457503,5.788418,0.473523,0.168431,0.68813,0.725945,0.277086,0.852024,0.137572,0.1038,0.370907,'Dorycnium rectum'
278,61799,21932,17,1.29,22337,1539,63356,18814,19671,8.5,10966,10113,562,292827,775,13492,13738,736,858,0.181,1025,1261,372839,746,775,1093,4.55,956,915,216201,6761,33.094545,25.096423,5.752786,57.247273,31.054061,7.566193,56.225455,31.574268,7.498363,0.457189,0.103539,0.676158,0.546997,0.28074,0.739593,0.238731,0.122675,0.488601,'Dorycnium rectum'
246,56.87,20616,15,1374,15849,1026.5,58857,17698,18102,7.5,10308,9229,617,242.871,728,11747,13147,737,858,0.24,1035,780.5,309233,0.796,728,1046,141,978,956,189.13,4877,30.668874,21.920643,5.537949,59.860927,25.317923,7.736984,49.324503,29.262712,7.023141,0.41339,0.092996,0.642954,0.592548,0.24915,0.769771,0.239969,0.101208,0.489866,'Dorycnium rectum'
308,64042,22204,18,1234,21138,1474.5,65672,19803,20385,9,11102,10503,222,313.896,0.811,22.306,13.316,795,892,209,1025,1166.5,399665,0.771,0.811,1.06,0.229,971,0.944,243958,4.347,17.924138,18.92421,4.233691,40.975862,25.951167,6.401239,41.268966,28.767594,6.424093,0.460388,0.112655,0.678519,0.695432,0.274298,0.833926,0.174726,0.106659,0.418003,'Dorycnium rectum'
311,64627,22.472,18,1248,22316,1575.5,66391,19899,20572,9,11.236,10581,449,317693,0.801,15.791,13.43,784,0.886,0.197,1.027,1264.5,404.5,769,0.801,1069,0.286,0.967,0.936,246373,4.858,29.339806,22.96831,5.416623,54.016181,28.501135,7.34957,47.81877,29.14183,6.915112,0.423614,0.129148,0.650856,0.590768,0.265607,0.768615,0.221473,0.108361,0.47061,'Dorycnium rectum'
307,64385,23022,17,1354,22.993,1663,66957,19771,20494,8.5,11511,10894,348,307381,738,18461,13503,738,0.859,185,1.04,1356,391369,784,738,1075,3428,965,0.931,242615,7216,32.487032,28.009014,5.69974,56.152738,31.551541,7.493513,49.876081,28.607857,7.0623,0.423703,0.114282,0.650925,0.558497,0.290078,0.747327,0.229485,0.119156,0.479046,'Dorycnium rectum'
322,64.87,22.472,19,1183,22465,1586,67333,20248,20649,9.5,11.236,10543,364,335343,845,17468,13069,812,0.901,203,1038,1264,426972,754,845,1.04,0.274,981,0.962,257.13,7311,15.312102,14.926167,3.913068,36.165605,25.946208,6.013785,38.171975,29.127938,6.178347,0.464733,0.138765,0.681713,0.679557,0.265768,0.824352,0.161371,0.107796,0.40171,'Dorycnium rectum'
300,64042,22.023,18,1.223,22.62,1565,65251,19544,20385,9,11011,10206,381,311339,0.817,16539,13671,0.788,887,192,1.019,1265,396409,757,0.817,1088,2.39,0.959,919,235958,4606,40.291411,26.405321,6.347552,61.539877,28.821198,7.844736,53.092025,28.206777,7.286427,0.396503,0.117951,0.629685,0.4867,0.265771,0.697639,0.248346,0.111626,0.498343,'Dorycnium rectum'
304,64042,23601,17,1.388,22436,1663.5,66.213,19674,20385,8.5,11.8,10329,851,315113,0.72,11196,13491,695,0.834,183,1034,1359.5,401214,758,0.72,1074,0.21,965,0.931,239958,8443,14.511628,18.642175,3.809413,33.332226,25.253434,5.773407,34.421927,27.809556,5.86702,0.451856,0.135967,0.672202,0.688224,0.295925,0.829592,0.146714,0.104959,0.383032,'Dorycnium rectum'
278,61698,23.431,16971,1381,19678,1448.5,63.24,18814,19639,8485,11715,9.21,1.718,312.3,0.724,7026,13693,645,0.803,192,1025,1170.5,397.633,0.699,0.724,1.09,1.096,958,0.918,216.302,483,12.872414,16.82253,3.587815,37.062069,27.076905,6.087862,42.944828,28.830918,6.55323,0.512374,0.095787,0.715803,0.78218,0.239446,0.88441,0.175254,0.111523,0.418633,'Dorycnium rectum'
255,59799,21954,15,1464,19211,1325,61356,18.019,19035,7.5,10977,9.81,0.41,258645,0.683,15314,14023,674,821,192,1026,1070,329.317,774,0.683,1.116,0.089,0.947,0.896,195201,2.89,27.003497,24.580337,5.196489,48.192308,34.283771,6.942068,45.807692,32.179236,6.768138,0.455987,0.147169,0.675268,0.643576,0.273684,0.802232,0.206746,0.131607,0.454694,'Dorycnium rectum'
304,63698,23.431,18,1.302,22.633,1666,65692,19674,20276,9,11715,9985,1742,331244,768,7565,13.347,705,0.84,182,1031,1362,421.753,721,768,1062,1128,0.97,0.942,240.302,3844,35.742138,27.137275,5.978473,56.893082,33.468586,7.54275,51.408805,33.289138,7.169993,0.412638,0.136706,0.642369,0.53324,0.283418,0.730233,0.232655,0.130704,0.482343,'Dorycnium rectum'
276,60284,21024,17,1237,17.51,1156.5,61.959,18746,19189,8.5,10512,9617,0.538,280705,809,13116,13167,795,892,239,1028,880.5,357405,772,809,1048,46,977,0.954,215.716,5169,29.446886,24.908471,5.426499,54.117216,30.749118,7.35644,51.278388,33.170396,7.160893,0.4508,0.109497,0.671416,0.609246,0.288285,0.780542,0.226733,0.12095,0.476165,'Dorycnium rectum'
308,63456,22204,18,1234,19762,1378.5,65494,19803,20199,9,11102,10508,267,313.896,0.811,20344,13.074,795,892,223,1032,1070.5,399665,0.771,0.811,1.04,299,0.98,961,244544,5.68,31.836735,26.517569,5.642405,56.102041,33.650023,7.49013,54.469388,31.932161,7.380338,0.469957,0.090519,0.685534,0.558612,0.282435,0.747404,0.230719,0.127845,0.480332,'Dorycnium rectum'
325,66627,23345,19,1229,20371,1494,68.22,20342,21.208,9.5,11673,10.871,0.46,348371,0.814,16.02,13659,759,871,218,1024,1169,443559,733,0.814,1087,336,0.959,0.92,258373,9499,39.116923,28.735037,6.254352,60.418462,33.814905,7.772931,57.289231,34.597635,7.568965,0.432154,0.152728,0.657384,0.510377,0.291227,0.714407,0.251994,0.130967,0.50199,'Dorycnium rectum'
293,62284,21095,18,1172,17707,1173.5,63937,19315,19826,9,10548,9.86,0.463,298224,853,14.483,13.24,838,0.916,0.25,1.027,880.5,379.71,772,853,1054,0.056,0.974,0.949,230.716,7476,35.229236,24.943749,5.935422,58.368771,29.747833,7.639946,55.45515,31.701243,7.446821,0.4299,0.161291,0.655667,0.538793,0.274187,0.734025,0.244258,0.117648,0.494224,'Dorycnium rectum'
330,67.799,24.083,19,1268,22357,1691.5,69017,20498,21581,9.5,12042,10932,997,359.383,789,10948,13929,0.724,851,195,1018,1361.5,457.581,721,789,1.108,2.893,0.95,902,262.201,8234,24.565891,24.668651,4.956399,38.089147,28.556106,6.171641,38.333333,28.647688,6.191392,0.442172,0.207088,0.66496,0.606825,0.324175,0.778989,0.16653,0.112584,0.408081,'Dorycnium rectum'
258,62.627,22.472,14,1605,25872,1826.5,62935,18.124,19935,7,11.236,9.608,2.24,247095,623,6.42,15202,0.65,807,141,1005,1568.5,314611,0.82,623,1.21,2.689,909,0.827,195373,10.871,20.258359,21.442709,4.500929,43.319149,27.622426,6.581728,39.604863,28.230143,6.293239,0.442245,0.132219,0.665015,0.671824,0.263556,0.819649,0.183634,0.107457,0.428526,'Dorycnium rectum'
329,66.284,23854,19,1255,23.633,1771,67984,20467,21099,9.5,11927,10.551,1.184,355959,797,9696,13.354,736,858,0.186,1026,1442,453221,726,797,1063,1.522,0.97,941,262716,6.592,33.868613,28.746796,5.819675,56.124088,33.622761,7.491601,53.609489,33.640048,7.32185,0.457801,0.142882,0.67661,0.547785,0.293421,0.740125,0.235394,0.129184,0.485175,'Dorycnium rectum'
327,67556,24.839,18,1.38,28205,2201,69721,20405,21504,9,12.42,11.22,0.477,351.16,725,16243,13957,675,821,149,1032,1874,447111,731,725,1111,4338,0.949,0.9,259444,5.59,29.165584,23.659677,5.400517,53.194805,31.526439,7.293477,50.581169,32.961678,7.112044,0.436544,0.120671,0.660715,0.571748,0.2836,0.75614,0.219824,0.1248,0.468854,'Dorycnium rectum'
303,64627,24.839,18,1.38,20901,1631,66362,19642,20572,9,12.42,10046,1.863,351.16,725,7359,13784,625,0.791,0.186,1.027,1328,447111,0.678,725,1097,168,955,912,238373,9112,22.272464,21.220081,4.719371,43.324638,28.058371,6.582145,42.742029,29.857902,6.537739,0.446091,0.153328,0.6679,0.645154,0.276138,0.803215,0.187178,0.11226,0.432641,'Dorycnium rectum'
296,62.87,21954,18,1.22,20414,1408,64.36,19413,20012,9,10977,10113,488,310374,0.82,14.471,13.354,782,884,0.21,1024,1112,395181,0.749,0.82,1063,261,0.97,941,233.13,3847,35.872,24.411623,5.989324,60.56,30.6143,7.782031,55.844,30.493986,7.472884,0.435506,0.098335,0.659929,0.519595,0.286761,0.720829,0.244863,0.118338,0.494836,'Dorycnium rectum'
321,65456,23601,18,1311,25.214,1869.5,67265,20217,20835,9,11.8,10665,578,333649,763,14.024,13.347,0.734,857,172,1028,1548.5,424815,0.756,763,1062,0.208,0.97,941,255544,9111,36.281437,28.091204,6.023407,59.502994,30.48258,7.713818,52.278443,31.607536,7.230383,0.419281,0.107725,0.647519,0.556992,0.286285,0.746319,0.241752,0.119391,0.491683,'Dorycnium rectum'
281,63.556,23601,16,1475,24634,1826.5,65291,18915,20.231,8,11.8,10.152,1104,296577,0.678,9661,14375,642,0.801,154,1.027,1545.5,377.614,0.744,0.678,1.144,2733,935,0.874,217.444,3077,41.102236,22.375777,6.411103,65.415335,23.459048,8.087975,57.546326,26.143317,7.585929,0.409433,0.111179,0.639869,0.47902,0.249394,0.692112,0.264963,0.089994,0.514745,'Dorycnium rectum'
303,64.284,22.472,18,1248,20029,1414,65.022,19642,20462,9,11.236,9921,1.628,317693,0.801,7775,13.639,764,0.874,214,1011,1111,404.5,0.749,0.801,1085,0.144,0.96,0.921,238.716,5431,20.45993,19.196927,4.523265,47.888502,28.916593,6.920152,46.341463,32.322054,6.807456,0.450218,0.102088,0.670983,0.672824,0.247043,0.820258,0.196871,0.117149,0.443701,'Dorycnium rectum'
329,66.87,23854,19,1255,28.01,2099,68456,20467,21285,9.5,11927,10753,691,355959,797,12.934,13592,736,858,157,1024,1770,453221,726,797,1082,2958,0.962,925,262.13,6091,13.896552,20.196642,3.727808,30.329154,27.639323,5.507191,36.278997,29.25222,6.023205,0.545287,0.155711,0.738436,0.732984,0.272047,0.856145,0.147704,0.111902,0.384323,'Dorycnium rectum'
290,61113,21024,18,1168,21219,1401.5,63.211,19.216,19453,9,10512,9861,461,297217,856,14523,12878,835,914,207,1034,1111.5,378.428,0.766,856,1025,115,988,976,228887,3.039,27.912458,23.403751,5.283224,53.602694,34.305618,7.321386,52.430976,32.352202,7.240924,0.496686,0.137036,0.70476,0.614772,0.255128,0.784074,0.223186,0.128172,0.472426,'Dorycnium rectum'
319,66627,23854,18,1325,23513,1762,68146,20153,21.208,9,11927,10.521,1091,337224,755,10071,13.916,0.714,845,0.181,1023,1443,429.367,743,755,1107,218,0.95,903,252373,7.576,20.217082,18.362399,4.496341,39.516014,26.237935,6.286176,38.953737,26.087928,6.241293,0.456594,0.15431,0.675717,0.614902,0.294268,0.784157,0.170093,0.100831,0.412423,'Dorycnium rectum'
300,63799,23022,17,1354,24017,1737,65.43,19544,20308,8.5,11511,10536,331,307381,738,18.31,13568,721,0.849,0.173,1026,1437,391369,767,738,1.08,3015,0.962,0.926,236201,5767,41.64486,25.009718,6.453283,63.919003,26.256779,7.994936,59.420561,25.968745,7.708473,0.425055,0.11217,0.651962,0.450561,0.278771,0.671238,0.259789,0.099956,0.509695,'Dorycnium rectum'
308,65456,23022,19,1212,28794,2082.5,67303,19803,20835,9.5,11511,10293,0.663,343543,825,12644,13911,0.74,0.86,0.148,1028,1774.5,437413,0.704,825,1107,115,0.95,903,242544,6.992,12.829582,19.013744,3.581841,27.829582,26.2268,5.275375,33.694534,26.365666,5.804699,0.585799,0.139777,0.765375,0.761135,0.275941,0.872431,0.135931,0.103535,0.368688,'Dorycnium rectum'
284,64042,25239,16,1577,23237,1842.5,65139,19016,20385,8,12.619,9458,2984,317161,634,5475,14.441,568,753,154,1.017,1558.5,403.822,703,634,1149,136,0.933,0.87,219958,8.65,41.882759,25.31422,6.471689,64.403448,27.884698,8.025176,57.351724,26.441299,7.573092,0.423751,0.118739,0.650962,0.448599,0.279937,0.669775,0.259108,0.107771,0.509026,'Dorycnium rectum'
