Area,Label,Perimeter,*Feret,*Breadth,*AspRatio,*RFactor,*ConvexArea,*ConvexPerimeter,*ArEquivD,*PerEquivD,*MinR,*MaxR,*avgR,*VarianceR,*EquivEllAr,*ModRatio,*HaralickRatio,*ThinnessR,*Roundness,*Compactness,*Solidity,*Convexity,*Concavity,*ArBBox,*Rectang,*Sphericity,*Elongation,*Bending Energy,*Jaggedness,*Circularity,*Endocarp,Distance CM-FB
662,Astragalus glycyphyllos,101.841,34.886,25.0,1395.0,15.461,1694.5,98335.0,29.032,32417.0,12.5,17.442999999999998,14481.0,7.2189999999999985,684.9760000000001,0.7170000000000001,5.3889999999999985,15667.0,693.0,0.8320000000000001,391.0,966.0,1032.5,872138.0,759.0,0.7170000000000001,1247.0,127.0,0.8959999999999999,802.0,560159.0,7371.0
820,Astragalus glycyphyllos,113255.0,41.34,28.0,1476.0,7319.0,950.5,110156.0,32312.0,36.05,14.0,20.67,16239.0,4.74,909115.0,677.0,7459.0,15.642,611.0,782.0,863.0,973.0,130.5,1157521.0,708.0,677.0,1245.0,725.0,0.8959999999999999,0.8029999999999999,706745.0,15491.0
741,Astragalus glycyphyllos,108569.0,37.947,28.0,1355.0,19255.0,2295.5,104545.0,30.716,34558.0,14.0,18974.0,15.733,4.3210000000000015,834505.0,738.0,7568.0,15907.0,655.0,809.0,0.32299999999999995,963.0,1554.5,1062525.0,0.6970000000000001,738.0,1266.0,1.991,889.0,0.79,632431.0,3.92
755,Astragalus glycyphyllos,108.326,37643.0,26.0,1.4480000000000002,13.889,1642.5,104.599,31005.0,34481.0,13.0,18822.0,15993.0,5795.0,768685.0,691.0,6643.0,15542.0,0.6779999999999999,0.8240000000000001,0.46,966.0,887.5,978.72,0.7709999999999999,691.0,1237.0,0.241,899.0,809.0,646674.0,10.906
674,Astragalus glycyphyllos,102811.0,36674.0,27.0,1358.0,8111.0,934.5,99133.0,29294.0,32726.0,13.5,18337.0,14.646,4228.0,777705.0,736.0,7.122999999999998,15683.0,638.0,799.0,721.0,0.964,260.5,990205.0,0.6809999999999999,736.0,1248.0,159.0,895.0,0.8009999999999999,571189.0,5.58
718,Astragalus glycyphyllos,106569.0,38471.0,26.0,1.48,17206.0,2079.5,102227.0,30236.0,33922.0,13.0,19235.0,14739.0,7301.0,785587.0,0.6759999999999999,5455.0,15817.0,618.0,0.7859999999999999,345.0,0.959,1361.5,1000.24,718.0,0.6759999999999999,1.259,1.43,0.8909999999999999,794.0,611431.0,5277.0
762,Astragalus glycyphyllos,113255.0,40.0,27412.0,1459.0,19.54,2455.5,106.769,31.148000000000003,36.05,13706.0,20.0,15525.0,6.7879999999999985,861163.0,685.0,5959.0,16833.0,606.0,779.0,0.31,943.0,1693.5,1096.467,695.0,685.0,1.34,1965.0,0.8640000000000001,747.0,648745.0,2.357
679,Astragalus glycyphyllos,103.497,34438.0,26.0,1325.0,9599.0,1038.5,98.688,29.403,32944.0,13.0,17219.0,14967.0,3.82,703243.0,755.0,7.657999999999999,15776.0,0.7290000000000001,0.8540000000000001,654.0,0.954,359.5,895.3969999999998,758.0,755.0,1255.0,821.0,893.0,797.0,575503.0,6767.0
795,Astragalus glycyphyllos,110912.0,37336.0,28.0,1.3330000000000002,17793.0,2087.0,106.498,31815.0,35304.0,14.0,18668.0,16274.0,4248.0,821068.0,0.75,7896.0,15.473,726.0,852.0,381.0,0.96,1292.0,1045417.0,0.76,0.75,1.231,138.0,0.901,812.0,684.0880000000002,7441.0
757,Astragalus glycyphyllos,106426.0,39357.0,25.0,1574.0,14.768,1826.0,105666.0,31046.0,33.876999999999995,12.5,19.679,16121.0,7044.0,772.78,635.0,6074.0,14962.0,622.0,789.0,415.0,993.0,1069.0,983933.0,769.0,635.0,1.1909999999999998,84.0,0.916,0.84,650.5740000000002,1018.0
775,Astragalus glycyphyllos,109.841,40311.0,25.0,1.612,31017.0,3928.0,108009.0,31413.0,34963.0,12.5,20156.0,16.237000000000002,7901.0,791.51,0.62,5776.0,15568.0,607.0,779.0,0.197,983.0,3153.0,1007.782,769.0,0.62,1239.0,0.11,898.0,807.0,665159.0,6.613
696,Astragalus glycyphyllos,102669.0,37577.0,24.0,1.5659999999999998,18547.0,2189.5,100.893,29.769,32681.0,12.0,18788.0,15.223,5984.0,708302.0,639.0,6223.0,15145.0,628.0,792.0,318.0,983.0,1493.5,901.838,772.0,639.0,1205.0,179.0,0.911,0.83,593331.0,8557.0
915,Astragalus glycyphyllos,120912.0,44045.0,31.08,1.4169999999999998,22.071,3054.0,116.423,34132.0,38.487,15.54,22.023000000000003,16633.0,6805.0,1075149.0,706.0,6376.0,15978.0,601.0,775.0,0.3,963.0,2139.0,1368922.0,0.6679999999999999,706.0,1271.0,149.0,887.0,0.7859999999999999,794.0880000000002,3592.0
864,Astragalus glycyphyllos,116669.0,42521.0,30.64,1.388,26081.0,3484.0,113095.0,33167.0,37137.0,15.32,21.26,16174.0,9332.0,1023232.0,721.0,5294.0,15.754,608.0,0.78,248.0,0.969,2620.0,1302819.0,0.6629999999999999,721.0,1254.0,0.464,893.0,0.7979999999999999,747331.0,7987.0
826,Astragalus glycyphyllos,111598.0,39.62300000000001,28891.0,1371.0,25566.0,3182.5,109777.0,32.43,35523.0,14446.0,19812.0,15967.0,8092.0,899095.0,0.7290000000000001,5.613,15078.0,0.67,818.0,0.26,0.984,2356.5,1144764.0,722.0,0.7290000000000001,1.2,474.0,0.913,833.0,714.4019999999998,7505.0
758,Astragalus glycyphyllos,109.983,39051.0,28983.0,1347.0,17594.0,2158.5,105071.0,31066.0,35009.0,14492.0,19526.0,15298.0,6.26,888939.0,742.0,6114.0,15958.0,633.0,0.7959999999999999,0.35100000000000003,955.0,1400.5,1131833.0,0.67,742.0,1.27,182.0,887.0,787.0,648.0169999999998,6.4060000000000015
735,Astragalus glycyphyllos,106569.0,38471.0,27.0,1425.0,16747.0,2024.0,103.39,30.591,33922.0,13.5,19235.0,15.928,5733.0,815802.0,0.7020000000000001,6652.0,15452.0,632.0,795.0,363.0,0.97,1289.0,1038711.0,708.0,0.7020000000000001,1.23,0.07400000000000001,902.0,813.0,628431.0,3998.0
708,Astragalus glycyphyllos,104.326,39.56,25463.0,1554.0,8095.0,1006.0,103825.0,30024.0,33208.0,12.732,19.78,15.43,8964.0,791153.0,644.0,5154.0,15373.0,0.5760000000000001,759.0,0.7040000000000001,995.0,298.0,1007328.0,703.0,644.0,1.223,0.16,904.0,0.8170000000000001,603674.0,5.4529999999999985
572,Astragalus glycyphyllos,97.841,36.401,21101.0,1725.0,12.845999999999998,1469.0,95.018,26987.0,31.144,10.55,18.2,14037.0,12.142,603243.0,0.58,4.0280000000000005,16736.0,0.55,741.0,389.0,971.0,897.0,768073.0,745.0,0.58,1.332,0.227,867.0,0.7509999999999999,474159.0,3141.0
1286,Calicotome villosa,138368.0,47.539,37.901,1254.0,9176.0,1370.5,134304.0,40465.0,44044.0,18951.0,23.77,20294.0,3.746,1415132.0,797.0,10.486,14888.0,725.0,851.0,938.0,971.0,84.5,1801.802,0.7140000000000001,797.0,1185.0,0.027000000000000003,919.0,0.8440000000000001,1147632.0,3.9
978,Calicotome villosa,118.326,43658.0,29.0,1505.0,7513.0,1030.5,117594.0,35.28800000000001,37664.0,14.5,21829.0,18298.0,4171.0,994373.0,664.0,8.96,14.316,653.0,0.8079999999999999,0.949,0.994,52.5,1266075.0,772.0,664.0,1139.0,39.0,937.0,878.0,859674.0,2636.0
1073,Calicotome villosa,125.983,42.45,33.608000000000004,1263.0,8619.0,1149.5,123324.0,36.962,40102.0,16.804000000000002,21225.0,18618.0,4.464,1120494.0,792.0,8.812000000000003,14792.0,758.0,871.0,0.933,0.979,76.5,1426.6570000000004,752.0,792.0,1177.0,61.0,922.0,0.85,947.017,1.934
1396,Calicotome villosa,140225.0,47011.0,39.0,1205.0,10014.0,1479.0,137702.0,42.16,44635.0,19.5,23505.0,21248.0,1.3630000000000002,1439961.0,0.83,18197.0,14085.0,804.0,897.0,0.944,982.0,83.0,1833415.0,0.7609999999999999,0.83,1121.0,0.037000000000000005,945.0,892.0,1255775.0,15657.0
1066,Calicotome villosa,126711.0,43.82899999999999,34648.0,1265.0,8548.0,1177.0,123.763,36841.0,40333.0,17324.0,21915.0,18264.0,2864.0,1192.7089999999996,0.7909999999999999,10793.0,15.062,0.7070000000000001,841.0,0.906,977.0,111.0,1518605.0,0.7020000000000001,0.7909999999999999,1199.0,83.0,0.913,0.8340000000000001,939289.0,5.872999999999998
1312,Calicotome villosa,136326.0,46519.0,36.0,1.2919999999999998,9737.0,1423.0,135.06799999999998,40872.0,43394.0,18.0,23259.0,21.188,1931.0,1315.2879999999998,774.0,15249.0,14165.0,772.0,879.0,922.0,991.0,111.0,1674.677,0.7829999999999999,774.0,1127.0,75.0,0.942,887.0,1175674.0,10645.0
1141,Calicotome villosa,136125.0,49.679,34648.0,1.4340000000000002,8169.0,1275.0,129.77,38115.0,43.33,17324.0,24.839,18423.0,7848.0,1351.8970000000004,0.6970000000000001,6.5760000000000005,16.24,589.0,767.0,895.0,953.0,134.0,1721.2879999999998,0.6629999999999999,0.6970000000000001,1.2919999999999998,0.343,0.88,774.0,1004875.0,3048.0
1227,Calicotome villosa,131782.0,45.88,38.0,1207.0,10004.0,1442.0,130.61700000000002,39525.0,41.947,19.0,22.94,19.647,2276.0,1369.303,828.0,13022.0,14.154000000000002,742.0,861.0,851.0,991.0,215.0,1743451.0,0.7040000000000001,828.0,1126.0,207.0,0.942,888.0,1095218.0,7818.0
1136,Calicotome villosa,131.74,45.0,33455.0,1345.0,11.643,1646.0,127094.0,38032.0,41934.0,16727.0,22.5,19.56,5.06,1182391.0,743.0,8696.0,15.278,0.7140000000000001,845.0,0.69,965.0,510.0,1505467.0,755.0,743.0,1216.0,0.23,907.0,823.0,1004.26,2822.0
1306,Calicotome villosa,136326.0,46.861,38.0,1.233,13606.0,2003.0,133844.0,40778.0,43394.0,19.0,23.431,20986.0,1.73,1398588.0,0.8109999999999999,15954.0,14.23,757.0,0.87,652.0,982.0,697.0,1780737.0,733.0,0.8109999999999999,1.132,321.0,0.94,883.0,1169674.0,5002.0
1286,Calicotome villosa,136912.0,48.374,34906.0,1386.0,9285.0,1411.0,134988.0,40465.0,43.58,17453.0,24.187,21.35,2303.0,1326181.0,722.0,14069.0,14.576,0.7,0.8370000000000001,0.911,986.0,125.0,1688546.0,762.0,722.0,1.16,191.0,929.0,862.0,1149088.0,5683.0
1180,Calicotome villosa,129.64,45222.0,35.0,1.2919999999999998,12.973,1843.0,128814.0,38.761,41.26600000000001,17.5,22611.0,19748.0,3889.0,1243096.0,774.0,10014.0,14243.0,735.0,857.0,0.64,0.994,663.0,1582759.0,746.0,774.0,1133.0,131.0,0.939,882.0,1050.36,6605.0
1250,Calicotome villosa,140125.0,47434.0,37086.0,1.279,14075.0,2097.5,132.50799999999998,39894.0,44603.0,18543.0,23717.0,19692.0,4539.0,1381642.0,782.0,9243.0,15708.0,0.7070000000000001,841.0,596.0,946.0,847.5,1759162.0,711.0,782.0,1.25,0.08800000000000001,894.0,0.8,1109875.0,2.1590000000000003
1172,Calicotome villosa,141.59799999999996,48.166,37.886,1271.0,9371.0,1418.0,133763.0,38629.0,45.072,18.943,24.083,20418.0,9375.0,1433.22,787.0,6.667999999999998,17107.0,643.0,802.0,0.8270000000000001,945.0,246.0,1824.833,642.0,787.0,1361.0,0.112,857.0,735.0,1030402.0,15.845999999999998
1000,Calicotome villosa,117397.0,40522.0,32.0,1266.0,11614.0,1478.5,116.88,35.68199999999999,37369.0,16.0,20261.0,18061.0,1966.0,1018419.0,0.79,12.88,13782.0,775.0,0.8809999999999999,0.6759999999999999,996.0,478.5,1296691.0,0.7709999999999999,0.79,1097.0,136.0,955.0,912.0,882.6030000000002,10.4
1214,Calicotome villosa,131054.0,42438.0,38.0,1117.0,14259.0,1901.0,127.87,39316.0,41716.0,19.0,21219.0,19738.0,1639.0,1266573.0,895.0,15.42,14148.0,858.0,0.926,639.0,976.0,687.0,1612651.0,753.0,895.0,1126.0,0.022,0.942,888.0,1082.946,9033.0
1346,Calicotome villosa,138225.0,47424.0,38.0,1248.0,12679.0,1889.0,136.24200000000002,41398.0,43.999,19.0,23712.0,20.91,3.564,1415364.0,0.8009999999999999,11.076,14195.0,762.0,873.0,713.0,986.0,543.0,1802098.0,747.0,0.8009999999999999,1.13,0.241,941.0,885.0,1207775.0,15.61
1184,Calicotome villosa,130083.0,47508.0,32.0,1485.0,15936.0,2378.5,129035.0,38827.0,41407.0,16.0,23754.0,20298.0,3096.0,1194004.0,674.0,11535.0,14292.0,0.6679999999999999,0.8170000000000001,498.0,992.0,1194.5,1520253.0,779.0,674.0,1137.0,21.0,938.0,879.0,1053917.0,7774.0
927,Calicotome villosa,122.326,44385.0,27.0,1.644,13683.0,1908.0,117.621,34355.0,38938.0,13.5,22.192,18158.0,8.177999999999999,941.21,608.0,6349.0,16142.0,599.0,774.0,486.0,0.962,981.0,1198386.0,774.0,608.0,1285.0,2585.0,882.0,778.0,804674.0,1.648
1391,Calicotome villosa,141154.0,49.679,38439.0,1.2919999999999998,13385.0,2089.0,138796.0,42.084,44.931,19219.0,24.839,21362.0,3158.0,1499795.0,774.0,12.02,14.324000000000002,718.0,847.0,0.6659999999999999,983.0,698.0,1909598.0,728.0,774.0,1.14,87.0,937.0,877.0,1249846.0,3654.0
1142,Calicotome villosa,125296.0,43.04600000000001,35355.0,1218.0,14.678,1985.0,124735.0,38132.0,39883.0,17678.0,21.523000000000003,18814.0,2659.0,1195316.0,821.0,11538.0,13747.0,785.0,0.8859999999999999,575.0,996.0,843.0,1521.9229999999998,0.75,821.0,1094.0,35.0,956.0,914.0,1016704.0,11.609000000000002
980,Calicotome villosa,121355.0,43417.0,29.0,1.497,14868.0,2028.0,120414.0,35324.0,38629.0,14.5,21.708,18329.0,6865.0,988.88,0.6679999999999999,6996.0,15.028,662.0,0.8140000000000001,483.0,992.0,1048.0,1259.081,778.0,0.6679999999999999,1196.0,0.028,914.0,836.0,858645.0,10174.0
1242,Calicotome villosa,134468.0,45.486,37165.0,1224.0,19.237,2749.0,131.58700000000002,39766.0,42.803,18582.0,22.743,19971.0,2.6660000000000004,1327.697,0.8170000000000001,12231.0,14558.0,764.0,0.8740000000000001,452.0,0.979,1507.0,1690477.0,735.0,0.8170000000000001,1159.0,136.0,929.0,863.0,1107532.0,2.5
1045,Calicotome villosa,122569.0,41437.0,33.0,1256.0,14465.0,1883.0,120814.0,36477.0,39015.0,16.5,20.718000000000004,18581.0,2.07,1073962.0,0.7959999999999999,12.914,14376.0,775.0,0.88,555.0,986.0,838.0,1367411.0,764.0,0.7959999999999999,1.144,78.0,935.0,0.8740000000000001,922431.0,4008.0
1190,Calicotome villosa,130811.0,45793.0,35.33,1296.0,19296.0,2776.0,128659.0,38925.0,41.63800000000001,17665.0,22897.0,19405.0,3888.0,1270665.0,772.0,9.841,14.379,723.0,0.85,429.0,0.984,1586.0,1617861.0,736.0,772.0,1.144,0.14300000000000002,935.0,0.8740000000000001,1059.189,3.152
1344,Calicotome villosa,140569.0,46325.0,38.0,1219.0,22225.0,3234.5,136975.0,41367.0,44744.0,19.0,23162.0,21.48,1.872,1382.5739999999996,0.82,15.7,14702.0,797.0,893.0,0.416,0.974,1890.5,1760348.0,763.0,0.82,1.17,0.027000000000000003,925.0,855.0,1203431.0,4966.0
1255,Calicotome villosa,133154.0,45343.0,38.0,1193.0,19881.0,2832.0,130618.0,39.974,42.38399999999999,19.0,22.672,20247.0,1.948,1353.2720000000004,838.0,14505.0,14128.0,777.0,882.0,0.443,981.0,1577.0,1723039.0,728.0,838.0,1124.0,188.0,943.0,889.0,1121846.0,15.139
1145,Calicotome villosa,133154.0,46098.0,36777.0,1253.0,15.053,2180.0,127154.0,38.182,42.38399999999999,18.388,23049.0,19.013,6.408,1331.5,0.7979999999999999,7511.0,15485.0,0.6859999999999999,828.0,525.0,955.0,1035.0,1695319.0,675.0,0.7979999999999999,1232.0,794.0,0.901,812.0,1011846.0,5061.0
1268,Calicotome villosa,135154.0,45.88,35.0,1311.0,17855.0,2573.5,132349.0,40.18,43021.0,17.5,22.94,20631.0,3177.0,1261.2,763.0,11.576,14.406,767.0,0.8759999999999999,493.0,0.979,1305.5,1605.81,0.79,763.0,1146.0,35.0,934.0,872.0,1132846.0,7.627999999999999
1163,Calicotome villosa,130326.0,45.88,32.0,1.4340000000000002,23.887,3443.0,128357.0,38481.0,41.484,16.0,22.94,20088.0,3109.0,1153097.0,0.6970000000000001,11.393,14.604,703.0,0.8390000000000001,0.338,985.0,2280.0,1468.169,792.0,0.6970000000000001,1162.0,1.15,0.928,0.86,1032674.0,14.265999999999998
1186,Calicotome villosa,128225.0,41677.0,38.0,1097.0,23164.0,3033.0,126.97,38.86,40815.0,19.0,20.839,19455.0,1.586,1243865.0,912.0,15448.0,13863.0,0.8690000000000001,932.0,391.0,0.99,1847.0,1583739.0,0.7490000000000001,912.0,1103.0,0.24,0.952,0.906,1057775.0,14.15
1353,Calicotome villosa,138225.0,46648.0,39.0,1196.0,26623.0,3901.5,136196.0,41505.0,43.999,19.5,23324.0,20982.0,2807.0,1428.841,836.0,12.524,14.121,792.0,0.89,0.34700000000000003,985.0,2548.5,1819257.0,0.7440000000000001,836.0,1124.0,32.0,943.0,0.89,1214775.0,14535.0
2546,Caragana arborescens,197296.0,74953.0,40.0,1874.0,11137.0,2622.5,194.617,56.93600000000001,62801.0,20.0,37477.0,32569.0,15.347,2354728.0,534.0,8314.0,15.289,0.5770000000000001,0.76,971.0,986.0,76.5,2998133.0,0.8490000000000001,534.0,1217.0,102.0,907.0,0.8220000000000001,2348.704,22357.0
3136,Caragana arborescens,223179.0,87.20700000000002,44.862,1944.0,11.972,3280.0,218987.0,63.18899999999999,71.04,22.431,43603.0,29.63,56869.0,3072.69,514.0,3929.0,15883.0,525.0,725.0,956.0,981.0,144.0,3912.271,802.0,514.0,1264.0,161.0,889.0,0.7909999999999999,2912821.0,9252.0
2890,Caragana arborescens,205338.0,76158.0,49015.0,1554.0,12537.0,2999.5,202045.0,60.66,65361.0,24.508000000000006,38079.0,30838.0,22.16,2931808.0,644.0,6551.0,14.59,634.0,797.0,963.0,0.984,109.5,3732.894,774.0,644.0,1161.0,0.054000000000000006,0.928,861.0,2684.6620000000007,4482.0
2855,Caragana arborescens,221.823,76059.0,47372.0,1.606,12515.0,2990.5,202382.0,60292.0,70609.0,23686.0,38.03,31264.0,23607.0,2829833.0,623.0,6435.0,17235.0,628.0,0.7929999999999999,955.0,912.0,135.5,3603055.0,792.0,623.0,1.372,16.0,0.8540000000000001,0.7290000000000001,2633177.0,8061.0
2898,Caragana arborescens,210451.0,80131.0,46.0,1742.0,12022.0,3026.5,206416.0,60744.0,66.98899999999999,23.0,40066.0,29.44,36255.0,2895.003,574.0,4.8889999999999985,15283.0,575.0,758.0,958.0,981.0,128.5,3686033.0,0.7859999999999999,574.0,1216.0,248.0,907.0,0.8220000000000001,2687.5490000000004,5.1789999999999985
2829,Caragana arborescens,207095.0,77.89699999999998,46.791,1665.0,12057.0,2950.5,202407.0,60.017,65921.0,23396.0,38949.0,30389.0,29331.0,2862711.0,601.0,5.6110000000000015,15.16,594.0,0.77,0.959,977.0,121.5,3644917.0,0.7759999999999999,601.0,1206.0,55.0,0.91,0.8290000000000001,2621905.0,8452.0
2624,Caragana arborescens,195.539,70605.0,45.0,1569.0,13.57,3010.0,192.522,57801.0,62242.0,22.5,35302.0,31311.0,12374.0,2495.37,637.0,8901.0,14571.0,0.67,0.8190000000000001,872.0,985.0,386.0,3177204.0,826.0,637.0,1.16,0.117,929.0,862.0,2428.461,18.818
3192,Caragana arborescens,236593.0,83.6,48475.0,1725.0,15.300999999999998,4018.5,216.723,63.75100000000001,75.31,24.238000000000003,41.8,30305.0,44423.0,3182.86,0.58,4547.0,17.535999999999998,0.5820000000000001,763.0,794.0,0.916,826.5,4052.544,0.7879999999999999,0.58,1396.0,96.0,847.0,0.7170000000000001,2955407.0,9.892
3283,Caragana arborescens,221.966,85147.0,51.087,1.6669999999999998,16305.0,4361.5,217.432,64653.0,70654.0,25.543000000000006,42573.0,30.922,37.49,3416385.0,0.6,5.05,15007.0,0.5770000000000001,759.0,753.0,0.98,1078.5,4349877.0,755.0,0.6,1194.0,295.0,915.0,0.8370000000000001,3061034.0,2373.0
2538,Caragana arborescens,203581.0,78.54899999999998,42005.0,1.87,13.983,3450.5,198.2,56.846,64.80199999999999,21003.0,39275.0,27785.0,52.47,2591424.0,535.0,3.836,16.33,524.0,0.7240000000000001,736.0,0.974,912.5,3299.504000000001,769.0,535.0,1.2990000000000002,0.022,877.0,0.77,2334419.0,10193.0
3287,Caragana arborescens,218451.0,81.4,50.959,1597.0,15.902,4066.5,214554.0,64693.0,69535.0,25479.0,40.7,31.054,31.34,3257.87,626.0,5.5470000000000015,14.518,632.0,795.0,0.8079999999999999,982.0,779.5,4148049.0,792.0,626.0,1155.0,38.0,0.93,866.0,3068.5490000000004,10.861
3538,Caragana arborescens,224894.0,81.30199999999998,56857.0,1.43,17736.0,4530.0,219877.0,67117.0,71586.0,28428.0,40.651,33073.0,22496.0,3630553.0,0.6990000000000001,6973.0,14296.0,682.0,826.0,0.7809999999999999,978.0,992.0,4622564.0,765.0,0.6990000000000001,1138.0,0.05,938.0,879.0,3313.106,2748.0
3020,Caragana arborescens,210.409,78.77199999999998,50.11,1.5719999999999998,16653.0,4121.0,206208.0,62.01,66975.0,25055.0,39.386,30.133000000000006,27.132,3100.17,636.0,5785.0,14.66,0.62,787.0,733.0,0.98,1101.0,3947259.0,765.0,636.0,1167.0,32.0,0.926,857.0,2809591.0,7876.0
2736,Caragana arborescens,199095.0,72615.0,48.68899999999999,1.491,17372.0,3963.0,194912.0,59022.0,63.374,24345.0,36308.0,30295.0,18457.0,2776.8390000000004,0.6709999999999999,7.0520000000000005,14488.0,0.6609999999999999,813.0,0.69,0.979,1227.0,3535.581,774.0,0.6709999999999999,1153.0,109.0,0.931,867.0,2536905.0,2755.0
2792,Caragana arborescens,202.853,74733.0,46.0,1625.0,18.319000000000006,4301.0,199505.0,59.62300000000001,64.57,23.0,37366.0,32092.0,16035.0,2699972.0,616.0,8014.0,14738.0,637.0,0.7979999999999999,649.0,983.0,1509.0,3437711.0,812.0,616.0,1173.0,493.0,0.923,853.0,2589147.0,21441.0
2510,Caragana arborescens,198794.0,74953.0,45092.0,1662.0,14.889,3506.0,193.01,56532.0,63278.0,22546.0,37477.0,28551.0,22.16,2654.4790000000007,602.0,6065.0,15745.0,569.0,754.0,716.0,971.0,996.0,3379788.0,743.0,602.0,1253.0,172.0,893.0,0.7979999999999999,2311206.0,7105.0
3095,Caragana arborescens,214.409,78032.0,49964.0,1.5619999999999998,18991.0,4655.5,209601.0,62775.0,68249.0,24982.0,39016.0,31539.0,25.661,3062.1040000000007,0.64,6226.0,14853.0,647.0,804.0,665.0,978.0,1560.5,3898792.0,794.0,0.64,1182.0,142.0,0.92,846.0,2880591.0,11338.0
3213,Caragana arborescens,221037.0,86052.0,47.36,1817.0,18848.0,5095.5,218447.0,63.96,70358.0,23.68,43026.0,30072.0,47.764,3200.8540000000007,0.55,4351.0,15206.0,552.0,743.0,631.0,988.0,1882.5,4075454.0,0.7879999999999999,0.55,1.21,184.0,909.0,826.0,2991.963,0.27
3358,Caragana arborescens,220.409,78568.0,55.45399999999999,1.4169999999999998,21.977,5424.5,214043.0,65388.0,70158.0,27.727,39284.0,32391.0,17433.0,3421958.0,706.0,7.757999999999999,14467.0,693.0,0.8320000000000001,619.0,971.0,2066.5,4356973.0,0.7709999999999999,706.0,1151.0,42.0,932.0,0.8690000000000001,3137591.0,6245.0
2745,Caragana arborescens,209.823,79202.0,44407.0,1784.0,18.000999999999994,4479.0,203.93400000000003,59119.0,66789.0,22.203000000000007,39601.0,28891.0,39686.0,2762321.0,561.0,4586.0,16039.0,557.0,746.0,613.0,972.0,1734.0,3517097.0,0.78,561.0,1276.0,134.0,885.0,784.0,2535177.0,7.83
2599,Caragana arborescens,196125.0,73164.0,45.0,1626.0,23752.0,5459.5,193794.0,57525.0,62.428,22.5,36582.0,30365.0,22.532,2585.836,615.0,6397.0,14.8,618.0,0.7859999999999999,0.476,988.0,2860.5,3292389.0,789.0,615.0,1178.0,235.0,0.921,0.8490000000000001,2402875.0,3.52
3108,Caragana arborescens,229622.0,86023.0,46.04,1868.0,22205.0,6001.0,216808.0,62907.0,73.09100000000002,23.02,43012.0,29905.0,49805.0,3110586.0,535.0,4238.0,16965.0,535.0,731.0,518.0,0.944,2893.0,3960.521,785.0,535.0,1.35,408.0,861.0,741.0,2878.378,8808.0
2717,Caragana arborescens,198368.0,73498.0,44.0,1.67,21353.0,4930.5,196458.0,58817.0,63.142,22.0,36749.0,32507.0,7.536,2539919.0,599.0,11842.0,14.483,0.64,0.8,551.0,0.99,2213.5,3233925.0,0.84,599.0,1153.0,94.0,0.931,868.0,2518632.0,13025.0
2917,Caragana arborescens,212894.0,77473.0,47505.0,1631.0,22791.0,5547.0,206.348,60.94300000000001,67766.0,23753.0,38736.0,29729.0,32436.0,2890535.0,613.0,5.22,15538.0,619.0,787.0,526.0,0.969,2630.0,3680343.0,0.7929999999999999,613.0,1236.0,0.022,899.0,809.0,2704.106,5444.0
2637,Caragana arborescens,200.569,74041.0,41.0,1806.0,23435.0,5451.0,197.677,57.944,63843.0,20.5,37.02,33265.0,9.053,2384203.0,0.5539999999999999,11056.0,15255.0,612.0,0.7829999999999999,484.0,986.0,2814.0,3035.6620000000007,0.8690000000000001,0.5539999999999999,1214.0,0.037000000000000005,0.908,0.8240000000000001,2436431.0,13829.0
2690,Caragana arborescens,202.51,75273.0,45485.0,1655.0,19359.0,4578.0,197252.0,58.524,64461.0,22.743,37.636,30241.0,29899.0,2689059.0,604.0,5.5310000000000015,15245.0,604.0,777.0,588.0,0.974,1888.0,3423816.0,0.7859999999999999,604.0,1213.0,0.117,0.908,0.8240000000000001,2487.49,6.4620000000000015
2622,Caragana arborescens,198024.0,74243.0,46082.0,1611.0,25.032,5838.5,193.4,57.779,63033.0,23041.0,37121.0,29.606,24.46,2687.0370000000007,621.0,5.9860000000000015,14956.0,606.0,778.0,449.0,977.0,3216.5,3421242.0,0.7659999999999999,621.0,1.19,0.036000000000000004,917.0,0.84,2423976.0,588.0
2566,Caragana arborescens,200368.0,72533.0,43433.0,1.67,23996.0,5468.0,195058.0,57159.0,63.779,21.716,36266.0,30861.0,22.312,2474239.0,599.0,6.533,15.646,621.0,0.7879999999999999,469.0,0.974,2902.0,3150.2990000000004,815.0,599.0,1245.0,78.0,0.8959999999999999,0.8029999999999999,2365632.0,12045.0
2651,Caragana arborescens,199.539,75432.0,42.0,1796.0,22.848000000000006,5414.5,196674.0,58098.0,63515.0,21.0,37716.0,32838.0,10.379,2488257.0,557.0,10193.0,15019.0,593.0,0.77,0.49,986.0,2763.5,3168.148,0.8370000000000001,557.0,1195.0,0.6459999999999999,915.0,0.8370000000000001,2451.461,22.637
3482,Caragana arborescens,223.966,83815.0,54.874,1527.0,26294.0,6923.5,220523.0,66584.0,71.29,27.437,41908.0,32042.0,28.77,3612263.0,655.0,5974.0,14.406,631.0,794.0,503.0,985.0,3441.5,4599277.0,757.0,655.0,1146.0,64.0,934.0,872.0,3258034.0,3.922
3020,Caragana arborescens,210.066,78.6,49923.0,1574.0,27635.0,6824.0,205.663,62.01,66866.0,24962.0,39.3,30.008000000000006,28609.0,3081.8720000000008,635.0,5.61,14612.0,622.0,789.0,0.443,0.979,3804.0,3923962.0,0.77,635.0,1163.0,184.0,927.0,0.86,2809934.0,4721.0
