@relation FeaturesGray

@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute 'Intensity sum' numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute 'Smothness R' numeric
@attribute GLCM-Contrast numeric
@attribute GLCM-Correlation numeric
@attribute GLCM-Energy numeric
@attribute GLCM-Homogeneity numeric
@attribute Mean numeric
@attribute Mode numeric
@attribute Min numeric
@attribute Max numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
19.4,374463,64717,995,0.029,0.000834,805045,0.87,0.378,732,252,0,85,231,'Astragalus glycyphyllos'
?,?,62475,1,-0,0,600455,899,113,624,244,0,85,85,'Astragalus glycyphyllos'
10745,113596,61064,983,92,3,662451,895,135,605,238,0,85,239,'Astragalus glycyphyllos'
?,?,48620,1,-0,0,658.99,885,419,767,189,0,85,85,'Astragalus glycyphyllos'
?,?,109310,1,-0,0,343108,902,0.029,496,426,0,85,85,'Calicotome villosa'
4.86,21.668,88333,0.926,385,0.011,172292,884,15,0.463,345,0,85,236,'Calicotome villosa'
11.604,133.87,92061,985,86,1,237.03,0.891,19,0.482,359,0,85,211,'Calicotome villosa'
14182,200.494,119624,0.99,0.058,1,360211,885,25,0.497,467,0,85,234,'Calicotome villosa'
23024,528145,90854,996,0.022,0.000429,367335,882,0.026,499,354,0,85,208,'Calicotome villosa'
?,?,111520,1,-0,0,427351,0.896,0.041,517,435,0,85,85,'Calicotome villosa'
13.851,191236,97786,0.99,57,1,693196,898,258,675,381,0,85,229,'Calicotome villosa'
34986,1222001,104438,998,0.01,0.000256,670635,0.9,0.3,695,407,0,85,228,'Calicotome villosa'
?,?,96560,1,-0,0,668.214,0.9,242,0.68,377,0,85,85,'Calicotome villosa'
?,?,111010,1,-0,0,671095,0.9,261,679,433,0,85,85,'Calicotome villosa'
15946,252301,110007,992,0.044,1,688.662,899,259,675,429,0,85,226,'Calicotome villosa'
?,?,100300,1,-0,0,607044,909,282,0.694,391,0,85,85,'Calicotome villosa'
25544,660061,106491,997,19,0.000363,752342,872,423,769,415,0,85,221,'Calicotome villosa'
34191,1167001,99745,998,0.01,0.000205,761498,0.874,406,763,389,0,85,210,'Calicotome villosa'
22.308,495835,85245,996,23,0.000461,796.667,877,0.339,725,332,0,85,210,'Calicotome villosa'
?,?,103190,1,-0,0,618284,0.891,0.45,0.796,403,0,85,85,'Calicotome villosa'
?,?,114410,1,-0,0,654831,878,0.48,812,446,0,85,85,'Calicotome villosa'
34366,1179001,100775,998,0.01,0.000237,607169,0.886,484,812,393,0,85,220,'Calicotome villosa'
13511,180595,79464,0.989,61,1,645989,889,441,792,310,0,85,222,'Calicotome villosa'
18574,343.053,118801,0.994,33,0.000883,483.743,904,498,0.82,464,0,85,230,'Calicotome villosa'
?,?,97070,1,-0,0,490.609,904,501,0.832,379,0,85,85,'Calicotome villosa'
7905,60544,85395,0.97,161,5,588651,0.896,442,792,333,0,85,230,'Calicotome villosa'
?,?,105570,1,-0,0,437.307,912,513,0.832,412,0,85,85,'Calicotome villosa'
?,?,88825,1,-0,0,698627,865,496,0.82,346,0,85,85,'Calicotome villosa'
?,?,101150,1,-0,0,486.067,907,0.492,816,395,0,85,85,'Calicotome villosa'
?,?,114240,1,-0,0,583712,892,475,0.798,446,0,85,85,'Calicotome villosa'
?,?,106675,1,-0,0,509.44,903,0.487,812,416,0,85,85,'Calicotome villosa'
?,?,97325,1,-0,0,507278,904,0.477,807,380,0,85,85,'Calicotome villosa'
35567,1263001,107868,998,0.009,9391,565235,904,0.42,777,421,0,85,173,'Calicotome villosa'
?,?,98855,1,-0,0,544867,905,0.443,0.788,386,0,85,85,'Calicotome villosa'
34395,1181001,100938,998,0.01,0.000212,589663,0.9,418,794,394,0,85,213,'Calicotome villosa'
18369,336077,115518,0.994,35,0.000747,583006,0.91,341,0.76,451,0,85,218,'Calicotome villosa'
?,?,216410,1,-0,0,108921,0.954,113,0.656,845,0,85,85,'Caragana arborescens'
?,?,266560,1,-0,0,179.008,0.954,0.119,693,1041,0,85,85,'Caragana arborescens'
53731,2885,245718,0.999,4,2461,140393,955,0.117,0.676,959,0,85,153,'Caragana arborescens'
46275,2245.05,242886,0.999,0.009,0.000145,157042,0.95,122,0.678,948,0,85,239,'Caragana arborescens'
13783,192217,247996,0.989,71,0.000934,180.568,0.957,132,705,968,0,85,227,'Caragana arborescens'
?,?,240465,1,-0,0,171455,0.954,128,0.697,939,0,85,85,'Caragana arborescens'
?,?,223040,1,-0,0,208077,953,135,711,871,0,85,85,'Caragana arborescens'
33493,1140854,271590,998,12,0.000119,337971,948,0.246,787,1060,0,85,192,'Caragana arborescens'
?,?,279055,1,-0,0,338556,948,0.234,0.783,1090,0,85,85,'Caragana arborescens'
?,?,215730,1,-0,0,317937,0.949,196,769,842,0,85,85,'Caragana arborescens'
9514,93809,283873,975,161,2,345527,0.947,251,0.788,1108,0,85,248,'Caragana arborescens'
?,?,300730,1,-0,0,340901,948,263,0.796,1174,0,85,85,'Caragana arborescens'
?,?,256700,1,-0,0,381412,941,261,787,1002,0,85,85,'Caragana arborescens'
26614,716.38,232849,997,19,0.000119,334611,0.949,271,805,909,0,85,171,'Caragana arborescens'
16.56,286.706,238619,991,55,0.00082,395.188,0.939,298,0.781,932,0,85,250,'Caragana arborescens'
?,?,213350,1,-0,0,390879,938,342,0.793,833,0,85,85,'Caragana arborescens'
55606,3090,263121,0.999,4,1051,413824,0.933,369,807,1027,0,85,131,'Caragana arborescens'
56657,3208,273168,0.999,4,0.000019,394913,935,395,823,1067,0,85,148,'Caragana arborescens'
43312,1930605,285656,0.999,8,0.000122,430.572,929,0.394,0.817,1115,0,85,221,'Caragana arborescens'
?,?,233325,1,-0,0,369.453,938,413,0.822,911,0,85,85,'Caragana arborescens'
23.37,554764,221320,996,24,0.000197,378.988,937,0.399,821,864,0,85,185,'Caragana arborescens'
15.539,254601,265674,0.99,66,0.000748,353566,938,452,855,1037,0,85,238,'Caragana arborescens'
?,?,230945,1,-0,0,421595,0.931,382,0.817,902,0,85,85,'Caragana arborescens'
53981,2912,247996,0.999,4,1371,357369,937,0.45,853,968,0,85,136,'Caragana arborescens'
26603,754427,224693,996,24,0.000391,395.304,0.936,0.378,0.814,877,0,85,251,'Caragana arborescens'
37.663,1440181,228801,0.999,0.01,6641,415.822,0.93,0.421,828,893,0,85,171,'Caragana arborescens'
?,?,222870,1,-0,0,363594,935,0.471,0.86,870,0,85,85,'Caragana arborescens'
26539,721992,218438,997,0.02,0.000167,299001,0.947,462,0.864,853,0,85,188,'Caragana arborescens'
23829,581.517,225772,996,23,0.000226,368.56,937,429,0.842,881,0,85,198,'Caragana arborescens'
8241,69321,302306,0.967,0.211,3,360315,0.939,0.43,846,1180,0,85,248,'Caragana arborescens'
?,?,256700,1,-0,0,377602,0.936,0.43,0.84,1002,0,85,85,'Caragana arborescens'
?,?,250410,1,-0,0,339.933,0.942,435,852,978,0,85,85,'Caragana arborescens'
?,?,256955,1,-0,0,366466,937,431,846,1003,0,85,85,'Caragana arborescens'
51.556,2656,226256,0.999,5,2913,344.262,0.942,426,0.844,883,0,85,156,'Caragana arborescens'
14.524,212435,138138,0.99,0.059,1,337074,943,0.427,841,539,0,85,221,'Caragana arborescens'
?,?,239275,1,-0,0,344686,938,469,0.859,934,0,85,85,'Caragana arborescens'
41418,1749.252,950178,0.999,0.009,0.000163,153332,946,0.47,865,3711,0,85,244,'Ceratonia siliqua'
20.902,438.3,1102842,995,32,0.000305,152263,953,0.453,0.874,4307,0,85,207,'Ceratonia siliqua'
40555,1712808,970960,0.999,0.01,0.000129,167416,948,0.464,0.874,3792,0,85,231,'Ceratonia siliqua'
40945,1729865,1023444,0.999,0.01,0.000159,161359,951,0.45,871,3997,0,85,248,'Ceratonia siliqua'
34046,1159759,785469,998,12,9193,189465,0.942,455,868,3068,0,85,174,'Ceratonia siliqua'
10,99.797,816163,0.98,134,2,191864,0.944,462,873,3188,0,85,226,'Ceratonia siliqua'
43597,1954045,733455,0.999,8,0.000126,175428,0.95,478,884,2865,0,85,231,'Ceratonia siliqua'
88.668,7860,668633,1,2,2281,203993,943,0.47,878,2611,0,85,193,'Ceratonia siliqua'
41047,1709037,954349,0.999,0.009,0.000107,143208,975,209,0.827,3727,0,85,213,'Ceratonia siliqua'
?,?,984725,1,-0,0,160591,973,222,0.83,3846,0,85,85,'Ceratonia siliqua'
24.438,602589,986311,997,25,0.000295,190.559,0.97,0.241,0.829,3852,0,85,212,'Ceratonia siliqua'
8724,76031,790520,972,188,3,188.564,971,254,0.827,3087,0,85,245,'Ceratonia siliqua'
43794,1926.887,802055,0.999,8,0.00015,192363,0.97,262,0.834,3133,0,85,231,'Ceratonia siliqua'
50451,2631853,757631,0.999,0.007,9218,185.661,971,258,828,2959,0,85,226,'Ceratonia siliqua'
27.786,776332,710184,997,19,0.000209,187.529,971,0.269,0.837,2774,0,85,208,'Ceratonia siliqua'
90537,8195,697095,1,2,1693,190.776,0.97,264,836,2723,0,85,180,'Ceratonia siliqua'
27372,749.968,950420,997,19,0.000179,258671,0.957,424,831,3712,0,85,188,'Ceratonia siliqua'
8.79,76446,945177,0.974,165,2,272.023,0.944,0.558,863,3692,0,85,222,'Ceratonia siliqua'
22.57,513.353,887058,996,0.028,0.000295,263885,0.947,0.55,862,3465,0,85,205,'Ceratonia siliqua'
20359,416881,899502,995,34,0.000352,260675,948,551,0.859,3513,0,85,209,'Ceratonia siliqua'
40.89,1731101,870482,0.999,0.01,0.000131,266.31,946,0.554,861,3400,0,85,227,'Ceratonia siliqua'
64.35,4139786,704197,1,3,1872,278801,0.942,0.566,0.864,2750,0,85,157,'Ceratonia siliqua'
16279,266.946,701106,992,0.052,0.000533,268653,0.944,569,0.86,2738,0,85,216,'Ceratonia siliqua'
53258,2904915,669121,0.999,5,4384,273926,0.942,573,863,2613,0,85,189,'Ceratonia siliqua'
?,?,1061480,1,-0,0,249762,0.921,722,0.906,4146,0,85,85,'Ceratonia siliqua'
54.82,3003.77,1022675,0.999,5,4615,249805,0.926,0.7,0.9,3994,0,85,182,'Ceratonia siliqua'
11.322,127.019,948463,985,0.101,0.000931,246.587,0.916,738,0.908,3704,0,85,188,'Ceratonia siliqua'
60589,3773.767,839902,0.999,4,3997,251265,912,745,0.91,3280,0,85,197,'Ceratonia siliqua'
?,?,802230,1,-0,0,256.833,0.906,753,912,3133,0,85,85,'Ceratonia siliqua'
33442,1165545,763195,998,15,0.000197,253.52,914,738,0.908,2981,0,85,244,'Ceratonia siliqua'
33061,1092803,742323,998,0.013,0.000135,255667,915,731,0.906,2899,0,85,188,'Ceratonia siliqua'
?,?,712980,1,-0,0,236662,914,755,914,2785,0,85,85,'Ceratonia siliqua'
75628,5737.164,962946,1,3,3794,222919,0.916,763,0.916,3761,0,85,210,'Ceratonia siliqua'
49577,2512038,963947,0.999,0.007,6224,214.409,917,768,0.918,3765,0,85,198,'Ceratonia siliqua'
21079,451231,944525,995,33,0.000307,197.751,925,0.761,922,3689,0,85,218,'Ceratonia siliqua'
52707,2785972,936102,0.999,5,3978,190.216,0.928,763,924,3656,0,85,177,'Ceratonia siliqua'
20082,410124,823590,995,35,0.000347,196442,0.926,762,924,3217,0,85,216,'Ceratonia siliqua'
32449,1061558,786227,998,0.014,0.000127,189.427,0.928,764,925,3071,0,85,195,'Ceratonia siliqua'
54.291,2996.319,709494,0.999,5,4046,193.474,927,0.761,0.923,2771,0,85,184,'Ceratonia siliqua'
35546,1304.294,584078,998,12,0.000157,185178,0.928,768,927,2281,0,85,227,'Ceratonia siliqua'
79167,6473717,937953,1,3,3965,194.35,0.926,765,0.926,3663,0,85,227,'Ceratonia siliqua'
44702,2008.228,1002148,0.999,0.007,0.000127,185774,0.947,684,905,3914,0,85,224,'Ceratonia siliqua'
?,?,911625,1,-0,0,185.941,951,0.65,898,3561,0,85,85,'Ceratonia siliqua'
17498,306682,900571,993,47,0.000482,186.659,953,635,893,3517,0,85,202,'Ceratonia siliqua'
16969,289222,792013,993,49,0.000522,194653,0.95,645,0.896,3093,0,85,203,'Ceratonia siliqua'
22166,506155,298484,995,0.029,0.000554,172.914,956,0.097,652,1165,0,85,246,'Colutea arborescens'
?,?,237490,1,-0,0,136.402,956,84,622,927,0,85,85,'Colutea arborescens'
?,?,246245,1,-0,0,147453,0.959,0.093,0.64,961,0,85,85,'Colutea arborescens'
21.76,486792,288282,995,31,0.000572,216386,955,0.12,0.681,1126,0,85,247,'Colutea arborescens'
?,?,254490,1,-0,0,171.24,956,0.097,0.65,994,0,85,85,'Colutea arborescens'
28635,846638,240822,997,0.018,0.0004,156.068,0.957,95,644,940,0,85,255,'Colutea arborescens'
?,?,227290,1,-0,0,155134,961,0.101,652,887,0,85,85,'Colutea arborescens'
19317,396.887,238929,0.994,0.041,0.000459,399119,0.939,0.279,775,933,0,85,229,'Colutea arborescens'
16.644,278863,252596,993,48,0.000473,403.453,938,0.29,0.781,986,0,85,196,'Colutea arborescens'
29.659,915053,266709,997,17,0.000208,414027,0.936,302,0.79,1041,0,85,220,'Colutea arborescens'
?,?,239275,1,-0,0,407.197,938,273,773,934,0,85,85,'Colutea arborescens'
22.332,533269,209430,995,0.03,0.000379,388968,0.94,263,767,818,0,85,234,'Colutea arborescens'
?,?,275655,1,-0,0,397.672,938,326,0.8,1076,0,85,85,'Colutea arborescens'
13455,185.89,292091,988,79,1,376.989,941,0.338,0.803,1140,0,85,251,'Colutea arborescens'
17188,300819,234545,993,47,0.00074,394091,0.933,0.417,804,916,0,85,226,'Colutea arborescens'
15968,260187,282447,992,55,0.00079,324525,0.939,495,0.84,1103,0,85,224,'Colutea arborescens'
13923,198.281,275014,0.989,0.072,0.000995,339.729,0.94,456,826,1074,0,85,233,'Colutea arborescens'
17102,301499,228333,993,48,0.000643,330337,938,0.492,0.84,891,0,85,232,'Colutea arborescens'
17317,313137,251656,993,48,0.000661,389.933,932,442,812,983,0,85,246,'Colutea arborescens'
15423,237832,261572,992,53,0.000574,341.761,938,0.463,0.82,1021,0,85,198,'Colutea arborescens'
?,?,248795,1,-0,0,371.63,937,0.42,805,971,0,85,85,'Colutea arborescens'
?,?,268430,1,-0,0,348.021,0.93,531,855,1048,0,85,85,'Colutea arborescens'
?,?,232900,1,-0,0,343082,932,525,851,909,0,85,85,'Colutea arborescens'
40.99,1686527,282025,0.999,8,0.000146,319.359,932,561,0.869,1101,0,85,219,'Colutea arborescens'
19.069,365.697,272173,0.994,0.036,0.000252,316084,0.931,573,872,1063,0,85,177,'Colutea arborescens'
?,?,274635,1,-0,0,319187,0.933,0.553,866,1072,0,85,85,'Colutea arborescens'
50794,2578,219637,0.999,5,4003,351716,0.931,516,846,857,0,85,167,'Colutea arborescens'
33.568,1140143,277346,998,12,0.000174,308.56,935,0.559,872,1083,0,85,213,'Colutea arborescens'
53591,2870,244455,0.999,4,3423,326.13,0.93,565,868,954,0,85,165,'Colutea arborescens'
12.691,162.051,240512,987,78,1,317332,932,565,873,939,0,85,219,'Colutea arborescens'
25.723,670927,267518,997,21,0.000283,334244,932,0.538,875,1044,0,85,213,'Colutea arborescens'
?,?,303790,1,-0,0,319325,0.936,524,855,1186,0,85,85,'Colutea arborescens'
11.822,145915,256589,983,0.108,2,336.752,929,552,871,1002,0,85,252,'Colutea arborescens'
51691,2670,227493,0.999,5,8004,312135,935,552,865,888,0,85,203,'Colutea arborescens'
?,?,275060,1,-0,0,331936,932,0.543,0.874,1074,0,85,85,'Colutea arborescens'
?,?,249985,1,-0,0,327.942,934,525,0.854,976,0,85,85,'Colutea arborescens'
11.25,128683,243167,983,106,2,311738,937,526,0.854,949,0,85,247,'Colutea arborescens'
?,?,309230,1,-0,0,336006,0.939,467,0.834,1207,0,85,85,'Colutea arborescens'
17128,297878,284948,993,46,0.000501,352105,0.939,0.438,825,1113,0,85,206,'Colutea arborescens'
55136,3038,258702,0.999,4,1116,319672,0.939,495,0.84,1010,0,85,132,'Colutea arborescens'
8996,79.966,245555,976,151,3,319.02,938,502,0.842,959,0,85,242,'Colutea arborescens'
53777,2890,246165,0.999,4,4303,301.75,0.939,522,0.849,961,0,85,175,'Colutea arborescens'
?,?,147645,1,-0,0,47493,917,0.18,0.78,576,0,85,85,'Cytisus purgans'
?,?,129285,1,-0,0,49245,0.918,183,775,505,0,85,85,'Cytisus purgans'
?,?,121805,1,-0,0,94.013,897,0.19,787,475,0,85,85,'Cytisus purgans'
?,?,107185,1,-0,0,61174,0.891,0.2,0.791,418,0,85,85,'Cytisus purgans'
?,?,101150,1,-0,0,78309,0.9,175,0.781,395,0,85,85,'Cytisus purgans'
?,?,88995,1,-0,0,60.446,919,187,0.781,347,0,85,85,'Cytisus purgans'
?,?,80835,1,-0,0,57067,914,179,782,315,0,85,85,'Cytisus purgans'
20167,404774,69848,995,0.027,0.000509,66798,925,0.173,785,272,0,85,203,'Cytisus purgans'
?,?,125460,1,-0,0,333.29,0.926,0.108,634,490,0,85,85,'Cytisus purgans'
23495,550002,94632,996,19,0.00055,417.508,907,0.101,619,369,0,85,226,'Cytisus purgans'
34971,1221001,104347,998,0.01,0.000235,370.174,0.921,113,0.641,407,0,85,222,'Cytisus purgans'
24862,616149,105830,997,19,0.000418,451.763,0.906,0.117,645,413,0,85,216,'Cytisus purgans'
?,?,98260,1,-0,0,362043,922,0.112,635,383,0,85,85,'Cytisus purgans'
33.794,1140001,97461,998,0.01,0.000248,350.859,929,121,0.65,380,0,85,221,'Cytisus purgans'
?,?,89505,1,-0,0,296112,0.931,0.1,628,349,0,85,85,'Cytisus purgans'
30643,937.001,80199,998,12,0.000272,296629,0.933,105,0.63,313,0,85,214,'Cytisus purgans'
?,?,145180,1,-0,0,709.144,892,273,0.692,567,0,85,85,'Cytisus purgans'
?,?,122655,1,-0,0,691681,894,0.291,677,479,0,85,85,'Cytisus purgans'
16621,276.99,92561,993,43,0.000915,648.55,898,324,0.68,361,0,85,225,'Cytisus purgans'
36674,1343001,114720,0.999,0.009,0.000224,644803,0.9,0.296,687,448,0,85,225,'Cytisus purgans'
?,?,113390,1,-0,0,721.009,0.89,273,672,442,0,85,85,'Cytisus purgans'
32573,1059001,90599,998,0.011,0.000365,619592,904,318,687,353,0,85,244,'Cytisus purgans'
?,?,89080,1,-0,0,703158,883,376,0.71,347,0,85,85,'Cytisus purgans'
16.67,276528,71559,993,0.04,1,621186,905,294,0.658,279,0,85,232,'Cytisus purgans'
?,?,130050,1,-0,0,582.334,0.881,534,794,508,0,85,85,'Cytisus purgans'
23314,545318,137018,996,23,0.000574,640.23,867,539,792,535,0,85,242,'Cytisus purgans'
19934,403.133,127740,995,32,0.000883,683.333,0.85,565,804,498,0,85,253,'Cytisus purgans'
?,?,97155,1,-0,0,612024,0.876,532,787,379,0,85,85,'Cytisus purgans'
?,?,99960,1,-0,0,588.772,0.88,531,0.791,390,0,85,85,'Cytisus purgans'
18489,339.878,88306,0.994,33,0.000856,635332,871,0.53,784,344,0,85,226,'Cytisus purgans'
?,?,85935,1,-0,0,650.546,867,534,0.788,335,0,85,85,'Cytisus purgans'
?,?,87295,1,-0,0,673477,862,537,0.79,340,0,85,85,'Cytisus purgans'
?,?,140675,1,-0,0,568.579,0.849,637,841,549,0,85,85,'Cytisus purgans'
?,?,116195,1,-0,0,578735,836,662,847,453,0,85,85,'Cytisus purgans'
?,?,119340,1,-0,0,611771,833,652,838,466,0,85,85,'Cytisus purgans'
35313,1245001,106389,998,0.009,0.000238,589.48,835,662,843,415,0,85,224,'Cytisus purgans'
25.477,655155,106786,997,19,0.000491,590776,0.829,672,0.849,417,0,85,242,'Cytisus purgans'
?,?,89505,1,-0,0,610631,0.839,0.64,0.83,349,0,85,85,'Cytisus purgans'
?,?,88060,1,-0,0,626.343,838,631,0.827,343,0,85,85,'Cytisus purgans'
26.173,683.001,58629,997,16,0.000496,564536,807,721,0.87,229,0,85,234,'Cytisus purgans'
40.386,1629001,139034,0.999,0.007,0.000195,630893,0.837,636,0.834,543,0,85,229,'Cytisus purgans'
38846,1507001,128664,0.999,8,0.000211,627.51,0.844,625,0.83,502,0,85,229,'Cytisus purgans'
22211,496.197,122795,996,25,0.000561,712289,0.839,584,0.806,479,0,85,231,'Cytisus purgans'
39.026,1521001,129834,0.999,8,0.000155,650264,0.854,581,804,507,0,85,209,'Cytisus purgans'
15867,251445,106624,992,47,1,229.599,851,0.054,607,416,0,85,240,'Cytisus scoparius'
22201,493608,83165,996,23,0.000666,181551,627,0.044,561,324,0,85,241,'Cytisus scoparius'
31675,1002893,170505,998,12,0.00024,432152,868,64,639,666,0,85,215,'Cytisus scoparius'
?,?,164985,1,-0,0,462.107,856,63,638,644,0,85,85,'Cytisus scoparius'
23776,564211,96431,996,0.02,0.000596,208.536,875,49,596,376,0,85,239,'Cytisus scoparius'
?,?,138040,1,-0,0,520.16,871,78,659,539,0,85,85,'Cytisus scoparius'
?,?,145690,1,-0,0,518502,0.874,79,0.668,569,0,85,85,'Cytisus scoparius'
33.956,1151001,98414,998,0.01,0.000315,537749,912,0.173,772,384,0,85,239,'Cytisus scoparius'
37.55,1408001,120246,0.999,8,0.000216,508251,922,247,802,469,0,85,226,'Cytisus scoparius'
23.841,567.333,96937,996,0.02,0.000577,560.04,0.91,182,0.788,378,0,85,237,'Cytisus scoparius'
?,?,89165,1,-0,0,603.19,903,177,778,348,0,85,85,'Cytisus scoparius'
?,?,96475,1,-0,0,436727,0.931,0.202,0.79,376,0,85,85,'Cytisus scoparius'
17117,291947,125346,993,0.041,1,461995,929,266,0.791,489,0,85,243,'Cytisus scoparius'
?,?,112030,1,-0,0,486023,924,215,0.803,437,0,85,85,'Cytisus scoparius'
17162,293638,100454,993,0.04,1,500.122,0.923,259,773,392,0,85,237,'Cytisus scoparius'
15.108,229.316,76177,991,51,1,375397,0.942,0.241,833,297,0,85,240,'Cytisus scoparius'
24713,609446,104243,997,19,0.000521,493.78,0.921,0.35,815,407,0,85,234,'Cytisus scoparius'
37229,1384001,118209,0.999,0.009,0.000229,465.669,0.923,373,828,461,0,85,229,'Cytisus scoparius'
17095,290754,125523,993,39,1,533241,0.911,381,828,490,0,85,240,'Cytisus scoparius'
29.46,873.11,144521,998,0.014,0.000348,471.318,0.923,375,0.839,564,0,85,236,'Cytisus scoparius'
44755,2001,170666,0.999,6,0.000187,417.054,927,428,845,666,0,85,241,'Cytisus scoparius'
29.917,893.001,76475,998,0.013,0.00036,534966,0.918,256,0.77,298,0,85,230,'Cytisus scoparius'
?,?,120700,1,-0,0,445955,0.923,0.427,823,471,0,85,85,'Cytisus scoparius'
17677,312236,158966,0.994,0.04,1,426171,919,489,828,620,0,85,246,'Cytisus scoparius'
?,?,82535,1,-0,0,474616,0.926,302,0.801,322,0,85,85,'Cytisus scoparius'
?,?,124610,1,-0,0,415209,0.923,0.476,0.819,486,0,85,85,'Cytisus scoparius'
30439,924.57,158248,998,0.013,0.000224,437845,917,491,828,618,0,85,202,'Cytisus scoparius'
?,?,136850,1,-0,0,389.012,929,462,836,534,0,85,85,'Cytisus scoparius'
?,?,97920,1,-0,0,428805,924,445,0.824,382,0,85,85,'Cytisus scoparius'
?,?,83895,1,-0,0,439.427,925,409,843,327,0,85,85,'Cytisus scoparius'
?,?,101660,1,-0,0,409.873,922,499,0.837,397,0,85,85,'Cytisus scoparius'
11068,121416,95190,0.984,92,2,440017,0.918,0.476,816,371,0,85,244,'Cytisus scoparius'
32604,1061001,90773,998,0.011,0.000383,440846,924,431,843,354,0,85,248,'Cytisus scoparius'
?,?,112370,1,-0,0,418781,919,499,841,438,0,85,85,'Cytisus scoparius'
12.666,159181,96827,988,68,2,504269,0.908,461,0.811,378,0,85,242,'Cytisus scoparius'
19891,394401,101439,995,0.029,0.000603,357474,927,535,0.859,396,0,85,215,'Cytisus scoparius'
36042,1297001,110810,998,0.009,0.000231,379.487,0.926,509,845,432,0,85,225,'Cytisus scoparius'
34957,1220001,104280,998,0.01,0.000302,361.937,929,517,857,407,0,85,240,'Cytisus scoparius'
?,?,68000,1,-0,0,465819,922,0.383,0.837,265,0,85,85,'Cytisus scoparius'
16758,278877,97049,993,39,1,446.698,917,474,826,379,0,85,230,'Cytisus scoparius'
42.391,1795001,153138,0.999,0.007,0.000163,535268,912,0.388,794,598,0,85,223,'Cytisus scoparius'
33227,1102001,94236,998,0.01,0.000276,413223,0.926,447,816,368,0,85,226,'Cytisus scoparius'
16108,258759,88447,992,0.044,1,330064,937,499,855,345,0,85,237,'Cytisus scoparius'
37683,1418001,121099,0.999,8,0.000224,443584,927,0.394,797,473,0,85,229,'Cytisus scoparius'
20.757,428.984,73935,995,0.026,0.00051,359736,934,467,0.824,288,0,85,207,'Cytisus scoparius'
19038,361587,92774,0.994,32,1,447.867,0.918,461,0.827,362,0,85,251,'Cytisus scoparius'
?,?,98515,1,-0,0,456.942,917,0.458,825,384,0,85,85,'Cytisus scoparius'
30.067,902.001,77227,998,12,0.000295,373025,0.933,461,0.834,301,0,85,217,'Cytisus scoparius'
44.306,1961001,167263,0.999,6,0.000183,691695,0.89,161,0.683,653,0,85,238,'Cytisus scoparius'
36.892,1359001,116095,0.999,0.009,0.000271,586057,905,384,0.798,453,0,85,240,'Cytisus scoparius'
17.39,300569,78209,993,0.037,1,372.82,929,0.497,847,305,0,85,234,'Cytisus scoparius'
29682,879.001,75297,998,0.013,0.000429,467401,917,446,807,294,0,85,242,'Cytisus scoparius'
28496,810.001,69399,998,0.014,0.00029,346999,0.933,502,856,271,0,85,209,'Cytisus scoparius'
30116,905.001,77503,998,12,0.000395,450865,917,466,0.824,302,0,85,238,'Cytisus scoparius'
30643,937.001,80226,998,12,0.000397,514193,914,0.399,792,313,0,85,241,'Cytisus scoparius'
25549,650975,167481,997,19,0.000542,70265,515,78,652,654,0,85,240,'Cytisus scoparius'
?,?,73355,1,-0,0,343936,0.936,484,0.837,286,0,85,85,'Cytisus scoparius'
41.461,1717001,146517,0.999,0.007,0.000193,109723,792,77,664,572,0,85,232,'Cytisus scoparius'
32726,1069001,91429,998,0.011,0.000277,588.4,907,354,0.811,357,0,85,224,'Cytisus scoparius'
22287,494957,127639,996,24,0.000531,156064,856,0.07,0.671,498,0,85,220,'Cytisus scoparius'
41364,1709001,145828,0.999,0.007,0.000171,709939,862,0.118,0.689,569,0,85,223,'Cytisus scoparius'
41665,1734001,147931,0.999,0.007,0.000119,641.483,847,0.097,0.661,577,0,85,201,'Cytisus scoparius'
21129,445.438,152387,996,0.026,0.000717,707.48,877,172,732,595,0,85,239,'Cytisus scoparius'
21229,452764,113046,995,0.027,0.00069,421209,0.876,71,664,441,0,85,243,'Cytisus scoparius'
27695,765.001,65583,997,0.014,0.000353,447319,914,501,0.834,256,0,85,218,'Cytisus scoparius'
?,?,38335,1,-0,0,133.65,-83,4,0.238,149,0,85,85,'Dorycnium pentaphyllum'
?,?,36210,1,-0,0,137666,-0.028,5,244,141,0,85,85,'Dorycnium pentaphyllum'
8835,79197,36055,971,146,2,154696,-0.08,4,239,140,0,85,216,'Dorycnium pentaphyllum'
3799,12915,33951,879,598,12,152.8,-92,5,0.246,132,0,85,234,'Dorycnium pentaphyllum'
9418,87.253,30986,978,111,2,146.23,-0.05,5,245,121,0,85,211,'Dorycnium pentaphyllum'
