@relation FeaturesGray

@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute 'Intensity sum' numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute 'Smothness R' numeric
@attribute GLCM-Contrast numeric
@attribute GLCM-Correlation numeric
@attribute GLCM-Energy numeric
@attribute GLCM-Homogeneity numeric
@attribute Mean numeric
@attribute Mode numeric
@attribute Min numeric
@attribute Max numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
?,?,35190,1,-0,0,148342,-34,4,237,137,0,85,85,'Dorycnium pentaphyllum'
5187,25695,34143,929,0.346,5,152.073,-81,5,249,133,0,85,213,'Dorycnium pentaphyllum'
6053,35578,32394,0.947,0.27,4,355824,0.876,0.014,315,126,0,85,218,'Dorycnium pentaphyllum'
7655,57239,36337,0.967,165,3,585.52,0.891,69,434,141,0,85,207,'Dorycnium pentaphyllum'
?,?,32810,1,-0,0,672201,879,73,434,128,0,85,85,'Dorycnium pentaphyllum'
2838,6.451,40944,807,977,19,804321,0.869,0.119,0.492,159,0,85,241,'Dorycnium pentaphyllum'
11883,141412,35485,986,69,1,460815,0.913,67,439,138,0,85,200,'Dorycnium pentaphyllum'
11599,135344,33349,985,78,2,638756,887,81,452,130,0,85,232,'Dorycnium pentaphyllum'
20298,410.002,35392,995,24,0.000507,673.777,894,161,551,138,0,85,202,'Dorycnium pentaphyllum'
11808,137466,36485,986,67,0.000431,1171985,0.811,271,608,142,0,85,149,'Dorycnium pentaphyllum'
13.074,169412,29439,988,57,0.000289,923294,851,0.232,593,114,0,85,145,'Dorycnium pentaphyllum'
13.608,183718,31925,0.989,0.054,0.000997,1013377,0.837,268,609,124,0,85,201,'Dorycnium pentaphyllum'
5744,32065,35539,941,0.288,5,1122089,813,0.329,642,138,0,85,236,'Dorycnium pentaphyllum'
?,?,32045,1,-0,0,890.609,847,359,0.67,125,0,85,85,'Dorycnium pentaphyllum'
19417,375.003,32407,995,0.026,0.000463,1057492,831,0.283,621,126,0,85,192,'Dorycnium pentaphyllum'
?,?,26775,1,-0,0,1015.17,836,295,626,104,0,85,85,'Dorycnium pentaphyllum'
?,?,41140,1,-0,0,1043.15,0.811,415,0.709,160,0,85,85,'Dorycnium pentaphyllum'
9.813,95.237,33051,0.979,105,2,982064,0.83,353,659,129,0,85,219,'Dorycnium pentaphyllum'
5.73,31391,33151,0.942,293,6,1226991,792,0.333,654,129,0,85,225,'Dorycnium pentaphyllum'
3932,13552,39895,893,527,12,1217771,775,0.407,0.694,155,0,85,221,'Dorycnium pentaphyllum'
?,?,35615,1,-0,0,1230889,784,0.38,0.678,139,0,85,85,'Dorycnium pentaphyllum'
?,?,33915,1,-0,0,1139453,794,0.393,0.69,132,0,85,85,'Dorycnium pentaphyllum'
4575,19257,33289,915,426,0.01,1037245,812,0.4,693,130,0,85,236,'Dorycnium pentaphyllum'
6.339,38525,37026,953,0.236,6,1111368,799,0.41,703,144,0,85,229,'Dorycnium pentaphyllum'
19494,378.003,32635,995,0.026,0.000257,964.031,823,423,708,127,0,85,165,'Dorycnium pentaphyllum'
5048,24104,40462,927,353,6,865471,0.837,452,737,158,0,85,219,'Dorycnium pentaphyllum'
3339,9.364,35143,857,715,0.013,1110.67,792,0.427,0.712,137,0,85,219,'Dorycnium pentaphyllum'
?,?,33915,1,-0,0,924127,831,436,0.724,132,0,85,85,'Dorycnium pentaphyllum'
6.827,45158,33626,0.959,209,5,991538,0.819,424,0.712,131,0,85,228,'Dorycnium pentaphyllum'
?,?,33660,1,-0,0,964.483,821,0.438,728,131,0,85,85,'Dorycnium pentaphyllum'
?,?,39100,1,-0,0,890422,0.829,455,0.719,152,0,85,85,'Dorycnium pentaphyllum'
?,?,35700,1,-0,0,871.094,835,0.448,0.72,139,0,85,85,'Dorycnium pentaphyllum'
4.51,18.804,43392,912,433,6,881289,838,0.422,0.7,169,0,85,207,'Dorycnium pentaphyllum'
19442,376.003,32492,995,0.026,0.000462,899347,0.839,0.417,696,126,0,85,192,'Dorycnium pentaphyllum'
3795,12511,35965,0.886,557,0.011,857795,845,415,695,140,0,85,215,'Dorycnium pentaphyllum'
6232,37272,31830,951,0.246,4,914025,0.824,455,0.719,124,0,85,208,'Dorycnium pentaphyllum'
?,?,28475,1,-0,0,836.032,843,439,0.71,111,0,85,85,'Dorycnium pentaphyllum'
?,?,28475,1,-0,0,102288,-172,0.007,287,111,0,85,85,'Dorycnium rectum'
?,?,24650,1,-0,0,105.532,-0.169,0.007,0.286,96,0,85,85,'Dorycnium rectum'
?,?,24055,1,-0,0,108564,-158,6,267,93,0,85,85,'Dorycnium rectum'
?,?,23290,1,-0,0,115.674,-228,0.007,272,90,0,85,85,'Dorycnium rectum'
?,?,27965,1,-0,0,108005,-0.16,8,282,109,0,85,85,'Dorycnium rectum'
?,?,20570,1,-0,0,91898,-0.13,0.007,278,80,0,85,85,'Dorycnium rectum'
?,?,29835,1,-0,0,92787,-121,0.007,289,116,0,85,85,'Dorycnium rectum'
?,?,26775,1,-0,0,92.84,-0.103,0.007,0.279,104,0,85,85,'Dorycnium rectum'
?,?,24905,1,-0,0,86.297,-45,0.007,275,97,0,85,85,'Dorycnium rectum'
?,?,26435,1,-0,0,75156,35,0.007,0.277,103,0,85,85,'Dorycnium rectum'
?,?,26265,1,-0,0,99677,-85,6,268,102,0,85,85,'Dorycnium rectum'
?,?,27115,1,-0,0,104645,-0.05,6,266,105,0,85,85,'Dorycnium rectum'
?,?,26690,1,-0,0,110369,-81,6,248,104,0,85,85,'Dorycnium rectum'
?,?,25500,1,-0,0,113704,-68,0.007,272,99,0,85,85,'Dorycnium rectum'
?,?,26180,1,-0,0,114.849,-152,6,255,102,0,85,85,'Dorycnium rectum'
?,?,23290,1,-0,0,80.48,-73,8,0.29,90,0,85,85,'Dorycnium rectum'
14418,216104,28419,988,0.059,1,132048,-0.08,6,251,111,0,85,216,'Dorycnium rectum'
14.859,229.994,29451,988,57,1,104975,-0.03,6,278,115,0,85,226,'Dorycnium rectum'
?,?,28475,1,-0,0,126385,-57,6,0.283,111,0,85,85,'Dorycnium rectum'
?,?,28135,1,-0,0,126875,-0.093,0.007,306,109,0,85,85,'Dorycnium rectum'
?,?,25330,1,-0,0,118035,-76,0.007,0.274,98,0,85,85,'Dorycnium rectum'
11168,129.943,26999,981,0.093,0.000868,104602,49,6,309,105,0,85,187,'Dorycnium rectum'
?,?,26690,1,-0,0,106564,-62,0.007,304,104,0,85,85,'Dorycnium rectum'
?,?,24480,1,-0,0,80092,55,0.007,0.323,95,0,85,85,'Dorycnium rectum'
17861,317003,27470,0.994,0.03,0.000477,99095,0.093,6,315,107,0,85,185,'Dorycnium rectum'
?,?,24990,1,-0,0,103.776,43,6,303,97,0,85,85,'Dorycnium rectum'
?,?,24225,1,-0,0,90802,87,0.007,0.333,94,0,85,85,'Dorycnium rectum'
?,?,27540,1,-0,0,106.487,76,6,282,107,0,85,85,'Dorycnium rectum'
?,?,25245,1,-0,0,101374,69,6,304,98,0,85,85,'Dorycnium rectum'
?,?,24650,1,-0,0,95.983,98,0.007,301,96,0,85,85,'Dorycnium rectum'
?,?,25415,1,-0,0,114.951,2,0.007,281,99,0,85,85,'Dorycnium rectum'
?,?,23715,1,-0,0,115079,-66,0.007,272,92,0,85,85,'Dorycnium rectum'
?,?,25840,1,-0,0,101.746,62,6,0.269,100,0,85,85,'Dorycnium rectum'
18111,326003,28188,0.994,0.03,0.000131,111.582,62,5,257,110,0,85,138,'Dorycnium rectum'
?,?,27200,1,-0,0,114029,19,6,247,106,0,85,85,'Dorycnium rectum'
?,?,28900,1,-0,0,119.872,138,5,263,112,0,85,85,'Dorycnium rectum'
?,?,25925,1,-0,0,116155,25,6,248,101,0,85,85,'Dorycnium rectum'
?,?,25245,1,-0,0,113.3,0.044,6,0.246,98,0,85,85,'Dorycnium rectum'
?,?,25840,1,-0,0,117102,4,6,247,100,0,85,85,'Dorycnium rectum'
?,?,26520,1,-0,0,116088,151,6,263,103,0,85,85,'Dorycnium rectum'
?,?,27030,1,-0,0,154746,71,5,259,105,0,85,85,'Dorycnium rectum'
?,?,25330,1,-0,0,152185,0.08,5,255,98,0,85,85,'Dorycnium rectum'
?,?,24565,1,-0,0,126766,138,6,268,95,0,85,85,'Dorycnium rectum'
?,?,25500,1,-0,0,149524,0.103,5,255,99,0,85,85,'Dorycnium rectum'
?,?,23970,1,-0,0,126194,128,6,266,93,0,85,85,'Dorycnium rectum'
?,?,28815,1,-0,0,353.45,858,0.013,349,112,0,85,85,'Dorycnium rectum'
18628,345.003,29814,0.994,0.028,0.00018,422879,853,15,354,116,0,85,149,'Dorycnium rectum'
?,?,25925,1,-0,0,158.163,769,5,287,101,0,85,85,'Dorycnium rectum'
16941,285003,24706,993,33,0.000166,362.864,893,23,0.393,96,0,85,141,'Dorycnium rectum'
?,?,24735,1,-0,0,361.39,0.854,0.013,344,96,0,85,85,'Dorycnium rectum'
?,?,26520,1,-0,0,769112,865,86,455,103,0,85,85,'Dorycnium rectum'
?,?,23630,1,-0,0,453282,851,0.018,0.352,92,0,85,85,'Dorycnium rectum'
?,?,25755,1,-0,0,647002,875,64,442,100,0,85,85,'Dorycnium rectum'
?,?,25330,1,-0,0,679672,878,0.08,0.454,98,0,85,85,'Dorycnium rectum'
?,?,23290,1,-0,0,833107,857,0.093,452,90,0,85,85,'Dorycnium rectum'
?,?,26605,1,-0,0,652734,893,124,494,103,0,85,85,'Dorycnium rectum'
?,?,26860,1,-0,0,751.483,872,0.1,0.47,104,0,85,85,'Dorycnium rectum'
10.53,111.129,27244,981,92,0.000753,729441,883,0.137,486,106,0,85,169,'Dorycnium rectum'
9535,89551,23621,978,0.104,0.000481,700.369,884,0.118,0.497,92,0,85,144,'Dorycnium rectum'
?,?,27200,1,-0,0,704025,887,156,518,106,0,85,85,'Dorycnium rectum'
?,?,25415,1,-0,0,689717,885,0.119,494,99,0,85,85,'Dorycnium rectum'
?,?,23715,1,-0,0,322943,0.89,0.018,341,92,0,85,85,'Dorycnium rectum'
?,?,23630,1,-0,0,689597,889,162,0.538,92,0,85,85,'Dorycnium rectum'
?,?,23885,1,-0,0,633059,897,141,0.492,93,0,85,85,'Dorycnium rectum'
?,?,26010,1,-0,0,617.397,0.9,192,561,101,0,85,85,'Dorycnium rectum'
?,?,27965,1,-0,0,661826,894,201,565,109,0,85,85,'Dorycnium rectum'
?,?,23290,1,-0,0,598261,878,0.052,433,90,0,85,85,'Dorycnium rectum'
11.174,128172,26260,0.98,95,2,700105,887,185,0.55,102,0,85,236,'Dorycnium rectum'
?,?,25415,1,-0,0,618.19,0.901,203,0.567,99,0,85,85,'Dorycnium rectum'
?,?,27285,1,-0,0,711.61,885,228,574,106,0,85,85,'Dorycnium rectum'
?,?,26690,1,-0,0,715.74,0.886,228,0.58,104,0,85,85,'Dorycnium rectum'
?,?,22865,1,-0,0,607321,902,218,589,89,0,85,85,'Dorycnium rectum'
?,?,30175,1,-0,0,700954,0.886,244,597,117,0,85,85,'Dorycnium rectum'
?,?,25160,1,-0,0,591.412,905,218,585,98,0,85,85,'Dorycnium rectum'
?,?,27285,1,-0,0,728.619,0.881,0.238,602,106,0,85,85,'Dorycnium rectum'
?,?,27795,1,-0,0,638592,897,261,629,108,0,85,85,'Dorycnium rectum'
?,?,27625,1,-0,0,828502,0.864,265,629,107,0,85,85,'Dorycnium rectum'
?,?,30175,1,-0,0,631826,894,301,662,117,0,85,85,'Dorycnium rectum'
?,?,25245,1,-0,0,653597,894,0.216,0.566,98,0,85,85,'Dorycnium rectum'
?,?,24480,1,-0,0,753291,877,252,635,95,0,85,85,'Dorycnium rectum'
?,?,28560,1,-0,0,702.23,885,0.274,639,111,0,85,85,'Dorycnium rectum'
?,?,25670,1,-0,0,696.531,0.886,244,615,100,0,85,85,'Dorycnium rectum'
7.162,50042,27005,0.962,0.186,1,715301,883,256,619,105,0,85,165,'Dorycnium rectum'
?,?,22950,1,-0,0,708556,883,0.29,0.66,89,0,85,85,'Dorycnium rectum'
?,?,27880,1,-0,0,734.79,0.88,251,618,108,0,85,85,'Dorycnium rectum'
?,?,25840,1,-0,0,741.526,879,0.28,636,100,0,85,85,'Dorycnium rectum'
?,?,27200,1,-0,0,675.792,889,0.27,623,106,0,85,85,'Dorycnium rectum'
17.263,296003,25655,993,32,0.00025,835107,0.864,0.23,593,100,0,85,155,'Dorycnium rectum'
?,?,27625,1,-0,0,853679,857,311,0.666,107,0,85,85,'Dorycnium rectum'
17.522,305003,26509,0.994,31,1,757957,875,278,0.651,103,0,85,244,'Dorycnium rectum'
?,?,21930,1,-0,0,568794,909,0.202,565,85,0,85,85,'Dorycnium rectum'
?,?,29070,1,-0,0,666818,884,0.35,685,113,0,85,85,'Dorycnium rectum'
?,?,23800,1,-0,0,762.07,872,0.339,0.686,92,0,85,85,'Dorycnium rectum'
?,?,23375,1,-0,0,787329,871,251,616,91,0,85,85,'Dorycnium rectum'
?,?,23800,1,-0,0,857.639,861,255,628,92,0,85,85,'Dorycnium rectum'
?,?,26435,1,-0,0,756812,873,327,684,103,0,85,85,'Dorycnium rectum'
?,?,24990,1,-0,0,787304,871,305,662,97,0,85,85,'Dorycnium rectum'
?,?,26095,1,-0,0,788806,861,0.346,0.681,101,0,85,85,'Dorycnium rectum'
?,?,25670,1,-0,0,785181,0.87,321,669,100,0,85,85,'Dorycnium rectum'
?,?,22865,1,-0,0,662.62,0.89,268,638,89,0,85,85,'Dorycnium rectum'
8889,82.03,23647,971,139,1,722783,873,335,0.658,92,0,85,181,'Dorycnium rectum'
?,?,26350,1,-0,0,767.62,0.869,0.31,662,102,0,85,85,'Dorycnium rectum'
?,?,29410,1,-0,0,724.276,877,355,703,114,0,85,85,'Dorycnium rectum'
?,?,25670,1,-0,0,752.866,0.869,342,0.673,100,0,85,85,'Dorycnium rectum'
?,?,26945,1,-0,0,701.652,0.876,364,706,105,0,85,85,'Dorycnium rectum'
?,?,26690,1,-0,0,680.522,883,321,665,104,0,85,85,'Dorycnium rectum'
?,?,28390,1,-0,0,773051,867,0.36,687,110,0,85,85,'Dorycnium rectum'
?,?,29240,1,-0,0,849825,855,366,698,114,0,85,85,'Dorycnium rectum'
?,?,24820,1,-0,0,841.32,856,314,0.651,96,0,85,85,'Dorycnium rectum'
?,?,26180,1,-0,0,920975,841,369,701,102,0,85,85,'Dorycnium rectum'
17029,288003,24990,993,33,0.000379,751288,0.869,363,708,97,0,85,170,'Dorycnium rectum'
?,?,23630,1,-0,0,740918,871,331,0.661,92,0,85,85,'Dorycnium rectum'
15589,241.004,20991,992,38,0.00041,689.849,889,268,633,81,0,85,166,'Dorycnium rectum'
?,?,26180,1,-0,0,740.958,0.87,377,713,102,0,85,85,'Dorycnium rectum'
?,?,26435,1,-0,0,766735,865,389,726,103,0,85,85,'Dorycnium rectum'
?,?,26095,1,-0,0,729.399,871,348,685,101,0,85,85,'Dorycnium rectum'
?,?,27370,1,-0,0,933.63,0.837,376,703,106,0,85,85,'Dorycnium rectum'
?,?,25500,1,-0,0,869627,851,366,684,99,0,85,85,'Dorycnium rectum'
?,?,25840,1,-0,0,899.608,847,0.372,0.729,100,0,85,85,'Dorycnium rectum'
?,?,23630,1,-0,0,722862,872,385,718,92,0,85,85,'Dorycnium rectum'
?,?,21675,1,-0,0,753.473,873,342,0.68,84,0,85,85,'Dorycnium rectum'
?,?,25840,1,-0,0,988873,828,386,0.73,100,0,85,85,'Dorycnium rectum'
?,?,23460,1,-0,0,717.228,0.876,0.378,705,91,0,85,85,'Dorycnium rectum'
?,?,26180,1,-0,0,823.759,855,389,713,102,0,85,85,'Dorycnium rectum'
?,?,27625,1,-0,0,826242,857,392,733,107,0,85,85,'Dorycnium rectum'
6.833,48.57,25403,946,256,2,870362,852,364,718,99,0,85,183,'Dorycnium rectum'
?,?,28050,1,-0,0,927429,0.84,0.372,0.712,109,0,85,85,'Dorycnium rectum'
?,?,21930,1,-0,0,872.006,848,387,721,85,0,85,85,'Dorycnium rectum'
?,?,27965,1,-0,0,831439,0.854,401,0.749,109,0,85,85,'Dorycnium rectum'
?,?,27795,1,-0,0,889.892,846,0.388,728,108,0,85,85,'Dorycnium rectum'
7.759,62438,26402,961,192,4,887.468,848,382,735,103,0,85,247,'Dorycnium rectum'
?,?,25160,1,-0,0,858.861,851,0.388,0.719,98,0,85,85,'Dorycnium rectum'
?,?,27285,1,-0,0,958.246,0.834,387,726,106,0,85,85,'Dorycnium rectum'
?,?,23885,1,-0,0,885196,845,377,698,93,0,85,85,'Dorycnium rectum'
?,?,25755,1,-0,0,844465,856,373,0.719,100,0,85,85,'Dorycnium rectum'
?,?,27965,1,-0,0,955.57,831,402,742,109,0,85,85,'Dorycnium rectum'
?,?,24650,1,-0,0,896.354,846,375,723,96,0,85,85,'Dorycnium rectum'
17776,314003,27203,0.994,31,0.000373,878.47,848,396,735,106,0,85,173,'Dorycnium rectum'
?,?,25500,1,-0,0,1019238,828,359,0.71,99,0,85,85,'Dorycnium rectum'
?,?,26180,1,-0,0,873387,0.849,391,0.724,102,0,85,85,'Dorycnium rectum'
?,?,24140,1,-0,0,814317,852,0.437,0.756,94,0,85,85,'Dorycnium rectum'
?,?,26180,1,-0,0,949564,833,391,735,102,0,85,85,'Dorycnium rectum'
8.84,76.81,27228,975,0.123,2,978679,825,405,752,106,0,85,187,'Dorycnium rectum'
16941,285003,24728,993,33,0.000323,799671,861,0.39,745,96,0,85,163,'Dorycnium rectum'
?,?,28985,1,-0,0,944574,838,374,735,113,0,85,85,'Dorycnium rectum'
?,?,29750,1,-0,0,948.353,0.839,0.367,716,116,0,85,85,'Dorycnium rectum'
?,?,25160,1,-0,0,937.974,0.842,366,723,98,0,85,85,'Dorycnium rectum'
?,?,29155,1,-0,0,881168,0.849,0.372,725,113,0,85,85,'Dorycnium rectum'
?,?,24140,1,-0,0,792.871,856,419,0.756,94,0,85,85,'Dorycnium rectum'
?,?,23630,1,-0,0,703335,879,0.383,753,92,0,85,85,'Dorycnium rectum'
?,?,24650,1,-0,0,893862,848,373,725,96,0,85,85,'Dorycnium rectum'
?,?,23375,1,-0,0,780419,865,387,0.751,91,0,85,85,'Dorycnium rectum'
16643,275004,23841,993,34,9232,992576,833,364,726,93,0,85,126,'Dorycnium rectum'
?,?,24055,1,-0,0,903217,0.842,396,745,93,0,85,85,'Dorycnium rectum'
?,?,26435,1,-0,0,843416,0.85,408,731,103,0,85,85,'Dorycnium rectum'
17.522,305003,26416,0.994,31,0.000216,952.31,833,0.393,0.734,103,0,85,151,'Dorycnium rectum'
?,?,25075,1,-0,0,955615,828,413,759,97,0,85,85,'Dorycnium rectum'
?,?,29070,1,-0,0,937.027,836,387,737,113,0,85,85,'Dorycnium rectum'
?,?,24395,1,-0,0,821862,852,425,0.751,95,0,85,85,'Dorycnium rectum'
6069,36422,21280,0.944,268,3,977934,823,0.407,754,83,0,85,188,'Dorycnium rectum'
?,?,26265,1,-0,0,835444,851,0.407,737,102,0,85,85,'Dorycnium rectum'
?,?,24650,1,-0,0,932.856,0.84,386,731,96,0,85,85,'Dorycnium rectum'
?,?,25075,1,-0,0,844.149,0.854,389,738,97,0,85,85,'Dorycnium rectum'
?,?,24650,1,-0,0,953502,0.832,0.399,738,96,0,85,85,'Dorycnium rectum'
?,?,27285,1,-0,0,800291,857,418,755,106,0,85,85,'Dorycnium rectum'
?,?,26860,1,-0,0,782.116,0.864,0.4,754,104,0,85,85,'Dorycnium rectum'
?,?,26690,1,-0,0,883085,843,0.411,0.749,104,0,85,85,'Dorycnium rectum'
?,?,26520,1,-0,0,1025244,825,0.372,0.724,103,0,85,85,'Dorycnium rectum'
?,?,24480,1,-0,0,1016419,825,0.383,736,95,0,85,85,'Dorycnium rectum'
?,?,26435,1,-0,0,961937,826,0.42,737,103,0,85,85,'Dorycnium rectum'
?,?,26095,1,-0,0,854.281,846,419,745,101,0,85,85,'Dorycnium rectum'
?,?,26435,1,-0,0,993118,0.817,424,0.74,103,0,85,85,'Dorycnium rectum'
?,?,24310,1,-0,0,793929,861,396,746,94,0,85,85,'Dorycnium rectum'
?,?,24225,1,-0,0,897.094,846,0.388,741,94,0,85,85,'Dorycnium rectum'
?,?,24055,1,-0,0,892122,851,0.36,715,93,0,85,85,'Dorycnium rectum'
?,?,21675,1,-0,0,848415,0.854,386,737,84,0,85,85,'Dorycnium rectum'
?,?,28050,1,-0,0,869586,846,405,0.74,109,0,85,85,'Dorycnium rectum'
10.494,109461,27992,982,0.09,1,873.103,847,402,0.739,109,0,85,191,'Dorycnium rectum'
?,?,29750,1,-0,0,878.27,0.84,0.421,753,116,0,85,85,'Dorycnium rectum'
?,?,27285,1,-0,0,754135,866,0.412,0.75,106,0,85,85,'Dorycnium rectum'
?,?,30090,1,-0,0,804704,855,419,755,117,0,85,85,'Dorycnium rectum'
12908,166.13,28256,988,0.059,0.000994,933188,0.83,0.421,752,110,0,85,198,'Dorycnium rectum'
?,?,26605,1,-0,0,1044931,821,377,725,103,0,85,85,'Dorycnium rectum'
?,?,24650,1,-0,0,963255,0.834,379,0.72,96,0,85,85,'Dorycnium rectum'
?,?,26180,1,-0,0,880.889,848,384,0.734,102,0,85,85,'Dorycnium rectum'
?,?,27710,1,-0,0,849245,0.85,397,737,108,0,85,85,'Dorycnium rectum'
9363,87.799,28193,976,0.119,1,885.756,846,389,741,110,0,85,181,'Dorycnium rectum'
?,?,26520,1,-0,0,766.277,865,397,736,103,0,85,85,'Dorycnium rectum'
7.38,52925,24146,965,0.17,0.00074,689.287,0.876,429,767,94,0,85,145,'Dorycnium rectum'
?,?,26605,1,-0,0,715414,0.874,413,753,103,0,85,85,'Dorycnium rectum'
?,?,29070,1,-0,0,836.91,848,0.43,757,113,0,85,85,'Dorycnium rectum'
?,?,22610,1,-0,0,869.239,0.85,0.394,0.734,88,0,85,85,'Dorycnium rectum'
?,?,25415,1,-0,0,868.853,847,0.399,745,99,0,85,85,'Dorycnium rectum'
?,?,23545,1,-0,0,914565,0.84,391,715,91,0,85,85,'Dorycnium rectum'
?,?,28985,1,-0,0,882008,843,0.407,0.73,113,0,85,85,'Dorycnium rectum'
?,?,28815,1,-0,0,817.233,0.859,389,0.734,112,0,85,85,'Dorycnium rectum'
?,?,25585,1,-0,0,870.491,846,414,752,99,0,85,85,'Dorycnium rectum'
?,?,26860,1,-0,0,934758,0.84,0.372,721,104,0,85,85,'Dorycnium rectum'
?,?,29580,1,-0,0,813587,0.86,0.38,0.712,115,0,85,85,'Dorycnium rectum'
?,?,29580,1,-0,0,888084,845,0.399,725,115,0,85,85,'Dorycnium rectum'
?,?,26095,1,-0,0,948.027,833,391,731,101,0,85,85,'Dorycnium rectum'
?,?,23120,1,-0,0,917654,846,364,715,90,0,85,85,'Dorycnium rectum'
?,?,27455,1,-0,0,936995,0.834,397,0.729,107,0,85,85,'Dorycnium rectum'
?,?,26435,1,-0,0,949012,0.834,386,731,103,0,85,85,'Dorycnium rectum'
?,?,27370,1,-0,0,983.634,0.83,0.37,718,106,0,85,85,'Dorycnium rectum'
?,?,26775,1,-0,0,990836,828,377,725,104,0,85,85,'Dorycnium rectum'
?,?,23035,1,-0,0,815827,861,369,713,89,0,85,85,'Dorycnium rectum'
?,?,22270,1,-0,0,914586,835,0.411,736,86,0,85,85,'Dorycnium rectum'
?,?,27030,1,-0,0,872615,851,0.367,691,105,0,85,85,'Dorycnium rectum'
?,?,27455,1,-0,0,772637,865,0.398,725,107,0,85,85,'Dorycnium rectum'
?,?,26265,1,-0,0,1040.926,813,0.41,746,102,0,85,85,'Dorycnium rectum'
?,?,28305,1,-0,0,847.219,857,348,691,110,0,85,85,'Dorycnium rectum'
9185,84.628,27673,975,121,1,1003814,818,413,733,108,0,85,179,'Dorycnium rectum'
?,?,26945,1,-0,0,833012,0.854,392,721,105,0,85,85,'Dorycnium rectum'
?,?,26095,1,-0,0,854.991,848,402,725,101,0,85,85,'Dorycnium rectum'
17664,310003,26844,0.994,31,0.000232,944462,835,371,0.702,104,0,85,154,'Dorycnium rectum'
?,?,24140,1,-0,0,798.391,863,0.357,706,94,0,85,85,'Dorycnium rectum'
?,?,23970,1,-0,0,866253,845,0.417,754,93,0,85,85,'Dorycnium rectum'
?,?,27795,1,-0,0,795105,861,369,0.714,108,0,85,85,'Dorycnium rectum'
?,?,26860,1,-0,0,944405,0.832,406,733,104,0,85,85,'Dorycnium rectum'
?,?,22695,1,-0,0,923.996,0.84,379,706,88,0,85,85,'Dorycnium rectum'
?,?,26860,1,-0,0,852439,0.85,391,715,104,0,85,85,'Dorycnium rectum'
?,?,21505,1,-0,0,1029452,823,377,701,84,0,85,85,'Dorycnium rectum'
?,?,21335,1,-0,0,853842,0.849,0.393,716,83,0,85,85,'Dorycnium rectum'
?,?,26520,1,-0,0,758457,868,382,715,103,0,85,85,'Dorycnium rectum'
?,?,23885,1,-0,0,943.45,0.832,401,731,93,0,85,85,'Dorycnium rectum'
?,?,28135,1,-0,0,973015,0.829,373,0.692,109,0,85,85,'Dorycnium rectum'
?,?,18955,1,-0,0,887.339,0.844,0.393,741,74,0,85,85,'Dorycnium rectum'
6227,37159,28147,951,0.234,2,895725,847,359,698,109,0,85,161,'Dorycnium rectum'
?,?,28730,1,-0,0,1034553,825,361,684,112,0,85,85,'Dorycnium rectum'
?,?,27795,1,-0,0,946296,0.842,0.351,0.694,108,0,85,85,'Dorycnium rectum'
?,?,28390,1,-0,0,845326,0.859,354,691,110,0,85,85,'Dorycnium rectum'
?,?,24140,1,-0,0,866.661,852,368,0.717,94,0,85,85,'Dorycnium rectum'
?,?,27115,1,-0,0,822.251,858,364,693,105,0,85,85,'Dorycnium rectum'
?,?,25160,1,-0,0,985449,0.837,341,0.689,98,0,85,85,'Dorycnium rectum'
?,?,25840,1,-0,0,820158,862,331,0.671,100,0,85,85,'Dorycnium rectum'
14.79,218232,93061,991,51,1,105795,0.04,19,0.454,363,0,85,234,'Hedysarum coronarium'
23.124,533435,91305,996,21,0.000523,64565,32,16,446,356,0,85,225,'Hedysarum coronarium'
22959,525154,90336,996,0.022,0.000403,67635,34,0.018,456,352,0,85,204,'Hedysarum coronarium'
?,?,92055,1,-0,0,70781,0.07,0.018,455,359,0,85,85,'Hedysarum coronarium'
20295,409.94,106185,995,0.027,0.000814,116969,96,19,0.45,414,0,85,236,'Hedysarum coronarium'
34.22,1169001,99907,998,0.01,0.000179,140778,57,0.022,0.468,390,0,85,202,'Hedysarum coronarium'
?,?,122995,1,-0,0,76554,15,17,446,480,0,85,85,'Hedysarum coronarium'
?,?,102765,1,-0,0,56.531,78,0.02,475,401,0,85,85,'Hedysarum coronarium'
?,?,111180,1,-0,0,90.998,0.07,0.018,456,434,0,85,85,'Hedysarum coronarium'
?,?,105230,1,-0,0,101.893,0.082,0.018,442,411,0,85,85,'Hedysarum coronarium'
24104,579002,99560,997,0.018,0.000515,76.853,68,19,457,388,0,85,225,'Hedysarum coronarium'
25.249,635502,109181,997,17,0.000525,96083,0.1,0.02,0.454,426,0,85,233,'Hedysarum coronarium'
?,?,110925,1,-0,0,178.24,111,19,442,433,0,85,85,'Hedysarum coronarium'
?,?,117300,1,-0,0,91479,86,0.018,447,458,0,85,85,'Hedysarum coronarium'
