@relation FeaturesBW_Gray

@attribute Area numeric
@attribute Perimeter numeric
@attribute x_Feret numeric
@attribute x_Breadth numeric
@attribute x_AspRatio numeric
@attribute x_RFactor numeric
@attribute x_ConvexArea numeric
@attribute x_ConvexPerimeter numeric
@attribute x_ArEquivD numeric
@attribute x_PerEquivD numeric
@attribute x_MinR numeric
@attribute x_MaxR numeric
@attribute x_avgR numeric
@attribute x_VarianceR numeric
@attribute x_EquivEllAr numeric
@attribute x_ModRatio numeric
@attribute x_HaralickRatio numeric
@attribute x_ThinnessR numeric
@attribute x_Roundness numeric
@attribute x_Compactness numeric
@attribute x_Solidity numeric
@attribute x_Convexity numeric
@attribute x_Concavity numeric
@attribute x_ArBBox numeric
@attribute x_Rectang numeric
@attribute x_Sphericity numeric
@attribute x_Elongation numeric
@attribute x_BendingEnergy numeric
@attribute x_Jaggedness numeric
@attribute x_Circularity numeric
@attribute x_Endocarp numeric
@attribute DistanceCM_FB numeric
@attribute Mean numeric
@attribute Min numeric
@attribute Max numeric
@attribute Mode numeric
@attribute StD numeric
@attribute Skewness numeric
@attribute Kurtosis numeric
@attribute IntensitySum numeric
@attribute Uniformity numeric
@attribute Entropy numeric
@attribute SmothnessR numeric
@attribute GLCM_Contrast numeric
@attribute GLCM_Correlation numeric
@attribute GLCM_Energy numeric
@attribute GLCM_Homogeneity numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}

@data
2145,225078,59203,48,1.233,38916,7238,174597,52.26,71645,24,29.602,27.08,3773,2231902,0.811,13.941,23.618,779,883,0.296,0.776,5093,2841.746,755,0.811,1879,242,0.729,532,1919922,7541,103.128692,1,182,127,4738,26.738,713.906,182705,997,17,0.000345,433.1,598,0.059,588,'Senna alexandrina'
1949,214007,62426,47505,1314,55408,10866.5,170.786,49815,68.121,23753,31213,25.02,9.08,2329149,0.761,8304,23.499,637,0.798,179,0.798,8917.5,2965.564,657,0.761,1.87,0.04,731,535,1734993,7605,132.009241,5,248,130,7106,18.19,332154,166431,0.994,38,0.000776,611766,835,0.103,695,'Senna alexandrina'
2170,209037,62968,47,1.34,44.51,8805,178696,52.564,66538,23.5,31484,26816,8236,2324.392,746,9344,20137,0.697,835,0.246,855,6635,2959508,733,746,1.602,12,0.79,624,1960963,14.354,107.941837,6,233,115,2576,46551,2165,184570,0.999,6,0.000102,1006.218,0.709,0.052,578,'Senna alexandrina'
1934,207622,57315,47618,1204,57.803,10408,165.186,49.623,66.088,23809,28.657,25413,3.581,2143.539,831,13429,22289,0.75,866,0.186,0.796,8474,2729239,0.709,831,1774,102,0.751,564,1726378,11.528,120.871349,1,243,123,6.413,19621,383392,165021,995,32,0.000632,740191,0.876,128,662,'Senna alexandrina'
2054,193.823,63246,45.94,1.377,49091,9754,171614,51.139,61.696,22.97,31623,25885,8506,2281951,726,8875,18.29,654,809,0.211,885,7700,2905.47,0.707,726,1455,61,0.829,687,1860.177,2476,100.141823,1,213,114,2957,45.288,2049,174724,0.999,6,0.000134,44.491,184,75,613,'Senna alexandrina'
1630,181581,55227,42.72,1.293,60467,10491,154.83,45.556,57799,21.36,27.613,23414,5.108,1852.982,774,10.359,20.228,0.68,825,155,853,8861,2359.29,691,774,1.61,491,0.788,621,1448.419,7.464,116.473333,1,224,142,0,28545,812914,138550,1,-0,0,801.119,877,265,0.74,'Senna alexandrina'
1635,189.966,60.017,36,1.667,11368,2143.5,161116,45.626,60468,18,30.008,23619,18968,1696931,0.6,5.423,22.071,578,0.76,763,848,508.5,2160.6,757,0.6,1756,81,755,569,1445.034,8575,97.454545,4,196,79,4668,28545,812914,139242,998,15,0.000335,769.979,623,46,557,'Senna alexandrina'
3220,215338,72111,56,1288,14.768,3345.5,208882,64.03,68544,28,36056,32824,7607,3171.609,777,11901,14401,0.788,888,0.962,0.97,125.5,4038217,797,777,1146,15,934,873,3004.662,3.914,113.985143,3,189,131,0,21728,476015,273700,1,-0,0,53412,895,98,693,'Spartium junceum'
2734,205.38,71063,52257,1.36,13026,2908,197537,59,65374,26128,35532,29145,13.266,2916603,735,8002,15.428,0.689,0.83,0.94,0.962,174,3713534,736,735,1228,198,902,815,2528.62,16014,104.563845,12,217,88,5.799,21728,476015,233128,996,0.028,0.000517,69.526,0.913,102,0.704,'Spartium junceum'
2807,203338,71063,51.056,1392,13.1,2924.5,197456,59783,64725,25.528,35532,30.757,10.916,2849.582,718,9309,14.73,708,841,0.96,971,117.5,3628.201,774,718,1172,0.011,924,853,2603.662,2745,129.615624,16,209,106,6313,14.098,197.152,239848,0.99,0.059,0.000612,61.689,0.901,102,0.704,'Spartium junceum'
3056,210267,72236,55,1.313,14238,3231,206067,62378,66.93,27.5,36118,31951,8889,3120.359,0.761,10717,14467,746,0.864,946,0.98,175,3972965,769,0.761,1151,7.089,932,0.869,2845.733,9122,71.317455,2,173,54,2.52,39089,1526934,259957,0.999,0.009,0.000196,74.05,902,105,715,'Spartium junceum'
2912,204267,66851,55,1215,14635,3073.5,199082,60.891,65.02,27.5,33425,31112,2.959,2887738,823,18087,14329,0.83,0.911,0.947,975,161.5,3676782,792,823,1.14,106,0.936,877,2707.733,8234,74.958199,1,164,52,1.816,53935,2907,247618,0.999,4,0.000196,60158,0.881,0.104,708,'Spartium junceum'
2462,190995,64078,50.52,1268,13.04,2625,185007,55989,60.796,25.26,32039,27303,10228,2542533,0.788,8537,14817,763,0.874,938,0.969,163,3237.253,0.761,0.788,1179,21,0.921,848,2271005,12689,77.127068,1,195,29,3571,28607,816566,209577,998,15,0.000196,52.71,883,0.101,0.7,'Spartium junceum'
2576,202.409,66888,52576,1272,13173,2768,190208,57.27,64429,26288,33444,27889,9124,2762006,0.786,9.233,15.904,733,856,0.931,0.94,192,3516695,733,0.786,1266,175,889,0.79,2373591,10948,64.543849,2,200,32,5.328,19206,368176,219675,995,33,0.000436,83339,914,0.101,0.707,'Spartium junceum'
2450,187924,64661,50703,1275,13092,2659.5,183329,55852,59.818,25351,32.33,27.681,8065,2574899,784,9747,14.414,746,0.864,0.921,976,209.5,3278.463,747,784,1147,0.119,934,872,2262076,2821,63.739054,1,200,23,4.972,20.28,411274,208852,995,31,0.00038,61504,892,105,0.704,'Spartium junceum'
2512,188.711,64815,52,1246,13.461,2741,185014,56.554,60.068,26,32408,28.933,2886,2647095,802,17.03,14177,0.761,873,0.916,0.98,229,3370386,745,802,1128,0.388,941,0.886,2323.289,11.899,78.238549,1,217,33,9304,10.904,117.754,215659,983,102,1,46497,0.788,102,698,'Spartium junceum'
2410,185296,61847,50544,1224,13302,2584.5,181.68,55394,58982,25272,30.923,28096,6513,2455115,0.817,11009,14247,802,0.896,932,0.98,174.5,3125.95,0.771,0.817,1.134,4.616,0.939,882,2224.704,7359,73.995792,0,174,63,0,10201,102.86,204850,1,-0,0,45.789,0.811,105,703,'Spartium junceum'
2199,179196,63.127,47.7,1.323,12.399,2459,174.63,52.914,57.04,23.85,31.563,26.777,7767,2364.94,0.756,9.608,14603,703,838,894,975,260,3011135,0.73,0.756,1162,43,0.928,861,2019.804,10005,103.958824,2,220,102,10922,10201,102.86,189264,981,115,2,70095,0.896,111,0.719,'Spartium junceum'
2142,175.439,61.4,47,1306,12214,2356,171705,52223,55.844,23.5,30.7,26.28,7921,2266514,765,9338,14.369,723,851,909,0.979,214,2885815,742,765,1143,43,935,875,1966.561,12502,102.074701,9,182,87,6.16,14606,212055,182972,991,0.058,0.000583,63646,897,99,0.699,'Spartium junceum'
3292,221095,74465,55,1354,20463,4787,213.353,64742,70377,27.5,37232,33963,3531,3216647,0.739,18075,14849,0.756,0.869,688,965,1495,4095562,804,0.739,1182,1.336,0.92,846,3070905,9265,122.2299,17,207,111,0,21.38,466745,279820,1,-0,0,301781,0.933,83,654,'Spartium junceum'
2830,203.48,71868,55,1307,18015,4067.5,198.41,60027,64.77,27.5,35934,30465,11052,3104472,765,9164,14.63,698,835,696,975,1237.5,3952736,716,765,1.164,306,927,0.859,2626.52,9408,66.25779,2,187,28,0,21.38,466745,240550,1,-0,0,302028,0.933,86,0.671,'Spartium junceum'
2986,210.853,69921,52,1345,16741,3677.5,202.341,61659,67117,26,34961,32221,4854,2855639,0.744,14625,14.889,778,882,812,0.96,691.5,3635.912,821,0.744,1185,121,919,0.844,2775147,19561,74.396576,0,205,36,4975,21.38,466745,254521,995,0.03,0.000381,350885,0.926,0.082,637,'Spartium junceum'
2491,193.38,67.72,49299,1374,15.236,3241.5,188.091,56317,61555,24.65,33.86,27655,10356,2622.101,728,8593,15012,0.692,0.832,768,973,750.5,3338562,746,728,1195,353,915,0.837,2297.62,9.136,110.753988,10,196,77,10.642,9368,86464,214552,978,135,2,310971,0.933,0.082,638,'Spartium junceum'
2684,204.409,70937,49.502,1433,16645,3709.5,195588,58458,65065,24.751,35468,29.001,17289,2757923,698,6975,15567,679,0.824,0.724,0.957,1025.5,3511.496,764,698,1239,285,898,807,2479591,8413,121.75639,18,186,107,5685,17.3,298704,229023,993,42,0.000497,411411,0.918,0.082,621,'Spartium junceum'
2348,186894,66242,44379,1493,15245,3172.5,183.559,54677,59.49,22.19,33121,26.411,17328,2308884,0.67,6345,14876,0.681,825,0.74,982,824.5,2939762,799,0.67,1.184,61,919,845,2161106,14224,112.851932,13,197,91,0,17195,293871,199580,1,-0,0,335844,932,0.082,622,'Spartium junceum'
2385,187924,63008,51381,1226,16454,3257,180.61,55106,59.818,25691,31504,27.66,4.5,2542.66,815,13038,14807,765,875,732,961,872,3237415,737,815,1178,0.144,0.921,0.849,2197076,13.521,71.426219,1,181,31,5438,17195,293871,203477,993,0.041,0.000454,374809,924,81,0.62,'Spartium junceum'
2458,186.51,60.803,52.884,1.15,16313,3116,181125,55.943,59368,26.442,30401,27934,2.607,2525442,0.87,17.3,14.152,847,0.92,789,971,658,3215493,764,0.87,1126,0.211,0.942,888,2271.49,4.611,69.119396,1,187,34,3.709,28734,826699,209248,998,16,0.000212,361333,924,75,616,'Spartium junceum'
2262,181.439,63.891,48.806,1.309,15195,3050,176.568,53.666,57754,24.403,31945,26.89,8154,2449069,764,9417,14.553,706,0.84,742,973,788,3118.251,725,764,1158,0.018,929,863,2080561,6026,71.440706,1,188,49,7565,13159,171.871,193568,0.989,68,0.000879,354.308,925,76,628,'Spartium junceum'
2418,189.439,61847,50548,1224,17916,3481,182.684,55.486,60.3,25274,30.923,28025,4141,2455342,0.817,13772,14842,805,897,695,0.964,1063,3126238,773,0.817,1181,253,0.92,847,2228561,5021,114.796706,4,208,106,0,48477,2348,205530,1,-0,0,351251,0.926,78,0.61,'Spartium junceum'
2353,185.439,60465,49,1234,18.786,3568.5,178.409,54735,59027,24.5,30232,27.999,3781,2326.961,0.81,14398,14614,0.819,905,659,0.962,1215.5,2962778,794,0.81,1163,275,927,0.86,2167561,4337,104.853085,7,206,84,2165,48477,2348,200110,0.999,5,0.000747,374.118,0.928,86,605,'Spartium junceum'
2319,181296,61911,46,1.346,19293,3752.5,178.374,54338,57708,23,30956,28608,2549,2236748,743,17.92,14.174,0.77,878,618,0.984,1433.5,2847.916,0.814,743,1128,77,0.942,887,2137.704,23.207,56.400981,1,196,28,6974,16018,255.211,198123,992,49,0.000747,334634,929,75,0.61,'Spartium junceum'
2770,205238,72.67,49341,1473,18828,4298.5,199.22,59387,65329,24671,36335,29276,23246,2816.169,679,6072,15207,0.668,0.817,644,971,1528.5,3585658,773,679,1.21,165,909,826,2564762,9.79,63.910388,1,187,23,2727,37187,1381211,235653,0.999,0.009,0.000114,460409,0.93,204,0.699,'Spartium junceum'
3202,215.681,73539,55,1337,21.74,5022.5,209889,63.851,68653,27.5,36.77,33006,7894,3176.661,748,11748,14.528,754,868,638,973,1820.5,4044651,792,748,1156,214,0.93,865,2986.319,19895,60.988424,1,187,20,5979,17.106,292225,273291,993,0.044,0.000549,447652,0.933,237,711,'Spartium junceum'
2934,207.539,73.239,49,1495,18.519,4261,202.897,61.12,66062,24.5,36.62,32.3,6354,2818.58,669,12814,14.68,696,835,0.689,978,1327,3588.727,818,669,1168,21,925,856,2726461,37334,74.297148,2,207,27,8059,12.174,147614,251338,986,85,0.000998,470539,0.928,185,685,'Spartium junceum'
2694,195.823,67476,52848,1.277,19926,4224,192.13,58567,62333,26424,33738,28998,9262,2800716,0.783,9.528,14.234,753,868,638,981,1530,3565982,755,0.783,1133,85,0.94,883,2498177,7402,57.81665,2,168,32,4019,25.972,673.963,229407,997,19,0.000248,469.192,929,218,0.7,'Spartium junceum'
2800,201.439,66.4,54,1.23,23878,4981,194705,59708,64.12,27,33.2,30485,3034,2816136,813,17.501,14492,809,899,562,0.967,2181,3585616,0.781,813,1153,379,0.931,867,2598561,18058,52.351269,0,177,29,0,34418,1184132,238000,1,-0,0,477093,0.928,203,691,'Spartium junceum'
2366,190.066,67119,45.709,1.468,18261,3850.5,184.598,54886,60.5,22855,33.56,26.673,17.432,2409576,0.681,6.389,15.268,669,818,614,971,1484.5,3067967,0.771,0.681,1215,0.011,907,823,2175.934,14172,68.496726,1,205,31,3.229,34418,1184132,201332,998,0.011,0.00016,482.698,927,252,0.712,'Spartium junceum'
2349,189.48,65215,46852,1392,20.27,4153,181192,54.689,60313,23426,32.608,26.696,13368,2399755,718,7.302,15284,703,0.839,0.566,956,1804,3055.463,769,718,1216,0.144,907,0.822,2159.52,11.734,69.387013,1,193,30,3.507,28074,788.991,199959,997,16,0.000189,497908,925,235,706,'Spartium junceum'
2383,184267,60.44,51,1185,23404,4444,178917,55083,58.654,25.5,30.22,27.848,2783,2420945,0.844,16.693,14249,831,0.911,536,971,2061,3082.443,773,0.844,1.134,43,0.939,882,2198.733,14502,105.316279,1,210,99,0,6921,46003,202555,1,-0,0,468.45,929,255,727,'Spartium junceum'
2277,182167,58941,50,1179,21359,3955,175274,53.844,57985,25,29.47,27123,2332,2314594,848,17762,14.574,835,914,0.576,0.962,1678,2947032,773,848,1.16,0.04,929,862,2094833,5814,78.798313,1,207,30,16282,6921,46003,198803,961,0.219,4,514.787,922,264,713,'Spartium junceum'
2152,176.853,57723,49,1178,23.403,4244,171945,52345,56294,24.5,28862,26.298,4728,2221.46,0.849,12.094,14534,0.822,907,507,972,2092,2828.45,0.761,0.849,1157,457,0.93,865,1975.147,4718,72.501166,1,204,28,5029,17.71,314664,183535,0.994,0.041,0.000389,499.047,925,252,721,'Spartium junceum'
2045,172.51,59908,45,1331,22916,4313,168989,51027,54912,22.5,29954,26025,6369,2117333,0.751,10.312,14552,725,852,474,0.98,2268,2695.872,759,0.751,1158,55,929,0.864,1872.49,15.81,82.951895,2,188,103,11.88,9236,84.34,176456,977,142,2,520865,0.921,272,728,'Spartium junceum'
2187,177882,60.836,44,1383,23713,4532,174426,52769,56622,22,30.418,27.718,4146,2102.336,723,13613,14468,752,867,483,981,2345,2676777,0.817,723,1151,331,932,0.869,2009118,15.08,70.089112,1,199,29,11.46,9259,84.142,188583,977,0.137,2,509926,0.923,268,723,'Spartium junceum'
3206,218024,73.239,54,1.356,25551,5879,210593,63.891,69399,27,36.62,33351,5.991,3106.19,737,13626,14827,0.761,872,545,966,2673,3954.924,0.811,737,1.18,2377,0.921,848,2987.976,36399,103.177491,1,223,61,6473,15.174,229.749,273880,991,55,0.000644,603906,897,426,0.74,'Spartium junceum'
3086,214.853,74324,52,1429,22553,5266,206838,62683,68.39,26,37162,32954,8.06,3035429,0.7,11.607,14958,711,843,586,963,2180,3864828,0.798,0.7,1.19,207,917,0.84,2871147,21.048,60.700652,1,163,17,4418,19902,398.693,263001,995,34,0.0003,624565,897,405,726,'Spartium junceum'
3025,213338,74847,53,1412,21.258,4998.5,206.059,62.061,67908,26.5,37423,32.237,10329,3115.568,708,10.03,15046,688,0.829,605,966,1973.5,3966865,763,708,1197,222,914,835,2811.662,23822,65.521739,2,209,29,9.153,10998,119961,259642,0.984,0.104,1,640644,892,419,0.734,'Spartium junceum'
2819,204.309,69051,52324,1.32,17711,3842,197.129,59.91,65033,26162,34525,30.078,11025,2837.65,758,9058,14807,753,868,0.734,965,1023,3613008,0.78,758,1178,85,0.921,0.849,2614.691,6,90.708171,1,181,98,3005,37.822,1436.333,239840,0.999,0.009,0.000139,666953,885,0.438,747,'Spartium junceum'
3127,212.853,74202,55246,1.343,25904,6038.5,207.154,63098,67753,27623,37101,32217,10.3,3219.642,745,10039,14489,723,0.85,518,973,2911.5,4099375,763,745,1153,0.088,0.931,867,2914147,4928,126.133403,13,201,130,0,5522,28691,265795,1,-0,0,627934,0.891,441,746,'Spartium junceum'
2700,200.652,68118,53628,1.27,25299,5414,194053,58632,63869,26814,34059,29546,10432,2869.041,787,9148,14912,741,861,499,0.967,2714,3652.977,0.739,787,1187,0.037,0.918,843,2499348,4.83,72.957721,0,174,63,17.737,5522,28691,237951,0.94,337,5,636.71,0.89,436,745,'Spartium junceum'
2456,192.066,67082,50205,1.336,20608,4343,186.15,55.92,61137,25.102,33541,27.578,12032,2645.084,748,7.951,15.02,695,0.834,0.566,0.969,1887,3367.826,0.729,748,1195,126,915,0.837,2263.934,17532,73.428157,2,194,33,3096,35028,1225607,208977,998,0.01,0.000147,648401,888,447,752,'Spartium junceum'
2744,199196,68015,54,1.26,27.797,5939.5,194.098,59.108,63.406,27,34007,29913,7845,2884.606,794,10.68,14.46,755,0.869,462,0.974,3195.5,3672.794,747,794,1151,293,932,0.869,2544804,25829,79.915076,1,211,71,6473,15095,226612,234415,991,55,0.000644,611805,0.896,424,743,'Spartium junceum'
2617,198267,70178,51.226,1.37,26346,5808.5,190.721,57724,63.11,25.613,35089,28.56,13382,2823491,0.73,7807,15.021,677,823,451,0.962,3191.5,3594.98,728,0.73,1195,0.279,915,0.837,2418.733,7914,85.81106,5,188,83,22861,4086,14905,236437,898,551,8,595966,892,478,0.77,'Spartium junceum'
2331,184.652,59615,51675,1.154,23.883,4473,178.189,54479,58776,25838,29.808,26814,4629,2419.537,867,12464,14627,835,914,521,965,2142,3080.65,757,867,1.164,132,927,0.859,2146348,5.866,67.184111,2,210,26,7001,15255,231.616,199204,991,53,0.000753,627.963,0.89,0.448,755,'Spartium junceum'
2048,172953,59464,44,1351,29781,5563.5,168.448,51065,55.053,22,29732,26467,3.93,2054938,0.74,13.351,14606,737,0.859,368,0.974,3515.5,2616428,0.783,0.74,1162,2637,0.928,0.86,1875047,4729,44.738431,1,183,25,9439,10765,115488,175886,983,105,1,592.353,0.896,0.454,0.756,'Spartium junceum'
2093,177882,64.07,44,1456,35187,7082.5,173733,51.623,56622,22,32035,26754,9589,2214.11,687,8.64,15118,649,0.806,0.296,977,4989.5,2819092,742,687,1203,46,912,831,1915118,25.543,121.535579,4,199,95,6489,18604,344208,178633,0.994,34,0.000647,603.353,0.89,475,768,'Spartium junceum'
3139,216024,75.18,55,1367,27525,6501,209808,63.219,68763,27.5,37.59,32452,8141,3247534,732,11374,14867,0.707,841,483,971,3362,4134888,759,732,1183,5023,919,845,2922.976,23.16,69.96727,2,197,35,1838,56,3134,266918,0.999,4,0.000193,477251,0.886,618,0.834,'Spartium junceum'
3110,215.439,74404,55,1.353,26375,6165,206368,62927,68.576,27.5,37202,32445,8.403,3214035,0.739,11193,14.924,715,846,504,958,3055,4092237,0.76,0.739,1188,0.027,0.918,0.842,2894.561,27919,67.913873,1,180,29,3.541,27.85,774007,264745,997,17,0.000193,492043,885,0.61,0.829,'Spartium junceum'
3119,217296,75432,55,1371,32685,7745.5,208937,63018,69168,27.5,37716,32666,4073,3258.432,0.729,16186,15.139,698,835,0.403,0.962,4626.5,4148765,752,0.729,1205,81,0.911,0.83,2901704,20686,78.191639,1,194,27,6706,16127,259069,266412,992,49,0.000691,508.803,0.88,614,0.83,'Spartium junceum'
2709,199196,67119,54,1.243,36531,7703,194017,58.73,63.406,27,33.56,29919,5.377,2846.63,805,12.902,14647,0.766,875,0.352,0.974,4994,3624442,747,805,1166,818,0.926,858,2509804,7675,55.211289,1,165,24,2017,52019,2704,230370,0.999,5,8,520424,0.881,598,825,'Spartium junceum'
2513,193338,66483,52771,1.26,29.203,6099.5,185326,56565,61.541,26386,33242,28285,6165,2755485,794,11.392,14875,0.724,851,0.412,0.959,3586.5,3508.392,716,794,1.184,174,919,845,2319.662,5.492,79.314157,2,177,33,22237,4.597,19458,225376,0.916,473,8,466.933,885,633,841,'Spartium junceum'
2350,186.853,60.539,51,1187,37.163,7068,178859,54.7,59477,25.5,30.27,27862,3197,2424.918,0.842,15.584,14.857,816,904,332,0.957,4718,3087.501,0.761,0.842,1182,55,0.92,846,2163147,1.741,111.658155,6,204,116,11463,8752,74982,202804,975,151,2,473895,885,625,0.837,'Spartium junceum'
2306,183782,62968,49332,1276,33935,6713,178.098,54.186,58.5,24666,31484,27504,4.696,2439698,0.783,12693,14647,741,861,344,0.969,4407,3106.32,742,0.783,1166,171,0.926,858,2122218,5749,110.976634,16,182,99,13965,6642,42.766,200818,956,255,3,490083,889,598,826,'Spartium junceum'
2143,176.51,60.166,47.6,1264,25408,4802.5,172.3,52.236,56185,23.8,30.083,25.977,9089,2249319,0.791,8616,14538,754,868,446,976,2659.5,2863922,748,0.791,1157,25,0.93,0.864,1966.49,11.348,71.978476,1,187,30,7.1,13873,190655,183247,0.99,0.059,0.000775,500.946,882,612,0.829,'Spartium junceum'
2254,183054,63812,46,1.387,39766,7972,178.098,53.571,58268,23,31906,27971,4436,2305428,721,13.281,14866,705,0.84,0.283,973,5718,2935362,768,721,1183,0.058,919,845,2070946,2097,67.344324,1,179,59,0,11057,120825,191590,1,-0,0,475673,888,616,831,'Spartium junceum'
2224,178.711,62129,45,1381,40713,7946.5,176158,53214,56885,22.5,31064,27.87,4.156,2195817,0.724,13671,14.36,0.734,857,0.28,986,5722.5,2795.8,795,0.724,1143,0.952,935,875,2045289,10.08,81.48231,2,214,21,8.534,11057,120825,190750,0.984,96,1,500527,0.88,619,833,'Spartium junceum'
2114,175.397,63.53,42,1.513,37656,7515.5,173196,51881,55831,21,31765,27.7,4561,2095631,0.661,12.971,14.553,667,0.817,281,987,5401.5,2668.24,792,0.661,1158,5891,929,0.864,1938.603,9416,63.486423,1,188,27,11.871,8915,77.894,182483,976,146,2,472874,887,625,0.837,'Spartium junceum'
2186,177983,62169,43,1446,44.693,8729,176105,52757,56.654,21.5,31085,28201,2571,2099583,0.692,17.589,14491,0.72,0.849,0.25,0.989,6543,2673272,818,0.692,1153,595,0.931,867,2008017,10.566,76.312879,1,214,38,0,8.74,74595,185810,1,-0,0,464901,0.891,615,0.832,'Spartium junceum'
2993,212267,73389,52,1411,28494,6569.5,203.75,61732,67567,26,36695,32.178,9552,2997.274,0.709,10412,15054,708,841,456,0.96,3576.5,3816.247,784,0.709,1198,0.08,914,835,2780.733,9.277,58.268013,1,178,27,13.72,8.74,74595,259055,975,0.148,3,489.41,868,0.656,851,'Spartium junceum'
3183,217095,74465,54716,1361,33868,7923,210.246,63661,69104,27358,37232,32.557,12384,3200.06,735,9252,14807,731,855,402,968,4740,4074.444,0.781,735,1178,201,0.921,0.849,2965905,7359,78.494871,1,192,30,0,9.03,79913,270555,1,-0,0,511847,0.85,684,863,'Spartium junceum'
2838,210.309,72422,55,1317,26.626,6058,199.8,60.112,66943,27.5,36211,30176,9867,3128422,759,9.607,15585,0.689,0.83,0.468,0.95,3220,3983.23,0.712,759,1.24,0.022,898,0.806,2627691,6255,70.443504,1,174,51,11832,9.03,79913,244919,976,0.137,2,502566,0.854,679,861,'Spartium junceum'
2851,210.652,75.644,50.096,1.51,35558,8450,204.159,60.25,67053,25.048,37.822,29.7,29.633,2976.22,662,5456,15564,634,0.796,337,0.969,5599,3789441,752,662,1239,1768,899,807,2640348,11864,79.939204,1,193,53,6129,16023,254928,243422,992,46,0.000577,512.551,0.85,685,0.86,'Spartium junceum'
2939,210167,71063,52.654,1.35,20.571,4592.5,201898,61172,66898,26.327,35532,30.778,12946,2938772,741,8554,15.029,741,861,0.64,961,1653.5,3741761,785,741,1196,226,914,836,2728833,5.02,73.787653,1,191,31,0,39.14,1530289,249815,1,-0,0,505452,0.854,682,861,'Spartium junceum'
3068,215196,74.33,53,1402,31.852,7438,208.258,62.5,68499,26.5,37165,32409,10.441,3094083,713,10.03,15.094,0.707,841,0.412,968,4370,3939508,779,713,1.201,0.117,912,833,2852804,29834,97.06453,4,176,74,2642,39.14,1530289,260987,0.999,8,0.000107,477467,863,0.678,861,'Spartium junceum'
2811,197.681,69354,56,1238,31288,6817,195296,59825,62924,28,34677,29994,5824,3050355,807,12.428,13.902,0.744,863,0.412,988,4006,3883833,0.724,807,1.106,396,951,904,2613319,20.847,112.232601,2,231,88,2131,52.991,2806,239048,0.999,5,0.000161,467.071,0.864,682,0.86,'Spartium junceum'
2523,191238,65368,50478,1295,31885,6548,185047,56.678,60.873,25239,32684,28.02,7055,2591529,772,10.549,14495,752,867,385,968,4025,3299637,765,772,1.154,0.227,0.931,867,2331762,2898,73.908115,4,200,32,3237,35479,1256882,214685,998,0.01,0.000161,481.02,0.854,0.699,867,'Spartium junceum'
2225,182.652,60083,53.74,1.118,28017,5288.5,178368,53.226,58.14,26.87,30.042,26443,5166,2535958,894,11635,14.994,785,0.886,0.421,977,3063.5,3228882,0.689,894,1193,78,915,838,2042348,8.54,107.247486,3,209,106,21467,5035,23.532,198319,929,0.394,0.007,512279,853,0.673,857,'Spartium junceum'
2525,200752,66843,53129,1258,26579,5581.5,185627,56.7,63901,26565,33422,28386,5434,2789208,795,12177,15.961,0.72,848,452,925,3056.5,3551.33,711,795,1.27,1294,887,787,2324248,6308,63.470322,3,192,24,11411,9.473,88.72,217662,978,134,2,486634,855,0.69,863,'Spartium junceum'
2363,189.439,60745,49,1.24,38821,7408.5,179007,54.851,60.3,24.5,30373,28.058,2.6,2337756,807,17401,15.187,815,903,319,945,5045.5,2976.523,794,807,1209,156,0.91,0.827,2173561,8613,90.881379,5,231,55,0,6271,37.737,200855,1,-0,0,486408,865,0.671,856,'Spartium junceum'
2227,180.711,65,46,1413,34684,7082.5,177.05,53.249,57522,23,32.5,27465,8.42,2348341,708,9465,14.664,0.671,0.819,314,0.98,4855.5,2990,745,708,1167,442,0.926,857,2046289,22818,62.102606,0,173,27,15.947,6271,37.737,194869,0.952,0.279,4,492.263,0.86,674,858,'Spartium junceum'
3248,215196,75153,54,1392,45.584,10762.5,212032,64308,68499,27,37577,33.92,4.139,3187.359,0.719,16673,14258,732,856,302,985,7514.5,4058272,0.8,0.719,1135,23,0.939,0.881,3032804,7438,79.829815,1,185,52,0,53926,2906,276080,1,-0,0,395945,871,0.717,0.88,'Spartium junceum'
3205,216368,75604,53.43,1415,38342,9107,211.161,63881,68872,26715,37802,33191,11198,3172623,0.707,9919,14.607,0.714,845,0.352,976,5902,4039509,0.793,0.707,1162,34,0.928,0.86,2988632,10.424,105.654506,10,211,87,0,53926,2906,272425,1,-0,0,395616,0.87,0.717,879,'Spartium junceum'
2911,208.652,72732,54083,1345,26.429,6039,201002,60.88,66416,27.042,36366,30358,12644,3089446,0.744,8537,14956,701,0.837,0.482,963,3128,3933605,0.74,0.744,1.19,0.199,917,0.84,2702348,3.789,60.697528,1,191,43,1742,53926,2906,247529,0.999,4,0,403324,866,0.717,878,'Spartium junceum'
