 ,Area,Mean,Mode,Min,Max,Median,Label,Perimeter,*Feret,*Breadth,*AspRatio,*RFactor,*ConvexArea,*ConvexPerimeter,*ArEquivD,*PerEquivD,*MinR,*MaxR,*avgR,*VarianceR,*EquivEllAr,*ModRatio,*HaralickRatio,*ThinnessR,*Roundness,*Compactness,*Solidity,*Convexity,*Concavity,*ArBBox,*Rectang,*Sphericity,*Elongation,*Bending Energy,*Jaggedness,*Circularity,*Endocarp,Distance CM-FB,StD,Skewness,Kurtosis,Intensity sum,Uniformity,Entropy,Smothness R,GLCM-Contrast,GLCM-Correlation,GLCM-Energy,GLCM-Homogeneity,Mean Red,Sqrt Mean Red,StD Red,Mean Green,Sqrt Mean Green,StD Green,Mean Blue,Sqrt Mean Blue,StD Blue,Mean RGB,Mean H,StD H,Mean S,StD S,Mean V,StD V
31,3046,89.490,80,0,244,83,41_011,293.161,122.654,39.045,3.141,9.183,3538.500,269.442,62.276,93.316,19.523,61.327,35.356,191.864,3761.316,0.318,2.552,28.215,0.258,0.508,0.861,0.919,492.500,4789.057,0.636,0.318,2.245,0.381,0.667,0.445,2752.839,5.213,57.218,0.673,-0.187,272587,0.006,7.595,0.048,505.365,0.941,0.017,0.449,214.604,14.649,72.140,19.519,4.418,43.221,13.208,3.634,34.230,82.444,8.171,25.880,230.084,53.835,215.401,71.676
32,3292,94.354,9,0,251,91,421_011,299.806,120.540,44.164,2.729,10.127,3835.000,273.878,64.742,95.431,22.082,60.270,38.760,142.218,4181.145,0.366,3.250,27.304,0.288,0.537,0.858,0.914,543.000,5323.599,0.618,0.366,2.173,0.391,0.678,0.460,2992.194,20.633,62.044,0.412,-0.716,310614,0.005,7.705,0.056,901.855,0.905,0.006,0.323,210.393,14.505,78.766,21.389,4.625,48.196,15.423,3.927,39.023,82.402,14.633,42.908,226.682,58.707,211.349,77.923
33,2813,86.730,62,0,245,80,431_011,272.291,112.071,40.463,2.770,9.073,3194.500,249.341,59.847,86.673,20.232,56.036,34.752,142.467,3561.605,0.361,2.912,26.357,0.285,0.534,0.881,0.916,381.500,4534.776,0.620,0.361,2.097,0.133,0.690,0.477,2540.709,11.793,56.983,0.760,5.209E-4,243972,0.006,7.539,0.048,569.835,0.939,0.009,0.391,204.503,14.300,79.181,21.919,4.682,42.834,15.241,3.904,33.885,80.555,11.318,34.532,223.830,57.989,205.210,78.655
34,3439,85.646,69,0,242,79,441_011,304.333,123.223,42.711,2.885,10.031,3883.000,276.934,66.172,96.872,21.356,61.612,38.758,171.928,4133.554,0.347,2.956,26.932,0.288,0.537,0.886,0.910,444.000,5263.004,0.653,0.347,2.143,0.369,0.683,0.467,3134.667,9.947,53.069,0.864,0.370,294537,0.006,7.495,0.042,577.536,0.921,0.014,0.453,203.511,14.266,76.892,23.671,4.865,42.527,14.545,3.814,31.661,80.576,8.539,21.587,225.716,54.272,204.032,76.600
35,3154,98.578,107,1,247,96,451_011,294.960,118.600,40.117,2.956,9.671,3603.500,266.319,63.370,93.889,20.059,59.300,35.490,177.967,3736.835,0.338,2.660,27.585,0.285,0.534,0.875,0.903,449.500,4757.886,0.663,0.338,2.195,0.222,0.675,0.456,2859.040,12.375,55.212,0.477,-0.256,310914,0.006,7.602,0.045,562.330,0.917,0.014,0.455,211.277,14.535,69.192,29.299,5.413,52.207,19.723,4.441,40.627,86.766,11.900,32.615,220.846,59.599,212.417,68.565
36,3725,91.543,25,0,247,87,461_011,335.446,137.768,44.194,3.117,10.082,4363.500,302.317,68.868,106.776,22.097,68.884,39.247,215.619,4781.856,0.321,2.673,30.208,0.250,0.500,0.854,0.901,638.500,6088.448,0.612,0.321,2.404,0.088,0.645,0.416,3389.554,7.539,57.865,0.515,-0.476,340999,0.005,7.663,0.049,587.685,0.925,0.011,0.457,211.180,14.532,73.313,23.617,4.860,47.698,15.478,3.934,35.792,83.425,10.895,34.113,227.370,54.950,211.816,72.854
37,3393,94.117,101,0,249,93,471_011,311.907,121.696,42.659,2.853,10.373,3966.000,278.158,65.727,99.283,21.330,60.848,37.038,154.482,4077.356,0.351,2.980,28.672,0.292,0.540,0.856,0.892,573.000,5191.450,0.654,0.351,2.282,1.237,0.662,0.438,3081.093,13.013,60.883,0.392,-0.627,319340,0.005,7.672,0.054,650.595,0.933,0.009,0.329,206.631,14.375,80.147,24.782,4.978,50.994,17.444,4.177,40.933,82.952,15.579,41.750,223.414,59.396,208.123,79.204
38,3020,80.482,33,1,247,68,481_011,283.161,114.543,40.986,2.795,9.789,3522.500,260.350,62.010,90.133,20.493,57.271,34.229,165.182,3687.188,0.358,2.663,26.550,0.293,0.541,0.857,0.919,502.500,4694.674,0.643,0.358,2.113,0.393,0.688,0.473,2736.839,13.936,58.421,1.003,0.318,243057,0.006,7.498,0.050,742.763,0.926,0.008,0.392,199.425,14.122,84.264,17.360,4.167,37.224,10.915,3.304,29.459,75.900,12.638,40.213,231.042,49.176,200.117,83.829
39,3311,94.123,82,1,244,88,491_011,316.007,123.199,41.922,2.939,9.909,3835.000,281.505,64.928,100.588,20.961,61.600,37.750,198.168,4056.360,0.340,2.682,30.160,0.278,0.527,0.863,0.891,524.000,5164.718,0.641,0.340,2.400,18.116,0.645,0.417,2994.993,11.072,53.124,0.686,-0.010,311642,0.006,7.549,0.042,800.021,0.894,0.018,0.425,215.785,14.690,67.205,24.822,4.982,48.974,17.276,4.156,39.949,85.961,8.719,24.131,224.450,57.786,217.133,66.560
40,3672,81.002,89,0,242,75,501_011,308.475,127.201,44.913,2.832,10.660,4260.000,284.975,68.376,98.191,22.456,63.600,37.153,167.458,4486.934,0.353,2.871,25.914,0.289,0.538,0.862,0.924,588.000,5712.941,0.643,0.353,2.062,0.199,0.696,0.485,3363.525,6.535,55.235,0.857,0.247,297438,0.006,7.484,0.045,530.024,0.938,0.016,0.474,198.517,14.090,83.428,21.410,4.627,42.078,14.764,3.842,34.557,78.230,11.113,32.753,224.179,57.167,199.478,82.965
