Var1,Area,Perimeter,x_Feret,x_Breadth,x_AspRatio,x_RFactor,x_ConvexArea,x_ConvexPerimeter,x_ArEquivD,x_PerEquivD,x_MinR,x_MaxR,x_avgR,x_VarianceR,x_EquivEllAr,x_ModRatio,x_HaralickRatio,x_ThinnessR,x_Roundness,x_Compactness,x_Solidity,x_Convexity,x_Concavity,x_ArBBox,x_Rectang,x_Sphericity,x_Elongation,x_BendingEnergy,x_Jaggedness,x_Circularity,x_Endocarp,DistanceCM_FB,Mean,Min,Max,Mode,StD,Skewness,Kurtosis,IntensitySum,Uniformity,Entropy,SmothnessR,GLCM_Contrast,GLCM_Correlation,GLCM_Energy,GLCM_Homogeneity,MeanIntensityR,StdDevR,MeanSqrtR,MeanIntensityG,StdDevG,MeanSqrtG,MeanIntensityB,StdDevB,MeanSqrtB,MeanIntensityH,StdDevH,MeanSqrtH,MeanIntensityS,StdDevS,MeanSqrtS,MeanIntensityV,StdDevV,MeanSqrtV,Label
73,3248,215196,75153,54,1392,45.584,10762.5,212032,64308,68499,27,37577,33.92,4.139,3187.359,0.719,16673,14258,732,856,302,985,7514.5,4058272,0.8,0.719,1135,23,0.939,0.881,3032804,7438,79.8298148749594,1,185,52,0,53926,2906,276080,1,-0,0,395945,871,0.717,0.88,120.736278012342,42.5671958861456,10.9880060981209,61.5053588827541,42.9229316064595,7.84253523312163,66.7677817473206,44.9109976963729,8.17115547198317,0.566310534702206,0.446426473375558,0.752536068705152,0.557698868188137,0.254832717199764,0.746792386268189,0.482045991504759,0.155490952504351,0.694295320094237,Spartium junceum
74,3205,216368,75604,53.43,1415,38342,9107,211.161,63881,68872,26715,37802,33191,11198,3172623,0.707,9919,14.607,0.714,845,0.352,976,5902,4039509,0.793,0.707,1162,34,0.928,0.86,2988632,10.424,105.654505768631,10,211,87,0,53926,2906,272425,1,-0,0,395616,0.87,0.717,879,160.298721546617,42.5698641381211,12.6609131403156,85.2341752416589,37.8750907564698,9.23223565782735,67.4062987215466,46.6723009754441,8.21013390399612,0.191889232005645,0.340678239401873,0.438051631666457,0.597085750328582,0.249373582261353,0.772713239389997,0.630959237452395,0.162873186723136,0.794329426278792,Spartium junceum
75,2911,208.652,72732,54083,1345,26.429,6039,201002,60.88,66416,27.042,36366,30358,12644,3089446,0.744,8537,14956,701,0.837,0.482,963,3128,3933605,0.74,0.744,1.19,0.199,917,0.84,2702348,3.789,60.6975284425265,1,191,43,1742,53926,2906,247529,0.999,4,0,403324,866,0.717,878,94.6653589642997,39.7506827404837,9.72961247760155,45.0270694389957,41.4723297334488,6.71022126602362,52.2063554335033,41.9499938582874,7.22539655890964,0.76374627140313,0.357715694047417,0.873925781404308,0.620417311929922,0.284102175468251,0.787665736165997,0.386562973561334,0.140273596522508,0.621741886606761,Spartium junceum
76,3102,214.51,72732,56,1.299,24252,5541.5,206218,62.846,68281,28,36366,32005,6806,3198937,0.77,12.268,14.834,747,0.864,0.56,961,2439.5,4073014,762,0.77,1.18,0.291,0.92,847,2887.49,11.246,129.088441330998,30,204,108,0,11832,138351,263670,1,-0,0,395595,868,0.72,878,172.34238178634,38.7217816231793,13.1279237424027,119.551663747811,27.1870510363865,10.9339683440099,64.6011383537653,36.7095454915644,8.0374833345871,0.101063838347599,0.0867334620852277,0.317905392133571,0.623003803898812,0.21837972928648,0.789305900078551,0.678783352220048,0.145665580168796,0.82388309378215,Spartium junceum
77,2820,204.51,71021,51.43,1381,37047,8266,199.401,59.921,65097,25715,35.511,30365,18074,2868.734,0.724,7142,14831,0.712,0.844,341,975,5446,3652585,772,0.724,1.18,0.232,0.92,847,2615.49,11758,60.42196281885,1,191,26,0,11832,138351,239700,1,-0,0,419.669,865,0.709,875,90.7795071335927,44.7078731592248,9.52782803862416,45.9865974924341,43.9031677911105,6.78134186517934,55.1301340250757,44.8118607904127,7.42496693764192,0.777471548802671,0.335881416579558,0.881743471085934,0.614268013551499,0.286273777882661,0.783752520602964,0.370321202410925,0.163185540071638,0.608540222508689,Spartium junceum
78,2981,210368,70767,55,1287,40118,8919,203.034,61.608,66962,27.5,35384,31.797,4613,3056925,777,14805,14.846,758,871,0.334,965,5938,3892197,0.766,777,1181,0.02,0.92,846,2770632,35.483,85.8541507996954,1,209,30,9173,11832,138351,255685,986,85,1,393.891,867,721,0.88,118.625285605484,52.9862418118795,10.891523566769,71.3667174409749,59.2387706091023,8.44788242348193,74.3842345773039,59.3475423563413,8.62462953275698,0.545136790172897,0.446360793044138,0.738333793194445,0.523092356893282,0.324185495101868,0.723251240505871,0.475225124322389,0.197191561256122,0.68936574060682,Spartium junceum
79,2825,204995,67357,53218,1266,38132,8069,196479,59974,65252,26609,33679,30.036,8726,2815375,0.79,10168,14875,0.793,0.89,0.35,958,5244,3584647,0.788,0.79,1.184,39,919,845,2620005,1834,69.7630782533506,0,198,50,0,8383,68434,240125,1,-0,0,400.88,865,721,878,98.1729355814959,43.6849705819253,9.90822565253214,56.116299178556,45.0500380945317,7.49108130903383,65.4185041072201,43.6336831813332,8.08817062797392,0.726839299798774,0.359540289967784,0.852548708167911,0.532073757056379,0.262065108645781,0.729433860645624,0.398819968973322,0.15764655435876,0.631521946549225,Spartium junceum
80,2840,204.853,66.37,57316,1158,33291,6941.5,197192,60133,65207,28658,33185,30479,4724,2987692,0.864,14023,14776,821,0.906,409,963,4101.5,3804048,747,0.864,1176,0.074,922,0.85,2635147,10084,77.3664245359161,1,202,27,13731,8383,68434,245996,973,159,3,421398,866,0.704,0.869,123.606941081517,44.8884103368003,11.1178658510308,57.8510895883777,45.1326491153799,7.60599037524882,56.5230024213075,46.3872876523038,7.51817813178881,0.405537143545513,0.451634788152577,0.636817983057571,0.625475007015401,0.270310755853714,0.790869778797623,0.489971355773947,0.169269022666618,0.699979539539512,Spartium junceum
81,2204,181924,63.781,43.389,1.47,18483,3703.5,176013,52974,57908,21695,31.89,25891,15.45,2173509,0.68,6.587,15.016,0.69,831,595,968,1499.5,2767397,0.796,0.68,1195,34,915,0.837,2022076,4987,96.8372961956522,1,204,84,0,14545,210.557,187340,1,-0,0,388.924,0.869,725,883,151.07472826087,45.4182494549084,12.2912460011534,75.6358695652174,48.3591433501142,8.69688849906778,63.7516983695652,49.3318300577785,7.984466066655,0.191214097699413,0.346908003144634,0.43728034222843,0.613232788755415,0.26388720687661,0.783091813745627,0.595188618925829,0.17323408904996,0.771484684829083,Spartium junceum
82,2218,175238,60729,46669,1301,38069,7263,173983,53.142,55.78,23335,30364,26329,7.547,2225944,768,9584,13845,0.766,875,305,993,5045,2834.16,0.783,768,1102,49,953,0.908,2042.762,10452,108.168735323717,1,205,104,0,14545,210.557,188530,1,-0,0,407522,866,0.717,875,162.170077155317,47.4373863931482,12.7346015703404,88.2442133512244,45.1087731339604,9.39383911674159,69.0939282120094,40.5688316408658,8.31227575408861,0.114741762946661,0.244392263623334,0.338735535405811,0.589965476214213,0.215605616484045,0.768092101387726,0.638214574659112,0.181780231012911,0.798883329816759,Spartium junceum
83,2327,183196,64031,48,1334,42625,8574.5,178979,54.432,58313,24,32016,27901,7899,2413.921,0.75,9927,14422,723,0.85,271,977,6247.5,3073.5,757,0.75,1148,85,0.933,871,2143804,19441,70.2705210563883,1,208,20,6739,14545,210.557,198873,991,0.059,0.000698,389957,863,735,885,103.683083511777,48.933023239479,10.1824890626888,55.5749464668094,48.113889496246,7.45486059338533,58.2897930049964,47.2286918648607,7.63477524259859,0.51119564814612,0.447099393794558,0.714979473933427,0.58596694283185,0.283950848493373,0.765484776355383,0.418754111209082,0.180565668736839,0.647112131866713,Spartium junceum
84,2287,182953,63159,46,1.373,35859,7115,177743,53.962,58.236,23,31579,28011,5375,2281811,728,12082,14636,0.73,0.854,321,972,4828,2905292,787,728,1165,95,927,0.859,2104047,15488,110.290773532153,1,217,82,0,11876,139762,194395,1,-0,0,384.87,865,735,885,158.092264678472,48.6305310087964,12.5734746461935,92.5419384902143,48.324856063278,9.61987206205022,76.2534948741845,51.5034934374845,8.73232471190716,0.151820434756243,0.289251305691635,0.389641418173483,0.549037171982257,0.260559802675605,0.740970425848601,0.623887579262832,0.184126743945143,0.789865545053607,Spartium junceum
85,3124,214752,73055,55,1328,34103,7827,207.617,63.068,68358,27.5,36527,32.28,7607,3155.74,753,11704,14763,745,863,0.399,0.967,4703,4018013,777,753,1175,0.123,0.923,851,2909248,20697,66.7997459779848,2,182,28,8879,11876,139762,267870,986,0.089,1,409902,0.87,711,871,98.9555461473328,43.4758659986319,9.94764023009139,51.7243861134632,49.3540810654438,7.19196677644323,60.0156646909399,49.0546653745068,7.74697777787828,0.722698792751102,0.377063502874078,0.850116928869848,0.585563136250987,0.298887236769795,0.765220972171429,0.398864372167157,0.160535641651031,0.631557101272052,Spartium junceum
86,3256,222.853,77175,54,1429,37.267,9035.5,213484,64387,70936,27,38588,33.608,9427,3273113,0.7,10946,15253,696,0.834,0.36,958,5779.5,4167457,0.781,0.7,1214,586,0.908,0.824,3033147,31.417,50.7731011127238,2,160,30,6.87,14288,203.371,278327,0.99,64,0.0007253,422.076,867,0.709,0.869,92.1862602805999,35.0057061438449,9.60136762553127,32.3473633284954,35.321251395722,5.68747424860064,36.9192065795839,36.5358733623789,6.07611772265679,0.692625810713125,0.40729119103796,0.832241437752967,0.711065388851252,0.273459002675383,0.843246932310608,0.375246876689718,0.125827486058382,0.612573976503832,Spartium junceum
87,3125,218267,75822,52.873,1.434,39786,9477,209.99,63078,69477,26436,37911,32191,14683,3148.604,0.697,8401,15245,0.692,0.832,0.33,0.962,6352,4008927,0.78,0.697,1213,0.351,0.908,0.824,2906.733,3762,77.5736625514403,2,220,31,3.098,32238,1037509,265925,998,12,0.0001475,404015,872,713,872,119.67695473251,49.245410974466,10.9396962815478,58.6,51.873127995011,7.65506368360186,64.7946502057613,53.5461330223947,8.04951242037437,0.678773637538199,0.42105180607081,0.82387719809338,0.588995322908272,0.27860796285139,0.767460307057161,0.476673928830791,0.183486354064977,0.690415765195719,Spartium junceum
88,2832,205.397,70937,47,1.509,33.67,7503.5,201.494,60048,65.38,23.5,35468,32596,10.309,2618533,0.663,10.152,14897,0.717,847,377,981,4671.5,3334.02,0.849,0.663,1185,995,0.918,0.844,2626603,24.894,72.9797513321492,2,186,58,10.03,10.381,106381,243446,982,111,2,396.07,0.869,0.717,877,108.029840142096,41.0051546217507,10.3937404307639,56.9914742451155,38.943600880396,7.54926978224487,63.3374777975133,40.3182850161392,7.9584846420354,0.652209027378814,0.419212589830013,0.807594593455661,0.54088944265601,0.231781767372749,0.73545186290879,0.434344025354371,0.147843630915643,0.6590478171987,Spartium junceum
89,2651,198267,67624,51.35,1317,41262,8766,191729,58098,63.11,25675,33812,28893,8786,2727308,759,9747,14828,738,0.859,302,0.967,6115,3472.516,763,759,1.18,45,0.921,847,2452.733,5379,103.828366247756,2,194,60,2376,36383,1322095,225508,998,0.01,8.68e-05,419291,872,0.702,865,156.902692998205,48.992341318122,12.5260805122035,83.8236983842011,49.5885239576638,9.15552829629187,67.6165170556553,47.3949323466797,8.22292630732243,0.159163442137899,0.302821895948299,0.39895293223374,0.600857212586814,0.257424661972312,0.775149800094675,0.61859119231175,0.186302395579708,0.7865056848566,Spartium junceum
90,2399,187338,65215,49049,1.33,41566,8516,182058,55268,59632,24524,32.608,27,11.244,2512257,752,8052,14.629,718,847,282,972,6117,3198.706,0.75,752,1.164,207,927,0.859,2211.662,7058,69.9824955116697,1,229,27,4895,22164,494.317,204449,996,0.026,0.0003684,407565,875,706,0.869,108.749102333932,56.7850101815811,10.4282837674246,53.6382405745063,55.1057049371084,7.32381325366139,52.4048473967684,53.376528612838,7.23911924178407,0.417429353195097,0.444773061716675,0.646087728714218,0.659891988267934,0.297459187924824,0.812337361117863,0.436832470869857,0.211649059269289,0.660933030548373,Spartium junceum
91,2362,187924,60729,51635,1176,31625,6033.5,180.086,54.84,59.818,25818,30364,27338,3.599,2462803,0.85,14411,14.951,815,903,391,958,3671.5,3135738,753,0.85,1.19,61,917,0.84,2174076,2.672,64.5428365730742,1,187,20,2428,48.57,2357,200888,0.999,5,0,413413,877,691,863,91.625629949604,44.7747559893946,9.57212776500628,51.9416846652268,47.3220357134772,7.20705797570873,58.235781137509,46.2247977577787,7.63123719573104,0.70378609058081,0.388656998706757,0.838919597208702,0.574530220762335,0.290777555052736,0.757977717853457,0.373740453704882,0.166057982919822,0.611343155441264,Spartium junceum
92,2200,176.652,62394,45.962,1358,36918,7236.5,174.05,52926,56.23,22.981,31197,25854,10133,2252322,737,8122,14.184,0.72,848,304,985,5036.5,2867745,767,737,1129,0.101,941,0.886,2023348,15481,54.9409984871407,1,160,27,0,33741,1138251,187000,1,-0,0,410772,875,0.702,868,88.784795763994,39.5872984594182,9.42256842713249,39.5794251134644,38.8187495445645,6.29121809457155,45.2927382753404,37.1246299141643,6.72998798478425,0.685352384427928,0.402877176818543,0.82786012370927,0.654884983761298,0.266444853948434,0.809249642422719,0.36300614042894,0.141181896178224,0.602499909069653,Spartium junceum
93,2272,184167,62.61,50451,1.241,44228,8699.5,176.436,53785,58622,25226,31305,26.82,4262,2480886,0.806,12991,14.928,738,0.859,261,958,6427.5,3158762,0.719,0.806,1188,53,917,0.842,2087833,4431,115.109539023277,20,193,103,2969,33741,1138251,193320,998,0.011,0.0001355,408625,871,713,871,170.347329986308,42.0225786335619,13.0517175109756,95.3587403012323,30.6490968389375,9.76517999328391,71.8763121862163,39.6592764724819,8.47798986707441,0.112093851039112,0.239408285189264,0.334804198060766,0.578854541859245,0.215008622949785,0.760824908805729,0.66967362024682,0.161400908880708,0.818335884736103,Spartium junceum
94,2174,181054,63.071,44.126,1429,28.118,5571.5,175071,52.612,57631,22.063,31.536,26676,11.209,2185839,0.7,7968,15078,696,0.834,0.39,0.967,3397.5,2783.096,0.781,0.7,1.2,0.044,0.913,833,1992.946,3248,98.5284796573876,1,206,62,3503,26871,720177,185073,997,17,0.0001887,405256,875,708,872,148.541755888651,47.5619186867937,12.1877707513988,79.3447537473233,51.5363178954911,8.90756721823211,66.1528907922912,48.1734602236269,8.13344273922742,0.152508350157468,0.295755832874859,0.390523174930078,0.588238541181414,0.263404219134359,0.766967105671041,0.586265272704369,0.180902573644494,0.765679614920215,Spartium junceum
95,2247,177782,59942,47,1275,54.888,10336,174.589,53488,56.59,23.5,29971,27.583,3.027,2212.668,784,15.854,14.066,0.796,892,217,982,8089,2817257,0.798,784,1119,134,945,893,2069218,6.838,74.9083994708995,2,183,57,20267,5218,25612,199523,0.933,386,6,422504,871,0.702,868,116.805224867725,38.6609145957831,10.8076465924698,56.1299603174603,40.2639074687996,7.49199308044664,61.5793650793651,41.9726252974116,7.84725207186344,0.698193176219507,0.413059685714183,0.835579545117942,0.570839395793534,0.254725773084956,0.755539142462873,0.464058771656812,0.143637152072572,0.681218593152603,Spartium junceum
96,2037,172326,61.774,40,1544,63805,12382.5,170707,50927,54853,20,30.887,27709,3841,1940681,648,14.139,14578,0.68,0.824,165,991,10345.5,2470951,0.824,648,1.16,0.62,0.928,862,1864674,10533,80.2318371124479,1,202,65,10833,9.072,80443,175552,977,132,2,405212,875,708,872,124.445164275798,48.552652557352,11.1554992840212,60.8361869504859,45.4863533166434,7.79975556991922,64.0698750578436,46.2519391428632,8.00436599974311,0.583271883133692,0.45214487554267,0.763722386167704,0.582660883229565,0.245740322684944,0.76332226695516,0.494475143134533,0.181051552906131,0.703189265514294,Spartium junceum
97,2935,211.48,71063,53.759,1.322,37.193,8303.5,201112,61131,67316,26879,35532,31037,12026,3000437,0.756,8.95,15238,0.74,0.86,353,951,5368.5,3820275,768,0.756,1213,5,0.908,825,2723.52,9898,89.660846791794,7,201,70,7.122,17086,290411,250696,993,0.044,0.0007794,425981,0.88,675,0.854,135.305106940201,44.5652151064993,11.6320723407397,71.040593627237,40.6837694147915,8.42855821758603,65.7734613705805,43.5665501391467,8.11008393116745,0.32778192571802,0.427426960194613,0.572522423768729,0.561711091421799,0.243308169253317,0.749473876410512,0.53562020181272,0.167373977687555,0.731860780348776,Spartium junceum
98,3046,211.681,73055,53,1.378,40589,9315.5,205541,62276,67.38,26.5,36527,32352,10865,3040986,725,9815,14.711,727,852,327,971,6269.5,3871903,787,725,1171,95,924,0.854,2834.319,18.304,73.6070935052971,1,181,30,2.732,39143,1534.167,259123,0.999,0.009,0.0001148,416.133,878,687,0.86,118.380009212345,39.9600923756781,10.880257773249,54.7360663288807,42.7133936084615,7.39838268332213,53.2745278673422,44.2882180574649,7.29894018795484,0.358920174637589,0.443462083435175,0.599099469735694,0.620988416622599,0.282395840719822,0.788028182632194,0.469296700716215,0.150781918929045,0.685052334290027,Spartium junceum
99,3015,210995,71.84,54707,1.313,41.156,9288.5,203.69,61958,67.162,27354,35.92,31.597,9788,3086.76,762,10099,14.766,0.744,862,325,965,6273.5,3930185,767,762,1175,0.097,0.923,851,2804005,12353,75.5966850828729,1,175,51,0,14487,216.966,256275,1,-0,0,439009,887,647,841,122.370165745856,39.1773135082073,11.0621049419112,55.7703729281768,40.6401976403628,7.46795640909726,54.9385359116022,44.6532874791053,7.41205342071967,0.421619455118059,0.457936467465313,0.649322304497589,0.613706442253292,0.273340132438816,0.783394180635325,0.484747047990467,0.146981155344427,0.696237781214483,Spartium junceum
100,2882,207782,72.201,48,1504,39.01,8848.5,202.223,60576,66139,24,36101,32478,4.943,2721.918,665,14.609,14.98,0.704,0.839,326,973,5966.5,3465653,0.832,665,1192,1321,0.916,0.839,2674218,26.16,63.0687669376694,1,218,23,6.757,14487,216.966,246357,0.99,65,0.0007017,404.878,0.874,706,868,86.5846883468835,43.2077908649717,9.30508937876921,52.2682926829268,44.7811558441467,7.22968136800833,56.8668699186992,41.3458878222438,7.54101252609351,0.661047262268628,0.399001064879642,0.813048130351844,0.558480528427829,0.266553138194117,0.747315548097207,0.357704979010576,0.155335785595348,0.598084424651383,Spartium junceum
101,3037,209.439,71.84,51,1409,43996,9929.5,205481,62184,66666,25.5,35.92,33008,3912,2877577,0.71,16688,14443,0.749,866,306,981,6892.5,3663845,0.829,0.71,1149,0.683,0.933,0.87,2827.561,11.274,51.5733482642777,1,189,24,4587,20801,431286,258814,995,0.03,0.0003235,419851,875,696,0.864,82.859649122807,38.2413585550219,9.10272756501078,37.0559910414334,36.0433188947257,6.08736322568593,44.2273236282195,34.783393322812,6.65036266892412,0.707865457298711,0.385923297114037,0.841347405831094,0.66759188301372,0.261146857915936,0.817062961474647,0.343240454076368,0.134652571481536,0.585867266602571,Spartium junceum
102,3238,219296,72945,55,1.326,68732,15751,213847,64209,69804,27.5,36473,33.888,5649,3151006,754,14258,14852,775,0.88,0.206,975,12513,4011985,807,754,1182,1263,0.92,846,3018704,24381,78.4352022058823,2,214,60,6329,18928,356.77,276311,0.994,0.036,0.0006156,438445,885,655,845,120.199908088235,50.0943020596368,10.9635718672445,60.5716911764706,49.0467701547194,7.78278171198901,60.8230698529412,48.9014626483337,7.79891465865227,0.448129609128264,0.455665023708163,0.669424834561928,0.592734772861562,0.263491404820297,0.769892702174506,0.479384731833911,0.18531699186803,0.692376149093765,Spartium junceum
103,2395,189137,66068,45534,1.451,24114,5005,184799,55.221,60.204,22767,33034,26.848,16.978,2362746,0.689,6516,14936,0.699,836,479,977,2610,3008342,0.796,0.689,1189,34,917,841,2205863,13.41,78.2520849128127,2,196,27,0,4678,20389,203575,1,-0,0,461355,887,634,833,112.53260045489,49.2028094392616,10.6081384066617,63.3968915845337,53.8941484716184,7.96221649947637,64.7877179681577,50.7141308204131,8.04908180901137,0.555454049384512,0.445524016299368,0.745287896979759,0.562211907491178,0.291850043416609,0.749807913729362,0.451729622857484,0.183030302642326,0.672108341606831,Spartium junceum
