GLCM-Energy,GLCM-Homogeneity,Mean Red,Sqrt Mean Red,StD Red,Mean Green,Sqrt Mean Green,StD Green,Mean Blue,Sqrt Mean Blue,StD Blue,Mean RGB,Mean H,StD H,Mean S,StD S,Mean V,StD V,Label
0.828,0.965,0.455,0.675,9.513,0.507,0.7120000000000001,10.565,0.52,0.721,10.831,0.494,0.309,6.547999999999999,0.07400000000000001,1.7519999999999998,0.521,10.857000000000001,Brassicaceae
0.825,0.965,0.5489999999999999,0.741,10.285,0.631,0.794,11.805,0.653,0.8079999999999999,12.207,0.611,0.386,7.232,0.115,2.263,0.653,12.212,Brassicaceae
0.8270000000000001,0.965,0.611,0.7809999999999999,10.889000000000001,0.691,0.831,12.289000000000001,0.711,0.843,12.640999999999998,0.6709999999999999,0.43,7.689,0.11199999999999999,2.187,0.711,12.654000000000002,Brassicaceae
0.825,0.965,0.517,0.7190000000000001,11.03,0.518,0.72,10.968,0.496,0.7040000000000001,10.501,0.511,0.135,3.773,0.066,1.4909999999999999,0.539,11.419,Brassicaceae
0.8270000000000001,0.965,0.16399999999999998,0.405,5.59,0.19,0.436,6.477,0.195,0.441,6.626,0.183,0.115,3.935,0.035,1.3030000000000002,0.195,6.641,Brassicaceae
0.835,0.9670000000000001,0.36700000000000005,0.606,8.269,0.429,0.655,9.639,0.446,0.6679999999999999,10.022,0.414,0.27,6.1160000000000005,0.091,2.147,0.447,10.052,Brassicaceae
0.81,0.966,1.033,1.016,15.794,1.016,1.008,15.457,0.9590000000000001,0.9790000000000001,14.575,1.003,0.215,4.561,0.133,2.1069999999999998,1.06,16.143,Brassicaceae
0.758,0.9640000000000001,0.309,0.556,7.922000000000001,0.34,0.583,8.671,0.344,0.5870000000000001,8.779,0.331,0.191,5.11,0.046,1.335,0.348,8.873,Brassicaceae
0.765,0.9640000000000001,0.541,0.735,10.18,0.623,0.789,11.700999999999999,0.642,0.8009999999999999,12.058,0.602,0.382,7.199,0.113,2.2840000000000003,0.643,12.068,Brassicaceae
0.76,0.963,0.27399999999999997,0.524,7.231,0.315,0.561,8.294,0.321,0.5660000000000001,8.442,0.303,0.19,5.023,0.054000000000000006,1.524,0.322,8.465,Brassicaceae
0.759,0.963,0.271,0.521,7.178,0.312,0.5589999999999999,8.227,0.324,0.569,8.536,0.303,0.193,5.233,0.063,1.758,0.326,8.577,Brassicaceae
0.7559999999999999,0.9620000000000001,0.386,0.621,8.45,0.452,0.672,9.873,0.47,0.6859999999999999,10.27,0.436,0.28800000000000003,6.319,0.095,2.215,0.47,10.275,Brassicaceae
0.223,0.7809999999999999,0.7040000000000001,0.8390000000000001,12.857999999999999,0.698,0.836,12.697000000000001,0.6679999999999999,0.8170000000000001,12.138,0.69,0.163,3.992,0.084,1.5930000000000002,0.727,13.225,Plantaginaceae
0.27,0.846,0.12,0.34700000000000003,4.851,0.138,0.371,5.5329999999999995,0.142,0.377,5.7010000000000005,0.134,0.084,3.4160000000000004,0.024,1.1520000000000001,0.14300000000000002,5.7170000000000005,Plantaginaceae
0.24600000000000002,0.8079999999999999,0.275,0.524,7.165,0.32,0.5660000000000001,8.334,0.332,0.5760000000000001,8.641,0.309,0.201,5.24,0.065,1.746,0.332,8.641,Plantaginaceae
0.228,0.7929999999999999,2.106,1.4509999999999998,21.803,2.099,1.449,21.636,2.082,1.443,21.445999999999998,2.096,0.648,9.948,0.19899999999999998,2.392,2.185,22.519000000000002,Plantaginaceae
0.231,0.804,0.125,0.354,4.871,0.146,0.382,5.689,0.149,0.386,5.807,0.14,0.087,3.391,0.026000000000000002,1.051,0.149,5.807,Plantaginaceae
0.24100000000000002,0.8140000000000001,3.545,1.883,27.656,3.6069999999999998,1.899,28.055999999999997,3.638,1.9069999999999998,28.281999999999996,3.597,1.858,17.153,0.322,2.944,3.735,29.05,Plantaginaceae
0.223,0.787,1.329,1.153,16.55,1.413,1.189,17.543,1.444,1.202,17.926,1.396,0.8490000000000001,11.04,0.153,2.106,1.456,18.074,Plantaginaceae
0.317,0.873,0.127,0.35600000000000004,5.079,0.136,0.369,5.437,0.136,0.369,5.449,0.133,0.065,2.838,0.017,0.741,0.139,5.571000000000001,Plantaginaceae
0.33,0.8759999999999999,0.377,0.614,8.66,0.414,0.644,9.514,0.41700000000000004,0.6459999999999999,9.565,0.40299999999999997,0.22699999999999998,5.3870000000000005,0.052000000000000005,1.338,0.42200000000000004,9.68,Plantaginaceae
0.32,0.882,0.259,0.509,7.136,0.293,0.541,8.068999999999999,0.302,0.5489999999999999,8.318999999999999,0.285,0.18100000000000002,4.976,0.047,1.339,0.302,8.318999999999999,Plantaginaceae
0.36200000000000004,0.88,0.45299999999999996,0.6729999999999999,9.611,0.486,0.6970000000000001,10.277000000000001,0.496,0.705,10.502,0.478,0.295,6.571000000000001,0.055,1.35,0.499,10.555,Plantaginaceae
0.317,0.865,0.121,0.348,4.916,0.131,0.36200000000000004,5.321000000000001,0.134,0.366,5.43,0.129,0.095,3.977,0.016,0.7070000000000001,0.134,5.45,Plantaginaceae
0.275,0.851,0.7559999999999999,0.8690000000000001,13.26,0.765,0.8740000000000001,13.354000000000001,0.769,0.877,13.422,0.763,0.423,8.751,0.054000000000000006,1.21,0.787,13.735999999999999,Plantaginaceae
0.33,0.878,0.33799999999999997,0.581,8.19,0.37,0.608,8.963,0.38,0.616,9.207,0.363,0.239,5.7989999999999995,0.047,1.2819999999999998,0.38,9.207,Plantaginaceae
0.33399999999999996,0.894,1.412,1.188,18.596,1.367,1.169,17.935,1.2790000000000001,1.131,16.774,1.3530000000000002,0.22,4.064,0.204,2.761,1.446,18.96,Plantaginaceae
0.319,0.8809999999999999,1.867,1.3659999999999999,21.462,1.7990000000000002,1.341,20.624000000000002,1.7,1.304,19.479,1.7890000000000001,0.228,3.648,0.223,2.6860000000000004,1.893,21.695,Plantaginaceae
0.307,0.863,3.9989999999999997,2.0,31.535,3.78,1.944,29.820999999999998,3.509,1.8730000000000002,27.679000000000002,3.762,0.371,3.1069999999999998,0.49200000000000005,3.948,3.9989999999999997,31.535,Plantaginaceae
0.317,0.8590000000000001,2.101,1.45,22.851999999999997,1.964,1.401,21.346,1.841,1.357,20.000999999999998,1.969,0.21,3.29,0.287,3.17,2.114,22.965,Plantaginaceae
0.355,0.8909999999999999,1.063,1.031,15.4,1.0859999999999999,1.042,15.640999999999998,1.083,1.041,15.599,1.077,0.365,6.886,0.105,1.8159999999999998,1.122,16.164,Plantaginaceae
0.37200000000000005,0.8909999999999999,1.49,1.2209999999999999,18.183,1.561,1.249,18.972,1.548,1.244,18.815,1.5330000000000001,0.522,7.361000000000001,0.121,2.008,1.577,19.158,Plantaginaceae
0.353,0.884,1.608,1.268,18.155,1.7109999999999999,1.308,19.236,1.74,1.319,19.569000000000003,1.686,1.045,12.687999999999999,0.214,2.71,1.77,19.905,Plantaginaceae
0.40399999999999997,0.898,0.303,0.55,7.57,0.35100000000000003,0.593,8.777999999999999,0.36,0.6,8.986,0.33799999999999997,0.213,5.307,0.063,1.7409999999999999,0.36,8.986,Plantaginaceae
0.40700000000000003,0.895,0.306,0.5529999999999999,7.818,0.33399999999999996,0.578,8.513,0.335,0.579,8.56,0.325,0.19,4.9430000000000005,0.036000000000000004,1.121,0.337,8.597000000000001,Plantaginaceae
0.433,0.909,0.268,0.517,7.394,0.289,0.537,7.957999999999999,0.29600000000000004,0.544,8.149,0.284,0.16,4.691,0.040999999999999995,1.2009999999999998,0.3,8.273,Plantaginaceae
0.359,0.894,0.493,0.7020000000000001,9.762,0.5589999999999999,0.748,11.050999999999998,0.5760000000000001,0.759,11.370999999999999,0.5429999999999999,0.34700000000000003,6.857,0.09300000000000001,2.055,0.5760000000000001,11.375,Plantaginaceae
0.389,0.9,0.426,0.653,9.464,0.461,0.679,10.189,0.46399999999999997,0.6809999999999999,10.237,0.451,0.20199999999999999,5.013999999999999,0.064,1.5930000000000002,0.474,10.472999999999999,Plantaginaceae
0.434,0.9059999999999999,0.847,0.92,13.795,0.857,0.9259999999999999,13.892000000000001,0.8540000000000001,0.924,13.835999999999999,0.853,0.35100000000000003,6.808,0.11900000000000001,1.999,0.907,14.699000000000002,Plantaginaceae
0.4,0.9059999999999999,0.491,0.701,9.687000000000001,0.56,0.748,11.017999999999999,0.568,0.754,11.179,0.54,0.326,6.526,0.092,2.009,0.5720000000000001,11.24,Plantaginaceae
0.41,0.905,0.642,0.8009999999999999,11.513,0.7020000000000001,0.838,12.559000000000001,0.7090000000000001,0.8420000000000001,12.695,0.684,0.431,7.9239999999999995,0.081,1.7480000000000002,0.713,12.767999999999999,Plantaginaceae
0.409,0.904,0.615,0.784,11.2,0.677,0.823,12.261,0.684,0.8270000000000001,12.386,0.659,0.342,6.898,0.099,1.983,0.695,12.588,Plantaginaceae
0.379,0.887,3.071,1.7519999999999998,27.531999999999996,2.8760000000000003,1.696,25.76,2.725,1.651,24.397,2.89,0.504,7.816,0.408,3.721,3.0989999999999998,27.752,Plantaginaceae
0.413,0.898,0.235,0.485,6.659,0.268,0.517,7.582000000000001,0.27699999999999997,0.526,7.851,0.26,0.16899999999999998,4.7989999999999995,0.048,1.402,0.27699999999999997,7.851,Plantaginaceae
0.415,0.897,0.133,0.365,5.015,0.156,0.395,5.8870000000000005,0.162,0.402,6.109,0.15,0.09699999999999999,3.661,0.032,1.213,0.162,6.1160000000000005,Plantaginaceae
0.409,0.9059999999999999,4.3069999999999995,2.075,30.391,4.475,2.115,31.378,4.503,2.122,31.561999999999998,4.428,1.7369999999999999,15.470999999999998,0.48,4.071000000000001,4.624,32.426,Plantaginaceae
0.59,0.917,0.126,0.355,5.24,0.135,0.36700000000000005,5.502000000000001,0.13699999999999998,0.371,5.607,0.133,0.043,2.362,0.026000000000000002,1.202,0.14400000000000002,5.8629999999999995,Plantaginaceae
0.406,0.9,0.146,0.382,5.26,0.16699999999999998,0.408,5.987,0.16899999999999998,0.41100000000000003,6.072,0.161,0.102,3.648,0.027000000000000003,1.012,0.16899999999999998,6.072,Plantaginaceae
0.405,0.903,1.499,1.225,17.523,1.6030000000000002,1.266,18.688,1.636,1.2790000000000001,19.070999999999998,1.58,0.9259999999999999,11.415999999999999,0.2,2.6,1.659,19.331,Plantaginaceae
0.41100000000000003,0.893,5.483,2.342,34.972,5.42,2.3280000000000003,34.455999999999996,5.421,2.3280000000000003,34.453,5.441,2.545,21.499000000000002,0.499,3.5460000000000003,5.682,36.123000000000005,Plantaginaceae
0.419,0.9109999999999999,1.893,1.376,19.565,2.039,1.4280000000000002,20.987,2.079,1.442,21.398000000000003,2.004,1.077,12.116,0.264,3.113,2.105,21.666999999999998,Plantaginaceae
0.375,0.905,0.35700000000000004,0.598,8.353,0.39299999999999996,0.627,9.151,0.409,0.639,9.515,0.386,0.24600000000000002,5.92,0.067,1.714,0.413,9.605,Plantaginaceae
0.376,0.903,5.026,2.242,33.272,5.065,2.251,33.437,5.079,2.254,33.508,5.0569999999999995,2.455,19.924,0.358,2.928,5.212999999999999,34.405,Plantaginaceae
0.384,0.914,2.509,1.584,23.351999999999997,2.5469999999999997,1.5959999999999999,23.593000000000004,2.5580000000000003,1.599,23.68,2.5380000000000003,1.327,14.259,0.252,2.738,2.65,24.563000000000002,Plantaginaceae
0.304,0.866,4.605,2.146,31.873,4.643,2.155,32.006,4.678999999999999,2.1630000000000003,32.242,4.6419999999999995,2.15,19.323,0.39399999999999996,3.25,4.816,33.195,Plantaginaceae
0.402,0.9520000000000001,0.08,0.28300000000000003,4.23,0.087,0.295,4.523,0.087,0.295,4.5169999999999995,0.085,0.037000000000000005,2.21,0.012,0.7829999999999999,0.09,4.658,Solanaceae
0.405,0.953,0.253,0.503,6.907,0.303,0.551,8.235,0.317,0.563,8.607999999999999,0.29100000000000004,0.183,4.987,0.069,1.98,0.318,8.622,Solanaceae
0.414,0.9359999999999999,0.18600000000000003,0.431,5.867999999999999,0.225,0.474,7.077000000000001,0.233,0.483,7.343,0.215,0.13699999999999998,4.298,0.052000000000000005,1.733,0.233,7.346,Solanaceae
0.405,0.9520000000000001,0.36,0.6,9.148,0.371,0.609,9.325,0.368,0.607,9.236,0.36700000000000005,0.10300000000000001,3.555,0.05,1.5019999999999998,0.38799999999999996,9.732999999999999,Solanaceae
0.405,0.953,0.431,0.6559999999999999,9.089,0.509,0.7140000000000001,10.687000000000001,0.529,0.727,11.097000000000001,0.49,0.307,6.519,0.10800000000000001,2.459,0.53,11.112,Solanaceae
0.491,0.971,0.005,0.07,0.95,0.006,0.077,1.147,0.006,0.079,1.2,0.006,0.004,0.703,0.001,0.285,0.006,1.2,Solanaceae
0.516,0.971,0.006999999999999999,0.085,1.145,0.009000000000000001,0.095,1.4380000000000002,0.009000000000000001,0.096,1.443,0.009000000000000001,0.005,0.8059999999999999,0.002,0.35,0.009000000000000001,1.4569999999999999,Solanaceae
0.41200000000000003,0.9590000000000001,0.021,0.14400000000000002,1.815,0.027999999999999997,0.166,2.421,0.03,0.17300000000000001,2.6189999999999998,0.026000000000000002,0.018000000000000002,1.5659999999999998,0.01,0.8909999999999999,0.03,2.6189999999999998,Solanaceae
0.51,0.971,0.08800000000000001,0.29600000000000004,3.8480000000000003,0.114,0.33799999999999997,4.9719999999999995,0.121,0.348,5.268,0.10800000000000001,0.071,3.109,0.036000000000000004,1.631,0.121,5.268,Solanaceae
0.544,0.97,0.188,0.434,6.028,0.222,0.47100000000000003,7.064,0.22899999999999998,0.478,7.2860000000000005,0.213,0.135,4.322,0.045,1.581,0.22899999999999998,7.297999999999999,Solanaceae
0.5770000000000001,0.973,0.017,0.13,1.774,0.02,0.142,2.101,0.021,0.146,2.214,0.019,0.012,1.2690000000000001,0.005,0.5429999999999999,0.021,2.225,Solanaceae
0.575,0.973,0.052000000000000005,0.22899999999999998,3.39,0.057999999999999996,0.24100000000000002,3.7289999999999996,0.055999999999999994,0.237,3.5989999999999998,0.055999999999999994,0.022000000000000002,1.5290000000000001,0.01,0.715,0.059000000000000004,3.7960000000000003,Solanaceae
0.574,0.9740000000000001,0.157,0.397,5.471,0.18899999999999997,0.434,6.5120000000000005,0.19399999999999998,0.44,6.697,0.18,0.109,3.799,0.040999999999999995,1.5330000000000001,0.195,6.724,Solanaceae
0.578,0.9740000000000001,0.36700000000000005,0.606,8.425,0.431,0.657,9.844,0.44799999999999995,0.67,10.24,0.41600000000000004,0.265,6.136,0.08900000000000001,2.213,0.449,10.252,Solanaceae
0.583,0.975,1.1,1.0490000000000002,15.677,1.173,1.083,16.559,1.179,1.0859999999999999,16.627,1.151,0.49700000000000005,8.213,0.146,2.6010000000000004,1.208,17.049,Solanaceae
0.57,0.9740000000000001,0.555,0.745,10.2,0.667,0.8170000000000001,12.209000000000001,0.6970000000000001,0.835,12.748,0.64,0.405,7.425,0.154,2.9960000000000004,0.698,12.759,Solanaceae
0.519,0.973,0.435,0.659,9.127,0.514,0.7170000000000001,10.720999999999998,0.535,0.731,11.15,0.494,0.322,6.767,0.11,2.5540000000000003,0.536,11.167,Solanaceae
0.532,0.9740000000000001,0.172,0.415,5.903,0.19699999999999998,0.444,6.694,0.201,0.449,6.822,0.19,0.09699999999999999,3.5810000000000004,0.040999999999999995,1.486,0.205,6.9670000000000005,Solanaceae
0.5720000000000001,0.975,0.085,0.29100000000000004,3.927,0.10300000000000001,0.321,4.777,0.107,0.32799999999999996,4.978,0.098,0.063,2.917,0.025,1.212,0.107,4.98,Solanaceae
0.528,0.9740000000000001,0.256,0.506,6.966,0.304,0.551,8.228,0.316,0.562,8.564,0.292,0.184,5.045,0.067,1.972,0.317,8.581,Solanaceae
0.465,0.97,0.24,0.49,6.746,0.287,0.536,8.024,0.298,0.545,8.316,0.275,0.168,4.768,0.064,1.911,0.298,8.338,Solanaceae
0.45399999999999996,0.9690000000000001,0.37,0.609,8.35,0.44299999999999995,0.665,9.936,0.461,0.679,10.355,0.425,0.27,6.082000000000001,0.1,2.379,0.462,10.365,Solanaceae
0.488,0.971,0.027999999999999997,0.168,2.266,0.035,0.187,2.7960000000000003,0.036000000000000004,0.19,2.887,0.033,0.02,1.6119999999999999,0.01,0.7979999999999999,0.037000000000000005,2.924,Solanaceae
