Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      41 |         965 |       00:38:37 |      100.00% |       96.46% |       0.0002 |       0.1134 |      1.0000e-04 |
|      41 |         970 |       00:38:56 |      100.00% |       97.98% |       0.0012 |       0.0866 |      1.0000e-04 |
|      41 |         975 |       00:39:15 |      100.00% |       95.96% |       0.0012 |       0.1364 |      1.0000e-04 |
|      41 |         980 |       00:39:35 |      100.00% |       96.97% |       0.0004 |       0.0760 |      1.0000e-04 |
|      42 |         985 |       00:39:54 |      100.00% |       96.46% |       0.0011 |       0.1203 |      1.0000e-04 |
|      42 |         990 |       00:40:13 |      100.00% |       97.47% |       0.0003 |       0.0970 |      1.0000e-04 |
|      42 |         995 |       00:40:33 |      100.00% |       96.46% |       0.0005 |       0.1165 |      1.0000e-04 |
|      42 |        1000 |       00:40:52 |      100.00% |       96.97% |       0.0003 |       0.1270 |      1.0000e-04 |
|      42 |        1005 |       00:41:11 |      100.00% |       98.48% |       0.0052 |       0.0604 |      1.0000e-04 |
|      43 |        1010 |       00:41:30 |      100.00% |       95.96% |       0.0015 |       0.0789 |      1.0000e-04 |
|      43 |        1015 |       00:41:50 |      100.00% |       96.97% |       0.0003 |       0.0772 |      1.0000e-04 |
|      43 |        1020 |       00:42:08 |      100.00% |       97.98% |       0.0009 |       0.0893 |      1.0000e-04 |
|      43 |        1025 |       00:42:27 |      100.00% |       98.48% |       0.0003 |       0.0729 |      1.0000e-04 |
|      43 |        1030 |       00:42:46 |      100.00% |       96.97% |       0.0016 |       0.1027 |      1.0000e-04 |
|      44 |        1035 |       00:43:06 |      100.00% |       96.97% |       0.0003 |       0.1052 |      1.0000e-04 |
|      44 |        1040 |       00:43:25 |      100.00% |       96.46% |       0.0002 |       0.0872 |      1.0000e-04 |
|      44 |        1045 |       00:43:45 |      100.00% |       96.46% |       0.0001 |       0.0872 |      1.0000e-04 |
|      44 |        1050 |       00:44:04 |      100.00% |       95.96% |       0.0038 |       0.1180 |      1.0000e-04 |
