Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      12 |         280 |       00:04:05 |      100.00% |       94.95% |       0.0249 |       0.1863 |      1.0000e-04 |
|      12 |         285 |       00:04:10 |       95.31% |       95.96% |       0.0831 |       0.1849 |      1.0000e-04 |
|      13 |         290 |       00:04:16 |       96.88% |       94.44% |       0.1492 |       0.2017 |      1.0000e-04 |
|      13 |         295 |       00:04:21 |       96.88% |       94.44% |       0.0582 |       0.2055 |      1.0000e-04 |
|      13 |         300 |       00:04:26 |       92.19% |       94.95% |       0.1406 |       0.1874 |      1.0000e-04 |
|      13 |         305 |       00:04:31 |       98.44% |       95.96% |       0.0838 |       0.1484 |      1.0000e-04 |
|      13 |         310 |       00:04:37 |       98.44% |       94.44% |       0.0894 |       0.2212 |      1.0000e-04 |
|      14 |         315 |       00:04:42 |       95.31% |       93.94% |       0.1335 |       0.2224 |      1.0000e-04 |
|      14 |         320 |       00:04:47 |       93.75% |       94.44% |       0.1022 |       0.1990 |      1.0000e-04 |
|      14 |         325 |       00:04:53 |      100.00% |       95.45% |       0.0201 |       0.2001 |      1.0000e-04 |
|      14 |         330 |       00:04:59 |       98.44% |       95.96% |       0.0987 |       0.1468 |      1.0000e-04 |
|      14 |         335 |       00:05:04 |      100.00% |       94.95% |       0.0333 |       0.1777 |      1.0000e-04 |
|      15 |         340 |       00:05:09 |       98.44% |       93.94% |       0.0376 |       0.2260 |      1.0000e-04 |
|      15 |         345 |       00:05:15 |       98.44% |       93.94% |       0.0467 |       0.2182 |      1.0000e-04 |
|      15 |         350 |       00:05:20 |       95.31% |       93.94% |       0.1161 |       0.2031 |      1.0000e-04 |
|      15 |         355 |       00:05:26 |       96.88% |       94.95% |       0.0772 |       0.1864 |      1.0000e-04 |
|      15 |         360 |       00:05:31 |       95.31% |       96.46% |       0.1023 |       0.1513 |      1.0000e-04 |
|      16 |         365 |       00:05:37 |       93.75% |       92.93% |       0.2206 |       0.2627 |      1.0000e-04 |
|      16 |         370 |       00:05:43 |       95.31% |       95.96% |       0.1701 |       0.1446 |      1.0000e-04 |
|      16 |         375 |       00:05:48 |       98.44% |       94.44% |       0.0713 |       0.1493 |      1.0000e-04 |
|      16 |         380 |       00:05:53 |      100.00% |       95.45% |       0.0318 |       0.1422 |      1.0000e-04 |
|      17 |         385 |       00:05:59 |       98.44% |       96.46% |       0.0796 |       0.1725 |      1.0000e-04 |
|      17 |         390 |       00:06:04 |       98.44% |       93.94% |       0.0528 |       0.1839 |      1.0000e-04 |
|      17 |         395 |       00:06:09 |       95.31% |       94.95% |       0.0759 |       0.1872 |      1.0000e-04 |
|      17 |         400 |       00:06:15 |       98.44% |       95.96% |       0.0432 |       0.1338 |      1.0000e-04 |
|      17 |         405 |       00:06:20 |       98.44% |       96.97% |       0.0363 |       0.1672 |      1.0000e-04 |
|      18 |         410 |       00:06:26 |      100.00% |       96.97% |       0.0085 |       0.1550 |      1.0000e-04 |
|      18 |         415 |       00:06:31 |      100.00% |       96.46% |       0.0179 |       0.1501 |      1.0000e-04 |
|      18 |         420 |       00:06:36 |       98.44% |       96.46% |       0.0462 |       0.1696 |      1.0000e-04 |
|      18 |         425 |       00:06:42 |       98.44% |       95.96% |       0.0828 |       0.2057 |      1.0000e-04 |
|      18 |         430 |       00:06:47 |       96.88% |       96.46% |       0.0417 |       0.1624 |      1.0000e-04 |
|      19 |         435 |       00:06:53 |       95.31% |       94.44% |       0.1324 |       0.1828 |      1.0000e-04 |
|      19 |         440 |       00:06:58 |       96.88% |       96.46% |       0.0658 |       0.1674 |      1.0000e-04 |
|      19 |         445 |       00:07:04 |      100.00% |       96.97% |       0.0134 |       0.1527 |      1.0000e-04 |
|      19 |         450 |       00:07:09 |       96.88% |       93.43% |       0.1140 |       0.2384 |      1.0000e-04 |
|      19 |         455 |       00:07:15 |       96.88% |       95.45% |       0.0571 |       0.1759 |      1.0000e-04 |
|      20 |         460 |       00:07:20 |       98.44% |       92.93% |       0.0802 |       0.2642 |      1.0000e-04 |
|      20 |         465 |       00:07:26 |       95.31% |       91.92% |       0.2237 |       0.3863 |      1.0000e-04 |
