Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      63 |         630 |       00:07:45 |      100.00% |       90.48% |       0.0010 |       0.2249 |      1.0000e-04 |
|      64 |         635 |       00:07:48 |      100.00% |       80.95% |       0.0028 |       0.8545 |      1.0000e-04 |
|      64 |         640 |       00:07:52 |       93.75% |       90.48% |       0.0767 |       0.7928 |      1.0000e-04 |
|      65 |         645 |       00:07:56 |      100.00% |       90.48% |       0.0006 |       0.7037 |      1.0000e-04 |
|      65 |         650 |       00:08:00 |      100.00% |       95.24% |       0.0050 |       0.4023 |      1.0000e-04 |
|      66 |         655 |       00:08:03 |      100.00% |       90.48% |       0.0067 |       0.4223 |      1.0000e-04 |
|      66 |         660 |       00:08:07 |      100.00% |       95.24% |       0.0002 |       0.4690 |      1.0000e-04 |
|      67 |         665 |       00:08:11 |      100.00% |       90.48% |   6.4278e-05 |       0.2335 |      1.0000e-04 |
|      67 |         670 |       00:08:14 |      100.00% |       95.24% |   3.0851e-05 |       0.3831 |      1.0000e-04 |
|      68 |         675 |       00:08:18 |      100.00% |       90.48% |   6.7988e-05 |       0.1554 |      1.0000e-04 |
|      68 |         680 |       00:08:22 |      100.00% |       95.24% |       0.0001 |       0.0695 |      1.0000e-04 |
|      69 |         685 |       00:08:25 |      100.00% |       95.24% |       0.0001 |       0.1972 |      1.0000e-04 |
|      69 |         690 |       00:08:29 |      100.00% |       90.48% |       0.0002 |       0.3567 |      1.0000e-04 |
|      70 |         695 |       00:08:33 |      100.00% |       85.71% |       0.0025 |       0.7032 |      1.0000e-04 |
|      70 |         700 |       00:08:36 |      100.00% |       85.71% |   5.6582e-05 |       0.6814 |      1.0000e-04 |
|      71 |         705 |       00:08:40 |       93.75% |       85.71% |       0.0542 |       0.9871 |      1.0000e-04 |
|      71 |         710 |       00:08:44 |      100.00% |       80.95% |   5.0813e-05 |       1.2402 |      1.0000e-04 |
|      72 |         715 |       00:08:48 |      100.00% |       76.19% |   7.6918e-05 |       1.1809 |      1.0000e-04 |
|      72 |         720 |       00:08:51 |      100.00% |       80.95% |       0.0007 |       0.8227 |      1.0000e-04 |
|      73 |         725 |       00:08:55 |      100.00% |       76.19% |       0.0046 |       1.5678 |      1.0000e-04 |
|      73 |         730 |       00:08:59 |      100.00% |       85.71% |       0.0004 |       0.8594 |      1.0000e-04 |
|      74 |         735 |       00:09:02 |       87.50% |       85.71% |       0.2987 |       0.3955 |      1.0000e-04 |
|      74 |         740 |       00:09:06 |      100.00% |       90.48% |       0.0195 |       0.3124 |      1.0000e-04 |
|      75 |         745 |       00:09:09 |      100.00% |       85.71% |       0.0864 |       0.4452 |      1.0000e-04 |
|      75 |         750 |       00:09:13 |      100.00% |       85.71% |       0.0246 |       0.6461 |      1.0000e-04 |
|      76 |         755 |       00:09:17 |      100.00% |       90.48% |       0.0134 |       0.6402 |      1.0000e-04 |
|      76 |         760 |       00:09:20 |      100.00% |       90.48% |       0.0190 |       0.3285 |      1.0000e-04 |
|      77 |         765 |       00:09:24 |      100.00% |       95.24% |       0.0046 |       0.1184 |      1.0000e-04 |
|      77 |         770 |       00:09:28 |      100.00% |       80.95% |       0.0021 |       1.5392 |      1.0000e-04 |
|      78 |         775 |       00:09:32 |      100.00% |       90.48% |       0.0026 |       0.4181 |      1.0000e-04 |
|      78 |         780 |       00:09:35 |      100.00% |       85.71% |       0.0005 |       1.1548 |      1.0000e-04 |
|      79 |         785 |       00:09:39 |       87.50% |       76.19% |       0.2700 |       1.0356 |      1.0000e-04 |
|      79 |         790 |       00:09:43 |       93.75% |       95.24% |       0.1892 |       0.1300 |      1.0000e-04 |
|      80 |         795 |       00:09:47 |      100.00% |       90.48% |       0.0037 |       0.1803 |      1.0000e-04 |
|      80 |         800 |       00:09:50 |      100.00% |       85.71% |       0.0006 |       0.5373 |      1.0000e-04 |
|      81 |         805 |       00:09:54 |      100.00% |       76.19% |       0.0124 |       2.1867 |      1.0000e-04 |
|      81 |         810 |       00:09:58 |      100.00% |       85.71% |       0.0006 |       0.4492 |      1.0000e-04 |
|      82 |         815 |       00:10:01 |      100.00% |       95.24% |       0.0123 |       0.1469 |      1.0000e-04 |
|      82 |         820 |       00:10:05 |      100.00% |       90.48% |       0.0084 |       0.3989 |      1.0000e-04 |
|      83 |         825 |       00:10:09 |      100.00% |       90.48% |       0.0004 |       0.4552 |      1.0000e-04 |
|      83 |         830 |       00:10:13 |      100.00% |       85.71% |       0.0381 |       1.1588 |      1.0000e-04 |
|      84 |         835 |       00:10:16 |      100.00% |       80.95% |       0.0075 |       1.6124 |      1.0000e-04 |
|      84 |         840 |       00:10:20 |      100.00% |       90.48% |       0.0045 |       1.3195 |      1.0000e-04 |
|      85 |         845 |       00:10:24 |      100.00% |       85.71% |   4.3016e-05 |       0.9035 |      1.0000e-04 |
|      85 |         850 |       00:10:27 |      100.00% |       76.19% |       0.0009 |       1.8616 |      1.0000e-04 |
|      86 |         855 |       00:10:31 |       93.75% |       76.19% |       0.4366 |       0.9262 |      1.0000e-04 |
|      86 |         860 |       00:10:35 |      100.00% |       71.43% |       0.0013 |       1.1391 |      1.0000e-04 |
|      87 |         865 |       00:10:39 |       93.75% |       80.95% |       0.2476 |       1.3054 |      1.0000e-04 |
|      87 |         870 |       00:10:42 |      100.00% |       52.38% |       0.0324 |       3.8850 |      1.0000e-04 |
|      88 |         875 |       00:10:46 |       93.75% |       71.43% |       0.0902 |       0.9055 |      1.0000e-04 |
|      88 |         880 |       00:10:49 |       93.75% |       71.43% |       0.3743 |       3.6125 |      1.0000e-04 |
|      89 |         885 |       00:10:53 |       75.00% |       71.43% |       1.5006 |       1.3734 |      1.0000e-04 |
|      89 |         890 |       00:10:57 |       68.75% |       66.67% |       0.7025 |       0.9524 |      1.0000e-04 |
|      90 |         895 |       00:11:00 |       81.25% |       71.43% |       0.5895 |       0.9286 |      1.0000e-04 |
|      90 |         900 |       00:11:04 |       87.50% |       80.95% |       0.2671 |       0.7508 |      1.0000e-04 |
|      91 |         905 |       00:11:08 |       87.50% |       80.95% |       0.3326 |       0.9995 |      1.0000e-04 |
|      91 |         910 |       00:11:11 |       93.75% |       80.95% |       0.1076 |       0.5037 |      1.0000e-04 |
|      92 |         915 |       00:11:15 |       87.50% |      100.00% |       0.3645 |       0.0838 |      1.0000e-04 |
|      92 |         920 |       00:11:19 |      100.00% |       85.71% |       0.0450 |       0.5356 |      1.0000e-04 |
|      93 |         925 |       00:11:22 |      100.00% |       90.48% |       0.0417 |       0.2725 |      1.0000e-04 |
|      93 |         930 |       00:11:26 |      100.00% |       76.19% |       0.0570 |       0.6648 |      1.0000e-04 |
