Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       3 |         280 |       00:07:18 |       93.75% |       89.90% |       0.2453 |       0.3522 |      1.0000e-04 |
|       3 |         285 |       00:07:26 |       93.75% |       90.91% |       0.1152 |       0.3361 |      1.0000e-04 |
|       3 |         290 |       00:07:33 |       93.75% |       89.90% |       0.1205 |       0.3506 |      1.0000e-04 |
|       3 |         295 |       00:07:42 |      100.00% |       89.90% |       0.1351 |       0.3487 |      1.0000e-04 |
|       4 |         300 |       00:07:50 |       93.75% |       88.38% |       0.1360 |       0.3479 |      1.0000e-04 |
|       4 |         305 |       00:07:58 |      100.00% |       87.88% |       0.0923 |       0.3528 |      1.0000e-04 |
|       4 |         310 |       00:08:06 |       93.75% |       86.87% |       0.1421 |       0.3801 |      1.0000e-04 |
|       4 |         315 |       00:08:14 |       93.75% |       89.39% |       0.1110 |       0.2908 |      1.0000e-04 |
|       4 |         320 |       00:08:22 |       93.75% |       89.39% |       0.1994 |       0.2926 |      1.0000e-04 |
|       4 |         325 |       00:08:30 |       87.50% |       92.42% |       0.1737 |       0.2701 |      1.0000e-04 |
|       4 |         330 |       00:08:39 |      100.00% |       90.40% |       0.0616 |       0.2749 |      1.0000e-04 |
|       4 |         335 |       00:08:47 |      100.00% |       90.91% |       0.0944 |       0.2748 |      1.0000e-04 |
|       4 |         340 |       00:08:55 |       93.75% |       91.41% |       0.2092 |       0.2630 |      1.0000e-04 |
|       4 |         345 |       00:09:02 |       93.75% |       90.40% |       0.3588 |       0.2754 |      1.0000e-04 |
|       4 |         350 |       00:09:10 |      100.00% |       88.89% |       0.0559 |       0.3422 |      1.0000e-04 |
|       4 |         355 |       00:09:18 |       93.75% |       90.91% |       0.1018 |       0.3133 |      1.0000e-04 |
|       4 |         360 |       00:09:25 |       93.75% |       89.39% |       0.2666 |       0.3272 |      1.0000e-04 |
|       4 |         365 |       00:09:33 |      100.00% |       90.40% |       0.0740 |       0.3177 |      1.0000e-04 |
|       4 |         370 |       00:09:41 |       93.75% |       89.90% |       0.0943 |       0.3460 |      1.0000e-04 |
|       4 |         375 |       00:09:49 |      100.00% |       89.90% |       0.0842 |       0.3177 |      1.0000e-04 |
|       4 |         380 |       00:09:56 |       93.75% |       89.90% |       0.2122 |       0.3252 |      1.0000e-04 |
|       4 |         385 |       00:10:04 |      100.00% |       90.91% |       0.0396 |       0.2767 |      1.0000e-04 |
|       4 |         390 |       00:10:12 |       93.75% |       89.39% |       0.1420 |       0.2848 |      1.0000e-04 |
